,debtor_male,debtor_female,tuple,average_male,average_female,female-male
0,0.44910964,0.36613026,"('unsociable', 'sociable')",0.4491096,0.3661303,-0.0829793
1,-0.061497584,-0.24886182,"('unfriendly', 'friendly')",-0.0614976,-0.2488618,-0.1873642
2,0.26782876,0.38557813,"('unlikable', 'likable')",0.2678288,0.3855781,0.1177493
3,-0.26622832,-0.1999908,"('repellent', 'pleasant')",-0.2662283,-0.1999908,0.0662375
4,-3.4739387,-3.47325,"('disliked', 'liked')",-3.4739387,-3.4732499,0.0006888
5,-0.79982245,-0.9072398,"('distant', 'outgoing')",-0.7998224,-0.9072398,-0.1074174
6,-0.78791195,-0.97480655,"('distant', 'open')",-0.787912,-0.9748065,-0.1868945
7,0.5918101,0.6004081,"('insensitive', 'sensitive')",0.5918101,0.6004081,0.008598
8,0.24905333,0.10631468,"('unaffectionate', 'affectionate')",0.2490533,0.1063147,-0.1427386
9,0.66059005,0.55031353,"('unaffectionate', 'caring')",0.6605901,0.5503135,-0.1102766
10,0.2267842,0.13375342,"('unsympathetic', 'sympathetic')",0.2267842,0.1337534,-0.0930308
11,0.9695864,1.0423187,"('unhelpful', 'helpful')",0.9695864,1.0423187,0.0727323
12,-0.744,-0.6593987,"('unsupportive', 'supportive')",-0.744,-0.6593987,0.0846013
13,0.20638037,0.2854865,"('impolite', 'polite')",0.2063804,0.2854865,0.0791061
14,0.46039027,0.5200903,"('antisocial', 'social')",0.4603903,0.5200903,0.0597
15,0.26954135,0.17761034,"('boring', 'funny')",0.2695414,0.1776103,-0.0919311
16,-1.3674858,-1.3489836,"('unpopular', 'popular')",-1.3674858,-1.3489836,0.0185022
17,-0.17123906,-0.19173782,"('nasty', 'nice')",-0.1712391,-0.1917378,-0.0204987
18,-1.4298285,-1.2025081,"('disagreeable', 'welcoming')",-1.4298285,-1.2025081,0.2273204
19,-0.95659536,-0.9941921,"('inhospitable', 'hospitable')",-0.9565954,-0.9941921,-0.0375967
20,0.095574945,-0.0135215,"('rough', 'thoughtful')",0.0955749,-0.0135215,-0.1090964
21,-0.21876365,0.037555225,"('immoral', 'moral')",-0.2187636,0.0375552,0.2563188
22,-0.8360668,-0.8179335,"('untrustworthy', 'trustworthy')",-0.8360668,-0.8179335,0.0181333
23,3.1686177,3.159171,"('insincere', 'sincere')",3.1686177,3.1591711,-0.0094466
24,0.39103672,0.39034083,"('dishonest', 'honest')",0.3910367,0.3903408,-0.0006959
25,0.26693738,0.28269917,"('egoistic', 'altruistic')",0.2669374,0.2826992,0.0157618
26,1.7935853,1.50842,"('hardhearted', 'benevolent')",1.7935853,1.50842,-0.2851653
27,0.50468516,0.26859042,"('hardhearted', 'softhearted')",0.5046852,0.2685904,-0.2360948
28,0.82252574,0.5964585,"('disloyal', 'loyal')",0.8225257,0.5964585,-0.2260672
29,-1.064287,-1.1528752,"('unfair', 'fair')",-1.0642869,-1.1528752,-0.0885883
30,0.3993727,0.5027026,"('intolerant', 'tolerant')",0.3993727,0.5027026,0.1033299
31,-1.9919469,-2.0961509,"('evil', 'good')",-1.9919469,-2.0961509,-0.104204
32,0.8819215,0.84280205,"('unkind', 'kind')",0.8819215,0.842802,-0.0391195
33,0.24171898,0.21132368,"('wrong', 'right')",0.241719,0.2113237,-0.0303953
34,2.4620347,2.6180398,"('mean', 'honorable')",2.4620347,2.6180398,0.1560051
35,-0.5436588,-0.8021762,"('corrupt', 'incorrupt')",-0.5436588,-0.8021762,-0.2585174
36,-0.15355518,-0.4612153,"('hostile', 'amicable')",-0.1535552,-0.4612153,-0.3076601
37,-0.09612705,-0.16517232,"('fake', 'genuine')",-0.096127,-0.1651723,-0.0690453
38,-0.09415703,-0.034872375,"('untruthful', 'truthful')",-0.094157,-0.0348724,0.0592846
39,-0.35399297,-0.30333877,"('exploitative', 'cooperative')",-0.353993,-0.3033388,0.0506542
40,-0.879044,-1.0382112,"('stingy', 'generous')",-0.879044,-1.0382112,-0.1591672
41,0.5469467,0.34267715,"('unforgiving', 'forgiving')",0.5469467,0.3426771,-0.2042696
42,-1.2966386,-1.2305703,"('unreliable', 'reliable')",-1.2966386,-1.2305703,0.0660683
43,0.40634525,0.49610445,"('irresponsible', 'responsible')",0.4063452,0.4961044,0.0897592
44,-1.7925626,-1.7323775,"('prejudiced', 'unprejudiced')",-1.7925626,-1.7323775,0.0601851
45,-0.2951798,-0.469378,"('incompetent', 'competent')",-0.2951798,-0.469378,-0.1741982
46,-0.21586594,-0.22671604,"('uncompetitive', 'competitive')",-0.2158659,-0.226716,-0.0108501
47,2.5629663,2.6498785,"('stupid', 'smart')",2.5629663,2.6498785,0.0869122
48,-0.68509,-0.65604895,"('unintelligent', 'intelligent')",-0.68509,-0.656049,0.029041
49,-1.4233278,-1.2669642,"('unable', 'able')",-1.4233278,-1.2669642,0.1563636
50,-0.2626002,-0.34161237,"('clumsy', 'skillful')",-0.2626002,-0.3416124,-0.0790122
51,-0.42167172,-0.41797152,"('uneducated', 'educated')",-0.4216717,-0.4179715,0.0037002
52,-0.5808097,-0.79520005,"('irrational', 'rational')",-0.5808097,-0.7952,-0.2143903
53,-0.6713191,-0.88932323,"('uncreative', 'creative')",-0.6713191,-0.8893232,-0.2180041
54,-0.54198253,-0.53224987,"('incapable', 'capable')",-0.5419825,-0.5322499,0.0097326
55,-0.13877559,-0.056955658,"('incompetent', 'clever')",-0.1387756,-0.0569557,0.0818199
56,0.15768228,0.23507248,"('impractical', 'practical')",0.1576823,0.2350725,0.0773902
57,-1.4403088,-1.6335016,"('unimaginative', 'imaginative')",-1.4403088,-1.6335016,-0.1931928
58,0.88032216,0.7224626,"('undiscriminating', 'discriminating')",0.8803222,0.7224626,-0.1578596
59,-0.3423173,-0.34100735,"('foolish', 'wise')",-0.3423173,-0.3410074,0.0013099
60,-0.63888276,-0.28822342,"('inefficient', 'efficient')",-0.6388828,-0.2882234,0.3506594
61,0.06411059,-0.0661214,"('illogical', 'logical')",0.0641106,-0.0661214,-0.130232
62,-0.52644664,-0.29079983,"('incompetent', 'brilliant')",-0.5264466,-0.2907998,0.2356468
63,0.29067132,0.35851872,"('unperceptive', 'insightful')",0.2906713,0.3585187,0.0678474
64,-3.0573173,-2.8403385,"('shy', 'confident')",-3.0573173,-2.8403385,0.2169788
65,0.015077837,0.10553469,"('insecure', 'secure')",0.0150778,0.1055347,0.0904569
66,0.01592484,-0.10274498,"('inactive', 'active')",0.0159248,-0.102745,-0.1186698
67,0.058089487,0.21510679,"('doubtful', 'determined')",0.0580895,0.2151068,0.1570173
68,-1.9781177,-1.8955905,"('dependent', 'independent')",-1.9781177,-1.8955905,0.0825272
69,-1.4706601,-1.5182012,"('lazy', 'industrious')",-1.4706601,-1.5182012,-0.0475411
70,0.10962014,0.106925525,"('lethargic', 'energetic')",0.1096201,0.1069255,-0.0026946
71,-0.033129714,0.02719309,"('diffident', 'self-confident')",-0.0331297,0.0271931,0.0603228
72,0.5809317,0.59563756,"('unambitious', 'ambitious')",0.5809317,0.5956376,0.0147059
73,-1.5107963,-1.4159108,"('helpless', 'self-reliant')",-1.5107963,-1.4159108,0.0948855
74,-0.35106903,-0.43640888,"('undedicated', 'dedicated')",-0.351069,-0.4364089,-0.0853399
75,-0.5971105,-0.5869247,"('meek', 'impulsive')",-0.5971105,-0.5869247,0.0101858
76,-0.6689204,-0.538204,"('anxious', 'daring')",-0.6689204,-0.538204,0.1307164
77,-0.5770193,-0.4120103,"('unmotivated', 'motivated')",-0.5770193,-0.4120103,0.165009
78,-0.40165854,-0.42121843,"('nonresilient', 'resilient')",-0.4016585,-0.4212184,-0.0195599
79,-0.45255724,-0.6451604,"('wavering', 'unwavering')",-0.4525572,-0.6451604,-0.1926032
80,0.5743079,0.5842978,"('dominated', 'dominating')",0.5743079,0.5842978,0.0099899
81,-0.23284455,-0.004728794,"('submissive', 'aggressive')",-0.2328445,-0.0047288,0.2281157
82,2.6676571,2.515197,"('poor', 'rich')",2.6676571,2.515197,-0.1524601
83,0.26819515,0.26263064,"('powerless', 'powerful')",0.2681952,0.2626306,-0.0055646
84,0.50003725,0.4841822,"('inferior', 'superior')",0.5000373,0.4841822,-0.0158551
85,-0.45054698,-0.44516027,"('insignificant', 'prestigious')",-0.450547,-0.4451603,0.0053867
86,-0.07889978,-0.26290795,"('uninfluential', 'influential')",-0.0788998,-0.262908,-0.1840082
87,-0.26548743,-0.14452754,"('unsuccessful', 'successful')",-0.2654874,-0.1445275,0.1209599
88,-0.64483404,-0.60056335,"('low', 'eminent')",-0.644834,-0.6005633,0.0442707
