,cvs_male,cvs_female,tuple,health_male,health_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.95065475,-1.110481,"('unsociable', 'sociable')",0.09189855,0.078624755,-0.6036581,-0.78618497,-0.4874714,-0.6060138,-0.1185424
1,0.54729724,0.63800865,"('unfriendly', 'friendly')",1.2135328,1.2275677,1.3884538,1.3429102,1.0497613,1.0694955,0.0197342
2,1.4853517,1.5511241,"('unlikable', 'likable')",1.1830479,1.1955407,0.96531606,1.0282391,1.2112385,1.2583013,0.0470628
3,-1.2043405,-1.2108977,"('repellent', 'pleasant')",-1.3076657,-1.0298451,0.574411,0.5521011,-0.6458651,-0.5628805,0.0829846
4,0.37415206,0.55016303,"('disliked', 'liked')",0.87713313,0.93306744,-5.9771886,-5.927898,-1.5753012,-1.4815558,0.0937454
5,1.1648934,1.398,"('distant', 'outgoing')",1.2317039,1.372294,-0.33342034,-0.2143184,0.6877257,0.8519918,0.1642661
6,1.0592347,1.3439186,"('distant', 'open')",1.1967195,1.3587083,-0.05459515,0.05651159,0.7337863,0.9197128,0.1859265
7,-0.55129355,-0.6071938,"('insensitive', 'sensitive')",-0.32529953,-0.21412045,0.18482865,0.15170081,-0.2305882,-0.2232045,0.0073837
8,-0.06513842,0.01050362,"('unaffectionate', 'affectionate')",0.54112405,0.42703158,0.63666964,0.6801814,0.3708851,0.3725722,0.0016871
9,0.45227075,0.5209888,"('unaffectionate', 'caring')",1.5414687,1.5080853,1.2118057,1.2261612,1.0685151,1.0850785,0.0165634
10,-1.7624635,-1.9307847,"('unsympathetic', 'sympathetic')",-0.77550745,-0.623755,-0.72495884,-0.8030843,-1.0876433,-1.119208,-0.0315647
11,0.10514143,-0.014854681,"('unhelpful', 'helpful')",-0.058577668,-0.017635904,1.4804152,1.4798312,0.508993,0.4824469,-0.0265461
12,1.3449434,1.4835184,"('unsupportive', 'supportive')",2.3867352,2.6280656,-1.7143601,-1.6595533,0.6724394,0.8173435,0.1449041
13,-0.006312983,-0.22854555,"('impolite', 'polite')",-0.024381176,-0.050401255,-1.0909241,-1.2182667,-0.3738728,-0.4990712,-0.1251984
14,-1.7590151,-1.8819256,"('antisocial', 'social')",-0.23243815,-0.16178395,-0.75863856,-0.930139,-0.9166973,-0.9912829,-0.0745856
15,0.2572068,0.23408584,"('boring', 'funny')",0.5486903,0.4200967,-0.25264406,-0.20235145,0.1844177,0.1506104,-0.0338073
16,0.31721088,0.44632456,"('unpopular', 'popular')",0.30092353,0.3652432,0.50299597,0.41881818,0.3737101,0.4101287,0.0364186
17,0.013535015,0.13366663,"('nasty', 'nice')",-0.26726452,-0.012628809,-0.5899289,-0.44627607,-0.2812195,-0.1084127,0.1728068
18,0.21425241,0.34277076,"('disagreeable', 'welcoming')",-0.66154873,-0.56595904,-0.43261918,-0.3948519,-0.2933052,-0.2060134,0.0872918
19,1.6227403,1.8263857,"('inhospitable', 'hospitable')",0.56565064,0.61717707,-0.013369128,0.158395,0.7250073,0.8673193,0.142312
20,0.15772907,0.19071381,"('rough', 'thoughtful')",-0.36441016,-0.25068176,0.7515462,0.73824847,0.1816217,0.2260935,0.0444718
21,0.02087871,-0.13910112,"('immoral', 'moral')",0.6841363,0.75297225,-0.5850715,-0.6192537,0.0399812,-0.0017942,-0.0417754
22,-0.15446368,-0.18809159,"('untrustworthy', 'trustworthy')",-0.34560338,-0.3474752,-0.96433,-1.0037565,-0.4881324,-0.5131078,-0.0249754
23,-0.19058512,-0.32181367,"('insincere', 'sincere')",-0.25095966,-0.15673411,4.9696393,4.7754383,1.5093648,1.4322969,-0.0770679
24,-0.22286668,-0.32049614,"('dishonest', 'honest')",0.37046856,0.34917971,0.62231994,0.5842596,0.2566406,0.2043144,-0.0523262
25,-0.06311603,-0.047754116,"('egoistic', 'altruistic')",0.3262297,0.27905136,1.4368446,1.440763,0.5666528,0.5573534,-0.0092994
26,0.614769,0.7003369,"('hardhearted', 'benevolent')",1.5881082,1.5649209,1.8949829,1.829174,1.3659533,1.3648106,-0.0011427
27,0.49034074,0.5751726,"('hardhearted', 'softhearted')",0.87842274,0.866893,1.3868315,1.3764837,0.9185317,0.9395164,0.0209847
28,-0.8157757,-0.934395,"('disloyal', 'loyal')",0.06387872,0.0016670898,0.85706925,0.7188703,0.0350574,-0.0712859,-0.1063433
29,0.16477835,0.19006225,"('unfair', 'fair')",0.037454035,0.17800285,-0.16481644,-0.26924223,0.012472,0.032941,0.020469
30,-0.50610083,-0.5758352,"('intolerant', 'tolerant')",0.0140513275,0.07877506,0.2998093,0.21496195,-0.0640801,-0.0940327,-0.0299526
31,0.8142856,1.1368241,"('evil', 'good')",-0.0180286,0.1407345,-0.6024691,-0.4907268,0.064596,0.2622772,0.1976812
32,0.9519239,0.8438036,"('unkind', 'kind')",1.7404497,1.6713148,1.1629949,0.9782769,1.2851228,1.1644651,-0.1206577
33,1.9906497,2.0394769,"('wrong', 'right')",0.99017113,0.94296026,-0.54392684,-0.51182306,0.812298,0.823538,0.01124
34,0.20310993,0.3132125,"('mean', 'honorable')",0.5790293,0.80158335,5.000346,5.151575,1.9274952,2.0887903,0.1612951
35,1.0042824,1.139562,"('corrupt', 'incorrupt')",-0.4045013,-0.39482483,0.08396384,0.13159063,0.227915,0.2921093,0.0641943
36,0.8950851,1.1309922,"('hostile', 'amicable')",-0.06956651,0.034339145,0.05333625,0.046284415,0.2929516,0.4038719,0.1109203
37,0.103769004,0.07541002,"('fake', 'genuine')",0.10470776,0.14816615,0.10530497,0.1368477,0.1045939,0.1201413,0.0155474
38,0.10572706,0.19082814,"('untruthful', 'truthful')",0.79605883,0.90288544,-0.18538813,-0.06819698,0.2387993,0.3418388,0.1030395
39,1.331442,1.2422851,"('exploitative', 'cooperative')",0.383946,0.38073358,0.31174785,0.3119207,0.6757119,0.6449798,-0.0307321
40,0.1753622,0.27041858,"('stingy', 'generous')",0.10579616,0.23365793,-1.9552717,-1.9723928,-0.5580378,-0.4894388,0.068599
41,0.43579867,0.52412736,"('unforgiving', 'forgiving')",0.17299595,0.31704575,0.0061238734,-0.012287942,0.2049728,0.2762951,0.0713223
42,0.9739618,1.1298043,"('unreliable', 'reliable')",1.2150466,1.4549766,-2.3814316,-2.2621827,-0.064141,0.1075327,0.1716737
43,-0.23427512,-0.26704296,"('irresponsible', 'responsible')",0.9587681,1.0879622,0.20013998,0.17259544,0.308211,0.3311715,0.0229605
44,-0.17819726,-0.10349493,"('prejudiced', 'unprejudiced')",-0.5078616,-0.40614367,-1.1789349,-1.1252053,-0.6216646,-0.5449479,0.0767167
45,-1.1768702,-1.1011702,"('incompetent', 'competent')",-0.3820447,-0.079689376,-0.28390983,-0.32242185,-0.6142749,-0.5010938,0.1131811
46,-1.1911631,-1.3017884,"('uncompetitive', 'competitive')",-0.6672777,-0.5309717,-1.2784286,-1.3530043,-1.0456231,-1.0619214,-0.0162983
47,0.3241828,0.34374213,"('stupid', 'smart')",1.6732821,1.622073,5.080437,5.023488,2.3593006,2.3297677,-0.0295329
48,-0.9049784,-1.0327356,"('unintelligent', 'intelligent')",0.058576874,0.10094498,0.16609636,0.13090381,-0.2267684,-0.2669623,-0.0401939
49,-0.0074021965,0.08859618,"('unable', 'able')",0.10378139,0.21810503,-0.37965888,-0.30643326,-0.0944266,8.93e-05,0.0945159
50,1.0549985,1.0677761,"('clumsy', 'skillful')",0.78705525,0.74293464,0.24000187,0.16837953,0.6940185,0.6596967,-0.0343218
51,-0.7129921,-0.8944858,"('uneducated', 'educated')",-0.23097637,-0.314797,0.0063754916,-0.14418727,-0.312531,-0.4511567,-0.1386257
52,1.1642854,1.0045232,"('irrational', 'rational')",0.59370244,0.35679778,0.4386504,0.325984,0.7322128,0.562435,-0.1697778
53,0.110639915,0.18537219,"('uncreative', 'creative')",-0.6937147,-0.68291265,0.44421625,0.29845527,-0.0462862,-0.0663617,-0.0200755
54,0.9198688,0.9721924,"('incapable', 'capable')",0.6692906,0.5739417,0.6081243,0.6355049,0.7324279,0.727213,-0.0052149
55,-1.6887509,-1.7892252,"('incompetent', 'clever')",-1.610887,-1.5096269,-0.25087717,-0.3145007,-1.183505,-1.2044509,-0.0209459
56,-0.45673674,-0.5292217,"('impractical', 'practical')",0.5358371,0.6767824,-0.83342195,-0.84216833,-0.2514405,-0.2315359,0.0199046
57,-1.5326648,-1.563864,"('unimaginative', 'imaginative')",-0.77526337,-0.65782374,-3.195299,-3.2256436,-1.8344091,-1.8157771,0.018632
58,-0.51881784,-0.47877964,"('undiscriminating', 'discriminating')",-1.4924715,-1.3496232,-0.2056646,-0.23315331,-0.7389847,-0.6871854,0.0517993
59,1.5082076,1.4971381,"('foolish', 'wise')",2.4632444,2.287316,0.69774926,0.69130063,1.5564005,1.4919182,-0.0644823
