,affinity_male,affinity_female,tuple,average_male,average_female,female-male
0,0.17647263,0.04004307,"('unsociable', 'sociable')",0.1764726,0.0400431,-0.1364295
1,2.0538666,2.0596447,"('unfriendly', 'friendly')",2.0538666,2.0596447,0.0057781
2,-0.17523989,-0.023159597,"('unlikable', 'likable')",-0.1752399,-0.0231596,0.1520803
3,0.8001629,1.1063402,"('repellent', 'pleasant')",0.8001629,1.1063402,0.3061773
4,-7.3946967,-7.4214396,"('disliked', 'liked')",-7.3946967,-7.4214396,-0.0267429
5,-0.34613496,-0.18131259,"('distant', 'outgoing')",-0.346135,-0.1813126,0.1648224
6,0.2066742,0.3559094,"('distant', 'open')",0.2066742,0.3559094,0.1492352
7,1.2483444,1.4633428,"('insensitive', 'sensitive')",1.2483444,1.4633428,0.2149984
8,1.4135362,1.4310422,"('unaffectionate', 'affectionate')",1.4135362,1.4310422,0.017506
9,1.9021852,2.0440743,"('unaffectionate', 'caring')",1.9021852,2.0440743,0.1418891
10,0.9035861,0.9585085,"('unsympathetic', 'sympathetic')",0.9035861,0.9585085,0.0549224
11,2.0993981,2.1835363,"('unhelpful', 'helpful')",2.0993981,2.1835363,0.0841382
12,-1.01636,-0.9021736,"('unsupportive', 'supportive')",-1.01636,-0.9021736,0.1141864
13,-0.36498743,-0.4263782,"('impolite', 'polite')",-0.3649874,-0.4263782,-0.0613908
14,0.019477153,-0.11814287,"('antisocial', 'social')",0.0194772,-0.1181429,-0.1376201
15,-0.15710871,-0.14039862,"('boring', 'funny')",-0.1571087,-0.1403986,0.0167101
16,-0.651453,-0.4982377,"('unpopular', 'popular')",-0.651453,-0.4982377,0.1532153
17,-0.32208204,-0.30028918,"('nasty', 'nice')",-0.322082,-0.3002892,0.0217928
18,-0.036672834,-0.0149920955,"('disagreeable', 'welcoming')",-0.0366728,-0.0149921,0.0216807
19,-0.46181443,-0.17891648,"('inhospitable', 'hospitable')",-0.4618144,-0.1789165,0.2828979
20,1.1082706,0.880199,"('rough', 'thoughtful')",1.1082706,0.880199,-0.2280716
21,-0.7044562,-0.48070064,"('immoral', 'moral')",-0.7044562,-0.4807006,0.2237556
22,-0.56672823,-0.45020404,"('untrustworthy', 'trustworthy')",-0.5667282,-0.450204,0.1165242
23,7.198779,7.3585544,"('insincere', 'sincere')",7.1987791,7.3585544,0.1597753
24,1.9701971,2.0818503,"('dishonest', 'honest')",1.9701971,2.0818503,0.1116532
25,1.0404615,0.9950816,"('egoistic', 'altruistic')",1.0404615,0.9950816,-0.0453799
26,1.0980656,0.6116301,"('hardhearted', 'benevolent')",1.0980656,0.6116301,-0.4864355
27,2.2012606,2.0045755,"('hardhearted', 'softhearted')",2.2012606,2.0045755,-0.1966851
28,1.4127486,1.3931938,"('disloyal', 'loyal')",1.4127486,1.3931938,-0.0195548
29,-1.0821339,-1.0590271,"('unfair', 'fair')",-1.0821339,-1.0590271,0.0231068
30,1.058423,1.0570247,"('intolerant', 'tolerant')",1.058423,1.0570247,-0.0013983
31,-0.97256404,-0.9198129,"('evil', 'good')",-0.972564,-0.9198129,0.0527511
32,1.1638228,1.0251366,"('unkind', 'kind')",1.1638228,1.0251366,-0.1386862
33,-0.057548627,-0.039688557,"('wrong', 'right')",-0.0575486,-0.0396886,0.01786
34,5.1323485,5.4421506,"('mean', 'honorable')",5.1323485,5.4421506,0.3098021
35,-0.90085256,-0.97496194,"('corrupt', 'incorrupt')",-0.9008526,-0.9749619,-0.0741093
36,-0.6659833,-0.67560977,"('hostile', 'amicable')",-0.6659833,-0.6756098,-0.0096265
37,0.89206415,0.9311484,"('fake', 'genuine')",0.8920642,0.9311484,0.0390842
38,0.50657034,0.5804064,"('untruthful', 'truthful')",0.5065703,0.5804064,0.0738361
39,0.59191227,0.45753428,"('exploitative', 'cooperative')",0.5919123,0.4575343,-0.134378
40,-0.7901175,-0.7930312,"('stingy', 'generous')",-0.7901175,-0.7930312,-0.0029137
41,0.51609385,0.17081015,"('unforgiving', 'forgiving')",0.5160939,0.1708101,-0.3452838
42,-2.6879797,-2.4912577,"('unreliable', 'reliable')",-2.6879797,-2.4912577,0.196722
43,1.2504185,1.2767311,"('irresponsible', 'responsible')",1.2504185,1.2767311,0.0263126
44,-1.9246439,-2.0980847,"('prejudiced', 'unprejudiced')",-1.9246439,-2.0980847,-0.1734408
45,0.18591806,0.299101,"('incompetent', 'competent')",0.1859181,0.299101,0.1131829
46,-0.5962483,-0.5559457,"('uncompetitive', 'competitive')",-0.5962483,-0.5559457,0.0403026
47,4.922561,4.9781127,"('stupid', 'smart')",4.9225612,4.9781127,0.0555515
48,0.81946313,0.74520034,"('unintelligent', 'intelligent')",0.8194631,0.7452003,-0.0742628
49,0.17261967,0.43932334,"('unable', 'able')",0.1726197,0.4393233,0.2667036
50,-0.08558831,0.112246536,"('clumsy', 'skillful')",-0.0855883,0.1122465,0.1978348
51,0.7567325,0.85626966,"('uneducated', 'educated')",0.7567325,0.8562697,0.0995372
52,-0.26721025,-0.19064721,"('irrational', 'rational')",-0.2672102,-0.1906472,0.076563
53,0.10322932,0.12627286,"('uncreative', 'creative')",0.1032293,0.1262729,0.0230436
54,1.1984668,1.5667373,"('incapable', 'capable')",1.1984668,1.5667373,0.3682705
55,0.84569454,1.0146444,"('incompetent', 'clever')",0.8456945,1.0146444,0.1689499
56,0.48112833,0.66941285,"('impractical', 'practical')",0.4811283,0.6694129,0.1882846
57,-2.6711223,-2.6352153,"('unimaginative', 'imaginative')",-2.6711223,-2.6352153,0.035907
58,0.30817282,0.22653706,"('undiscriminating', 'discriminating')",0.3081728,0.2265371,-0.0816357
59,-0.06463282,0.065121286,"('foolish', 'wise')",-0.0646328,0.0651213,0.1297541
60,0.57299066,0.52410257,"('inefficient', 'efficient')",0.5729907,0.5241026,-0.0488881
61,0.56299853,0.39109734,"('illogical', 'logical')",0.5629985,0.3910973,-0.1719012
62,1.0175382,1.2758471,"('incompetent', 'brilliant')",1.0175382,1.2758471,0.2583089
63,0.87586766,0.9810577,"('unperceptive', 'insightful')",0.8758677,0.9810577,0.10519
64,-7.069344,-6.908191,"('shy', 'confident')",-7.069344,-6.9081912,0.1611528
65,0.11162181,0.31973773,"('insecure', 'secure')",0.1116218,0.3197377,0.2081159
66,-0.8301494,-0.7828858,"('inactive', 'active')",-0.8301494,-0.7828858,0.0472636
67,-0.6588384,-0.8966299,"('doubtful', 'determined')",-0.6588384,-0.8966299,-0.2377915
68,-0.44375554,-0.19928321,"('dependent', 'independent')",-0.4437555,-0.1992832,0.2444723
69,-1.8176128,-1.849507,"('lazy', 'industrious')",-1.8176128,-1.849507,-0.0318942
70,1.1212727,1.2523535,"('lethargic', 'energetic')",1.1212727,1.2523535,0.1310808
71,0.36411163,0.5035181,"('diffident', 'self-confident')",0.3641116,0.5035181,0.1394065
72,1.0652049,1.2291052,"('unambitious', 'ambitious')",1.0652049,1.2291052,0.1639003
73,-2.7901955,-2.416165,"('helpless', 'self-reliant')",-2.7901955,-2.4161651,0.3740304
74,0.77252024,0.6571438,"('undedicated', 'dedicated')",0.7725202,0.6571438,-0.1153764
75,-1.1649402,-1.0030028,"('meek', 'impulsive')",-1.1649402,-1.0030028,0.1619374
76,0.18819566,0.03146682,"('anxious', 'daring')",0.1881957,0.0314668,-0.1567289
77,-1.3282009,-1.2409738,"('unmotivated', 'motivated')",-1.3282009,-1.2409738,0.0872271
78,-0.5136615,-0.49336323,"('nonresilient', 'resilient')",-0.5136615,-0.4933632,0.0202983
79,-0.06570853,0.068161845,"('wavering', 'unwavering')",-0.0657085,0.0681618,0.1338703
80,-0.38088027,-0.4202797,"('dominated', 'dominating')",-0.3808803,-0.4202797,-0.0393994
81,-0.12772366,-0.1018187,"('submissive', 'aggressive')",-0.1277237,-0.1018187,0.025905
82,6.5942965,7.021816,"('poor', 'rich')",6.5942965,7.0218158,0.4275193
83,-0.53193927,-0.46202478,"('powerless', 'powerful')",-0.5319393,-0.4620248,0.0699145
84,0.4952888,0.4868315,"('inferior', 'superior')",0.4952888,0.4868315,-0.0084573
85,-0.2784735,-0.5563692,"('insignificant', 'prestigious')",-0.2784735,-0.5563692,-0.2778957
86,0.5686502,0.5673765,"('uninfluential', 'influential')",0.5686502,0.5673765,-0.0012737
87,0.32731372,0.60164225,"('unsuccessful', 'successful')",0.3273137,0.6016423,0.2743286
88,0.49797934,0.48499697,"('low', 'eminent')",0.4979793,0.484997,-0.0129823
