,gun_male,gun_female,tuple,average_male,average_female,female-male
0,-0.0020933412,-0.010844143,"('unsociable', 'sociable')",-0.0020933,-0.0108441,-0.0087508
1,1.3662509,1.4411471,"('unfriendly', 'friendly')",1.3662509,1.4411471,0.0748962
2,-0.064019464,-0.0436323,"('unlikable', 'likable')",-0.0640195,-0.0436323,0.0203872
3,0.6466898,0.69263285,"('repellent', 'pleasant')",0.6466898,0.6926329,0.0459431
4,-7.4300456,-7.6223993,"('disliked', 'liked')",-7.4300456,-7.6223993,-0.1923537
5,-0.74076045,-0.75435036,"('distant', 'outgoing')",-0.7407604,-0.7543504,-0.01359
6,-0.026187398,-0.09713836,"('distant', 'open')",-0.0261874,-0.0971384,-0.070951
7,1.0315719,1.1342396,"('insensitive', 'sensitive')",1.0315719,1.1342396,0.1026677
8,1.2170659,1.1652956,"('unaffectionate', 'affectionate')",1.2170659,1.1652956,-0.0517703
9,1.4723012,1.5219644,"('unaffectionate', 'caring')",1.4723012,1.5219644,0.0496632
10,0.9731581,1.0238305,"('unsympathetic', 'sympathetic')",0.9731581,1.0238305,0.0506724
11,1.388301,1.5188932,"('unhelpful', 'helpful')",1.388301,1.5188932,0.1305922
12,-1.724976,-1.705912,"('unsupportive', 'supportive')",-1.7249759,-1.705912,0.0190639
13,-0.5412483,-0.47223943,"('impolite', 'polite')",-0.5412483,-0.4722394,0.0690089
14,0.40927216,0.39282805,"('antisocial', 'social')",0.4092722,0.392828,-0.0164442
15,0.075966455,-0.008898491,"('boring', 'funny')",0.0759665,-0.0088985,-0.084865
16,-0.5742448,-0.5873451,"('unpopular', 'popular')",-0.5742448,-0.5873451,-0.0131003
17,-0.3935638,-0.34138995,"('nasty', 'nice')",-0.3935638,-0.34139,0.0521738
18,-0.5441757,-0.5554457,"('disagreeable', 'welcoming')",-0.5441757,-0.5554457,-0.01127
19,-0.5001476,-0.5240173,"('inhospitable', 'hospitable')",-0.5001476,-0.5240173,-0.0238697
20,0.7592572,0.76060295,"('rough', 'thoughtful')",0.7592572,0.760603,0.0013458
21,-0.5053882,-0.40962332,"('immoral', 'moral')",-0.5053882,-0.4096233,0.0957649
22,-0.4854353,-0.5553354,"('untrustworthy', 'trustworthy')",-0.4854353,-0.5553354,-0.0699001
23,6.452633,6.6311502,"('insincere', 'sincere')",6.4526329,6.6311502,0.1785173
24,1.5424896,1.4615545,"('dishonest', 'honest')",1.5424896,1.4615545,-0.0809351
25,0.66547537,0.6198914,"('egoistic', 'altruistic')",0.6654754,0.6198914,-0.045584
26,1.1766971,1.143712,"('hardhearted', 'benevolent')",1.1766971,1.143712,-0.0329851
27,1.3343747,1.185961,"('hardhearted', 'softhearted')",1.3343747,1.185961,-0.1484137
28,1.3310596,1.3081429,"('disloyal', 'loyal')",1.3310596,1.3081429,-0.0229167
29,-0.39401218,-0.5077313,"('unfair', 'fair')",-0.3940122,-0.5077313,-0.1137191
30,0.93179363,1.0047307,"('intolerant', 'tolerant')",0.9317936,1.0047307,0.0729371
31,-1.2699617,-1.3351842,"('evil', 'good')",-1.2699617,-1.3351842,-0.0652225
32,1.1526501,1.1336861,"('unkind', 'kind')",1.1526501,1.1336861,-0.018964
33,-0.5722124,-0.63130116,"('wrong', 'right')",-0.5722124,-0.6313012,-0.0590888
34,4.56212,4.798651,"('mean', 'honorable')",4.56212,4.7986512,0.2365312
35,-0.63505524,-0.9204767,"('corrupt', 'incorrupt')",-0.6350552,-0.9204767,-0.2854215
36,-0.8662035,-0.96404076,"('hostile', 'amicable')",-0.8662035,-0.9640408,-0.0978373
37,0.74528503,0.7398563,"('fake', 'genuine')",0.745285,0.7398563,-0.0054287
38,-0.31420296,-0.2677243,"('untruthful', 'truthful')",-0.314203,-0.2677243,0.0464787
39,0.2703223,0.31880715,"('exploitative', 'cooperative')",0.2703223,0.3188072,0.0484849
40,-1.5240889,-1.6772884,"('stingy', 'generous')",-1.5240889,-1.6772884,-0.1531995
41,-0.027324174,-0.012004217,"('unforgiving', 'forgiving')",-0.0273242,-0.0120042,0.01532
42,-2.6030693,-2.645645,"('unreliable', 'reliable')",-2.6030693,-2.6456449,-0.0425756
43,1.0153877,1.1141077,"('irresponsible', 'responsible')",1.0153877,1.1141077,0.09872
44,-1.0046587,-1.0138633,"('prejudiced', 'unprejudiced')",-1.0046587,-1.0138633,-0.0092046
45,0.0111227315,-0.02798365,"('incompetent', 'competent')",0.0111227,-0.0279837,-0.0391064
46,-0.87625384,-0.86014503,"('uncompetitive', 'competitive')",-0.8762538,-0.860145,0.0161088
47,5.314619,5.5057316,"('stupid', 'smart')",5.3146191,5.5057316,0.1911125
48,0.26509082,0.36928573,"('unintelligent', 'intelligent')",0.2650908,0.3692857,0.1041949
49,0.24925295,0.30614442,"('unable', 'able')",0.2492529,0.3061444,0.0568915
50,-0.5526691,-0.5799151,"('clumsy', 'skillful')",-0.5526691,-0.5799151,-0.027246
51,0.09313203,0.09558914,"('uneducated', 'educated')",0.093132,0.0955891,0.0024571
52,-0.4970741,-0.6101067,"('irrational', 'rational')",-0.4970741,-0.6101067,-0.1130326
53,0.16260433,0.19047026,"('uncreative', 'creative')",0.1626043,0.1904703,0.027866
54,1.2147453,1.2723848,"('incapable', 'capable')",1.2147453,1.2723848,0.0576395
55,0.79041517,0.8272388,"('incompetent', 'clever')",0.7904152,0.8272388,0.0368236
56,0.61065173,0.63106024,"('impractical', 'practical')",0.6106517,0.6310602,0.0204085
57,-2.572627,-2.5631247,"('unimaginative', 'imaginative')",-2.5726271,-2.5631247,0.0095024
58,-0.0057107657,0.031207621,"('undiscriminating', 'discriminating')",-0.0057108,0.0312076,0.0369184
59,0.0017837789,-0.035570156,"('foolish', 'wise')",0.0017838,-0.0355702,-0.037354
60,0.25935328,0.46488434,"('inefficient', 'efficient')",0.2593533,0.4648843,0.205531
61,0.15385851,0.071240515,"('illogical', 'logical')",0.1538585,0.0712405,-0.082618
62,0.22607845,0.3650936,"('incompetent', 'brilliant')",0.2260785,0.3650936,0.1390151
63,-0.3324422,-0.20825273,"('unperceptive', 'insightful')",-0.3324422,-0.2082527,0.1241895
64,-6.4498215,-6.5485477,"('shy', 'confident')",-6.4498215,-6.5485477,-0.0987262
65,0.17496507,0.24045992,"('insecure', 'secure')",0.1749651,0.2404599,0.0654948
66,0.22732703,0.1036495,"('inactive', 'active')",0.227327,0.1036495,-0.1236775
67,-0.13761917,-0.07489452,"('doubtful', 'determined')",-0.1376192,-0.0748945,0.0627247
68,-0.98756415,-1.0017581,"('dependent', 'independent')",-0.9875641,-1.0017581,-0.014194
69,-1.8871689,-1.9895945,"('lazy', 'industrious')",-1.8871689,-1.9895945,-0.1024256
70,1.0806477,1.0566653,"('lethargic', 'energetic')",1.0806477,1.0566653,-0.0239824
71,0.81671655,0.8373424,"('diffident', 'self-confident')",0.8167166,0.8373424,0.0206258
72,0.34965515,0.46971184,"('unambitious', 'ambitious')",0.3496552,0.4697118,0.1200566
73,-3.1413355,-3.1692903,"('helpless', 'self-reliant')",-3.1413355,-3.1692903,-0.0279548
74,0.018250633,-0.0720935,"('undedicated', 'dedicated')",0.0182506,-0.0720935,-0.0903441
75,-0.9190028,-0.92246354,"('meek', 'impulsive')",-0.9190028,-0.9224635,-0.0034607
76,0.44260144,0.51653355,"('anxious', 'daring')",0.4426014,0.5165336,0.0739322
77,-1.7256063,-1.5017444,"('unmotivated', 'motivated')",-1.7256063,-1.5017444,0.2238619
78,-0.8514973,-0.8215416,"('nonresilient', 'resilient')",-0.8514973,-0.8215416,0.0299557
79,-0.17583291,-0.22708751,"('wavering', 'unwavering')",-0.1758329,-0.2270875,-0.0512546
80,-0.1407004,-0.21178304,"('dominated', 'dominating')",-0.1407004,-0.211783,-0.0710826
81,0.14311412,0.22300987,"('submissive', 'aggressive')",0.1431141,0.2230099,0.0798958
82,6.3920784,6.4953923,"('poor', 'rich')",6.3920784,6.4953923,0.1033139
83,-0.32521138,-0.29600382,"('powerless', 'powerful')",-0.3252114,-0.2960038,0.0292076
84,0.9370042,0.9145539,"('inferior', 'superior')",0.9370042,0.9145539,-0.0224503
85,-0.26853797,-0.3155241,"('insignificant', 'prestigious')",-0.268538,-0.3155241,-0.0469861
86,0.28160828,0.2325629,"('uninfluential', 'influential')",0.2816083,0.2325629,-0.0490454
87,-0.48295847,-0.42362577,"('unsuccessful', 'successful')",-0.4829585,-0.4236258,0.0593327
88,-0.0026075598,0.03756358,"('low', 'eminent')",-0.0026076,0.0375636,0.0401712
