,progress_male,progress_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.1816781,-0.2732815,"('unsociable', 'sociable')",0.051198095,-0.10266995,-0.47464532,-0.62975377,-0.2017084,-0.3352351,-0.1335267
1,-1.0362114,-1.039321,"('unfriendly', 'friendly')",-0.017697934,-0.16046047,1.3890992,1.2155697,0.11173,0.0052628,-0.1064672
2,0.7459742,0.73032504,"('unlikable', 'likable')",1.0627165,1.0575237,0.5249589,0.61963457,0.7778832,0.8024944,0.0246112
3,0.44321612,0.5781121,"('repellent', 'pleasant')",-0.06407667,0.06388622,0.2874452,0.36132315,0.2221949,0.3344405,0.1122456
4,-0.7511622,-0.75545025,"('disliked', 'liked')",0.48586562,0.38837558,-6.001087,-6.0405436,-2.0887945,-2.1358727,-0.0470782
5,-1.3896561,-1.4905492,"('distant', 'outgoing')",-0.5151595,-0.5327246,-0.26233685,-0.2587705,-0.7223841,-0.7606815,-0.0382974
6,-1.8314004,-1.8755448,"('distant', 'open')",-1.3770723,-1.4281135,-0.08157664,-0.0977312,-1.0966831,-1.1337965,-0.0371134
7,0.8772123,1.0091465,"('insensitive', 'sensitive')",0.39653167,0.52052855,0.645269,0.6767564,0.639671,0.7354771,0.0958061
8,-0.4847925,-0.44344723,"('unaffectionate', 'affectionate')",-0.99420536,-1.0827066,0.20017546,0.095428824,-0.4262741,-0.4769083,-0.0506342
9,0.24576187,0.34269875,"('unaffectionate', 'caring')",-0.22789082,-0.23006862,0.8278643,0.8368376,0.2819118,0.3164892,0.0345774
10,0.09622729,0.23906602,"('unsympathetic', 'sympathetic')",-0.69539964,-0.66502786,-0.37861314,-0.41522467,-0.3259285,-0.2803955,0.045533
11,0.39961025,0.49555668,"('unhelpful', 'helpful')",0.65322447,0.7554086,1.9147159,1.9641738,0.9891836,1.071713,0.0825294
12,0.45576772,0.6314022,"('unsupportive', 'supportive')",0.37888533,0.43135628,-1.8356152,-1.8294834,-0.333654,-0.255575,0.078079
13,0.14429802,0.072984956,"('impolite', 'polite')",0.17541374,0.25543636,-0.16773763,-0.178691,0.050658,0.0499101,-0.0007479
14,1.0770704,1.0250067,"('antisocial', 'social')",0.91854435,0.96515244,-0.36488983,-0.38946745,0.543575,0.5335639,-0.0100111
15,0.05662913,-0.120768875,"('boring', 'funny')",0.0008184612,-0.13510147,0.60985434,0.5415065,0.222434,0.0952121,-0.1272219
16,-2.0658996,-2.028607,"('unpopular', 'popular')",-0.24652556,-0.3031086,0.5882936,0.63243604,-0.5747105,-0.5664265,0.008284
17,-0.47976723,-0.38439694,"('nasty', 'nice')",-0.7486972,-0.6592418,-0.14882375,-0.10575664,-0.4590961,-0.3831318,0.0759643
18,-0.8630029,-0.83589923,"('disagreeable', 'welcoming')",-0.59727293,-0.6173711,-0.42423928,-0.46726307,-0.6281717,-0.6401778,-0.0120061
19,-1.1343813,-1.1468954,"('inhospitable', 'hospitable')",-0.95860136,-1.0286216,-0.12691544,-0.15338814,-0.7399661,-0.7763017,-0.0363356
20,0.025579158,0.108996026,"('rough', 'thoughtful')",-0.07687538,-0.03486969,0.6492329,0.6355788,0.1993122,0.2365684,0.0372562
21,0.68863124,0.59869176,"('immoral', 'moral')",1.2210898,1.2120428,-0.5233959,-0.5205763,0.4621084,0.4300528,-0.0320556
22,-0.55947924,-0.472868,"('untrustworthy', 'trustworthy')",-0.5130321,-0.56084776,-0.9554501,-0.9241292,-0.6759872,-0.652615,0.0233722
23,0.701069,0.7499565,"('insincere', 'sincere')",-0.014726805,0.017208192,5.892145,5.8552656,2.1928291,2.2074768,0.0146477
24,-0.0055353194,0.013514593,"('dishonest', 'honest')",0.15201792,0.17215374,0.88321716,0.8561852,0.3432333,0.3472845,0.0040512
25,0.031225745,-0.010259151,"('egoistic', 'altruistic')",0.53626525,0.48880613,1.2979039,1.2415477,0.6217983,0.5733649,-0.0484334
26,0.7396345,0.6425727,"('hardhearted', 'benevolent')",0.45554903,0.41100168,1.3582659,1.2281002,0.8511498,0.7605581,-0.0905917
27,0.24911427,0.3816861,"('hardhearted', 'softhearted')",-0.13977925,-0.011930086,1.2887086,1.2848414,0.4660145,0.5515325,0.085518
28,0.18823561,0.17434172,"('disloyal', 'loyal')",-0.24356191,-0.31345418,0.5794113,0.47834983,0.174695,0.1130791,-0.0616159
29,-0.7023179,-0.68997985,"('unfair', 'fair')",-0.8474214,-0.88235754,-0.5555274,-0.7038579,-0.7017556,-0.7587318,-0.0569762
30,0.7123465,0.7016311,"('intolerant', 'tolerant')",1.4230298,1.3691471,1.4961357,1.4060287,1.210504,1.1589356,-0.0515684
31,-1.7300042,-1.6485819,"('evil', 'good')",-1.4629433,-1.5618337,-1.3083766,-1.375734,-1.5004412,-1.5287166,-0.0282754
32,0.58780706,0.5715062,"('unkind', 'kind')",0.15195954,0.16233823,1.1234604,1.0218354,0.6210757,0.5852266,-0.0358491
33,0.08453855,0.0017952919,"('wrong', 'right')",0.7816743,0.70739394,-0.48071587,-0.5035058,0.128499,0.0685611,-0.0599379
34,-0.06408537,0.09249999,"('mean', 'honorable')",0.37589175,0.47897306,5.846794,5.9607916,2.0528668,2.1774216,0.1245548
35,-1.3200094,-1.3952212,"('corrupt', 'incorrupt')",-1.1204399,-1.1862817,-0.34079129,-0.4421502,-0.9270802,-1.0078843,-0.0808041
36,-1.1577272,-1.1350151,"('hostile', 'amicable')",-1.2736704,-1.4815625,-0.2443119,-0.37437227,-0.8919032,-0.9969833,-0.1050801
37,0.5328241,0.6024119,"('fake', 'genuine')",-0.27251273,-0.2858855,0.03978969,0.0434978,0.1000337,0.1200081,0.0199744
38,-0.47143734,-0.44855106,"('untruthful', 'truthful')",0.114273034,0.079668224,0.1911404,0.19724765,-0.0553413,-0.0572117,-0.0018704
39,1.2007948,1.303003,"('exploitative', 'cooperative')",-0.1166036,0.00547063,0.0044397097,-0.033537462,0.362877,0.4249787,0.0621017
40,-0.08490723,0.113127545,"('stingy', 'generous')",-0.035543803,-0.028620776,-1.7094388,-1.7609268,-0.6099633,-0.5588067,0.0511566
41,0.27785432,0.35897407,"('unforgiving', 'forgiving')",-0.35197735,-0.42007875,0.0032248856,-0.09120156,-0.0236327,-0.0507687,-0.027136
