,doorpost_male,doorpost_female,tuple,average_male,average_female,female-male
58,0.4620856,0.46834403,"('undiscriminating', 'discriminating')",0.4620856,0.468344,0.0062584
59,-0.6496334,-0.679233,"('foolish', 'wise')",-0.6496334,-0.679233,-0.0295996
60,1.4718943,1.6309863,"('inefficient', 'efficient')",1.4718943,1.6309863,0.159092
61,0.6227245,0.57120174,"('illogical', 'logical')",0.6227245,0.5712017,-0.0515228
62,0.49446225,0.687611,"('incompetent', 'brilliant')",0.4944623,0.687611,0.1931487
63,-0.3739653,-0.15726009,"('unperceptive', 'insightful')",-0.3739653,-0.1572601,0.2167052
64,-3.5774314,-3.597797,"('shy', 'confident')",-3.5774314,-3.5977969,-0.0203655
65,0.50182164,0.50011486,"('insecure', 'secure')",0.5018216,0.5001149,-0.0017067
66,-0.4993265,-0.58435744,"('inactive', 'active')",-0.4993265,-0.5843574,-0.0850309
67,0.4050415,0.39229494,"('doubtful', 'determined')",0.4050415,0.3922949,-0.0127466
68,-0.7252179,-0.6985704,"('dependent', 'independent')",-0.7252179,-0.6985704,0.0266475
69,-1.056303,-1.1656954,"('lazy', 'industrious')",-1.056303,-1.1656954,-0.1093924
70,1.7200693,1.7556467,"('lethargic', 'energetic')",1.7200693,1.7556467,0.0355774
71,0.271412,0.36992016,"('diffident', 'self-confident')",0.271412,0.3699202,0.0985082
72,0.06369142,0.08764051,"('unambitious', 'ambitious')",0.0636914,0.0876405,0.0239491
73,-1.1203643,-1.0919342,"('helpless', 'self-reliant')",-1.1203643,-1.0919342,0.0284301
74,0.030012755,0.17596164,"('undedicated', 'dedicated')",0.0300128,0.1759616,0.1459488
75,-1.197744,-1.221096,"('meek', 'impulsive')",-1.197744,-1.221096,-0.023352
76,0.18585923,0.23134339,"('anxious', 'daring')",0.1858592,0.2313434,0.0454842
77,-1.3925002,-1.2427187,"('unmotivated', 'motivated')",-1.3925002,-1.2427187,0.1497815
78,-0.83155584,-0.7419365,"('nonresilient', 'resilient')",-0.8315558,-0.7419365,0.0896193
79,-0.8969663,-0.91219145,"('wavering', 'unwavering')",-0.8969663,-0.9121915,-0.0152252
80,0.25443995,0.24375086,"('dominated', 'dominating')",0.2544399,0.2437509,-0.010689
81,0.43130448,0.51086324,"('submissive', 'aggressive')",0.4313045,0.5108632,0.0795587
82,2.9968023,3.0741718,"('poor', 'rich')",2.9968023,3.0741718,0.0773695
83,-0.4490338,-0.44242162,"('powerless', 'powerful')",-0.4490338,-0.4424216,0.0066122
84,-0.24503125,-0.25511944,"('inferior', 'superior')",-0.2450313,-0.2551194,-0.0100881
85,-1.0612625,-1.0714529,"('insignificant', 'prestigious')",-1.0612625,-1.0714529,-0.0101904
86,0.03251867,0.053968146,"('uninfluential', 'influential')",0.0325187,0.0539681,0.0214494
87,0.106954515,0.17452879,"('unsuccessful', 'successful')",0.1069545,0.1745288,0.0675743
88,-0.5875315,-0.5294194,"('low', 'eminent')",-0.5875315,-0.5294194,0.0581121
