,doorpost_male,doorpost_female,tuple,average_male,average_female,female-male
0,0.8125694,0.7880832,"('unsociable', 'sociable')",0.8125694,0.7880832,-0.0244862
1,-0.007714711,0.0041891336,"('unfriendly', 'friendly')",-0.0077147,0.0041891,0.0119038
2,-0.38253385,-0.34759748,"('unlikable', 'likable')",-0.3825338,-0.3475975,0.0349363
3,-0.14990692,-0.026859507,"('repellent', 'pleasant')",-0.1499069,-0.0268595,0.1230474
4,-3.994185,-3.9752913,"('disliked', 'liked')",-3.994185,-3.9752913,0.0188937
5,-0.8293371,-0.84430933,"('distant', 'outgoing')",-0.8293371,-0.8443093,-0.0149722
6,-0.5133321,-0.575504,"('distant', 'open')",-0.5133321,-0.575504,-0.0621719
7,1.2634557,1.3838794,"('insensitive', 'sensitive')",1.2634557,1.3838794,0.1204237
8,-0.13067654,-0.16997217,"('unaffectionate', 'affectionate')",-0.1306765,-0.1699722,-0.0392957
9,0.41440198,0.4179954,"('unaffectionate', 'caring')",0.414402,0.4179954,0.0035934
10,0.31379947,0.3693608,"('unsympathetic', 'sympathetic')",0.3137995,0.3693608,0.0555613
11,1.0436589,1.1598537,"('unhelpful', 'helpful')",1.0436589,1.1598537,0.1161948
12,-0.8666685,-0.78102124,"('unsupportive', 'supportive')",-0.8666685,-0.7810212,0.0856473
13,0.9280297,0.9482002,"('impolite', 'polite')",0.9280297,0.9482002,0.0201705
14,0.91008323,0.9493981,"('antisocial', 'social')",0.9100832,0.9493981,0.0393149
15,0.9151741,0.7822514,"('boring', 'funny')",0.9151741,0.7822514,-0.1329227
16,-0.5846881,-0.5993035,"('unpopular', 'popular')",-0.5846881,-0.5993035,-0.0146154
17,0.004384065,-0.009555187,"('nasty', 'nice')",0.0043841,-0.0095552,-0.0139393
18,-0.52081954,-0.5195098,"('disagreeable', 'welcoming')",-0.5208195,-0.5195098,0.0013097
19,-0.66516703,-0.6306355,"('inhospitable', 'hospitable')",-0.665167,-0.6306355,0.0345315
20,0.17173481,0.21348019,"('rough', 'thoughtful')",0.1717348,0.2134802,0.0417454
21,0.13087691,0.22825651,"('immoral', 'moral')",0.1308769,0.2282565,0.0973796
22,-0.06249253,-0.027266506,"('untrustworthy', 'trustworthy')",-0.0624925,-0.0272665,0.035226
23,3.575999,3.606588,"('insincere', 'sincere')",3.575999,3.6065879,0.0305889
24,0.97897565,0.937555,"('dishonest', 'honest')",0.9789757,0.937555,-0.0414207
25,-0.11636354,-0.16307664,"('egoistic', 'altruistic')",-0.1163635,-0.1630766,-0.0467131
26,0.36767566,0.294356,"('hardhearted', 'benevolent')",0.3676757,0.294356,-0.0733197
27,0.59194714,0.44963935,"('hardhearted', 'softhearted')",0.5919471,0.4496394,-0.1423077
28,0.47652885,0.46653444,"('disloyal', 'loyal')",0.4765289,0.4665344,-0.0099945
29,-0.26532498,-0.3516146,"('unfair', 'fair')",-0.265325,-0.3516146,-0.0862896
30,0.9730894,1.0349838,"('intolerant', 'tolerant')",0.9730894,1.0349838,0.0618944
31,-1.4201035,-1.4311352,"('evil', 'good')",-1.4201035,-1.4311352,-0.0110317
32,0.8359551,0.76676095,"('unkind', 'kind')",0.8359551,0.7667609,-0.0691942
33,-0.15874772,-0.21632949,"('wrong', 'right')",-0.1587477,-0.2163295,-0.0575818
34,2.7784848,2.964456,"('mean', 'honorable')",2.7784848,2.9644561,0.1859713
35,-0.68365985,-0.89065117,"('corrupt', 'incorrupt')",-0.6836599,-0.8906512,-0.2069913
36,-1.3155477,-1.4088486,"('hostile', 'amicable')",-1.3155477,-1.4088486,-0.0933009
37,0.3526204,0.3830302,"('fake', 'genuine')",0.3526204,0.3830302,0.0304098
38,-0.1732653,-0.17747147,"('untruthful', 'truthful')",-0.1732653,-0.1774715,-0.0042062
39,0.46559182,0.5014455,"('exploitative', 'cooperative')",0.4655918,0.5014455,0.0358537
40,-1.4127624,-1.4576689,"('stingy', 'generous')",-1.4127624,-1.4576689,-0.0449065
41,0.26156524,0.25483328,"('unforgiving', 'forgiving')",0.2615652,0.2548333,-0.0067319
42,-1.3762026,-1.2755014,"('unreliable', 'reliable')",-1.3762026,-1.2755014,0.1007012
43,1.3045038,1.3682775,"('irresponsible', 'responsible')",1.3045038,1.3682775,0.0637737
44,-1.0713246,-1.1093976,"('prejudiced', 'unprejudiced')",-1.0713246,-1.1093976,-0.038073
45,0.6141585,0.73488855,"('incompetent', 'competent')",0.6141585,0.7348886,0.1207301
46,-0.14200744,-0.04199544,"('uncompetitive', 'competitive')",-0.1420074,-0.0419954,0.100012
47,3.5731874,3.6448987,"('stupid', 'smart')",3.5731874,3.6448987,0.0717113
48,-0.17421307,-0.10814994,"('unintelligent', 'intelligent')",-0.1742131,-0.1081499,0.0660632
49,-0.50028443,-0.3675763,"('unable', 'able')",-0.5002844,-0.3675763,0.1327081
50,-0.51565546,-0.56134886,"('clumsy', 'skillful')",-0.5156555,-0.5613489,-0.0456934
51,-0.03672467,-0.03975507,"('uneducated', 'educated')",-0.0367247,-0.0397551,-0.0030304
52,-0.9201967,-1.051296,"('irrational', 'rational')",-0.9201967,-1.051296,-0.1310993
53,-0.97228163,-0.9763946,"('uncreative', 'creative')",-0.9722816,-0.9763946,-0.004113
54,0.09870649,0.10464889,"('incapable', 'capable')",0.0987065,0.1046489,0.0059424
55,1.3290257,1.42882,"('incompetent', 'clever')",1.3290257,1.42882,0.0997943
56,1.7229381,1.787151,"('impractical', 'practical')",1.7229381,1.787151,0.0642129
57,-1.5503829,-1.471201,"('unimaginative', 'imaginative')",-1.5503829,-1.4712009,0.079182
