,brochure_male,brochure_female,tuple,average_male,average_female,female-male
0,0.06098721,-0.1035476,"('unsociable', 'sociable')",0.0609872,-0.1035476,-0.1645348
1,-0.9111586,-0.91261476,"('unfriendly', 'friendly')",-0.9111586,-0.9126148,-0.0014562
2,0.7435273,0.784331,"('unlikable', 'likable')",0.7435273,0.784331,0.0408037
3,-0.5447869,-0.54551476,"('repellent', 'pleasant')",-0.5447869,-0.5455148,-0.0007279
4,-0.5996997,-0.6320033,"('disliked', 'liked')",-0.5996997,-0.6320033,-0.0323036
5,-0.98625845,-0.92399424,"('distant', 'outgoing')",-0.9862584,-0.9239942,0.0622642
6,-1.2983109,-1.1874701,"('distant', 'open')",-1.2983109,-1.1874701,0.1108408
7,0.5476379,0.49822834,"('insensitive', 'sensitive')",0.5476379,0.4982283,-0.0494096
8,-0.9367635,-0.965827,"('unaffectionate', 'affectionate')",-0.9367635,-0.965827,-0.0290635
9,-0.70075935,-0.7118552,"('unaffectionate', 'caring')",-0.7007594,-0.7118552,-0.0110958
10,-0.54985124,-0.62031955,"('unsympathetic', 'sympathetic')",-0.5498512,-0.6203195,-0.0704683
11,0.19392358,0.12557265,"('unhelpful', 'helpful')",0.1939236,0.1255727,-0.0683509
12,-0.8784846,-0.84051013,"('unsupportive', 'supportive')",-0.8784846,-0.8405101,0.0379745
13,-0.2310575,-0.3569131,"('impolite', 'polite')",-0.2310575,-0.3569131,-0.1258556
14,1.1010422,0.967141,"('antisocial', 'social')",1.1010422,0.967141,-0.1339012
15,0.93625486,0.8278754,"('boring', 'funny')",0.9362549,0.8278754,-0.1083795
16,-0.018015044,0.02088411,"('unpopular', 'popular')",-0.018015,0.0208841,0.0388991
17,0.285325,0.3310112,"('nasty', 'nice')",0.285325,0.3310112,0.0456862
18,-0.9508452,-0.9270261,"('disagreeable', 'welcoming')",-0.9508452,-0.9270261,0.0238191
19,-0.56629074,-0.5352542,"('inhospitable', 'hospitable')",-0.5662907,-0.5352542,0.0310365
20,0.6567089,0.6286204,"('rough', 'thoughtful')",0.6567089,0.6286204,-0.0280885
21,0.41010904,0.34290165,"('immoral', 'moral')",0.410109,0.3429016,-0.0672074
22,1.09552,0.96021277,"('untrustworthy', 'trustworthy')",1.09552,0.9602128,-0.1353072
23,0.49661458,0.41592607,"('insincere', 'sincere')",0.4966146,0.4159261,-0.0806885
24,-0.3865693,-0.43081048,"('dishonest', 'honest')",-0.3865693,-0.4308105,-0.0442412
25,-0.17695692,-0.20730332,"('egoistic', 'altruistic')",-0.1769569,-0.2073033,-0.0303464
26,0.766025,0.7161103,"('hardhearted', 'benevolent')",0.766025,0.7161103,-0.0499147
27,-0.5721944,-0.6330214,"('hardhearted', 'softhearted')",-0.5721944,-0.6330214,-0.060827
28,-1.0964787,-1.2127857,"('disloyal', 'loyal')",-1.0964787,-1.2127857,-0.116307
29,-0.41599387,-0.42348728,"('unfair', 'fair')",-0.4159939,-0.4234873,-0.0074934
30,0.30324206,0.17235775,"('intolerant', 'tolerant')",0.3032421,0.1723578,-0.1308843
31,-0.96390337,-0.81421214,"('evil', 'good')",-0.9639034,-0.8142121,0.1496913
32,-0.27413598,-0.40270543,"('unkind', 'kind')",-0.274136,-0.4027054,-0.1285694
33,-0.014255252,-0.043204956,"('wrong', 'right')",-0.0142553,-0.043205,-0.0289497
34,0.64778465,0.7970699,"('mean', 'honorable')",0.6477847,0.7970699,0.1492852
35,-0.21888405,-0.27121413,"('corrupt', 'incorrupt')",-0.2188841,-0.2712141,-0.05233
36,-1.2949431,-1.2870752,"('hostile', 'amicable')",-1.2949431,-1.2870752,0.0078679
37,-1.08142,-1.0338403,"('fake', 'genuine')",-1.0814199,-1.0338403,0.0475796
38,-0.057046823,-0.09600529,"('untruthful', 'truthful')",-0.0570468,-0.0960053,-0.0389585
39,0.11315585,0.11446189,"('exploitative', 'cooperative')",0.1131558,0.1144619,0.0013061
40,-0.7840329,-0.74544317,"('stingy', 'generous')",-0.7840329,-0.7454432,0.0385897
41,-0.09383035,-0.15114135,"('unforgiving', 'forgiving')",-0.0938303,-0.1511413,-0.057311
42,0.59559596,0.57884836,"('unreliable', 'reliable')",0.595596,0.5788484,-0.0167476
43,-0.11049003,-0.09558261,"('irresponsible', 'responsible')",-0.11049,-0.0955826,0.0149074
44,0.24833456,0.33079216,"('prejudiced', 'unprejudiced')",0.2483346,0.3307922,0.0824576
45,-0.124222495,-0.16196999,"('incompetent', 'competent')",-0.1242225,-0.16197,-0.0377475
46,-0.053246096,-0.18732503,"('uncompetitive', 'competitive')",-0.0532461,-0.187325,-0.1340789
47,1.4992883,1.5601386,"('stupid', 'smart')",1.4992883,1.5601386,0.0608503
48,-0.56669337,-0.60002923,"('unintelligent', 'intelligent')",-0.5666934,-0.6000292,-0.0333358
49,-0.5879745,-0.5234873,"('unable', 'able')",-0.5879745,-0.5234873,0.0644872
50,0.19421153,0.14467077,"('clumsy', 'skillful')",0.1942115,0.1446708,-0.0495407
51,0.42226496,0.27865234,"('uneducated', 'educated')",0.422265,0.2786523,-0.1436127
52,-1.086877,-1.1172346,"('irrational', 'rational')",-1.086877,-1.1172346,-0.0303576
53,-0.6470299,-0.7123166,"('uncreative', 'creative')",-0.6470299,-0.7123166,-0.0652867
54,0.369488,0.31812236,"('incapable', 'capable')",0.369488,0.3181224,-0.0513656
55,0.22999366,0.1914885,"('incompetent', 'clever')",0.2299937,0.1914885,-0.0385052
56,1.3078376,1.2186748,"('impractical', 'practical')",1.3078376,1.2186748,-0.0891628
57,-0.32349655,-0.37662193,"('unimaginative', 'imaginative')",-0.3234966,-0.3766219,-0.0531253
58,1.2821764,1.2638015,"('undiscriminating', 'discriminating')",1.2821764,1.2638015,-0.0183749
59,-0.37282896,-0.29709062,"('foolish', 'wise')",-0.372829,-0.2970906,0.0757384
60,0.3081931,0.24904144,"('inefficient', 'efficient')",0.3081931,0.2490414,-0.0591517
61,-0.36860973,-0.5574871,"('illogical', 'logical')",-0.3686097,-0.5574871,-0.1888774
62,0.098971754,0.10029252,"('incompetent', 'brilliant')",0.0989718,0.1002925,0.0013207
63,0.28698832,0.28965196,"('unperceptive', 'insightful')",0.2869883,0.289652,0.0026637
64,-0.29956618,-0.36079627,"('shy', 'confident')",-0.2995662,-0.3607963,-0.0612301
65,0.38020074,0.2664007,"('insecure', 'secure')",0.3802007,0.2664007,-0.1138
66,-0.13935089,-0.04288991,"('inactive', 'active')",-0.1393509,-0.0428899,0.096461
67,0.8419363,0.8533894,"('doubtful', 'determined')",0.8419363,0.8533894,0.0114531
68,-0.1419797,-0.19447742,"('dependent', 'independent')",-0.1419797,-0.1944774,-0.0524977
69,0.069787696,0.15726572,"('lazy', 'industrious')",0.0697877,0.1572657,0.087478
70,1.1735032,1.0871693,"('lethargic', 'energetic')",1.1735032,1.0871693,-0.0863339
71,-0.58075947,-0.4473613,"('diffident', 'self-confident')",-0.5807595,-0.4473613,0.1333982
72,0.14982514,0.17360431,"('unambitious', 'ambitious')",0.1498251,0.1736043,0.0237792
73,0.26476207,0.32197607,"('helpless', 'self-reliant')",0.2647621,0.3219761,0.057214
74,-0.24033861,-0.30074772,"('undedicated', 'dedicated')",-0.2403386,-0.3007477,-0.0604091
75,0.7790065,0.8555731,"('meek', 'impulsive')",0.7790065,0.8555731,0.0765666
76,0.64605135,0.6594491,"('anxious', 'daring')",0.6460513,0.6594491,0.0133978
77,-0.31192696,-0.3254182,"('unmotivated', 'motivated')",-0.311927,-0.3254182,-0.0134912
78,-0.7508007,-0.7429207,"('nonresilient', 'resilient')",-0.7508007,-0.7429207,0.00788
79,-0.5936998,-0.54849565,"('wavering', 'unwavering')",-0.5936998,-0.5484957,0.0452041
80,1.1368185,1.0649163,"('dominated', 'dominating')",1.1368185,1.0649163,-0.0719022
81,1.0405978,0.9637915,"('submissive', 'aggressive')",1.0405978,0.9637915,-0.0768063
82,0.77328753,0.7783504,"('poor', 'rich')",0.7732875,0.7783504,0.0050629
83,0.24665748,0.19394255,"('powerless', 'powerful')",0.2466575,0.1939425,-0.052715
84,-0.40280688,-0.45219946,"('inferior', 'superior')",-0.4028069,-0.4521995,-0.0493926
85,-0.19444253,-0.09415842,"('insignificant', 'prestigious')",-0.1944425,-0.0941584,0.1002841
86,-0.1505215,-0.31521228,"('uninfluential', 'influential')",-0.1505215,-0.3152123,-0.1646908
87,0.22355548,0.2786491,"('unsuccessful', 'successful')",0.2235555,0.2786491,0.0550936
88,0.78961474,0.6475013,"('low', 'eminent')",0.7896147,0.6475013,-0.1421134
