,under_male,under_female,tuple,armour_male,armour_female,inc_male,inc_female,average_male,average_female,female-male
0,0.038193624,-0.034286663,"('unsociable', 'sociable')",0.75466084,0.57708627,-0.05158014,-0.097413875,0.2470915,0.1484619,-0.0986296
1,-2.3624146,-2.3987854,"('unfriendly', 'friendly')",0.7511462,0.60505694,1.7414205,1.6669909,0.043384,-0.0422458,-0.0856298
2,-0.33176824,-0.23635899,"('unlikable', 'likable')",1.2070204,1.3740537,0.5148009,0.6513784,0.463351,0.5963577,0.1330067
3,0.0823575,0.18480498,"('repellent', 'pleasant')",-1.3591467,-1.272237,0.28626722,0.2947605,-0.330174,-0.2642238,0.0659502
4,-1.1982324,-1.3238032,"('disliked', 'liked')",-0.027579734,0.053833805,-6.816989,-6.6114693,-2.6809336,-2.6271462,0.0537874
5,-2.2754712,-2.3469274,"('distant', 'outgoing')",0.014460795,-0.022298802,0.011037037,-0.024863692,-0.7499911,-0.79803,-0.0480389
6,-2.0069773,-2.0027246,"('distant', 'open')",0.22093907,0.15312329,0.39190674,0.26615474,-0.4647105,-0.5278155,-0.063105
7,0.94148463,1.091602,"('insensitive', 'sensitive')",0.42992145,0.4301889,1.2279552,1.3018838,0.8664538,0.9412249,0.0747711
8,-2.5968654,-2.5685263,"('unaffectionate', 'affectionate')",0.4022829,0.3928673,0.9959401,0.8640288,-0.3995475,-0.43721,-0.0376625
9,-1.7132597,-1.658399,"('unaffectionate', 'caring')",0.4439981,0.465011,1.3116491,1.2763418,0.0141292,0.0276513,0.0135221
10,0.9565626,1.0342407,"('unsympathetic', 'sympathetic')",0.64999986,0.60145366,0.39981264,0.3710045,0.6687917,0.6688996,0.0001079
11,-0.013538312,0.18628013,"('unhelpful', 'helpful')",-0.52445,-0.473433,1.8152719,1.9856343,0.4257612,0.5661605,0.1403993
12,0.33245945,0.52949554,"('unsupportive', 'supportive')",1.4146675,1.5165498,-1.7279452,-1.5948942,0.0063939,0.1503837,0.1439898
13,0.8675635,0.93871355,"('impolite', 'polite')",0.5053647,0.46404436,-0.58175695,-0.48506284,0.2637237,0.3058983,0.0421746
14,0.9436979,0.9113208,"('antisocial', 'social')",0.7560809,0.7036381,-0.17620766,-0.04225597,0.507857,0.5242343,0.0163773
15,0.96131724,0.82803553,"('boring', 'funny')",0.9739821,0.86999804,0.62924683,0.6124715,0.8548487,0.7701684,-0.0846803
16,-2.0058708,-1.8397602,"('unpopular', 'popular')",-0.935951,-0.7775309,-0.2644581,-0.09990424,-1.06876,-0.9057318,0.1630282
17,-0.23514247,-0.13940656,"('nasty', 'nice')",-0.40673125,-0.34984064,-0.15825453,-0.16348894,-0.2667094,-0.2175787,0.0491307
18,-0.40474182,-0.23946589,"('disagreeable', 'welcoming')",-1.0538743,-1.05156,-0.7798066,-0.74827576,-0.7461409,-0.6797672,0.0663737
19,-2.578468,-2.3838801,"('inhospitable', 'hospitable')",-0.48192888,-0.36547032,0.0038777925,0.061454494,-1.0188397,-0.8959653,0.1228744
20,-0.27581957,-0.092859216,"('rough', 'thoughtful')",0.26300764,0.27102178,1.0813901,1.1127813,0.3561927,0.4303146,0.0741219
21,0.8253412,0.9506778,"('immoral', 'moral')",0.2799414,0.2758534,-0.83719623,-0.5852062,0.0893621,0.213775,0.1244129
22,0.617623,0.6568932,"('untrustworthy', 'trustworthy')",-0.44373477,-0.43283165,-0.32846308,-0.28769052,-0.051525,-0.0212097,0.0303153
23,0.6517568,0.8259075,"('insincere', 'sincere')",0.27083334,0.2619814,6.2723813,6.1382985,2.3983239,2.4087292,0.0104053
24,0.51215416,0.49751115,"('dishonest', 'honest')",0.61634547,0.5176341,1.281068,1.1666312,0.8031892,0.7272588,-0.0759304
25,-1.0367996,-1.1217868,"('egoistic', 'altruistic')",0.23628543,0.23133121,1.1572464,1.0979662,0.1189107,0.0691702,-0.0497405
26,0.04702917,-0.02058272,"('hardhearted', 'benevolent')",1.883047,1.7303623,1.8138528,1.8144195,1.2479763,1.174733,-0.0732433
27,-0.3273948,-0.14935201,"('hardhearted', 'softhearted')",0.10662483,0.063391976,1.57453,1.4040809,0.4512533,0.4393736,-0.0118797
28,-0.017942846,-0.15807503,"('disloyal', 'loyal')",0.70016634,0.6002412,1.2022444,1.0877725,0.6281559,0.5099796,-0.1181763
