,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.3858958,-1.4225353,"('unsociable', 'sociable')",-0.40047064,-0.5317887,-0.8931832,-0.977162,-0.0839788
1,-0.56209415,-0.4696956,"('unfriendly', 'friendly')",1.5389222,1.4507426,0.488414,0.4905235,0.0021095
2,0.75033057,0.7245025,"('unlikable', 'likable')",0.9384758,0.9363064,0.8444031,0.8304045,-0.0139986
3,-0.85164636,-0.74934393,"('repellent', 'pleasant')",0.8492238,0.82254016,-0.0012113,0.0365981,0.0378094
4,0.1705159,0.25771016,"('disliked', 'liked')",-7.302794,-7.242118,-3.566139,-3.492204,0.073935
5,1.0321447,1.0838711,"('distant', 'outgoing')",-0.13632041,-0.0036657844,0.4479121,0.5401027,0.0921906
6,0.8006028,0.8971139,"('distant', 'open')",-0.05556769,0.06950016,0.3725176,0.483307,0.1107894
7,-0.2875283,-0.17933662,"('insensitive', 'sensitive')",0.12572831,0.14771456,-0.0809,-0.015811,0.065089
8,-0.2652011,-0.2199916,"('unaffectionate', 'affectionate')",0.84934336,0.8484799,0.2920711,0.3142442,0.0221731
9,0.15143551,0.28584132,"('unaffectionate', 'caring')",1.460752,1.5795258,0.8060938,0.9326836,0.1265898
10,-1.6517228,-1.5381006,"('unsympathetic', 'sympathetic')",-0.4983174,-0.43915662,-1.0750201,-0.9886286,0.0863915
11,0.16310787,0.16114336,"('unhelpful', 'helpful')",1.974438,2.1254916,1.0687729,1.1433175,0.0745446
12,0.31173483,0.54031444,"('unsupportive', 'supportive')",-2.1884954,-2.1121893,-0.9383803,-0.7859374,0.1524429
13,-0.7960691,-0.87137145,"('impolite', 'polite')",-0.7593039,-0.77360535,-0.7776865,-0.8224884,-0.0448019
14,-1.0168688,-1.0259576,"('antisocial', 'social')",-0.47657195,-0.67442346,-0.7467204,-0.8501905,-0.1034701
15,0.87262565,0.7654194,"('boring', 'funny')",-0.0036545005,-0.005641632,0.4344856,0.3798889,-0.0545967
16,-0.56353945,-0.45653832,"('unpopular', 'popular')",0.37834165,0.34516656,-0.0925989,-0.0556859,0.036913
17,-0.07630656,0.0082518505,"('nasty', 'nice')",-0.51711506,-0.4883668,-0.2967108,-0.2400575,0.0566533
18,-0.09422447,0.053790063,"('disagreeable', 'welcoming')",-0.35983574,-0.4458499,-0.2270301,-0.1960299,0.0310002
19,0.2467487,0.31946614,"('inhospitable', 'hospitable')",-0.13496639,0.05213195,0.0558912,0.185799,0.1299078
