,delphi_male,delphi_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.97792387,-1.1865853,"('unsociable', 'sociable')",-0.4316859,-0.56884366,-0.6718022,-0.8523333,-0.693804,-0.8692541,-0.1754501
1,0.015870212,-0.13531858,"('unfriendly', 'friendly')",-0.0046007335,-0.1541948,2.0195312,1.896977,0.6769336,0.5358212,-0.1411124
2,0.9282272,1.0178539,"('unlikable', 'likable')",0.13456434,0.15873227,0.5064211,0.5240271,0.5230709,0.5668711,0.0438002
3,-0.71643275,-0.6766504,"('repellent', 'pleasant')",0.15864818,0.21084565,-0.5263693,-0.47695327,-0.3613846,-0.3142527,0.0471319
4,-0.1594718,-0.22140339,"('disliked', 'liked')",-0.1593523,-0.23754676,-2.9560368,-3.165501,-1.0916203,-1.2081504,-0.1165301
5,0.022583988,0.002266245,"('distant', 'outgoing')",-0.82303506,-0.7486245,0.4986047,0.45524198,-0.1006155,-0.0970388,0.0035767
6,0.50891787,0.4848803,"('distant', 'open')",-1.1835377,-1.1492556,0.55500275,0.49319416,-0.0398724,-0.0570604,-0.017188
7,-0.690458,-0.7466073,"('insensitive', 'sensitive')",0.21603142,0.18682623,-0.31118247,-0.3119202,-0.2618697,-0.2905671,-0.0286974
8,0.31695884,0.21711472,"('unaffectionate', 'affectionate')",-0.05811222,-0.13044049,0.8267128,0.6902346,0.3618531,0.2589696,-0.1028835
9,0.13073023,0.02992799,"('unaffectionate', 'caring')",0.05597364,-0.030828208,1.1148796,1.0159819,0.4338612,0.3383605,-0.0955007
10,-1.6717733,-1.7985289,"('unsympathetic', 'sympathetic')",-1.0940561,-1.1819705,-1.4001867,-1.4126666,-1.388672,-1.4643885,-0.0757165
11,-0.33236697,-0.39271054,"('unhelpful', 'helpful')",0.7073452,0.7072198,0.38275895,0.32690334,0.2525791,0.2138042,-0.0387749
12,-0.017987128,-0.04035613,"('unsupportive', 'supportive')",0.5548831,0.61525947,-1.2874756,-1.333945,-0.2501932,-0.2530139,-0.0028207
13,-1.6028787,-1.6727394,"('impolite', 'polite')",-0.5163682,-0.53715634,-0.983808,-1.0574348,-1.0343517,-1.0891101,-0.0547584
14,-0.48302314,-0.5188588,"('antisocial', 'social')",0.8377605,0.82027423,0.3898822,0.3397111,0.2482065,0.2137088,-0.0344977
15,0.5498637,0.47356108,"('boring', 'funny')",0.15264666,0.09974207,0.5069044,0.38677242,0.4031382,0.3200252,-0.083113
16,-0.082842946,-0.08256102,"('unpopular', 'popular')",-0.13793755,-0.1447819,0.11087011,0.013208285,-0.0366368,-0.0713782,-0.0347414
17,0.0012455247,-0.0016524959,"('nasty', 'nice')",-0.8064261,-0.75857514,-0.8617148,-0.92057115,-0.5556318,-0.5602663,-0.0046345
18,0.617975,0.6205859,"('disagreeable', 'welcoming')",0.30567768,0.35522193,-0.8554738,-0.90724957,0.0227263,0.0228528,0.0001265
19,-0.9623845,-0.97934294,"('inhospitable', 'hospitable')",-1.2142493,-1.2486979,-0.22973353,-0.24053107,-0.8021224,-0.8228572,-0.0207348
20,0.11776997,0.08301638,"('rough', 'thoughtful')",0.76661694,0.82357424,0.9927197,0.91663224,0.6257022,0.607741,-0.0179612
21,-0.9150557,-1.019293,"('immoral', 'moral')",0.04503686,-0.013788346,-1.559482,-1.5442662,-0.8098336,-0.8591158,-0.0492822
22,-0.4180355,-0.52949214,"('untrustworthy', 'trustworthy')",-0.43180582,-0.5223712,-0.52819985,-0.640521,-0.4593471,-0.5641281,-0.104781
23,-1.068331,-1.2278956,"('insincere', 'sincere')",-0.62905127,-0.706253,2.960888,2.881466,0.4211686,0.3157725,-0.1053961
24,-0.6456523,-0.699285,"('dishonest', 'honest')",-1.7812985,-1.855717,0.24460778,0.13774505,-0.7274477,-0.8057523,-0.0783046
25,-0.24601656,-0.24834812,"('egoistic', 'altruistic')",0.3633104,0.36039758,1.4971418,1.4801211,0.5381452,0.5307235,-0.0074217
26,0.6317608,0.57121885,"('hardhearted', 'benevolent')",0.58954245,0.58621174,2.7989311,2.6723971,1.340078,1.2766093,-0.0634687
27,-0.11313814,-0.08547661,"('hardhearted', 'softhearted')",-0.30499262,-0.33588907,0.13961548,-0.042755667,-0.0928384,-0.1547071,-0.0618687
28,-0.7513053,-0.9136905,"('disloyal', 'loyal')",-0.16919732,-0.32693696,0.7597656,0.595825,-0.053579,-0.2149342,-0.1613552
29,0.19669558,0.17153116,"('unfair', 'fair')",-0.6364129,-0.6338734,-0.4790706,-0.6260189,-0.3062627,-0.362787,-0.0565243
30,0.16723546,0.05346916,"('intolerant', 'tolerant')",1.3774279,1.2753338,0.17627878,0.099269494,0.5736474,0.4760242,-0.0976232
31,-0.005096622,0.10107077,"('evil', 'good')",-0.19482031,-0.11397466,0.3750122,0.41287786,0.0583651,0.1333247,0.0749596
32,-0.85061556,-0.93056154,"('unkind', 'kind')",-0.66805655,-0.75043404,0.19308619,0.023001052,-0.441862,-0.5526648,-0.1108028
33,0.5686231,0.5271514,"('wrong', 'right')",0.16836603,0.16804875,0.5270314,0.39771593,0.4213402,0.3643053,-0.0570349
34,-0.73363274,-0.63843626,"('mean', 'honorable')",-0.36866343,-0.24048194,3.2049496,3.3974218,0.7008845,0.8395012,0.1386167
35,0.6696044,0.7095733,"('corrupt', 'incorrupt')",-0.38647965,-0.38758793,0.64033586,0.55822915,0.3078202,0.2934049,-0.0144153
36,0.21062188,0.1981128,"('hostile', 'amicable')",-0.46098816,-0.54701126,1.7749581,1.6679008,0.5081973,0.4396675,-0.0685298
37,-0.4837148,-0.514112,"('fake', 'genuine')",-0.5843553,-0.6407328,0.061694168,0.020755097,-0.3354586,-0.3780299,-0.0425713
38,-1.225164,-1.2722597,"('untruthful', 'truthful')",-0.9947357,-0.9662645,-0.09664613,-0.08744979,-0.7721819,-0.7753247,-0.0031428
39,0.8906884,0.89822876,"('exploitative', 'cooperative')",0.6643878,0.735917,0.6660234,0.64549,0.7403665,0.7598786,0.0195121
40,0.89611983,0.8967517,"('stingy', 'generous')",0.30010357,0.314408,-1.08967,-1.2542746,0.0355178,-0.0143716,-0.0498894
41,-0.122108355,-0.17426099,"('unforgiving', 'forgiving')",-0.7938218,-0.7562526,0.71538585,0.64945126,-0.0668481,-0.0936874,-0.0268393
42,-0.21879889,-0.20569372,"('unreliable', 'reliable')",-1.3481297,-1.284886,-2.3664181,-2.5326395,-1.3111156,-1.341073,-0.0299574
43,-1.2811556,-1.3045024,"('irresponsible', 'responsible')",-1.0483284,-0.9997718,0.15176034,0.13338926,-0.7259079,-0.7236283,0.0022796
44,0.14408605,0.279696,"('prejudiced', 'unprejudiced')",-0.40927246,-0.31054795,-1.2562037,-1.2463977,-0.50713,-0.4257499,0.0813801
45,-1.367499,-1.4460394,"('incompetent', 'competent')",-0.8685127,-0.9464313,0.35688007,0.28728718,-0.6263772,-0.7017279,-0.0753507
46,-1.3506957,-1.4087815,"('uncompetitive', 'competitive')",0.29148048,0.24499127,-1.2220373,-1.2704902,-0.7604175,-0.8114268,-0.0510093
47,-0.29846257,-0.24165587,"('stupid', 'smart')",0.66931576,0.7382833,4.2528796,4.344295,1.5412442,1.6136408,0.0723966
48,0.038278885,0.0018401705,"('unintelligent', 'intelligent')",1.2584491,1.2371049,-0.38113138,-0.3860561,0.3051989,0.2842963,-0.0209026
49,0.17241003,0.21972354,"('unable', 'able')",0.6412037,0.7237988,-0.3611747,-0.31031907,0.150813,0.2110678,0.0602548
50,0.062628314,0.061501548,"('clumsy', 'skillful')",-0.16071463,-0.123471886,-0.72849184,-0.8938926,-0.275526,-0.318621,-0.043095
51,-1.1693044,-1.2812386,"('uneducated', 'educated')",0.20034678,0.040908653,0.07720684,-0.013712753,-0.2972503,-0.4180142,-0.1207639
52,1.2710235,1.1348207,"('irrational', 'rational')",-0.16028678,-0.27167475,0.51506585,0.3454707,0.5419342,0.4028722,-0.139062
53,0.047521077,-0.10826985,"('uncreative', 'creative')",0.61554176,0.5687113,1.3574024,1.1990294,0.6734885,0.553157,-0.1203315
54,0.08505771,0.0278458,"('incapable', 'capable')",0.14494292,0.032386273,0.64130884,0.6060769,0.2904365,0.222103,-0.0683335
55,-0.08403375,-0.11614468,"('incompetent', 'clever')",0.5417286,0.47436383,-0.41631144,-0.41666347,0.0137945,-0.0194814,-0.0332759
