,moose_male,moose_female,tuple,average_male,average_female,female-male
0,-0.0668143,-0.09333828,"('unsociable', 'sociable')",-0.0668143,-0.0933383,-0.026524
1,1.0563167,1.0458378,"('unfriendly', 'friendly')",1.0563167,1.0458378,-0.0104789
2,-0.2902515,-0.22755618,"('unlikable', 'likable')",-0.2902515,-0.2275562,0.0626953
3,0.7411081,0.767329,"('repellent', 'pleasant')",0.7411081,0.767329,0.0262209
4,-7.3704414,-7.5273185,"('disliked', 'liked')",-7.3704414,-7.5273185,-0.1568771
5,-0.65697396,-0.6505331,"('distant', 'outgoing')",-0.656974,-0.6505331,0.0064409
6,-0.054809365,-0.13100854,"('distant', 'open')",-0.0548094,-0.1310085,-0.0761991
7,0.6114424,0.6833524,"('insensitive', 'sensitive')",0.6114424,0.6833524,0.07191
8,1.0634562,0.98240834,"('unaffectionate', 'affectionate')",1.0634562,0.9824083,-0.0810479
9,1.257075,1.2828797,"('unaffectionate', 'caring')",1.257075,1.2828797,0.0258047
10,0.9346919,0.9313281,"('unsympathetic', 'sympathetic')",0.9346919,0.9313281,-0.0033638
11,1.14686,1.199927,"('unhelpful', 'helpful')",1.14686,1.199927,0.053067
12,-2.011781,-2.0281165,"('unsupportive', 'supportive')",-2.011781,-2.0281165,-0.0163355
13,-0.4018246,-0.38947552,"('impolite', 'polite')",-0.4018246,-0.3894755,0.0123491
14,0.36313254,0.30852383,"('antisocial', 'social')",0.3631325,0.3085238,-0.0546087
15,0.11036375,0.066725545,"('boring', 'funny')",0.1103638,0.0667255,-0.0436383
16,-0.6606244,-0.6649581,"('unpopular', 'popular')",-0.6606244,-0.6649581,-0.0043337
17,-0.40158972,-0.34235394,"('nasty', 'nice')",-0.4015897,-0.3423539,0.0592358
18,-0.04916348,-0.11400759,"('disagreeable', 'welcoming')",-0.0491635,-0.1140076,-0.0648441
19,-0.743206,-0.7871112,"('inhospitable', 'hospitable')",-0.743206,-0.7871112,-0.0439052
20,0.75082535,0.7040612,"('rough', 'thoughtful')",0.7508253,0.7040612,-0.0467641
21,-0.4070014,-0.31248498,"('immoral', 'moral')",-0.4070014,-0.312485,0.0945164
22,-0.39553693,-0.42733142,"('untrustworthy', 'trustworthy')",-0.3955369,-0.4273314,-0.0317945
23,6.07284,6.1577425,"('insincere', 'sincere')",6.0728402,6.1577425,0.0849023
24,1.3253877,1.2181708,"('dishonest', 'honest')",1.3253877,1.2181708,-0.1072169
25,0.95474744,0.85471964,"('egoistic', 'altruistic')",0.9547474,0.8547196,-0.1000278
26,0.8826719,0.80569357,"('hardhearted', 'benevolent')",0.8826719,0.8056936,-0.0769783
27,1.553485,1.3845357,"('hardhearted', 'softhearted')",1.553485,1.3845357,-0.1689493
28,0.98482794,0.9424292,"('disloyal', 'loyal')",0.9848279,0.9424292,-0.0423987
29,-0.71164834,-0.8176703,"('unfair', 'fair')",-0.7116483,-0.8176703,-0.106022
30,0.9706517,0.99276036,"('intolerant', 'tolerant')",0.9706517,0.9927604,0.0221087
31,-1.3898419,-1.39539,"('evil', 'good')",-1.3898419,-1.39539,-0.0055481
32,0.5944742,0.5276583,"('unkind', 'kind')",0.5944742,0.5276583,-0.0668159
33,-0.5672692,-0.60312766,"('wrong', 'right')",-0.5672692,-0.6031277,-0.0358585
34,4.471582,4.656631,"('mean', 'honorable')",4.4715819,4.656631,0.1850491
35,-0.5500482,-0.7868516,"('corrupt', 'incorrupt')",-0.5500482,-0.7868516,-0.2368034
36,-0.5810534,-0.66928166,"('hostile', 'amicable')",-0.5810534,-0.6692817,-0.0882283
37,0.62113744,0.6435012,"('fake', 'genuine')",0.6211374,0.6435012,0.0223638
38,-0.6461946,-0.58991045,"('untruthful', 'truthful')",-0.6461946,-0.5899104,0.0562842
39,0.73862666,0.7426531,"('exploitative', 'cooperative')",0.7386267,0.7426531,0.0040264
40,-1.3088429,-1.4831926,"('stingy', 'generous')",-1.3088429,-1.4831926,-0.1743497
41,-0.03839156,-0.058804918,"('unforgiving', 'forgiving')",-0.0383916,-0.0588049,-0.0204133
42,-2.210607,-2.2863986,"('unreliable', 'reliable')",-2.2106071,-2.2863986,-0.0757915
43,0.7381507,0.78768593,"('irresponsible', 'responsible')",0.7381507,0.7876859,0.0495352
44,-0.5107058,-0.5412575,"('prejudiced', 'unprejudiced')",-0.5107058,-0.5412575,-0.0305517
45,-0.19871818,-0.25513336,"('incompetent', 'competent')",-0.1987182,-0.2551334,-0.0564152
46,-0.49422163,-0.5629125,"('uncompetitive', 'competitive')",-0.4942216,-0.5629125,-0.0686909
47,4.9062753,5.0781655,"('stupid', 'smart')",4.9062753,5.0781655,0.1718902
48,0.11619472,0.12370194,"('unintelligent', 'intelligent')",0.1161947,0.1237019,0.0075072
49,0.1672367,0.18356688,"('unable', 'able')",0.1672367,0.1835669,0.0163302
50,-0.5134582,-0.5783673,"('clumsy', 'skillful')",-0.5134582,-0.5783673,-0.0649091
51,0.35796404,0.24360307,"('uneducated', 'educated')",0.357964,0.2436031,-0.1143609
52,-0.28364348,-0.38666853,"('irrational', 'rational')",-0.2836435,-0.3866685,-0.103025
53,-0.21283963,-0.27089986,"('uncreative', 'creative')",-0.2128396,-0.2708999,-0.0580603
54,0.901986,0.93287075,"('incapable', 'capable')",0.901986,0.9328707,0.0308847
55,0.5454602,0.56535286,"('incompetent', 'clever')",0.5454602,0.5653529,0.0198927
56,0.3990509,0.40186995,"('impractical', 'practical')",0.3990509,0.40187,0.0028191
57,-2.6791024,-2.6905396,"('unimaginative', 'imaginative')",-2.6791024,-2.6905396,-0.0114372
58,-0.03301362,-0.037274003,"('undiscriminating', 'discriminating')",-0.0330136,-0.037274,-0.0042604
59,-0.08531777,-0.11268364,"('foolish', 'wise')",-0.0853178,-0.1126836,-0.0273658
60,0.21053052,0.37805283,"('inefficient', 'efficient')",0.2105305,0.3780528,0.1675223
61,0.17247972,0.0022125877,"('illogical', 'logical')",0.1724797,0.0022126,-0.1702671
62,0.0445939,0.12363369,"('incompetent', 'brilliant')",0.0445939,0.1236337,0.0790398
63,-0.3325151,-0.3083816,"('unperceptive', 'insightful')",-0.3325151,-0.3083816,0.0241335
64,-6.121451,-6.1565356,"('shy', 'confident')",-6.1214509,-6.1565356,-0.0350847
65,0.24360727,0.33066455,"('insecure', 'secure')",0.2436073,0.3306645,0.0870572
66,0.07843468,-0.04976919,"('inactive', 'active')",0.0784347,-0.0497692,-0.1282039
67,-0.51917505,-0.43391964,"('doubtful', 'determined')",-0.5191751,-0.4339196,0.0852555
68,-0.7358675,-0.8109072,"('dependent', 'independent')",-0.7358675,-0.8109072,-0.0750397
69,-2.055123,-2.0647428,"('lazy', 'industrious')",-2.0551231,-2.0647428,-0.0096197
70,1.2958636,1.228424,"('lethargic', 'energetic')",1.2958636,1.228424,-0.0674396
71,0.7246748,0.74390954,"('diffident', 'self-confident')",0.7246748,0.7439095,0.0192347
72,0.39528918,0.5455945,"('unambitious', 'ambitious')",0.3952892,0.5455945,0.1503053
73,-2.9761877,-2.9564419,"('helpless', 'self-reliant')",-2.9761877,-2.9564419,0.0197458
74,0.08136387,-0.061532397,"('undedicated', 'dedicated')",0.0813639,-0.0615324,-0.1428963
75,-0.855908,-0.78863126,"('meek', 'impulsive')",-0.855908,-0.7886313,0.0672767
76,0.67993885,0.6995455,"('anxious', 'daring')",0.6799389,0.6995455,0.0196066
77,-1.6719077,-1.5141017,"('unmotivated', 'motivated')",-1.6719077,-1.5141017,0.157806
78,-0.66646487,-0.68422884,"('nonresilient', 'resilient')",-0.6664649,-0.6842288,-0.0177639
79,-0.20942783,-0.25993067,"('wavering', 'unwavering')",-0.2094278,-0.2599307,-0.0505029
80,-0.29147753,-0.3775673,"('dominated', 'dominating')",-0.2914775,-0.3775673,-0.0860898
81,0.08304895,0.084334135,"('submissive', 'aggressive')",0.0830489,0.0843341,0.0012852
82,6.111895,6.159351,"('poor', 'rich')",6.1118951,6.1593509,0.0474558
83,-0.45007586,-0.4069883,"('powerless', 'powerful')",-0.4500759,-0.4069883,0.0430876
84,0.69609314,0.68909335,"('inferior', 'superior')",0.6960931,0.6890934,-0.0069997
85,-0.25962976,-0.35495445,"('insignificant', 'prestigious')",-0.2596298,-0.3549545,-0.0953247
86,0.089345604,0.011436734,"('uninfluential', 'influential')",0.0893456,0.0114367,-0.0779089
87,-0.6652608,-0.6600846,"('unsuccessful', 'successful')",-0.6652608,-0.6600846,0.0051762
88,0.13068211,0.080603175,"('low', 'eminent')",0.1306821,0.0806032,-0.0500789
