,creature_male,creature_female,tuple,average_male,average_female,female-male
0,-0.004626916,-0.097233206,"('unsociable', 'sociable')",-0.0046269,-0.0972332,-0.0926063
1,1.1525714,1.1060398,"('unfriendly', 'friendly')",1.1525714,1.1060398,-0.0465316
2,0.5539645,0.69927746,"('unlikable', 'likable')",0.5539645,0.6992775,0.145313
3,0.93154633,1.0043752,"('repellent', 'pleasant')",0.9315463,1.0043752,0.0728289
4,-7.267677,-7.0893297,"('disliked', 'liked')",-7.2676768,-7.0893297,0.1783471
5,-0.3443145,-0.061631422,"('distant', 'outgoing')",-0.3443145,-0.0616314,0.2826831
6,0.0017887335,0.27488396,"('distant', 'open')",0.0017887,0.274884,0.2730953
7,0.5989084,0.7955093,"('insensitive', 'sensitive')",0.5989084,0.7955093,0.1966009
8,0.75979716,0.8666077,"('unaffectionate', 'affectionate')",0.7597972,0.8666077,0.1068105
9,1.3649912,1.5343553,"('unaffectionate', 'caring')",1.3649912,1.5343553,0.1693641
10,1.2981195,1.4319458,"('unsympathetic', 'sympathetic')",1.2981195,1.4319458,0.1338263
11,1.9284809,2.0912905,"('unhelpful', 'helpful')",1.9284809,2.0912905,0.1628096
12,-1.7312117,-1.5961475,"('unsupportive', 'supportive')",-1.7312117,-1.5961475,0.1350642
13,0.36490762,0.29644686,"('impolite', 'polite')",0.3649076,0.2964469,-0.0684607
14,-0.37976822,-0.5372101,"('antisocial', 'social')",-0.3797682,-0.5372101,-0.1574419
15,0.13598424,0.09654786,"('boring', 'funny')",0.1359842,0.0965479,-0.0394363
16,-0.3526011,-0.2777816,"('unpopular', 'popular')",-0.3526011,-0.2777816,0.0748195
17,-0.13209483,-0.037086487,"('nasty', 'nice')",-0.1320948,-0.0370865,0.0950083
18,-0.789886,-0.8448826,"('disagreeable', 'welcoming')",-0.789886,-0.8448826,-0.0549966
19,-0.6699969,-0.33158052,"('inhospitable', 'hospitable')",-0.6699969,-0.3315805,0.3384164
20,0.841659,0.68189216,"('rough', 'thoughtful')",0.841659,0.6818922,-0.1597668
21,0.12123871,0.26159602,"('immoral', 'moral')",0.1212387,0.261596,0.1403573
22,-0.34126133,-0.31853732,"('untrustworthy', 'trustworthy')",-0.3412613,-0.3185373,0.022724
23,6.065252,6.0703897,"('insincere', 'sincere')",6.0652518,6.0703897,0.0051379
24,1.6332563,1.7844983,"('dishonest', 'honest')",1.6332563,1.7844983,0.151242
25,0.31044388,0.13144621,"('egoistic', 'altruistic')",0.3104439,0.1314462,-0.1789977
26,0.007206902,-0.13639256,"('hardhearted', 'benevolent')",0.0072069,-0.1363926,-0.1435995
27,1.6491493,1.576591,"('hardhearted', 'softhearted')",1.6491493,1.576591,-0.0725583
28,1.1786637,1.2388163,"('disloyal', 'loyal')",1.1786637,1.2388163,0.0601526
29,-0.58250874,-0.6074895,"('unfair', 'fair')",-0.5825087,-0.6074895,-0.0249808
30,0.6278269,0.63523406,"('intolerant', 'tolerant')",0.6278269,0.6352341,0.0074072
31,-1.8063343,-1.65987,"('evil', 'good')",-1.8063343,-1.65987,0.1464643
32,1.357364,1.397737,"('unkind', 'kind')",1.3573641,1.397737,0.0403729
33,-0.37305066,-0.29879394,"('wrong', 'right')",-0.3730507,-0.2987939,0.0742568
34,4.391309,4.5989566,"('mean', 'honorable')",4.3913088,4.5989566,0.2076478
35,-1.244236,-1.2462742,"('corrupt', 'incorrupt')",-1.244236,-1.2462742,-0.0020382
36,-1.0202478,-1.0717037,"('hostile', 'amicable')",-1.0202478,-1.0717037,-0.0514559
37,0.91588926,0.9910718,"('fake', 'genuine')",0.9158893,0.9910718,0.0751825
38,-0.14798686,-0.013713852,"('untruthful', 'truthful')",-0.1479869,-0.0137139,0.134273
39,-0.072976746,-0.09402891,"('exploitative', 'cooperative')",-0.0729767,-0.0940289,-0.0210522
40,-1.7121533,-1.8084639,"('stingy', 'generous')",-1.7121533,-1.8084639,-0.0963106
41,0.054548856,0.07899584,"('unforgiving', 'forgiving')",0.0545489,0.0789958,0.0244469
42,-1.8495982,-1.7726854,"('unreliable', 'reliable')",-1.8495982,-1.7726854,0.0769128
43,1.0902939,1.1489882,"('irresponsible', 'responsible')",1.0902939,1.1489882,0.0586943
44,-0.93893546,-1.114228,"('prejudiced', 'unprejudiced')",-0.9389355,-1.114228,-0.1752925
45,0.25635883,0.4559974,"('incompetent', 'competent')",0.2563588,0.4559974,0.1996386
46,-0.32902098,-0.29414394,"('uncompetitive', 'competitive')",-0.329021,-0.2941439,0.0348771
47,5.1913733,5.404144,"('stupid', 'smart')",5.1913733,5.4041438,0.2127705
48,0.54331326,0.46202353,"('unintelligent', 'intelligent')",0.5433133,0.4620235,-0.0812898
49,0.38991493,0.6586407,"('unable', 'able')",0.3899149,0.6586407,0.2687258
50,0.013955077,0.123105705,"('clumsy', 'skillful')",0.0139551,0.1231057,0.1091506
51,0.41679,0.52187407,"('uneducated', 'educated')",0.41679,0.5218741,0.1050841
52,-0.39319465,-0.28908053,"('irrational', 'rational')",-0.3931946,-0.2890805,0.1041141
53,-0.14206001,-0.098154426,"('uncreative', 'creative')",-0.14206,-0.0981544,0.0439056
54,1.0526168,1.3152637,"('incapable', 'capable')",1.0526168,1.3152637,0.2626469
55,0.6131112,0.6127408,"('incompetent', 'clever')",0.6131112,0.6127408,-0.0003704
56,0.7498259,0.84197146,"('impractical', 'practical')",0.7498259,0.8419715,0.0921456
57,-2.4278657,-2.308606,"('unimaginative', 'imaginative')",-2.4278657,-2.3086059,0.1192598
58,-0.20889996,-0.21921685,"('undiscriminating', 'discriminating')",-0.2089,-0.2192169,-0.0103169
59,-0.111135446,0.084265664,"('foolish', 'wise')",-0.1111354,0.0842657,0.1954011
