,textron_male,textron_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.056322142,-0.15347193,"('unsociable', 'sociable')",-0.37422338,-0.5464769,-0.2152728,-0.3499744,-0.1347016
1,-1.3929408,-1.7047739,"('unfriendly', 'friendly')",1.7038215,1.4410298,0.1554404,-0.1318721,-0.2873125
2,-0.056532487,-0.07882601,"('unlikable', 'likable')",0.73274034,0.7748059,0.3381039,0.3479899,0.009886
3,0.073118,0.30756167,"('repellent', 'pleasant')",0.12000362,0.19922489,0.0965608,0.2533933,0.1568325
4,-1.0079286,-1.0369011,"('disliked', 'liked')",-5.6148148,-5.614498,-3.3113718,-3.3256996,-0.0143278
5,-1.9458898,-2.0398333,"('distant', 'outgoing')",-0.2801402,-0.35850102,-1.1130151,-1.1991671,-0.086152
6,-2.5962224,-2.7189546,"('distant', 'open')",0.09210533,-0.0430346,-1.2520585,-1.3809946,-0.1289361
7,-0.07629897,0.002320636,"('insensitive', 'sensitive')",0.5355626,0.55669636,0.2296318,0.2795085,0.0498767
8,-1.4155145,-1.6431841,"('unaffectionate', 'affectionate')",0.9447019,0.755507,-0.2354063,-0.4438385,-0.2084322
9,-1.3878975,-1.5612324,"('unaffectionate', 'caring')",1.0553408,0.9358862,-0.1662784,-0.3126731,-0.1463947
10,-0.19196786,-0.123759516,"('unsympathetic', 'sympathetic')",-0.30605248,-0.3455359,-0.2490102,-0.2346477,0.0143625
11,0.39811784,0.46834207,"('unhelpful', 'helpful')",1.3736439,1.3920534,0.8858808,0.9301977,0.0443169
12,-0.48229077,-0.42443773,"('unsupportive', 'supportive')",-1.7275034,-1.7177212,-1.1048971,-1.0710795,0.0338176
13,0.34276736,0.30021363,"('impolite', 'polite')",-0.43715334,-0.3996055,-0.047193,-0.0496959,-0.0025029
14,0.9326157,0.95397127,"('antisocial', 'social')",-0.14662601,-0.14532965,0.3929949,0.4043208,0.0113259
15,-0.30447203,-0.48061612,"('boring', 'funny')",0.62091357,0.545741,0.1582208,0.0325624,-0.1256584
16,-0.91778135,-0.8477288,"('unpopular', 'popular')",0.53573275,0.61630434,-0.1910243,-0.1157122,0.0753121
17,-0.5327204,-0.49522457,"('nasty', 'nice')",-0.46406004,-0.48334333,-0.4983902,-0.4892839,0.0091063
18,-0.9872339,-1.0737071,"('disagreeable', 'welcoming')",-0.3061222,-0.37446767,-0.646678,-0.7240874,-0.0774094
19,-1.7170846,-1.7767068,"('inhospitable', 'hospitable')",-0.23869841,-0.29953185,-0.9778915,-1.0381193,-0.0602278
20,0.753269,0.836289,"('rough', 'thoughtful')",1.2638465,1.2644099,1.0085578,1.0503495,0.0417917
21,0.9378859,0.97607064,"('immoral', 'moral')",-0.47306153,-0.39347357,0.2324122,0.2912985,0.0588863
22,0.12891239,0.098273635,"('untrustworthy', 'trustworthy')",-1.0740409,-1.1083829,-0.4725643,-0.5050547,-0.0324904
23,-0.18997136,-0.15670419,"('insincere', 'sincere')",4.9721074,4.9659867,2.391068,2.4046412,0.0135732
24,-0.5632882,-0.62517136,"('dishonest', 'honest')",0.6427607,0.6052298,0.0397362,-0.0099708,-0.049707
25,-0.5593459,-0.6128586,"('egoistic', 'altruistic')",1.5600467,1.4825826,0.5003504,0.434862,-0.0654884
26,-0.22516653,-0.4800007,"('hardhearted', 'benevolent')",1.8254694,1.6693007,0.8001514,0.59465,-0.2055014
27,-0.28628442,-0.26703864,"('hardhearted', 'softhearted')",1.5104417,1.3829312,0.6120786,0.5579463,-0.0541323
28,-0.3274274,-0.4213057,"('disloyal', 'loyal')",0.7490532,0.63955086,0.2108129,0.1091226,-0.1016903
29,-0.81372195,-0.82244503,"('unfair', 'fair')",-0.72961473,-0.91579276,-0.7716683,-0.8691189,-0.0974506
30,0.47379684,0.40955907,"('intolerant', 'tolerant')",1.4549482,1.4001853,0.9643725,0.9048722,-0.0595003
31,-1.7323496,-1.8386248,"('evil', 'good')",-0.7370318,-0.923727,-1.2346907,-1.3811759,-0.1464852
32,-0.002289489,-0.011924595,"('unkind', 'kind')",0.7527075,0.6506874,0.375209,0.3193814,-0.0558276
33,-0.31572682,-0.48434204,"('wrong', 'right')",-0.3669254,-0.4511928,-0.3413261,-0.4677674,-0.1264413
34,-0.31718063,-0.1378547,"('mean', 'honorable')",5.315633,5.466456,2.4992261,2.6643007,0.1650746
35,-0.8828529,-0.95658135,"('corrupt', 'incorrupt')",0.12574093,-0.05977831,-0.378556,-0.5081798,-0.1296238
36,-1.6893754,-1.89833,"('hostile', 'amicable')",0.32794553,0.057928093,-0.680715,-0.9202009,-0.2394859
37,-0.34726498,-0.3237102,"('fake', 'genuine')",0.19466347,0.22951922,-0.0763008,-0.0470955,0.0292053
38,-0.8968044,-0.9445032,"('untruthful', 'truthful')",-0.30915192,-0.26570594,-0.6029782,-0.6051046,-0.0021264
39,0.32589525,0.36230037,"('exploitative', 'cooperative')",0.014760148,-0.006459005,0.1703277,0.1779207,0.007593
40,-0.2000382,-0.15253928,"('stingy', 'generous')",-1.0878336,-1.1320214,-0.6439359,-0.6422803,0.0016556
41,-0.11271387,-0.195971,"('unforgiving', 'forgiving')",0.19942941,0.06052441,0.0433578,-0.0677233,-0.1110811
42,-0.49250937,-0.3228619,"('unreliable', 'reliable')",-3.1194277,-2.9788134,-1.8059685,-1.6508377,0.1551308
43,-0.5424268,-0.46024343,"('irresponsible', 'responsible')",0.23350424,0.21856818,-0.1544613,-0.1208376,0.0336237
44,-0.018270856,0.09787439,"('prejudiced', 'unprejudiced')",-1.7079668,-1.6514369,-0.8631188,-0.7767813,0.0863375
45,-0.56157064,-0.48690265,"('incompetent', 'competent')",-0.09382944,-0.109760925,-0.3277,-0.2983318,0.0293682
46,0.45033735,0.5742416,"('uncompetitive', 'competitive')",-0.5490635,-0.5285432,-0.0493631,0.0228492,0.0722123
47,0.21825367,0.3585379,"('stupid', 'smart')",4.929038,5.0183115,2.5736458,2.6884246,0.1147788
48,1.1090113,1.0216793,"('unintelligent', 'intelligent')",1.0986265,1.0704516,1.1038189,1.0460654,-0.0577535
49,-0.4633355,-0.36084133,"('unable', 'able')",-0.18360049,-0.02538188,-0.323468,-0.1931116,0.1303564
50,-0.49404874,-0.39650986,"('clumsy', 'skillful')",0.010543525,0.06886353,-0.2417526,-0.1638232,0.0779294
51,0.07177259,0.027116627,"('uneducated', 'educated')",0.7257869,0.65128905,0.3987797,0.3392028,-0.0595769
