,davita_male,davita_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.019811442,0.047939472,"('unsociable', 'sociable')",-0.38029203,-0.5241154,-0.2000517,-0.238088,-0.0380363
1,-0.08619113,-0.24147159,"('unfriendly', 'friendly')",1.6668698,1.5728124,0.7903393,0.6656704,-0.1246689
2,0.9492271,0.7611687,"('unlikable', 'likable')",0.34598598,0.3652013,0.6476066,0.563185,-0.0844216
3,-0.2656398,-0.13463196,"('repellent', 'pleasant')",0.39299384,0.36102718,0.063677,0.1131976,0.0495206
4,-0.19790137,-0.41545036,"('disliked', 'liked')",-6.7670174,-6.7903857,-3.4824593,-3.6029181,-0.1204588
5,-0.010314215,-0.39722538,"('distant', 'outgoing')",-0.13112088,-0.15321898,-0.0707175,-0.2752222,-0.2045047
6,-0.6410099,-0.9904393,"('distant', 'open')",0.12755643,0.11670692,-0.2567267,-0.4368662,-0.1801395
7,-0.07026492,0.14886372,"('insensitive', 'sensitive')",0.6435701,0.8261298,0.2866526,0.4874968,0.2008442
8,-0.09671928,-0.24088153,"('unaffectionate', 'affectionate')",1.0207677,0.94383305,0.4620242,0.3514758,-0.1105484
9,-0.094158694,-0.1797993,"('unaffectionate', 'caring')",1.1469457,1.1667873,0.5263935,0.493494,-0.0328995
10,-0.16269147,-0.25827864,"('unsympathetic', 'sympathetic')",-0.4011171,-0.48129764,-0.2819043,-0.3697881,-0.0878838
11,-0.1799423,0.023200657,"('unhelpful', 'helpful')",1.4685661,1.6875955,0.6443119,0.8553981,0.2110862
12,0.48362896,0.52305114,"('unsupportive', 'supportive')",-1.7471567,-1.6569788,-0.6317639,-0.5669639,0.0648
13,-0.58288676,-0.6572612,"('impolite', 'polite')",-0.7398914,-0.676505,-0.6613891,-0.6668831,-0.005494
14,0.7231013,0.884186,"('antisocial', 'social')",-0.031286567,-0.07707374,0.3459074,0.4035561,0.0576487
15,0.5785483,0.36383244,"('boring', 'funny')",0.7369211,0.64085156,0.6577347,0.502342,-0.1553927
16,-0.9163351,-1.038389,"('unpopular', 'popular')",0.09070456,0.1610698,-0.4128153,-0.4386596,-0.0258443
17,-0.6606523,-0.65709543,"('nasty', 'nice')",-0.2570896,-0.26352498,-0.4588709,-0.4603102,-0.0014393
18,0.15613103,0.35144806,"('disagreeable', 'welcoming')",-0.44669476,-0.34023884,-0.1452819,0.0056046,0.1508865
19,-0.2970628,-0.52439255,"('inhospitable', 'hospitable')",-0.22580034,-0.21743836,-0.2614316,-0.3709154,-0.1094838
20,0.25852484,0.26585788,"('rough', 'thoughtful')",1.1944318,1.1136906,0.7264783,0.6897743,-0.036704
21,0.7622538,0.6543244,"('immoral', 'moral')",-0.34111473,-0.32430664,0.2105695,0.1650089,-0.0455606
22,0.9714583,1.0031575,"('untrustworthy', 'trustworthy')",-0.91424453,-0.8908945,0.0286069,0.0561315,0.0275246
23,0.65694857,0.82872516,"('insincere', 'sincere')",5.783643,5.98509,3.2202957,3.4069076,0.1866119
24,0.5206059,0.30685326,"('dishonest', 'honest')",0.63904643,0.62784684,0.5798262,0.4673501,-0.1124761
25,0.363576,0.020604298,"('egoistic', 'altruistic')",1.6905833,1.518329,1.0270797,0.7694666,-0.2576131
26,1.0043299,0.6747999,"('hardhearted', 'benevolent')",1.8770958,1.6207867,1.4407129,1.1477933,-0.2929196
27,0.27846035,0.11692981,"('hardhearted', 'softhearted')",1.5451643,1.4887844,0.9118124,0.8028571,-0.1089553
28,0.10610443,0.15662828,"('disloyal', 'loyal')",1.0419068,1.0186584,0.5740056,0.5876433,0.0136377
29,0.09769838,0.12784761,"('unfair', 'fair')",-0.15541132,-0.34281018,-0.0288565,-0.1074813,-0.0786248
30,0.7499917,1.0376304,"('intolerant', 'tolerant')",1.3679748,1.4451792,1.0589832,1.2414048,0.1824216
31,-0.7270346,-0.8896616,"('evil', 'good')",-0.71801287,-0.83004266,-0.7225237,-0.8598521,-0.1373284
32,0.7301184,0.5337279,"('unkind', 'kind')",0.95021784,0.7624282,0.8401681,0.6480781,-0.19209
33,0.26080185,-0.09002214,"('wrong', 'right')",-0.3233052,-0.38583064,-0.0312517,-0.2379264,-0.2066747
34,-0.0045997202,0.06592871,"('mean', 'honorable')",5.5282116,5.841141,2.761806,2.9535351,0.1917291
