,udr_male,udr_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.16908401,-0.027046701,"('unsociable', 'sociable')",-0.0134198805,-0.17961,0.0778321,-0.1033283,-0.1811604
1,-1.316555,-1.4974933,"('unfriendly', 'friendly')",1.7371706,1.6067224,0.2103078,0.0546145,-0.1556933
2,0.5435893,0.51153976,"('unlikable', 'likable')",0.7092783,0.71098596,0.6264338,0.6112629,-0.0151709
3,0.21663551,0.38360065,"('repellent', 'pleasant')",0.46978962,0.54617417,0.3432126,0.4648874,0.1216748
4,-0.5442492,-0.64724547,"('disliked', 'liked')",-6.1523128,-6.1794305,-3.3482809,-3.4133379,-0.065057
5,-1.8585122,-1.8424649,"('distant', 'outgoing')",-0.33954817,-0.32147634,-1.0990301,-1.0819707,0.0170594
6,-2.2567842,-2.255846,"('distant', 'open')",-0.16395003,-0.15273647,-1.2103671,-1.2042912,0.0060759
7,0.68308926,0.6460973,"('insensitive', 'sensitive')",0.86685014,0.8844984,0.7749697,0.7652979,-0.0096718
8,-1.2213396,-1.2619141,"('unaffectionate', 'affectionate')",0.91666275,0.7905253,-0.1523384,-0.2356944,-0.083356
9,-1.23389,-1.3174537,"('unaffectionate', 'caring')",1.1335766,1.0261464,-0.0501567,-0.1456537,-0.095497
10,0.1078666,0.08678267,"('unsympathetic', 'sympathetic')",-0.27740943,-0.27346578,-0.0847714,-0.0933416,-0.0085702
11,0.38883436,0.31013015,"('unhelpful', 'helpful')",1.7970561,1.8183068,1.0929452,1.0642185,-0.0287267
12,-0.22022155,-0.19331968,"('unsupportive', 'supportive')",-1.7573671,-1.7541846,-0.9887943,-0.9737521,0.0150422
13,0.34299448,0.28037223,"('impolite', 'polite')",-0.31858265,-0.30837786,0.0122059,-0.0140028,-0.0262087
14,1.329839,1.295176,"('antisocial', 'social')",0.09355629,0.019118778,0.7116976,0.6571474,-0.0545502
15,0.28057498,0.039329503,"('boring', 'funny')",0.8744667,0.81440234,0.5775208,0.4268659,-0.1506549
16,-0.88370186,-0.90394586,"('unpopular', 'popular')",0.43281206,0.46358576,-0.2254449,-0.22018,0.0052649
17,-0.36743346,-0.34524006,"('nasty', 'nice')",-0.31929776,-0.3050538,-0.3433656,-0.3251469,0.0182187
18,-1.1945378,-1.2734865,"('disagreeable', 'welcoming')",-0.2612657,-0.29541063,-0.7279017,-0.7844486,-0.0565469
