,trustee_male,trustee_female,tuple,average_male,average_female,female-male
0,1.5771152,1.3098845,"('unsociable', 'sociable')",1.5771152,1.3098845,-0.2672307
1,0.8656991,0.690402,"('unfriendly', 'friendly')",0.8656991,0.690402,-0.1752971
2,0.59313655,0.6769887,"('unlikable', 'likable')",0.5931365,0.6769887,0.0838522
3,0.47266153,0.5821882,"('repellent', 'pleasant')",0.4726615,0.5821882,0.1095267
4,-5.926905,-6.05558,"('disliked', 'liked')",-5.9269052,-6.0555801,-0.1286749
5,-1.3778527,-1.2900633,"('distant', 'outgoing')",-1.3778527,-1.2900633,0.0877894
6,-1.3498104,-1.2285464,"('distant', 'open')",-1.3498104,-1.2285464,0.121264
7,1.6054882,1.5769513,"('insensitive', 'sensitive')",1.6054882,1.5769513,-0.0285369
8,0.26628464,0.20019957,"('unaffectionate', 'affectionate')",0.2662846,0.2001996,-0.066085
9,1.5912175,1.539319,"('unaffectionate', 'caring')",1.5912175,1.539319,-0.0518985
10,1.6024168,1.6177078,"('unsympathetic', 'sympathetic')",1.6024168,1.6177078,0.015291
11,3.3305779,3.251005,"('unhelpful', 'helpful')",3.3305779,3.2510049,-0.079573
12,-0.5094009,-0.5551081,"('unsupportive', 'supportive')",-0.5094009,-0.5551081,-0.0457072
13,0.99356633,0.91934216,"('impolite', 'polite')",0.9935663,0.9193422,-0.0742241
14,1.0088298,0.9427557,"('antisocial', 'social')",1.0088298,0.9427557,-0.0660741
15,0.48641968,0.4179962,"('boring', 'funny')",0.4864197,0.4179962,-0.0684235
16,0.080050886,-0.015374433,"('unpopular', 'popular')",0.0800509,-0.0153744,-0.0954253
17,0.4282129,0.3990718,"('nasty', 'nice')",0.4282129,0.3990718,-0.0291411
18,-1.3162391,-1.3342383,"('disagreeable', 'welcoming')",-1.3162391,-1.3342383,-0.0179992
19,-0.70022523,-0.6513476,"('inhospitable', 'hospitable')",-0.7002252,-0.6513476,0.0488776
20,1.370025,1.295322,"('rough', 'thoughtful')",1.370025,1.2953219,-0.0747031
21,1.0077279,1.0700446,"('immoral', 'moral')",1.0077279,1.0700446,0.0623167
22,0.31286353,0.26930752,"('untrustworthy', 'trustworthy')",0.3128635,0.2693075,-0.043556
23,7.0680804,6.9347935,"('insincere', 'sincere')",7.0680804,6.9347935,-0.1332869
24,1.587297,1.6185392,"('dishonest', 'honest')",1.587297,1.6185392,0.0312422
