,advanced_male,advanced_female,tuple,micro_male,micro_female,devices_male,devices_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.3395038,-0.35663596,"('unsociable', 'sociable')",-0.67190224,-0.7430064,-0.9284182,-0.9882336,-0.759506,-0.8881391,-0.6748326,-0.7440038,-0.0691712
1,-0.85912216,-1.0090971,"('unfriendly', 'friendly')",0.39837325,0.17377622,0.4298343,0.09233196,2.2393806,2.184456,0.5521165,0.3603668,-0.1917497
2,0.5425399,0.6296041,"('unlikable', 'likable')",-0.117690906,-0.033151448,-0.22950448,-0.23798288,0.46444374,0.5254787,0.1649471,0.2209871,0.05604
3,-0.32259628,-0.23170055,"('repellent', 'pleasant')",-1.2312452,-1.1229479,-0.8030845,-0.7400049,0.2476051,0.3424625,-0.5273302,-0.4380477,0.0892825
4,-0.35641146,-0.42936724,"('disliked', 'liked')",0.0667301,0.06499695,0.7878005,0.6450576,-5.5096927,-5.8082566,-1.2528934,-1.3818923,-0.1289989
5,-1.1196167,-1.107858,"('distant', 'outgoing')",-0.092699796,-0.061617233,-0.32908392,-0.4301669,0.05596114,0.056579035,-0.3713598,-0.3857658,-0.014406
6,-1.4953313,-1.4620323,"('distant', 'open')",-0.52216417,-0.5472183,-0.2649317,-0.3945693,0.49604583,0.55270463,-0.4465953,-0.4627789,-0.0161836
7,0.6008264,0.7090092,"('insensitive', 'sensitive')",-0.18406096,-0.18258856,-0.43591073,-0.40416482,0.49289295,0.6315893,0.1184369,0.1884613,0.0700244
8,0.5443622,0.51147056,"('unaffectionate', 'affectionate')",0.8568065,0.80593765,0.49484476,0.4001229,1.0894969,1.1190085,0.7463776,0.7091349,-0.0372427
9,0.1941916,0.2540991,"('unaffectionate', 'caring')",0.56785274,0.51312834,0.05666682,-0.06085337,1.4061065,1.5054199,0.5562044,0.5529485,-0.0032559
10,-0.115167506,0.033623785,"('unsympathetic', 'sympathetic')",-1.8821454,-1.8156341,-1.4631898,-1.3938104,-0.8840852,-0.7913004,-1.086147,-0.9917803,0.0943667
11,0.09869333,0.28852153,"('unhelpful', 'helpful')",0.312756,0.3950713,-0.1612309,-0.068752244,1.423203,1.5630288,0.4183553,0.5444673,0.126112
12,1.6023197,1.7960974,"('unsupportive', 'supportive')",0.28487122,0.50141096,-0.05881393,0.024934998,-1.6352172,-1.6536618,0.04829,0.1671953,0.1189053
13,-0.42039984,-0.4261688,"('impolite', 'polite')",-0.19182375,-0.19406298,-0.66750497,-0.6314982,-0.7170439,-0.7700234,-0.4991931,-0.5054383,-0.0062452
14,0.5185811,0.6027109,"('antisocial', 'social')",0.36936882,0.48455378,0.15828599,0.22103651,-0.5703485,-0.57513195,0.1189719,0.1832923,0.0643204
15,0.09814736,-0.04281753,"('boring', 'funny')",0.7434022,0.61656696,0.3901313,0.32873997,0.6482473,0.56139,0.469982,0.3659698,-0.1040122
16,-0.5932785,-0.6153075,"('unpopular', 'popular')",-0.16530159,-0.1849818,0.42173684,0.42955527,0.59993786,0.6269359,0.0657737,0.0640505,-0.0017232
17,0.007191159,0.005894892,"('nasty', 'nice')",1.339679,1.3560163,0.22056544,0.20491719,-0.16496164,-0.11446731,0.3506185,0.3630903,0.0124718
18,-0.20217854,-0.20850962,"('disagreeable', 'welcoming')",0.4735387,0.4682095,-0.0786871,-0.15401879,-0.10992555,-0.10677583,0.0206869,-0.0002737,-0.0209606
19,-0.72645205,-0.7988881,"('inhospitable', 'hospitable')",-0.61581063,-0.659047,-0.28497434,-0.4375218,0.26717415,0.28024828,-0.3400157,-0.4038022,-0.0637865
20,0.85048556,0.94923174,"('rough', 'thoughtful')",0.5279625,0.62010014,0.4894726,0.5347684,0.9573619,0.9584635,0.7063206,0.7656409,0.0593203
21,-0.12101124,-0.0545919,"('immoral', 'moral')",-1.1793692,-1.1968621,-0.8892458,-0.9093002,-1.0054905,-0.9126726,-0.7987792,-0.7683567,0.0304225
22,-0.18037145,-0.15143126,"('untrustworthy', 'trustworthy')",-0.2598255,-0.31050298,-0.76057684,-0.9031734,-0.97863907,-0.97426426,-0.5448532,-0.584843,-0.0399898
23,-0.35625625,-0.2881109,"('insincere', 'sincere')",-0.88446516,-0.85581607,-1.1568862,-1.1864426,5.159021,5.400433,0.6903533,0.7675159,0.0771626
24,0.032157462,0.1288693,"('dishonest', 'honest')",-1.3977267,-1.3715068,-2.1603215,-2.22787,0.62793565,0.6865069,-0.7244888,-0.6960002,0.0284886
25,0.39508653,0.33956903,"('egoistic', 'altruistic')",1.0051014,0.8953133,0.84766173,0.71576715,1.9214928,1.9276934,1.0423356,0.9695857,-0.0727499
