,four_male,four_female,tuple,corners_male,corners_female,property_male,property_female,trust_male,trust_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.0106325075,-0.20108663,"('unsociable', 'sociable')",0.07666652,-0.10635698,-0.5106401,-0.60272986,1.1307693,1.0450542,-0.504968,-0.6618204,0.036239,-0.1053879,-0.1416269
1,-1.9266094,-1.9328859,"('unfriendly', 'friendly')",-0.49905562,-0.39830598,-0.010323107,-0.010345879,0.27257487,0.2170864,2.0517237,2.0100267,-0.0223379,-0.0228849,-0.000547
2,-0.33976924,-0.21653073,"('unlikable', 'likable')",0.5204581,0.7019034,0.72862077,0.94645363,1.721262,1.8708551,0.50430983,0.62066686,0.6269763,0.7846697,0.1576934
3,0.6196486,0.66374624,"('repellent', 'pleasant')",-0.030478947,0.12080026,-0.6406228,-0.43855056,0.7659901,0.91268,0.2369759,0.22412361,0.1903026,0.2965599,0.1062573
4,-0.26140758,-0.31995335,"('disliked', 'liked')",-0.06026044,0.008319501,0.86506754,0.7733506,-0.63106775,-0.6489957,-7.315989,-7.3706865,-1.4807315,-1.5115931,-0.0308616
5,-1.5484129,-1.4114305,"('distant', 'outgoing')",-0.11516403,0.07074486,0.13570037,0.25675565,-0.84152615,-0.8059168,0.06888342,0.20113829,-0.4601039,-0.3377417,0.1223622
6,-2.239306,-2.0389736,"('distant', 'open')",-0.3123327,-0.015796969,0.031375915,0.18593663,-1.05121,-1.0649997,0.7916945,0.9115849,-0.5559556,-0.4044497,0.1515059
7,1.6316432,1.5481571,"('insensitive', 'sensitive')",1.1451113,1.1519502,0.71275145,0.6743164,1.9446387,1.9459742,0.67414224,0.5792737,1.2216574,1.1799343,-0.0417231
8,-0.9110796,-0.8535106,"('unaffectionate', 'affectionate')",-0.40373167,-0.25976235,0.8704297,0.86787176,-0.08746566,-0.12423981,0.99954426,0.9815208,0.0935394,0.122376,0.0288366
9,-0.20420468,-0.21142527,"('unaffectionate', 'caring')",0.19252454,0.30569786,0.7481275,0.7128794,0.5953451,0.6024632,1.4121573,1.4860528,0.54879,0.5791336,0.0303436
10,1.8904166,1.7804576,"('unsympathetic', 'sympathetic')",0.8615794,0.8385228,-0.6881293,-0.56957585,0.99592596,1.0556829,-0.13690175,-0.21584553,0.5845781,0.5778484,-0.0067297
11,1.310242,1.2853845,"('unhelpful', 'helpful')",1.2547493,1.2581822,-0.050439198,-0.025402177,1.1659182,1.2054117,1.9095826,1.9907767,1.1180106,1.1428706,0.02486
12,0.30426553,0.42437276,"('unsupportive', 'supportive')",1.7760928,1.9242188,1.1419643,1.4008191,1.0445303,1.3267614,-2.0973423,-2.0793679,0.4339021,0.5993608,0.1654587
13,0.82713556,0.7159365,"('impolite', 'polite')",0.8722683,0.6929025,0.05824712,-0.067007825,1.4620767,1.289199,-0.33616164,-0.4261721,0.5767132,0.4409716,-0.1357416
14,1.2997875,1.1909148,"('antisocial', 'social')",0.6497271,0.55158156,0.6803006,0.7597015,2.0779653,2.076269,-0.75469065,-0.8924262,0.7906179,0.737208,-0.0534099
15,-1.5319048,-1.5858616,"('boring', 'funny')",0.34202448,0.17839557,0.22836804,0.104196616,0.07526443,-0.055298723,0.47076264,0.44250318,-0.083097,-0.1832129,-0.1001159
16,-0.9306415,-0.9455571,"('unpopular', 'popular')",0.05258068,0.15214893,-0.28598663,-0.22933426,-0.7336108,-0.6405627,0.5642537,0.6114629,-0.2666809,-0.2103684,0.0563125
17,-0.43976793,-0.318926,"('nasty', 'nice')",-0.2223903,-0.25652075,0.57117826,0.622504,0.89805603,0.96174514,-0.13350911,-0.08647539,0.1347134,0.1844654,0.049752
18,-0.54703957,-0.34385413,"('disagreeable', 'welcoming')",0.35254908,0.6480406,0.02884543,0.23461886,-0.29183537,-0.014256418,-0.34502044,-0.27281153,-0.1605002,0.0503475,0.2108477
19,-1.719142,-1.6176375,"('inhospitable', 'hospitable')",-0.17136142,0.024778761,-0.6080189,-0.5127182,-1.7651606,-1.630038,0.067178614,0.16318792,-0.8393008,-0.7144854,0.1248154
20,-0.43519965,-0.45503598,"('rough', 'thoughtful')",-0.30547678,-0.3005237,-0.27675018,-0.19726379,0.2992226,0.3232958,0.7684191,0.74085957,0.010043,0.0222664,0.0122234
