,jeans_male,jeans_female,tuple,average_male,average_female,female-male
0,-0.4027722,-0.6255469,"('unsociable', 'sociable')",-0.4027722,-0.6255469,-0.2227747
1,1.7744821,1.9071492,"('unfriendly', 'friendly')",1.7744821,1.9071492,0.1326671
2,0.34323138,0.5546013,"('unlikable', 'likable')",0.3432314,0.5546013,0.2113699
3,0.5944553,0.54755527,"('repellent', 'pleasant')",0.5944553,0.5475553,-0.0469
4,-7.650455,-7.644943,"('disliked', 'liked')",-7.650455,-7.6449432,0.0055118
5,0.44235763,0.64789075,"('distant', 'outgoing')",0.4423576,0.6478907,0.2055331
6,0.5817986,0.81325895,"('distant', 'open')",0.5817986,0.8132589,0.2314603
7,0.41239464,0.43013382,"('insensitive', 'sensitive')",0.4123946,0.4301338,0.0177392
8,1.3585469,1.4767021,"('unaffectionate', 'affectionate')",1.3585469,1.4767021,0.1181552
9,2.103047,2.3094573,"('unaffectionate', 'caring')",2.1030469,2.3094573,0.2064104
10,0.45481843,0.36674792,"('unsympathetic', 'sympathetic')",0.4548184,0.3667479,-0.0880705
11,1.967629,2.042815,"('unhelpful', 'helpful')",1.967629,2.042815,0.075186
12,-1.8301802,-1.8124028,"('unsupportive', 'supportive')",-1.8301802,-1.8124028,0.0177774
13,-0.0031868443,-0.09351953,"('impolite', 'polite')",-0.0031868,-0.0935195,-0.0903327
14,-0.54669785,-0.8208893,"('antisocial', 'social')",-0.5466979,-0.8208893,-0.2741914
15,0.5947708,0.59734005,"('boring', 'funny')",0.5947708,0.59734,0.0025692
16,0.025987856,0.091299474,"('unpopular', 'popular')",0.0259879,0.0912995,0.0653116
17,0.2297169,0.24651572,"('nasty', 'nice')",0.2297169,0.2465157,0.0167988
18,-0.75845623,-0.8601253,"('disagreeable', 'welcoming')",-0.7584562,-0.8601253,-0.1016691
19,-0.33460057,-0.07652886,"('inhospitable', 'hospitable')",-0.3346006,-0.0765289,0.2580717
20,0.7708481,0.608049,"('rough', 'thoughtful')",0.7708481,0.608049,-0.1627991
