,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.881707,-1.0758749,"('unsociable', 'sociable')",-0.35626212,-0.5613326,-0.6189846,-0.8186038,-0.1996192
1,-2.4383397,-2.353381,"('unfriendly', 'friendly')",1.5330695,1.352144,-0.4526351,-0.5006185,-0.0479834
2,-0.15911919,-0.060662553,"('unlikable', 'likable')",0.5387164,0.65065706,0.1897986,0.2949972,0.1051986
3,-0.2080982,-0.088932596,"('repellent', 'pleasant')",0.38313016,0.41431957,0.087516,0.1626935,0.0751775
4,-0.67417777,-0.6960767,"('disliked', 'liked')",-6.2288775,-6.2789946,-3.4515276,-3.4875357,-0.0360081
5,-1.5016207,-1.2781597,"('distant', 'outgoing')",-0.6163093,-0.5544948,-1.058965,-0.9163272,0.1426378
6,-2.02901,-1.732802,"('distant', 'open')",-0.2644537,-0.24167667,-1.1467319,-0.9872394,0.1594925
7,-0.39898825,-0.29110542,"('insensitive', 'sensitive')",0.36215684,0.4200519,-0.0184157,0.0644732,0.0828889
8,-1.88593,-1.7552195,"('unaffectionate', 'affectionate')",0.61234087,0.5803524,-0.6367946,-0.5874335,0.0493611
9,-2.077133,-1.9327786,"('unaffectionate', 'caring')",0.8744877,0.9281507,-0.6013227,-0.502314,0.0990087
10,-1.0228983,-1.0032774,"('unsympathetic', 'sympathetic')",-0.39261496,-0.4000454,-0.7077566,-0.7016614,0.0060952
11,-0.3383782,-0.3545819,"('unhelpful', 'helpful')",1.8387204,2.067497,0.7501711,0.8564576,0.1062865
12,-1.2081997,-0.9263308,"('unsupportive', 'supportive')",-1.9327594,-1.8364279,-1.5704796,-1.3813794,0.1891002
13,0.0014672242,-0.10637975,"('impolite', 'polite')",-0.4081498,-0.3163613,-0.2033413,-0.2113705,-0.0080292
14,0.28806728,0.28687957,"('antisocial', 'social')",-0.50994486,-0.5484615,-0.1109388,-0.130791,-0.0198522
15,0.10190279,-0.041384988,"('boring', 'funny')",0.40262657,0.40142125,0.2522647,0.1800181,-0.0722466
16,-0.69268805,-0.5844405,"('unpopular', 'popular')",0.54646325,0.54367733,-0.0731124,-0.0203816,0.0527308
17,-0.37303331,-0.29110125,"('nasty', 'nice')",-0.3954732,-0.3020615,-0.3842533,-0.2965814,0.0876719
18,-0.11877314,0.18068443,"('disagreeable', 'welcoming')",-0.34185237,-0.37311363,-0.2303127,-0.0962146,0.1340981
19,-1.2857518,-1.1242737,"('inhospitable', 'hospitable')",-0.3186694,-0.18551591,-0.8022106,-0.6548948,0.1473158
20,0.48977032,0.56469935,"('rough', 'thoughtful')",1.3719906,1.2590476,0.9308804,0.9118735,-0.0190069
21,0.3111783,0.12290847,"('immoral', 'moral')",-0.35509825,-0.333174,-0.02196,-0.1051328,-0.0831728
22,-0.20885023,-0.10204776,"('untrustworthy', 'trustworthy')",-0.8878333,-0.94018364,-0.5483418,-0.5211157,0.0272261
23,-0.05032145,-0.025607781,"('insincere', 'sincere')",5.561699,5.608285,2.7556887,2.7913387,0.03565
24,-0.5034697,-0.5099976,"('dishonest', 'honest')",0.5323579,0.54986155,0.0144441,0.019932,0.0054879
25,-1.001381,-0.9671918,"('egoistic', 'altruistic')",1.271687,1.1363897,0.135153,0.084599,-0.050554
26,-0.19961828,-0.2554569,"('hardhearted', 'benevolent')",1.5045139,1.2749107,0.6524478,0.5097269,-0.1427209
27,-0.9692777,-0.66263455,"('hardhearted', 'softhearted')",1.1870829,1.0908129,0.1089026,0.2140892,0.1051866
28,-0.60241693,-0.6788695,"('disloyal', 'loyal')",1.0381765,0.9739532,0.2178798,0.1475419,-0.0703379
29,-0.6220338,-0.60172904,"('unfair', 'fair')",-0.41822904,-0.6341593,-0.5201314,-0.6179442,-0.0978128
30,1.0943924,1.071956,"('intolerant', 'tolerant')",1.5570766,1.6132675,1.3257345,1.3426118,0.0168773
31,-1.7985862,-1.6396501,"('evil', 'good')",-1.314489,-1.4686555,-1.5565376,-1.5541527,0.0023849
32,-0.16310446,-0.1351223,"('unkind', 'kind')",0.76888,0.6303757,0.3028878,0.2476267,-0.0552611
33,-0.46176898,-0.41932118,"('wrong', 'right')",-0.8360587,-0.8776453,-0.6489139,-0.6484833,0.0004306
34,-0.026307315,0.0720157,"('mean', 'honorable')",5.921365,6.1284895,2.9475288,3.1002526,0.1527238
35,-0.81033057,-0.820301,"('corrupt', 'incorrupt')",-0.3301983,-0.44274327,-0.5702645,-0.6315221,-0.0612576
36,-2.0191784,-1.868624,"('hostile', 'amicable')",0.079056226,-0.1753408,-0.9700611,-1.0219824,-0.0519213
37,0.04669603,0.08053652,"('fake', 'genuine')",0.24488081,0.20561618,0.1457884,0.1430763,-0.0027121
38,-0.87336594,-0.8223472,"('untruthful', 'truthful')",-0.06639741,0.13827333,-0.4698817,-0.342037,0.1278447
39,0.7367946,0.6723499,"('exploitative', 'cooperative')",0.080699205,0.12818769,0.4087469,0.4002688,-0.0084781
40,-0.39209107,-0.37226498,"('stingy', 'generous')",-1.5807712,-1.7545425,-0.9864311,-1.0634037,-0.0769726
41,-0.3939525,-0.26629776,"('unforgiving', 'forgiving')",0.2480479,0.18686979,-0.0729523,-0.039714,0.0332383
42,0.43410727,0.719818,"('unreliable', 'reliable')",-3.1157045,-2.9655929,-1.3407986,-1.1228874,0.2179112
43,-0.45919952,-0.36523244,"('irresponsible', 'responsible')",0.42000628,0.42668086,-0.0195966,0.0307242,0.0503208
