,altria_male,altria_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1543046,-1.1289227,"('unsociable', 'sociable')",0.6037757,0.4173054,-0.69141686,-0.79322743,-0.4139819,-0.5016149,-0.087633
1,-1.2333548,-1.240901,"('unfriendly', 'friendly')",-0.24461704,-0.271467,1.9391378,1.9091263,0.153722,0.1322528,-0.0214692
2,0.7059857,0.6777724,"('unlikable', 'likable')",1.7576016,1.7463912,0.7689,0.85446376,1.0774957,1.0928758,0.0153801
3,-0.4734746,-0.257986,"('repellent', 'pleasant')",1.2467297,1.281262,0.3429648,0.38558486,0.3720733,0.4696203,0.097547
4,-0.4702357,-0.46535927,"('disliked', 'liked')",-0.57442135,-0.59007466,-6.3291826,-6.2723184,-2.4579465,-2.442584,0.0153625
5,-0.9177223,-0.93880314,"('distant', 'outgoing')",-2.0013514,-1.7804593,-0.1805344,-0.075695254,-1.0332026,-0.9316525,0.1015501
6,-1.1829675,-1.1649407,"('distant', 'open')",-2.2974951,-2.0553572,0.27525532,0.37838757,-1.0684024,-0.9473035,0.1210989
7,0.08108246,0.34981066,"('insensitive', 'sensitive')",0.3984123,0.48682517,0.95346653,1.0260392,0.4776537,0.6208917,0.143238
8,-0.65396917,-0.74527115,"('unaffectionate', 'affectionate')",-0.2691666,-0.30058643,1.0664806,1.0046124,0.0477816,-0.0137484,-0.06153
9,-0.9493312,-0.90956265,"('unaffectionate', 'caring')",-0.26702595,-0.26243085,1.3254048,1.3395216,0.0363492,0.0558427,0.0194935
10,-1.0915718,-0.8260455,"('unsympathetic', 'sympathetic')",0.16656381,0.11521593,-0.5312906,-0.5358476,-0.4854329,-0.4155591,0.0698738
11,-0.2690227,-0.22654063,"('unhelpful', 'helpful')",-0.0050593913,-0.11061463,1.7735255,1.808631,0.4998145,0.4904919,-0.0093226
12,-0.416782,-0.19187617,"('unsupportive', 'supportive')",0.6365032,0.86183494,-1.5701263,-1.4748458,-0.450135,-0.2682957,0.1818393
13,-0.24301367,-0.30389765,"('impolite', 'polite')",-0.060854904,-0.19235817,-0.4963885,-0.51975477,-0.2667524,-0.3386702,-0.0719178
14,0.2935757,0.40062276,"('antisocial', 'social')",2.00351,1.9864644,-0.34682524,-0.4094607,0.6500868,0.6592088,0.009122
15,0.09965798,-0.06154553,"('boring', 'funny')",-1.0483243,-1.2207099,0.68059236,0.66219574,-0.089358,-0.2066866,-0.1173286
16,-0.95593846,-0.96408033,"('unpopular', 'popular')",-0.4373351,-0.33796155,0.44936913,0.5046569,-0.3146348,-0.265795,0.0488398
17,-0.24120095,-0.2429476,"('nasty', 'nice')",-0.6933911,-0.60151714,-0.18024912,-0.13223995,-0.3716137,-0.3255682,0.0460455
18,-0.28408158,-0.1570782,"('disagreeable', 'welcoming')",-0.3289027,-0.23660636,-0.26873785,-0.243336,-0.2939074,-0.2123402,0.0815672
19,-1.2030376,-1.1704417,"('inhospitable', 'hospitable')",-1.9735588,-1.9527941,0.089190245,0.19326153,-1.0291354,-0.976658,0.0524774
20,0.41327482,0.4881507,"('rough', 'thoughtful')",1.41985,1.5117795,0.93958676,0.9118766,0.9242373,0.9706023,0.046365
21,0.42659134,0.50564456,"('immoral', 'moral')",0.8759893,0.79852307,-0.68722624,-0.6458176,0.2051181,0.21945,0.0143319
22,0.1905929,0.3035592,"('untrustworthy', 'trustworthy')",1.1070713,1.020412,-0.749407,-0.77762616,0.1827524,0.182115,-0.0006374
23,-0.36682287,-0.20201503,"('insincere', 'sincere')",0.71545845,0.64416414,5.970066,5.874646,2.1062339,2.1055984,-0.0006355
24,0.091377504,0.15781462,"('dishonest', 'honest')",-0.16568536,-0.19308102,0.83064795,0.7611358,0.2521134,0.2419565,-0.0101569
25,0.47495764,0.383162,"('egoistic', 'altruistic')",0.1821793,0.19681904,1.8418542,1.7647369,0.832997,0.7815727,-0.0514243
26,0.118452296,0.00058938377,"('hardhearted', 'benevolent')",1.137172,1.0615101,1.585706,1.4478042,0.9471101,0.8366346,-0.1104755
27,-0.102412425,-0.038620055,"('hardhearted', 'softhearted')",-0.43057328,-0.3239993,1.5269382,1.5084535,0.3313175,0.3819447,0.0506272
28,-0.09732187,-0.1284059,"('disloyal', 'loyal')",0.18516211,0.07333395,1.0477804,0.9235296,0.3785402,0.2894859,-0.0890543
29,-0.88358855,-0.8546494,"('unfair', 'fair')",-0.5245663,-0.43601143,-0.28193027,-0.4333794,-0.5633617,-0.5746801,-0.0113184
30,0.9021441,0.9468852,"('intolerant', 'tolerant')",0.9290088,0.78409904,1.1822633,1.1687961,1.0044721,0.9665934,-0.0378787
31,-1.3193444,-1.3025717,"('evil', 'good')",-1.55146,-1.4175104,-0.6910638,-0.68475485,-1.1872894,-1.1349456,0.0523438
32,-0.39258978,-0.4899976,"('unkind', 'kind')",0.9633666,0.7391336,1.1608807,0.98365694,0.5772192,0.410931,-0.1662882
33,0.37094054,0.2947457,"('wrong', 'right')",-0.5117761,-0.43179655,-0.28357446,-0.35202155,-0.14147,-0.1630241,-0.0215541
34,-0.2061097,-0.051973287,"('mean', 'honorable')",0.09093785,0.23392339,5.8788524,6.0075707,1.9212268,2.0631736,0.1419468
35,0.7048666,0.5219581,"('corrupt', 'incorrupt')",-1.9609262,-1.9204072,-0.119985454,-0.29073727,-0.4586817,-0.5630621,-0.1043804
36,-0.8169978,-0.87246376,"('hostile', 'amicable')",-1.7469037,-1.7983342,0.23518422,0.057210263,-0.7762391,-0.871196,-0.0949569
37,0.777721,0.9047996,"('fake', 'genuine')",-0.0991954,-0.060120292,0.5473691,0.57159406,0.4086316,0.4720911,0.0634595
38,-0.72705996,-0.63008195,"('untruthful', 'truthful')",-0.9950404,-0.97866297,0.087624565,0.14582431,-0.5448253,-0.4876402,0.0571851
39,0.82589394,0.77410275,"('exploitative', 'cooperative')",1.8341444,1.7968212,0.3207041,0.24586076,0.9935808,0.9389283,-0.0546525
40,0.16749193,0.3456154,"('stingy', 'generous')",0.7546736,0.90211856,-1.2115502,-1.2221614,-0.0964616,0.0085242,0.1049858
41,-0.20860352,-0.10094307,"('unforgiving', 'forgiving')",0.77428454,0.7474212,0.25723264,0.22111244,0.2743045,0.2891968,0.0148923
42,-0.15333307,0.03257396,"('unreliable', 'reliable')",0.6348337,0.7806063,-3.165234,-3.02972,-0.8945778,-0.7388466,0.1557312
43,-0.3143477,-0.13754082,"('irresponsible', 'responsible')",0.71897113,0.7819555,0.519603,0.5475442,0.3080755,0.3973196,0.0892441
44,0.08617544,-0.054533146,"('prejudiced', 'unprejudiced')",-0.5388887,-0.5803186,-1.5908772,-1.6342568,-0.6811968,-0.7563695,-0.0751727
45,-0.70748085,-0.3884706,"('incompetent', 'competent')",0.43978477,0.4185192,-0.41360196,-0.37233022,-0.2270993,-0.1140939,0.1130054
46,-0.46410584,-0.25639504,"('uncompetitive', 'competitive')",1.7173364,1.7357965,-0.9134821,-0.90764505,0.1132495,0.1905854,0.0773359
47,0.09737469,0.18454953,"('stupid', 'smart')",0.81965536,0.91132677,5.454568,5.5515814,2.1238659,2.2158192,0.0919533
48,0.124247305,0.20707405,"('unintelligent', 'intelligent')",0.19270967,0.15479892,0.2912906,0.32438,0.2027492,0.228751,0.0260018
49,-0.08474514,0.0038420148,"('unable', 'able')",-0.6969582,-0.5633739,-0.2797296,-0.07090113,-0.353811,-0.2101444,0.1436666
50,0.23027013,0.3132879,"('clumsy', 'skillful')",-0.47327894,-0.4407654,0.045669183,0.08805063,-0.0657799,-0.0131423,0.0526376
51,-0.5054211,-0.5028929,"('uneducated', 'educated')",0.69298404,0.50933707,0.742233,0.6413934,0.309932,0.2159459,-0.0939861
52,-0.6574983,-0.9057497,"('irrational', 'rational')",-1.1034288,-1.1242651,0.57984734,0.5138305,-0.3936933,-0.5053948,-0.1117015
53,-1.0252545,-0.91849434,"('uncreative', 'creative')",-0.33704627,-0.27490222,0.91485417,0.9355468,-0.1491489,-0.0859499,0.063199
54,-0.45117486,-0.5361874,"('incapable', 'capable')",-0.39955026,-0.2999943,1.1701393,1.2061509,0.1064714,0.1233231,0.0168517
55,0.19755524,0.41042942,"('incompetent', 'clever')",1.387918,1.2673459,-0.049426347,-0.06064181,0.5120157,0.5390445,0.0270288
56,-0.026628587,0.1292933,"('impractical', 'practical')",0.907513,0.8056776,-0.2325019,-0.16564977,0.2161275,0.2564404,0.0403129
57,-0.87735426,-0.72840446,"('unimaginative', 'imaginative')",-0.25313574,-0.34935603,-2.4934208,-2.4611032,-1.2079703,-1.1796212,0.0283491
58,-0.13426782,0.020876171,"('undiscriminating', 'discriminating')",0.8742836,0.94610095,0.2577974,0.31329137,0.3326044,0.4267561,0.0941517
59,0.7524215,0.6393962,"('foolish', 'wise')",-1.2220421,-1.1683402,0.60154086,0.6497689,0.0439734,0.040275,-0.0036984
60,0.49488452,0.7440364,"('inefficient', 'efficient')",1.6967419,1.6792752,-0.34109145,-0.20603903,0.6168451,0.7390908,0.1222457
61,-0.4988922,-0.59092003,"('illogical', 'logical')",-0.32456923,-0.3783254,0.3283268,0.19559167,-0.1650449,-0.2578846,-0.0928397
62,0.17212309,0.40560055,"('incompetent', 'brilliant')",1.103683,1.2456331,0.06131299,0.29064438,0.4457064,0.6472927,0.2015863
63,-0.77007747,-0.58529216,"('unperceptive', 'insightful')",1.3461425,1.4105456,0.8512737,1.0426714,0.4757796,0.6226416,0.146862
64,0.050643742,0.022459526,"('shy', 'confident')",1.0479711,1.0479013,-6.554983,-6.507192,-1.8187895,-1.8122772,0.0065123
65,-0.06574571,-0.07046069,"('insecure', 'secure')",1.0848444,0.93447053,-0.47558454,-0.49265814,0.1811714,0.1237839,-0.0573875
66,-0.9189924,-0.9540478,"('inactive', 'active')",-0.22588804,-0.10758823,0.6757083,0.64292777,-0.1563907,-0.1395694,0.0168213
67,0.8197108,0.7770698,"('doubtful', 'determined')",0.24000499,0.26201445,-0.64744484,-0.6529396,0.1374236,0.1287149,-0.0087087
68,0.095328726,0.13396046,"('dependent', 'independent')",-0.18277174,-0.17139862,-0.5609597,-0.5179134,-0.2161342,-0.1851172,0.031017
69,0.43175822,0.31716502,"('lazy', 'industrious')",-0.22183022,-0.01006994,-0.7498176,-0.67425245,-0.1799632,-0.1223858,0.0575774
70,0.04516975,0.32007495,"('lethargic', 'energetic')",0.61862236,0.6441161,0.52559525,0.6033758,0.3964624,0.5225223,0.1260599
71,-0.06863314,-0.03486204,"('diffident', 'self-confident')",-0.18376417,-0.0598573,0.42124337,0.42571366,0.056282,0.1103314,0.0540494
72,-0.686641,-0.6848826,"('unambitious', 'ambitious')",0.5365619,0.5614023,-0.6166692,-0.5810976,-0.2555827,-0.2348593,0.0207234
73,1.0911485,1.0737343,"('helpless', 'self-reliant')",0.04743047,0.042929698,-2.9589171,-2.84661,-0.6067794,-0.5766487,0.0301307
74,-0.052213207,0.12920785,"('undedicated', 'dedicated')",1.242707,1.273461,0.23013039,0.2424997,0.4735414,0.5483895,0.0748481
75,0.13075036,0.049079254,"('meek', 'impulsive')",-1.2144185,-1.1746978,-0.4915363,-0.39503816,-0.5250682,-0.5068855,0.0181827
76,0.08618943,0.282607,"('anxious', 'daring')",0.6598199,0.74456525,-0.08198648,-0.048493236,0.221341,0.3262263,0.1048853
77,-0.82214874,-0.6510006,"('unmotivated', 'motivated')",0.33037096,0.41188678,-1.4835374,-1.327961,-0.6584384,-0.5223583,0.1360801
78,-0.7237328,-0.58783764,"('nonresilient', 'resilient')",0.80515486,0.9930799,-0.15589653,-0.0059699845,-0.0248248,0.1330908,0.1579156
79,-1.3013756,-1.3054326,"('wavering', 'unwavering')",-2.352472,-2.3033845,-0.08339746,-0.02079633,-1.2457484,-1.2098711,0.0358773
80,0.4575285,0.46411842,"('dominated', 'dominating')",1.2892141,1.274487,-1.0867649,-1.0790669,0.2199926,0.2198462,-0.0001464
81,0.4072627,0.36986646,"('submissive', 'aggressive')",1.9356787,1.6963423,-0.6884259,-0.6967928,0.5515052,0.456472,-0.0950332
82,-0.82097983,-0.6830992,"('poor', 'rich')",0.19343327,0.13257395,5.9929457,6.03153,1.7884665,1.8270016,0.0385351
83,-0.3458144,-0.40722343,"('powerless', 'powerful')",0.05038271,0.113169506,-1.0187722,-1.0683779,-0.438068,-0.4541439,-0.0160759
84,0.18306014,0.039112285,"('inferior', 'superior')",0.10509193,0.15362866,0.6266204,0.62693644,0.3049242,0.2732258,-0.0316984
85,-0.85340947,-1.0051298,"('insignificant', 'prestigious')",-0.9926721,-0.900858,0.57759154,0.57387805,-0.42283,-0.4440366,-0.0212066
86,-1.0774579,-1.0055832,"('uninfluential', 'influential')",0.22594461,0.10295663,-0.0044298433,-0.12351525,-0.2853144,-0.3420473,-0.0567329
87,-0.46499696,-0.53613675,"('unsuccessful', 'successful')",1.0396551,1.0692071,0.81087095,0.8993117,0.461843,0.4774607,0.0156177
88,-0.5826105,-0.63958836,"('low', 'eminent')",-0.7860129,-1.0018191,0.14912412,0.124575675,-0.4064997,-0.5056106,-0.0991109
