,macerich_male,macerich_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.22692469,-0.08308048,"('unsociable', 'sociable')",-0.041321002,-0.15535451,0.0928018,-0.1192175,-0.2120193
1,-0.5195779,-0.73027813,"('unfriendly', 'friendly')",1.075441,0.97147584,0.2779315,0.1205989,-0.1573326
2,1.1095545,1.1513177,"('unlikable', 'likable')",1.0312413,1.1493906,1.0703979,1.1503541,0.0799562
3,-0.21856213,-0.11776767,"('repellent', 'pleasant')",0.7652668,0.8702692,0.2733523,0.3762507,0.1028984
4,0.2721625,0.24271502,"('disliked', 'liked')",-6.8010283,-6.901689,-3.2644329,-3.3294871,-0.0650542
5,-1.2852262,-1.1197621,"('distant', 'outgoing')",-1.1127814,-0.93748486,-1.1990038,-1.0286235,0.1703803
6,-2.0314147,-1.8690039,"('distant', 'open')",-1.2920321,-1.1243031,-1.6617234,-1.4966536,0.1650698
7,0.34527072,0.28731394,"('insensitive', 'sensitive')",-0.087119035,-0.03148783,0.1290758,0.1279131,-0.0011627
8,-0.35926878,-0.41750202,"('unaffectionate', 'affectionate')",0.56231993,0.53608596,0.1015256,0.059292,-0.0422336
9,-0.17906334,-0.3109156,"('unaffectionate', 'caring')",0.9561121,0.8960514,0.3885244,0.2925679,-0.0959565
10,-0.05569587,-0.31556222,"('unsympathetic', 'sympathetic')",0.08489731,0.02125191,0.0146007,-0.1471552,-0.1617559
11,0.5186464,0.39155126,"('unhelpful', 'helpful')",2.3713326,2.322291,1.4449896,1.3569211,-0.0880685
12,0.42598838,0.43847576,"('unsupportive', 'supportive')",-1.90905,-1.835851,-0.7415308,-0.6986876,0.0428432
13,0.1163039,-0.027924791,"('impolite', 'polite')",-0.01661212,-0.013863996,0.0498459,-0.0208944,-0.0707403
14,0.66682655,0.5720204,"('antisocial', 'social')",0.4607929,0.40242174,0.5638098,0.4872211,-0.0765887
15,-0.17966384,-0.2842564,"('boring', 'funny')",0.8190175,0.8180102,0.3196768,0.2668769,-0.0527999
16,-0.4626443,-0.41960528,"('unpopular', 'popular')",0.04034543,-0.0077229366,-0.2111494,-0.2136641,-0.0025147
17,0.14231849,0.14064673,"('nasty', 'nice')",0.16326702,0.16397779,0.1527928,0.1523122,-0.0004806
18,-0.16874522,-0.20301798,"('disagreeable', 'welcoming')",-0.70020986,-0.7248415,-0.4344775,-0.4639297,-0.0294522
19,-0.43592075,-0.54503953,"('inhospitable', 'hospitable')",-0.27266634,-0.2710153,-0.3542935,-0.4080274,-0.0537339
20,0.39512518,0.39797762,"('rough', 'thoughtful')",0.7334061,0.6131894,0.5642657,0.5055835,-0.0586822
21,0.6906864,0.59117925,"('immoral', 'moral')",-0.0014431356,0.012638625,0.3446216,0.3019089,-0.0427127
22,0.20422398,0.13671768,"('untrustworthy', 'trustworthy')",-0.44116545,-0.4432572,-0.1184707,-0.1532698,-0.0347991
23,0.51068777,0.3003216,"('insincere', 'sincere')",5.892683,5.9139085,3.2016854,3.107115,-0.0945704
24,0.617485,0.47021544,"('dishonest', 'honest')",0.69232816,0.7571613,0.6549066,0.6136883,-0.0412183
25,0.062652215,0.14322695,"('egoistic', 'altruistic')",0.9925535,0.97343916,0.5276029,0.558333,0.0307301
