,teleflex_male,teleflex_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.8072599,-1.927454,"('unsociable', 'sociable')",-0.42795557,-0.5867067,-1.1176077,-1.2570803,-0.1394726
1,-1.4190067,-1.5399165,"('unfriendly', 'friendly')",1.6317962,1.554993,0.1063948,0.0075383,-0.0988565
2,0.550831,0.55127937,"('unlikable', 'likable')",0.79868066,0.84312344,0.6747558,0.6972014,0.0224456
3,-0.54581594,-0.53871614,"('repellent', 'pleasant')",0.19260435,0.22626308,-0.1766058,-0.1562265,0.0203793
4,0.24013759,0.15529338,"('disliked', 'liked')",-5.7279615,-5.8139005,-2.743912,-2.8293035,-0.0853915
5,-0.2987978,-0.28453532,"('distant', 'outgoing')",-0.32271183,-0.22495092,-0.3107548,-0.2547431,0.0560117
6,-0.49718863,-0.50963646,"('distant', 'open')",-0.09135372,0.020287452,-0.2942712,-0.2446745,0.0495967
7,-1.0410876,-1.0085602,"('insensitive', 'sensitive')",0.41973418,0.4769533,-0.3106767,-0.2658035,0.0448732
8,-1.2347877,-1.2620021,"('unaffectionate', 'affectionate')",0.7069124,0.69902796,-0.2639377,-0.2814871,-0.0175494
9,-1.5765624,-1.625796,"('unaffectionate', 'caring')",0.854124,0.8682834,-0.3612192,-0.3787563,-0.0175371
10,-2.1295855,-2.1822228,"('unsympathetic', 'sympathetic')",-0.8623437,-0.87713844,-1.4959646,-1.5296806,-0.033716
11,-1.3234135,-1.2955388,"('unhelpful', 'helpful')",1.2530258,1.3309072,-0.0351939,0.0176842,0.0528781
12,-1.6452142,-1.5737522,"('unsupportive', 'supportive')",-1.8688322,-1.8047873,-1.7570232,-1.6892698,0.0677534
13,-0.89543504,-0.9208492,"('impolite', 'polite')",-0.60877085,-0.62109745,-0.752103,-0.7709733,-0.0188703
14,0.015204303,0.0137877315,"('antisocial', 'social')",-0.2585914,-0.38180357,-0.1216936,-0.1840079,-0.0623143
15,0.743923,0.65680295,"('boring', 'funny')",0.8300323,0.80426085,0.7869776,0.7305319,-0.0564457
16,-0.05250375,-0.0687425,"('unpopular', 'popular')",0.5528723,0.60125786,0.2501843,0.2662577,0.0160734
17,-0.067896985,0.00059399754,"('nasty', 'nice')",-0.5158774,-0.48410237,-0.2918872,-0.2417542,0.050133
18,-0.2092582,-0.21433325,"('disagreeable', 'welcoming')",-0.15289944,-0.1668306,-0.1810788,-0.1905819,-0.0095031
19,-0.5474366,-0.6169378,"('inhospitable', 'hospitable')",0.10791147,0.19646393,-0.2197626,-0.2102369,0.0095257
20,-0.25714093,-0.2661084,"('rough', 'thoughtful')",0.92066586,0.8675868,0.3317625,0.3007392,-0.0310233
21,-0.2249559,-0.31422213,"('immoral', 'moral')",-0.4372436,-0.46625507,-0.3310997,-0.3902386,-0.0591389
22,-0.6425067,-0.70104957,"('untrustworthy', 'trustworthy')",-0.7183481,-0.82543236,-0.6804274,-0.7632409,-0.0828135
23,-1.53334,-1.6156605,"('insincere', 'sincere')",5.1871214,5.177555,1.8268907,1.7809472,-0.0459435
24,-0.8000047,-0.78974897,"('dishonest', 'honest')",0.6895942,0.65133923,-0.0552053,-0.0692049,-0.0139996
25,0.7985848,0.7585022,"('egoistic', 'altruistic')",1.7273397,1.7166277,1.2629623,1.2375649,-0.0253974
26,-0.18055049,-0.31405702,"('hardhearted', 'benevolent')",1.897022,1.683303,0.8582358,0.684623,-0.1736128
27,-0.99948597,-0.9180082,"('hardhearted', 'softhearted')",1.2438076,1.2286233,0.1221608,0.1553075,0.0331467
28,-0.7080683,-0.8343091,"('disloyal', 'loyal')",0.85064787,0.717201,0.0712898,-0.0585541,-0.1298439
29,-0.34101707,-0.38294664,"('unfair', 'fair')",-0.3450379,-0.4859295,-0.3430275,-0.434438,-0.0914105
30,-0.41803235,-0.45566145,"('intolerant', 'tolerant')",1.3501775,1.2715849,0.4660726,0.4079617,-0.0581109
31,0.0019376725,0.017472476,"('evil', 'good')",-0.80196685,-0.8587367,-0.4000146,-0.4206321,-0.0206175
