,teleflex_male,teleflex_female,tuple,inc_male,inc_female,average_male,average_female,female-male
32,-0.09540564,-0.16549751,"('unkind', 'kind')",1.105234,0.92750156,0.5049142,0.381002,-0.1239122
33,0.21528986,0.13593175,"('wrong', 'right')",-0.40855688,-0.4806569,-0.0966335,-0.1723626,-0.0757291
34,-0.37794665,-0.2792086,"('mean', 'honorable')",5.652045,5.8974166,2.637049,2.809104,0.172055
35,1.4554071,1.3706312,"('corrupt', 'incorrupt')",0.14575738,-0.013623527,0.8005823,0.6785039,-0.1220784
36,0.2524829,0.053980187,"('hostile', 'amicable')",0.43025148,0.1712239,0.3413672,0.112602,-0.2287652
37,-0.4074269,-0.34773663,"('fake', 'genuine')",0.13875608,0.22803271,-0.1343354,-0.059852,0.0744834
38,-0.9195423,-0.9527106,"('untruthful', 'truthful')",-0.2843998,-0.20354745,-0.601971,-0.5781291,0.0238419
39,0.819561,0.8121284,"('exploitative', 'cooperative')",0.203413,0.12724288,0.511487,0.4696856,-0.0418014
40,0.23709282,0.243929,"('stingy', 'generous')",-1.1954138,-1.2793899,-0.4791605,-0.5177304,-0.0385699
41,-0.56302786,-0.61822295,"('unforgiving', 'forgiving')",0.2623442,0.1194848,-0.1503418,-0.2493691,-0.0990273
42,-0.005688809,0.055604372,"('unreliable', 'reliable')",-3.3977296,-3.296109,-1.7017093,-1.6202523,0.081457
43,-1.6952229,-1.6329703,"('irresponsible', 'responsible')",0.13052665,0.21448156,-0.7823481,-0.7092444,0.0731037
44,0.9111414,0.94604415,"('prejudiced', 'unprejudiced')",-1.4572291,-1.4070005,-0.2730439,-0.2304782,0.0425657
45,-1.6304984,-1.6378415,"('incompetent', 'competent')",-0.47905403,-0.47182524,-1.0547762,-1.0548334,-5.72e-05
46,-1.6651514,-1.7162898,"('uncompetitive', 'competitive')",-0.67621344,-0.7110385,-1.1706824,-1.2136641,-0.0429817
47,-0.092447236,0.03890469,"('stupid', 'smart')",4.97831,5.1704755,2.4429314,2.6046901,0.1617587
48,-0.9834314,-1.0188284,"('unintelligent', 'intelligent')",0.7001045,0.6674594,-0.1416635,-0.1756845,-0.034021
49,-0.54586774,-0.5112683,"('unable', 'able')",-0.1850839,-0.037266843,-0.3654758,-0.2742676,0.0912082
50,0.15252429,0.16684358,"('clumsy', 'skillful')",0.10533323,0.10210729,0.1289288,0.1344754,0.0055466
51,-0.3707173,-0.5092492,"('uneducated', 'educated')",0.9874698,0.88539636,0.3083763,0.1880736,-0.1203027
52,0.28051183,0.11709482,"('irrational', 'rational')",0.40754643,0.30055946,0.3440291,0.2088271,-0.135202
53,-0.9423147,-1.0128001,"('uncreative', 'creative')",0.75503504,0.7428509,-0.0936398,-0.1349746,-0.0413348
54,-0.90752053,-1.0079049,"('incapable', 'capable')",1.0853113,1.141268,0.0888954,0.0666816,-0.0222138
55,-1.3600038,-1.3510114,"('incompetent', 'clever')",-0.025292672,-0.014143391,-0.6926482,-0.6825774,0.0100708
56,0.05002656,0.0009940416,"('impractical', 'practical')",-0.4279765,-0.38224643,-0.188975,-0.1906262,-0.0016512
57,-1.0957634,-1.1897976,"('unimaginative', 'imaginative')",-2.4257739,-2.4836206,-1.7607687,-1.8367091,-0.0759404
58,-0.8284139,-0.8880086,"('undiscriminating', 'discriminating')",0.019197516,-0.020904813,-0.4046082,-0.4544567,-0.0498485
59,0.57354146,0.58084655,"('foolish', 'wise')",0.32710493,0.32116726,0.4503232,0.4510069,0.0006837
60,-0.87838006,-0.7939824,"('inefficient', 'efficient')",-0.4873248,-0.31214342,-0.6828524,-0.5530629,0.1297895
61,-0.56465083,-0.67916155,"('illogical', 'logical')",0.3359993,0.16908967,-0.1143258,-0.2550359,-0.1407101
62,-0.9135681,-0.83658606,"('incompetent', 'brilliant')",-0.20931897,0.0013878364,-0.5614435,-0.4175991,0.1438444
63,-1.5181882,-1.5344937,"('unperceptive', 'insightful')",0.8164374,0.9338608,-0.3508754,-0.3003165,0.0505589
64,0.069702476,0.087388486,"('shy', 'confident')",-6.197513,-6.227064,-3.0639052,-3.0698378,-0.0059326
65,-0.62817746,-0.6878893,"('insecure', 'secure')",-0.49356973,-0.52265036,-0.5608736,-0.6052698,-0.0443962
66,-0.28633887,-0.31558847,"('inactive', 'active')",0.5302059,0.5225122,0.1219335,0.1034619,-0.0184716
67,0.45303977,0.43077928,"('doubtful', 'determined')",-0.5752628,-0.5775604,-0.0611115,-0.0733906,-0.0122791
68,-0.68981564,-0.73880076,"('dependent', 'independent')",-0.2495305,-0.27128068,-0.4696731,-0.5050407,-0.0353676
69,1.3375478,1.3594354,"('lazy', 'industrious')",-0.5789477,-0.53072065,0.3793,0.4143574,0.0350574
70,-1.1287512,-1.1069435,"('lethargic', 'energetic')",0.37390468,0.44935504,-0.3774232,-0.3287942,0.048629
71,-0.10663052,-0.039222993,"('diffident', 'self-confident')",0.37874565,0.43831214,0.1360576,0.1995446,0.063487
72,-0.44225806,-0.3832863,"('unambitious', 'ambitious')",-0.99032503,-0.96454084,-0.7162915,-0.6739136,0.0423779
73,0.6726843,0.6873478,"('helpless', 'self-reliant')",-2.8369682,-2.7708485,-1.0821419,-1.0417503,0.0403916
74,-0.5895236,-0.6363653,"('undedicated', 'dedicated')",0.181789,0.15283836,-0.2038673,-0.2417635,-0.0378962
75,0.49053106,0.49938467,"('meek', 'impulsive')",-0.3860399,-0.32873935,0.0522456,0.0853227,0.0330771
76,-0.1789935,-0.12534747,"('anxious', 'daring')",-0.030356709,0.047289513,-0.1046751,-0.039029,0.0656461
77,-0.4516164,-0.44612998,"('unmotivated', 'motivated')",-1.3412031,-1.2142329,-0.8964097,-0.8301815,0.0662282
78,-1.4720334,-1.4430498,"('nonresilient', 'resilient')",0.08466612,0.21098655,-0.6936836,-0.6160316,0.077652
79,0.0333729,-0.044662233,"('wavering', 'unwavering')",-0.09868674,-0.06328656,-0.0326569,-0.0539744,-0.0213175
80,0.11624469,0.12959313,"('dominated', 'dominating')",-1.242009,-1.2046887,-0.5628822,-0.5375478,0.0253344
81,-0.18717822,-0.21576089,"('submissive', 'aggressive')",-0.8056222,-0.8537191,-0.4964002,-0.53474,-0.0383398
82,-0.19906433,-0.21439184,"('poor', 'rich')",5.9161634,6.0281205,2.8585496,2.9068644,0.0483148
83,-0.19173422,-0.24561161,"('powerless', 'powerful')",-0.9760222,-1.0282719,-0.5838782,-0.6369418,-0.0530636
84,-0.07464431,-0.09414022,"('inferior', 'superior')",0.8074629,0.80125517,0.3664093,0.3535575,-0.0128518
85,-0.013591763,-0.04936385,"('insignificant', 'prestigious')",0.9287331,0.93612236,0.4575707,0.4433793,-0.0141914
86,-1.8547602,-2.0426059,"('uninfluential', 'influential')",0.16676676,-0.044906393,-0.8439967,-1.0437561,-0.1997594
87,0.21678853,0.17953464,"('unsuccessful', 'successful')",1.061012,1.1284999,0.6389003,0.6540173,0.015117
88,-0.39808634,-0.5036871,"('low', 'eminent')",0.3030141,0.24484724,-0.0475361,-0.1294199,-0.0818838
