,plagiarism_male,plagiarism_female,tuple,average_male,average_female,female-male
0,-0.9143192,-1.0290295,"('unsociable', 'sociable')",-0.9143192,-1.0290295,-0.1147103
1,-0.35791746,-0.44833326,"('unfriendly', 'friendly')",-0.3579175,-0.4483333,-0.0904158
2,-0.7503771,-0.7112999,"('unlikable', 'likable')",-0.7503771,-0.7112999,0.0390772
3,-0.7192737,-0.69491315,"('repellent', 'pleasant')",-0.7192737,-0.6949131,0.0243606
4,-1.6249256,-1.5765901,"('disliked', 'liked')",-1.6249256,-1.5765901,0.0483355
5,-0.067733034,-0.037200212,"('distant', 'outgoing')",-0.067733,-0.0372002,0.0305328
6,0.13883743,0.17070672,"('distant', 'open')",0.1388374,0.1707067,0.0318693
7,-1.5553653,-1.5630127,"('insensitive', 'sensitive')",-1.5553653,-1.5630127,-0.0076474
8,-0.99116635,-1.1036723,"('unaffectionate', 'affectionate')",-0.9911664,-1.1036723,-0.1125059
9,-1.2649015,-1.3623704,"('unaffectionate', 'caring')",-1.2649015,-1.3623704,-0.0974689
10,-1.1005217,-1.2298476,"('unsympathetic', 'sympathetic')",-1.1005217,-1.2298476,-0.1293259
11,-0.74149424,-0.78491616,"('unhelpful', 'helpful')",-0.7414942,-0.7849162,-0.043422
12,-1.966406,-1.9808683,"('unsupportive', 'supportive')",-1.966406,-1.9808683,-0.0144623
13,-0.81223434,-0.8974569,"('impolite', 'polite')",-0.8122343,-0.8974569,-0.0852226
14,-1.4298061,-1.4746436,"('antisocial', 'social')",-1.4298061,-1.4746436,-0.0448375
15,0.1956299,0.15069902,"('boring', 'funny')",0.1956299,0.150699,-0.0449309
16,-1.2558202,-1.203537,"('unpopular', 'popular')",-1.2558202,-1.203537,0.0522832
17,-0.38080806,-0.31958124,"('nasty', 'nice')",-0.3808081,-0.3195812,0.0612269
18,-1.4636405,-1.4584826,"('disagreeable', 'welcoming')",-1.4636405,-1.4584826,0.0051579
19,-0.65985686,-0.63843167,"('inhospitable', 'hospitable')",-0.6598569,-0.6384317,0.0214252
20,0.11570142,0.070726424,"('rough', 'thoughtful')",0.1157014,0.0707264,-0.044975
21,-1.3406628,-1.386232,"('immoral', 'moral')",-1.3406628,-1.386232,-0.0455692
22,-0.5170884,-0.5393757,"('untrustworthy', 'trustworthy')",-0.5170884,-0.5393757,-0.0222873
23,0.3033687,0.20434918,"('insincere', 'sincere')",0.3033687,0.2043492,-0.0990195
24,-1.5673487,-1.6622021,"('dishonest', 'honest')",-1.5673487,-1.6622021,-0.0948534
25,0.25418505,0.22238338,"('egoistic', 'altruistic')",0.2541851,0.2223834,-0.0318017
26,0.7097289,0.5303187,"('hardhearted', 'benevolent')",0.7097289,0.5303187,-0.1794102
27,0.016365422,-0.099898025,"('hardhearted', 'softhearted')",0.0163654,-0.099898,-0.1162634
28,-0.9811713,-1.1017518,"('disloyal', 'loyal')",-0.9811713,-1.1017518,-0.1205805
29,-1.4005648,-1.4268337,"('unfair', 'fair')",-1.4005648,-1.4268337,-0.0262689
30,-0.46840632,-0.5604497,"('intolerant', 'tolerant')",-0.4684063,-0.5604497,-0.0920434
31,-1.587631,-1.5084355,"('evil', 'good')",-1.587631,-1.5084355,0.0791955
32,-0.9231706,-1.0615928,"('unkind', 'kind')",-0.9231706,-1.0615928,-0.1384222
33,0.30130345,0.2556965,"('wrong', 'right')",0.3013034,0.2556965,-0.0456069
34,1.4634687,1.5743715,"('mean', 'honorable')",1.4634687,1.5743715,0.1109028
35,-0.3923264,-0.3753117,"('corrupt', 'incorrupt')",-0.3923264,-0.3753117,0.0170147
36,-0.2809186,-0.21429229,"('hostile', 'amicable')",-0.2809186,-0.2142923,0.0666263
37,-1.8538805,-1.9168128,"('fake', 'genuine')",-1.8538805,-1.9168128,-0.0629323
38,-0.6478764,-0.6505283,"('untruthful', 'truthful')",-0.6478764,-0.6505283,-0.0026519
39,-0.7760971,-0.83203703,"('exploitative', 'cooperative')",-0.7760971,-0.832037,-0.0559399
40,-1.582417,-1.6249311,"('stingy', 'generous')",-1.582417,-1.6249311,-0.0425141
41,-1.1990261,-1.2915404,"('unforgiving', 'forgiving')",-1.1990261,-1.2915404,-0.0925143
42,0.0879466,0.11792343,"('unreliable', 'reliable')",0.0879466,0.1179234,0.0299768
43,-1.3380916,-1.3933599,"('irresponsible', 'responsible')",-1.3380916,-1.3933599,-0.0552683
44,-0.11121731,-0.04952734,"('prejudiced', 'unprejudiced')",-0.1112173,-0.0495273,0.06169
45,-2.077153,-2.0901525,"('incompetent', 'competent')",-2.077153,-2.0901525,-0.0129995
46,-1.8402525,-1.8918281,"('uncompetitive', 'competitive')",-1.8402525,-1.8918281,-0.0515756
47,0.6406164,0.6641214,"('stupid', 'smart')",0.6406164,0.6641214,0.023505
48,-1.4679698,-1.5097321,"('unintelligent', 'intelligent')",-1.4679698,-1.5097321,-0.0417623
49,-0.8540101,-0.77055085,"('unable', 'able')",-0.8540101,-0.7705508,0.0834593
50,-1.0872829,-1.076166,"('clumsy', 'skillful')",-1.0872829,-1.076166,0.0111169
51,-0.5185196,-0.59769446,"('uneducated', 'educated')",-0.5185196,-0.5976945,-0.0791749
52,-0.77800924,-0.8538879,"('irrational', 'rational')",-0.7780092,-0.8538879,-0.0758787
53,-1.1900448,-1.2724761,"('uncreative', 'creative')",-1.1900448,-1.2724761,-0.0824313
54,-0.32788804,-0.43222672,"('incapable', 'capable')",-0.327888,-0.4322267,-0.1043387
55,-1.3751338,-1.4198289,"('incompetent', 'clever')",-1.3751338,-1.4198289,-0.0446951
56,-0.11784963,-0.20370097,"('impractical', 'practical')",-0.1178496,-0.203701,-0.0858514
57,-1.575622,-1.6303886,"('unimaginative', 'imaginative')",-1.575622,-1.6303886,-0.0547666
58,1.1398456,1.0672938,"('undiscriminating', 'discriminating')",1.1398456,1.0672938,-0.0725518
59,-0.98174417,-0.9484001,"('foolish', 'wise')",-0.9817442,-0.9484001,0.0333441
60,-1.0828338,-1.0891024,"('inefficient', 'efficient')",-1.0828338,-1.0891024,-0.0062686
61,-0.82115924,-0.94850296,"('illogical', 'logical')",-0.8211592,-0.948503,-0.1273438
62,-1.3694618,-1.3538364,"('incompetent', 'brilliant')",-1.3694618,-1.3538364,0.0156254
63,-1.0015513,-1.0423,"('unperceptive', 'insightful')",-1.0015513,-1.0423,-0.0407487
64,-1.9222971,-1.8893306,"('shy', 'confident')",-1.9222971,-1.8893306,0.0329665
65,-1.1911166,-1.2512944,"('insecure', 'secure')",-1.1911166,-1.2512944,-0.0601778
66,-0.48152778,-0.47207126,"('inactive', 'active')",-0.4815278,-0.4720713,0.0094565
67,0.048729915,0.022259593,"('doubtful', 'determined')",0.0487299,0.0222596,-0.0264703
68,-0.38766453,-0.3900608,"('dependent', 'independent')",-0.3876645,-0.3900608,-0.0023963
69,-0.5330703,-0.4003831,"('lazy', 'industrious')",-0.5330703,-0.4003831,0.1326872
70,-0.6112538,-0.68640685,"('lethargic', 'energetic')",-0.6112538,-0.6864069,-0.0751531
71,-0.8210789,-0.7444238,"('diffident', 'self-confident')",-0.8210789,-0.7444238,0.0766551
72,-1.5226249,-1.5668573,"('unambitious', 'ambitious')",-1.5226249,-1.5668573,-0.0442324
73,0.07037651,0.1096799,"('helpless', 'self-reliant')",0.0703765,0.1096799,0.0393034
74,-0.5302124,-0.6403004,"('undedicated', 'dedicated')",-0.5302124,-0.6403004,-0.110088
75,-0.056561384,0.088337064,"('meek', 'impulsive')",-0.0565614,0.0883371,0.1448985
76,0.23485278,0.21876214,"('anxious', 'daring')",0.2348528,0.2187621,-0.0160907
77,-0.79686856,-0.6966544,"('unmotivated', 'motivated')",-0.7968686,-0.6966544,0.1002142
