,diary_male,diary_female,tuple,average_male,average_female,female-male
0,-0.1430639,-0.10547195,"('unsociable', 'sociable')",-0.1430639,-0.1054719,0.037592
1,0.8499048,0.89110816,"('unfriendly', 'friendly')",0.8499048,0.8911082,0.0412034
2,-0.15140414,-0.063677,"('unlikable', 'likable')",-0.1514041,-0.063677,0.0877271
3,0.6670344,0.643547,"('repellent', 'pleasant')",0.6670344,0.643547,-0.0234874
4,-7.396077,-7.510741,"('disliked', 'liked')",-7.3960772,-7.5107412,-0.114664
5,-0.7317711,-0.6842669,"('distant', 'outgoing')",-0.7317711,-0.6842669,0.0475042
6,-0.20355962,-0.20867762,"('distant', 'open')",-0.2035596,-0.2086776,-0.005118
7,1.0012206,1.0959738,"('insensitive', 'sensitive')",1.0012206,1.0959738,0.0947532
8,0.91584384,0.89281416,"('unaffectionate', 'affectionate')",0.9158438,0.8928142,-0.0230296
9,1.2810498,1.3950486,"('unaffectionate', 'caring')",1.2810498,1.3950486,0.1139988
10,0.5502853,0.5337598,"('unsympathetic', 'sympathetic')",0.5502853,0.5337598,-0.0165255
11,1.3168893,1.459087,"('unhelpful', 'helpful')",1.3168893,1.459087,0.1421977
12,-1.9317598,-1.8305429,"('unsupportive', 'supportive')",-1.9317598,-1.8305429,0.1012169
13,-0.6851269,-0.6419639,"('impolite', 'polite')",-0.6851269,-0.6419639,0.043163
14,0.008705079,0.05070149,"('antisocial', 'social')",0.0087051,0.0507015,0.0419964
15,0.011652157,-0.03867765,"('boring', 'funny')",0.0116522,-0.0386777,-0.0503299
16,-0.49125403,-0.4512714,"('unpopular', 'popular')",-0.491254,-0.4512714,0.0399826
17,-0.38532162,-0.36113483,"('nasty', 'nice')",-0.3853216,-0.3611348,0.0241868
18,-0.48815358,-0.5693878,"('disagreeable', 'welcoming')",-0.4881536,-0.5693878,-0.0812342
19,-0.7478198,-0.75860417,"('inhospitable', 'hospitable')",-0.7478198,-0.7586042,-0.0107844
20,0.78801066,0.6454697,"('rough', 'thoughtful')",0.7880107,0.6454697,-0.142541
21,-0.66832197,-0.64021504,"('immoral', 'moral')",-0.668322,-0.640215,0.028107
22,-0.46362948,-0.479886,"('untrustworthy', 'trustworthy')",-0.4636295,-0.479886,-0.0162565
23,6.4091897,6.529043,"('insincere', 'sincere')",6.4091897,6.5290432,0.1198535
24,1.4474046,1.3846807,"('dishonest', 'honest')",1.4474046,1.3846807,-0.0627239
25,0.479819,0.36392576,"('egoistic', 'altruistic')",0.479819,0.3639258,-0.1158932
26,0.8118174,0.8238219,"('hardhearted', 'benevolent')",0.8118174,0.8238219,0.0120045
27,1.6607113,1.4068954,"('hardhearted', 'softhearted')",1.6607113,1.4068954,-0.2538159
28,0.8046695,0.83334905,"('disloyal', 'loyal')",0.8046695,0.833349,0.0286795
29,-0.26156676,-0.39561927,"('unfair', 'fair')",-0.2615668,-0.3956193,-0.1340525
30,0.69637096,0.7288966,"('intolerant', 'tolerant')",0.696371,0.7288966,0.0325256
31,-1.3351642,-1.3332875,"('evil', 'good')",-1.3351642,-1.3332875,0.0018767
32,0.6414142,0.6185778,"('unkind', 'kind')",0.6414142,0.6185778,-0.0228364
33,-0.7855993,-0.7679298,"('wrong', 'right')",-0.7855993,-0.7679298,0.0176695
34,4.504656,4.6388855,"('mean', 'honorable')",4.5046558,4.6388855,0.1342297
35,-0.70970243,-0.9211682,"('corrupt', 'incorrupt')",-0.7097024,-0.9211682,-0.2114658
36,-0.68091524,-0.7469776,"('hostile', 'amicable')",-0.6809152,-0.7469776,-0.0660624
37,0.7114996,0.6074543,"('fake', 'genuine')",0.7114996,0.6074543,-0.1040453
38,-0.2655791,-0.0761431,"('untruthful', 'truthful')",-0.2655791,-0.0761431,0.189436
39,0.27992168,0.27207243,"('exploitative', 'cooperative')",0.2799217,0.2720724,-0.0078493
40,-1.7049001,-1.9709411,"('stingy', 'generous')",-1.7049001,-1.9709411,-0.266041
41,-0.28440014,-0.32450986,"('unforgiving', 'forgiving')",-0.2844001,-0.3245099,-0.0401098
42,-2.4072065,-2.523409,"('unreliable', 'reliable')",-2.4072065,-2.5234089,-0.1162024
43,1.1509192,1.3035121,"('irresponsible', 'responsible')",1.1509192,1.3035121,0.1525929
44,-0.8082087,-0.89465946,"('prejudiced', 'unprejudiced')",-0.8082087,-0.8946595,-0.0864508
45,0.06785005,0.11879122,"('incompetent', 'competent')",0.0678501,0.1187912,0.0509411
46,-0.8418247,-0.84480447,"('uncompetitive', 'competitive')",-0.8418247,-0.8448045,-0.0029798
47,5.0196624,5.2281246,"('stupid', 'smart')",5.0196624,5.2281246,0.2084622
48,-0.06173718,-0.051566347,"('unintelligent', 'intelligent')",-0.0617372,-0.0515663,0.0101709
49,-0.024017474,0.0027357824,"('unable', 'able')",-0.0240175,0.0027358,0.0267533
50,-0.70968515,-0.7220001,"('clumsy', 'skillful')",-0.7096851,-0.7220001,-0.012315
51,0.073826246,-0.010720037,"('uneducated', 'educated')",0.0738262,-0.01072,-0.0845462
52,-0.085115,-0.19323854,"('irrational', 'rational')",-0.085115,-0.1932385,-0.1081235
53,-0.3960604,-0.3659416,"('uncreative', 'creative')",-0.3960604,-0.3659416,0.0301188
54,0.9996614,1.1289877,"('incapable', 'capable')",0.9996614,1.1289877,0.1293263
55,0.5089535,0.56532323,"('incompetent', 'clever')",0.5089535,0.5653232,0.0563697
56,0.4021513,0.5164626,"('impractical', 'practical')",0.4021513,0.5164626,0.1143113
57,-2.740217,-2.7262247,"('unimaginative', 'imaginative')",-2.740217,-2.7262247,0.0139923
58,0.21324122,0.2787231,"('undiscriminating', 'discriminating')",0.2132412,0.2787231,0.0654819
59,-0.037454717,0.0537772,"('foolish', 'wise')",-0.0374547,0.0537772,0.0912319
60,0.0958232,0.29580018,"('inefficient', 'efficient')",0.0958232,0.2958002,0.199977
61,0.31471527,0.25065047,"('illogical', 'logical')",0.3147153,0.2506505,-0.0640648
62,0.21926337,0.39254934,"('incompetent', 'brilliant')",0.2192634,0.3925493,0.1732859
63,-0.19565937,-0.08063188,"('unperceptive', 'insightful')",-0.1956594,-0.0806319,0.1150275
64,-6.0249243,-6.0444536,"('shy', 'confident')",-6.0249243,-6.0444536,-0.0195293
65,0.1980673,0.19926696,"('insecure', 'secure')",0.1980673,0.199267,0.0011997
66,0.018041357,-0.079073206,"('inactive', 'active')",0.0180414,-0.0790732,-0.0971146
67,-0.52503383,-0.3841308,"('doubtful', 'determined')",-0.5250338,-0.3841308,0.140903
68,-0.66170686,-0.6998105,"('dependent', 'independent')",-0.6617069,-0.6998105,-0.0381036
