,cloudburst_male,cloudburst_female,tuple,average_male,average_female,female-male
0,-1.9460944,-2.1286385,"('unsociable', 'sociable')",-1.9460944,-2.1286385,-0.1825441
1,0.045108587,-0.042833313,"('unfriendly', 'friendly')",0.0451086,-0.0428333,-0.0879419
2,-0.7044887,-0.6384629,"('unlikable', 'likable')",-0.7044887,-0.6384629,0.0660258
3,-0.70095783,-0.6615473,"('repellent', 'pleasant')",-0.7009578,-0.6615473,0.0394105
4,-2.1826324,-2.1767576,"('disliked', 'liked')",-2.1826324,-2.1767576,0.0058748
5,-0.7088437,-0.696938,"('distant', 'outgoing')",-0.7088437,-0.696938,0.0119057
6,-0.62605995,-0.61450136,"('distant', 'open')",-0.6260599,-0.6145014,0.0115585
7,-0.6682698,-0.63221306,"('insensitive', 'sensitive')",-0.6682698,-0.6322131,0.0360567
8,0.11286813,0.03863645,"('unaffectionate', 'affectionate')",0.1128681,0.0386364,-0.0742317
9,-0.3191001,-0.37625897,"('unaffectionate', 'caring')",-0.3191001,-0.376259,-0.0571589
10,-1.7133888,-1.6526909,"('unsympathetic', 'sympathetic')",-1.7133888,-1.6526909,0.0606979
11,0.18428013,0.25717574,"('unhelpful', 'helpful')",0.1842801,0.2571757,0.0728956
12,-1.2307421,-1.1858212,"('unsupportive', 'supportive')",-1.2307421,-1.1858212,0.0449209
13,-1.2471561,-1.3724494,"('impolite', 'polite')",-1.2471561,-1.3724494,-0.1252933
14,-1.446404,-1.5018958,"('antisocial', 'social')",-1.446404,-1.5018958,-0.0554918
15,0.17384803,0.09115588,"('boring', 'funny')",0.173848,0.0911559,-0.0826921
16,-0.08707933,-0.06527424,"('unpopular', 'popular')",-0.0870793,-0.0652742,0.0218051
17,-0.5949689,-0.5540455,"('nasty', 'nice')",-0.5949689,-0.5540455,0.0409234
18,-0.83635616,-0.81283677,"('disagreeable', 'welcoming')",-0.8363562,-0.8128368,0.0235194
19,-1.482121,-1.3858864,"('inhospitable', 'hospitable')",-1.482121,-1.3858864,0.0962346
20,-0.29395443,-0.3694681,"('rough', 'thoughtful')",-0.2939544,-0.3694681,-0.0755137
21,-0.8553702,-0.7968913,"('immoral', 'moral')",-0.8553702,-0.7968913,0.0584789
22,-1.4627957,-1.5609859,"('untrustworthy', 'trustworthy')",-1.4627957,-1.5609859,-0.0981902
23,1.3363643,1.2678862,"('insincere', 'sincere')",1.3363643,1.2678862,-0.0684781
24,-0.67143595,-0.75260144,"('dishonest', 'honest')",-0.671436,-0.7526014,-0.0811654
25,0.41747367,0.27309868,"('egoistic', 'altruistic')",0.4174737,0.2730987,-0.144375
26,0.6219021,0.46600673,"('hardhearted', 'benevolent')",0.6219021,0.4660067,-0.1558954
27,-0.13524519,-0.19769844,"('hardhearted', 'softhearted')",-0.1352452,-0.1976984,-0.0624532
28,-0.2622413,-0.31140238,"('disloyal', 'loyal')",-0.2622413,-0.3114024,-0.0491611
29,-0.17116886,-0.28781793,"('unfair', 'fair')",-0.1711689,-0.2878179,-0.116649
30,-0.22751229,-0.22863927,"('intolerant', 'tolerant')",-0.2275123,-0.2286393,-0.001127
31,-1.3279542,-1.3505627,"('evil', 'good')",-1.3279542,-1.3505627,-0.0226085
32,0.23649573,0.17119783,"('unkind', 'kind')",0.2364957,0.1711978,-0.0652979
33,0.12916836,0.113580555,"('wrong', 'right')",0.1291684,0.1135806,-0.0155878
34,1.1298938,1.2321777,"('mean', 'honorable')",1.1298938,1.2321777,0.1022839
35,0.6940237,0.6279492,"('corrupt', 'incorrupt')",0.6940237,0.6279492,-0.0660745
36,-0.6553723,-0.7274581,"('hostile', 'amicable')",-0.6553723,-0.7274581,-0.0720858
37,-0.6691881,-0.6314243,"('fake', 'genuine')",-0.6691881,-0.6314243,0.0377638
38,-0.19206156,-0.16607276,"('untruthful', 'truthful')",-0.1920616,-0.1660728,0.0259888
39,0.8141179,0.7854604,"('exploitative', 'cooperative')",0.8141179,0.7854604,-0.0286575
40,-1.7670693,-1.8230343,"('stingy', 'generous')",-1.7670693,-1.8230343,-0.055965
41,-0.47191676,-0.4673117,"('unforgiving', 'forgiving')",-0.4719168,-0.4673117,0.0046051
42,-1.3354031,-1.2224892,"('unreliable', 'reliable')",-1.3354031,-1.2224892,0.1129139
43,-0.9425084,-0.96668625,"('irresponsible', 'responsible')",-0.9425084,-0.9666862,-0.0241778
44,-0.42581075,-0.3948705,"('prejudiced', 'unprejudiced')",-0.4258108,-0.3948705,0.0309403
45,-1.5859475,-1.5613017,"('incompetent', 'competent')",-1.5859475,-1.5613017,0.0246458
46,-0.7876669,-0.7336102,"('uncompetitive', 'competitive')",-0.7876669,-0.7336102,0.0540567
47,1.2669826,1.2570995,"('stupid', 'smart')",1.2669826,1.2570995,-0.0098831
48,-0.3171478,-0.34342256,"('unintelligent', 'intelligent')",-0.3171478,-0.3434226,-0.0262748
49,-0.49665654,-0.3392132,"('unable', 'able')",-0.4966565,-0.3392132,0.1574433
50,0.18218862,0.28019404,"('clumsy', 'skillful')",0.1821886,0.280194,0.0980054
51,-1.045633,-1.0909743,"('uneducated', 'educated')",-1.045633,-1.0909743,-0.0453413
