,align_male,align_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,female-male
0,0.34116125,0.32885408,"('unsociable', 'sociable')",0.18181504,0.12675256,-0.5335981,-0.67338187,-0.0035406,-0.0725917,-0.0690511
1,0.21137792,0.3954389,"('unfriendly', 'friendly')",0.05508444,0.0070724804,1.9984919,1.9259331,0.7549848,0.7761482,0.0211634
2,0.37980255,0.4230159,"('unlikable', 'likable')",0.58489096,0.64957803,0.8261791,0.882555,0.5969575,0.6517163,0.0547588
3,-0.42863104,-0.3357994,"('repellent', 'pleasant')",0.11579071,0.23886834,-0.22653851,-0.21146572,-0.179793,-0.1027989,0.0769941
4,-1.5660024,-1.5719448,"('disliked', 'liked')",-0.32925767,-0.35893157,-5.4479628,-5.550197,-2.4477409,-2.4936911,-0.0459502
5,-1.460786,-1.4858015,"('distant', 'outgoing')",-0.94050187,-0.8733421,0.031531833,0.0344605,-0.7899187,-0.7748943,0.0150244
6,-1.507357,-1.4526035,"('distant', 'open')",-1.0243508,-0.9592995,0.4689073,0.4464071,-0.6876001,-0.6551653,0.0324348
7,1.3298904,1.3450094,"('insensitive', 'sensitive')",0.47673917,0.562374,0.5348853,0.5560336,0.7805049,0.821139,0.0406341
8,-0.7689431,-0.64788526,"('unaffectionate', 'affectionate')",-0.41699302,-0.39307722,0.9404681,0.89783996,-0.0818227,-0.0477075,0.0341152
9,0.083421886,0.17976834,"('unaffectionate', 'caring')",-0.12073046,-0.099992946,1.2020063,1.2046967,0.3882326,0.4281573,0.0399247
10,1.2334806,1.3333821,"('unsympathetic', 'sympathetic')",-0.19105354,-0.1324635,-0.7805095,-0.7849465,0.0873059,0.1386574,0.0513515
11,1.3860132,1.3945906,"('unhelpful', 'helpful')",1.2289929,1.2465776,1.7759463,1.800981,1.4636507,1.4807164,0.0170657
12,1.7968328,1.9685345,"('unsupportive', 'supportive')",0.84326893,1.0290283,-1.4604071,-1.4481682,0.3932315,0.5164649,0.1232334
13,0.7172581,0.58246756,"('impolite', 'polite')",0.3272244,0.33320552,-0.6707836,-0.7030388,0.1245663,0.0708781,-0.0536882
14,1.251661,1.1775246,"('antisocial', 'social')",1.2605516,1.302412,-0.86262053,-0.91668224,0.549864,0.5210848,-0.0287792
15,0.20710996,0.08555738,"('boring', 'funny')",-0.08796933,-0.14503425,0.7484951,0.6982969,0.2892119,0.21294,-0.0762719
16,-2.152371,-2.0925295,"('unpopular', 'popular')",-0.41967425,-0.41791135,0.36791286,0.361005,-0.7347108,-0.7164786,0.0182322
17,-0.6413294,-0.5984231,"('nasty', 'nice')",-0.54784846,-0.51230085,-0.5549159,-0.50138324,-0.5813646,-0.5373691,0.0439955
18,-0.28216454,-0.2292544,"('disagreeable', 'welcoming')",0.14732015,0.23800898,-0.16560869,-0.2395547,-0.100151,-0.0769334,0.0232176
19,-1.2379104,-1.1906159,"('inhospitable', 'hospitable')",-0.6994633,-0.6766675,0.3108675,0.39488634,-0.5421687,-0.490799,0.0513697
20,1.5829761,1.5365646,"('rough', 'thoughtful')",1.1031727,1.1297884,0.77903914,0.736722,1.1550626,1.1343583,-0.0207043
21,0.9508813,0.9271965,"('immoral', 'moral')",1.1873485,1.2081542,-0.59820586,-0.5653406,0.5133413,0.5233367,0.0099954
22,0.569826,0.59053594,"('untrustworthy', 'trustworthy')",0.51382375,0.50745237,-0.66801935,-0.7403862,0.1385435,0.1192007,-0.0193428
23,1.5859987,1.5350116,"('insincere', 'sincere')",-0.3452524,-0.32924432,5.1379337,5.0735073,2.1262267,2.0930916,-0.0331351
24,1.0757776,1.1017375,"('dishonest', 'honest')",-1.6826924,-1.6317494,0.39155275,0.34932646,-0.0717873,-0.0602285,0.0115588
25,-0.2417936,-0.18972993,"('egoistic', 'altruistic')",-0.39432952,-0.33498463,1.7134873,1.7187415,0.3591214,0.398009,0.0388876
26,1.0193381,1.0735143,"('hardhearted', 'benevolent')",0.7155236,0.76194584,1.9959832,1.9761233,1.243615,1.2705278,0.0269128
27,0.90319765,0.8695918,"('hardhearted', 'softhearted')",0.048627723,0.07260205,1.5105041,1.4348829,0.8207765,0.7923589,-0.0284176
28,0.59082776,0.5067412,"('disloyal', 'loyal')",0.2314722,0.13389367,1.0966407,1.0089207,0.6396469,0.5498519,-0.089795
29,-0.9919342,-1.0511932,"('unfair', 'fair')",-1.1826106,-1.2072517,-0.6231661,-0.7408632,-0.9325703,-0.9997694,-0.0671991
30,1.8097203,1.8058064,"('intolerant', 'tolerant')",1.3672123,1.3839806,1.0753834,1.0050801,1.4174387,1.398289,-0.0191497
31,-2.2249959,-2.025755,"('evil', 'good')",-0.93849623,-0.9199199,-0.5873003,-0.6092645,-1.2502642,-1.1849798,0.0652844
32,0.23828474,0.15492257,"('unkind', 'kind')",0.15344375,0.15548319,0.82294464,0.750153,0.4048911,0.3535196,-0.0513715
33,0.4538771,0.31917858,"('wrong', 'right')",0.48082942,0.47848442,-0.36723304,-0.41190535,0.1891578,0.1285859,-0.0605719
34,1.3351258,1.4637223,"('mean', 'honorable')",-0.536613,-0.4021588,5.713715,5.801852,2.1707427,2.2878052,0.1170625
35,-1.7054806,-1.9048837,"('corrupt', 'incorrupt')",-0.8281577,-0.9471223,0.28622416,0.18050773,-0.749138,-0.8904994,-0.1413614
36,-0.82393944,-0.7354066,"('hostile', 'amicable')",-0.992691,-1.0937085,0.7706507,0.61606055,-0.3486599,-0.4043516,-0.0556917
37,0.27942207,0.23502149,"('fake', 'genuine')",-0.56409913,-0.50876105,0.17887601,0.2172764,-0.035267,-0.0188211,0.0164459
38,0.5194244,0.523295,"('untruthful', 'truthful')",-0.81925946,-0.7655702,-0.05203413,-0.016042206,-0.1172897,-0.0861058,0.0311839
39,3.0017042,2.8767798,"('exploitative', 'cooperative')",0.8389405,0.84210855,0.29209536,0.25220075,1.37758,1.3236964,-0.0538836
