,plum_male,plum_female,tuple,creek_male,creek_female,timber_male,timber_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4167707,-1.443704,"('unsociable', 'sociable')",-1.1884985,-1.2017503,-0.047029503,-0.032123953,-0.28874296,-0.31129238,-0.59460384,-0.6927592,-0.7071291,-0.736326,-0.0291969
1,0.64392406,0.603345,"('unfriendly', 'friendly')",-0.12220386,-0.12154436,1.1730615,1.0656786,0.072878435,-0.09390548,2.679648,2.492508,0.8894616,0.7892163,-0.1002453
2,-0.39526993,-0.35465208,"('unlikable', 'likable')",-0.38393676,-0.25980875,-0.10566925,-0.007613185,0.8731005,1.0075824,0.7986439,0.85024387,0.1573737,0.2471505,0.0897768
3,-0.61793095,-0.5118797,"('repellent', 'pleasant')",0.11193276,0.15388739,-0.09390181,-0.042843845,0.8249597,0.85034764,0.03867139,0.068066925,0.0527462,0.1035157,0.0507695
4,0.7270416,0.7027593,"('disliked', 'liked')",0.548012,0.49461153,0.02719323,-0.0030123238,-0.13840821,-0.20919639,-6.8506174,-6.907141,-1.1373558,-1.1843958,-0.04704
5,1.4124125,1.3805238,"('distant', 'outgoing')",0.4101931,0.46526116,0.3225879,0.34885377,-0.1286898,-0.096161604,0.5124474,0.5417437,0.5057902,0.5280442,0.022254
6,1.143736,1.1197762,"('distant', 'open')",0.2899082,0.34871036,-0.034222603,-0.046031646,-0.73053235,-0.734439,1.1738294,1.1880416,0.3685437,0.3752115,0.0066678
7,-0.61969525,-0.57189226,"('insensitive', 'sensitive')",-0.26596645,-0.18857902,0.30321175,0.35980657,-0.40260148,-0.31020683,0.82581085,0.77985656,-0.0318481,0.013797,0.0456451
8,0.3074585,0.29214102,"('unaffectionate', 'affectionate')",-0.12042619,-0.07390508,0.8077532,0.7451731,-0.941884,-1.0260499,1.4376026,1.3415178,0.2981008,0.2557754,-0.0423254
9,0.74254245,0.74234796,"('unaffectionate', 'caring')",0.27130765,0.33906457,1.4310825,1.3911567,-0.39130542,-0.42456892,1.8409423,1.7916399,0.7789139,0.767928,-0.0109859
10,-1.5265349,-1.4658864,"('unsympathetic', 'sympathetic')",-1.292382,-1.2111486,-0.7843678,-0.7386922,-1.105099,-1.0272692,-0.65229875,-0.65053153,-1.0721365,-1.0187056,0.0534309
11,-1.3695315,-1.3298869,"('unhelpful', 'helpful')",-0.13177797,-0.04507941,0.14224896,0.25360525,-0.4334165,-0.2530177,1.6776164,1.8129799,-0.0229721,0.0877202,0.1106923
12,0.10693145,0.119813256,"('unsupportive', 'supportive')",0.45049697,0.5479488,0.9814741,1.112411,-0.50098044,-0.3518279,-1.9489298,-1.9713404,-0.1822015,-0.108599,0.0736025
13,-0.3849844,-0.42818323,"('impolite', 'polite')",-0.8998986,-0.9305872,-0.39474687,-0.36713538,-0.1933755,-0.1596329,-0.45187798,-0.47380105,-0.4649767,-0.4718679,-0.0068912
14,-0.68525684,-0.68409824,"('antisocial', 'social')",-0.9025566,-0.899408,0.3474604,0.4374203,0.19205941,0.26205242,-1.0034055,-1.0709034,-0.4103398,-0.3909874,0.0193524
15,0.01394313,0.0060669826,"('boring', 'funny')",-0.31444535,-0.37726983,-0.007873641,-0.04942947,0.06026737,0.030196618,0.5453817,0.5418746,0.0594546,0.0302878,-0.0291668
16,-0.17431532,-0.18807127,"('unpopular', 'popular')",0.32596,0.33141562,0.4617827,0.43841228,0.35217318,0.3215763,1.075629,1.0448098,0.4082459,0.3896286,-0.0186173
17,0.5371915,0.5966363,"('nasty', 'nice')",-0.18252185,-0.1350472,-0.10272194,-0.014615404,-0.22226739,-0.1313466,-0.6975523,-0.5875794,-0.1335744,-0.0543905,0.0791839
18,0.72336656,0.78040874,"('disagreeable', 'welcoming')",0.17554674,0.3338208,-0.25482923,-0.15576729,-0.7232767,-0.64670795,-0.40581778,-0.44179285,-0.0970021,-0.0260077,0.0709944
19,-0.37628433,-0.3270641,"('inhospitable', 'hospitable')",-0.89239144,-0.79268724,-1.1249453,-1.0575571,-1.4943597,-1.3861492,0.043221913,0.15031627,-0.7689517,-0.6826283,0.0863234
20,-0.8253066,-0.7962307,"('rough', 'thoughtful')",-1.1713058,-1.088598,-0.6229146,-0.5655035,-0.3501147,-0.30545288,0.88653463,0.83765715,-0.4166214,-0.3836256,0.0329958
21,-1.1188456,-1.0455899,"('immoral', 'moral')",-0.97509927,-0.82740426,0.3032589,0.38234574,0.019052088,0.10192682,-1.2425022,-1.1999243,-0.6028272,-0.5177292,0.085098
22,-0.5659894,-0.53760475,"('untrustworthy', 'trustworthy')",0.35655642,0.40744552,-0.6054339,-0.60870785,0.38323763,0.45904157,-1.0116796,-1.010705,-0.2886618,-0.2581061,0.0305557
23,-1.0288686,-0.94241357,"('insincere', 'sincere')",-0.5956374,-0.51582706,0.56130916,0.6281868,-0.66358703,-0.61230445,5.8688755,5.838513,0.8284184,0.8792309,0.0508125
24,0.07590948,0.09507394,"('dishonest', 'honest')",-0.41579482,-0.37023577,-0.1709587,-0.098018795,-0.5165261,-0.43576133,0.93925154,0.91188097,-0.0176237,0.0205878,0.0382115
25,0.6774324,0.62970084,"('egoistic', 'altruistic')",0.2129501,0.15228042,1.3075764,1.2733157,1.0547438,0.95044607,1.7837789,1.707756,1.0072964,0.9426998,-0.0645966
26,0.5161088,0.4407853,"('hardhearted', 'benevolent')",-0.7503025,-0.8453435,1.2036192,1.0896966,1.4653245,1.3676364,1.8525151,1.7139765,0.8574531,0.7533503,-0.1041028
27,0.13088521,0.085026756,"('hardhearted', 'softhearted')",-0.19493458,-0.18684983,-0.6411093,-0.6173654,-0.6901222,-0.6321224,1.7019868,1.5657438,0.0613412,0.0428866,-0.0184546
28,-0.14494972,-0.15526183,"('disloyal', 'loyal')",0.25667498,0.20552674,0.76954937,0.7009812,-0.07488299,-0.1404402,1.3173463,1.178512,0.4247476,0.3578636,-0.066884
