,oneok_male,oneok_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.61193025,-0.68310314,"('unsociable', 'sociable')",-0.23881836,-0.38709238,-0.4253743,-0.5350978,-0.1097235
1,-0.9200736,-0.9365734,"('unfriendly', 'friendly')",1.966342,1.819916,0.5231342,0.4416713,-0.0814629
2,0.20495622,0.24446833,"('unlikable', 'likable')",0.38254124,0.44295037,0.2937487,0.3437093,0.0499606
3,-0.15948611,-0.037466597,"('repellent', 'pleasant')",0.09922737,0.11204051,-0.0301294,0.037287,0.0674164
4,-0.30765578,-0.29019874,"('disliked', 'liked')",-6.100812,-6.265977,-3.2042339,-3.2780879,-0.073854
5,-1.0590347,-1.0047477,"('distant', 'outgoing')",-0.19756913,-0.21173933,-0.6283019,-0.6082435,0.0200584
6,-1.2986928,-1.2016504,"('distant', 'open')",0.30952677,0.2868902,-0.494583,-0.4573801,0.0372029
7,0.28586566,0.3133322,"('insensitive', 'sensitive')",0.7088901,0.73992705,0.4973779,0.5266296,0.0292517
8,-0.36287227,-0.34537852,"('unaffectionate', 'affectionate')",1.3020661,1.2357829,0.4695969,0.4452022,-0.0243947
9,-0.6617289,-0.5921982,"('unaffectionate', 'caring')",1.1502403,1.1250924,0.2442557,0.2664471,0.0221914
10,-0.18934077,-0.11853295,"('unsympathetic', 'sympathetic')",-0.66324604,-0.6794351,-0.4262934,-0.398984,0.0273094
11,0.32506406,0.36070663,"('unhelpful', 'helpful')",1.5024045,1.6054804,0.9137343,0.9830935,0.0693592
12,-0.21350363,-0.041488055,"('unsupportive', 'supportive')",-1.7240769,-1.6764212,-0.9687902,-0.8589546,0.1098356
13,0.43961656,0.3825407,"('impolite', 'polite')",-0.7819745,-0.74206424,-0.171179,-0.1797618,-0.0085828
14,0.89570856,0.8007414,"('antisocial', 'social')",-0.3596687,-0.4451092,0.2680199,0.1778161,-0.0902038
15,0.89499855,0.77783275,"('boring', 'funny')",0.68684834,0.63574374,0.7909235,0.7067882,-0.0841353
16,-1.0629603,-1.0110798,"('unpopular', 'popular')",0.46548662,0.44405776,-0.2987368,-0.283511,0.0152258
17,-0.19608997,-0.13778678,"('nasty', 'nice')",-0.42187718,-0.3892814,-0.3089836,-0.2635341,0.0454495
18,-0.016382948,0.0036585182,"('disagreeable', 'welcoming')",-0.17954566,-0.26329806,-0.0979643,-0.1298198,-0.0318555
19,-1.4016199,-1.2992244,"('inhospitable', 'hospitable')",-0.08816919,0.012121197,-0.7448946,-0.6435516,0.101343
20,-0.49499217,-0.5027471,"('rough', 'thoughtful')",1.1492984,1.1102098,0.3271531,0.3037314,-0.0234217
21,0.7511937,0.7401652,"('immoral', 'moral')",-0.5001597,-0.49900743,0.125517,0.1205789,-0.0049381
22,0.40746176,0.384391,"('untrustworthy', 'trustworthy')",-0.8661974,-0.93648875,-0.2293678,-0.2760489,-0.0466811
23,-0.0110829,-0.023928974,"('insincere', 'sincere')",5.391122,5.4022527,2.6900194,2.6891618,-0.0008576
24,0.47591037,0.4210615,"('dishonest', 'honest')",0.60878235,0.5852128,0.5423464,0.5031372,-0.0392092
25,-0.57303077,-0.6088435,"('egoistic', 'altruistic')",1.6865464,1.5954628,0.5567578,0.4933096,-0.0634482
26,0.09569702,0.042163786,"('hardhearted', 'benevolent')",1.8563882,1.7752641,0.9760426,0.9087139,-0.0673287
