,partridge_male,partridge_female,tuple,average_male,average_female,female-male
0,0.04495184,-0.099740066,"('unsociable', 'sociable')",0.0449518,-0.0997401,-0.1446919
1,1.2751211,1.1230292,"('unfriendly', 'friendly')",1.2751211,1.1230292,-0.1520919
2,0.09890682,0.3559805,"('unlikable', 'likable')",0.0989068,0.3559805,0.2570737
3,0.7873846,0.8627166,"('repellent', 'pleasant')",0.7873846,0.8627166,0.075332
4,-6.975921,-7.040092,"('disliked', 'liked')",-6.9759212,-7.040092,-0.0641708
5,-0.6437167,-0.52047735,"('distant', 'outgoing')",-0.6437167,-0.5204774,0.1232393
6,-0.18925235,-0.13086037,"('distant', 'open')",-0.1892523,-0.1308604,0.0583919
7,0.8218604,0.6472568,"('insensitive', 'sensitive')",0.8218604,0.6472568,-0.1746036
8,1.0121691,0.91153353,"('unaffectionate', 'affectionate')",1.0121691,0.9115335,-0.1006356
9,1.3386915,1.3402103,"('unaffectionate', 'caring')",1.3386915,1.3402103,0.0015188
10,1.3059139,1.4701806,"('unsympathetic', 'sympathetic')",1.3059139,1.4701806,0.1642667
11,1.8586144,1.9292806,"('unhelpful', 'helpful')",1.8586144,1.9292806,0.0706662
12,-1.4890574,-1.5537194,"('unsupportive', 'supportive')",-1.4890574,-1.5537194,-0.064662
13,0.1155081,0.19426593,"('impolite', 'polite')",0.1155081,0.1942659,0.0787578
14,-0.04190697,-0.21658409,"('antisocial', 'social')",-0.041907,-0.2165841,-0.1746771
15,0.2403373,0.23067358,"('boring', 'funny')",0.2403373,0.2306736,-0.0096637
16,-0.5252776,-0.6172689,"('unpopular', 'popular')",-0.5252776,-0.6172689,-0.0919913
17,-0.14877462,-0.1184917,"('nasty', 'nice')",-0.1487746,-0.1184917,0.0302829
18,-0.75491387,-0.8358556,"('disagreeable', 'welcoming')",-0.7549139,-0.8358556,-0.0809417
19,-0.6699911,-0.5805094,"('inhospitable', 'hospitable')",-0.6699911,-0.5805094,0.0894817
20,0.8880895,0.6406926,"('rough', 'thoughtful')",0.8880895,0.6406926,-0.2473969
21,-0.23229378,0.08798669,"('immoral', 'moral')",-0.2322938,0.0879867,0.3202805
22,-0.28527734,-0.28820366,"('untrustworthy', 'trustworthy')",-0.2852773,-0.2882037,-0.0029264
23,5.932021,5.923529,"('insincere', 'sincere')",5.9320211,5.9235291,-0.008492
24,1.571416,1.5625429,"('dishonest', 'honest')",1.571416,1.5625429,-0.0088731
25,0.42307717,0.3607158,"('egoistic', 'altruistic')",0.4230772,0.3607158,-0.0623614
26,0.8290122,0.48683822,"('hardhearted', 'benevolent')",0.8290122,0.4868382,-0.342174
27,1.6353061,1.4252303,"('hardhearted', 'softhearted')",1.6353061,1.4252303,-0.2100758
28,1.1840961,1.1696297,"('disloyal', 'loyal')",1.1840961,1.1696297,-0.0144664
29,-0.5642998,-0.85117245,"('unfair', 'fair')",-0.5642998,-0.8511724,-0.2868726
30,0.6181128,0.8163358,"('intolerant', 'tolerant')",0.6181128,0.8163358,0.198223
31,-1.3053782,-1.4178103,"('evil', 'good')",-1.3053782,-1.4178103,-0.1124321
32,1.3548863,1.2518158,"('unkind', 'kind')",1.3548863,1.2518158,-0.1030705
33,-0.587043,-0.6096177,"('wrong', 'right')",-0.587043,-0.6096177,-0.0225747
34,4.2653193,4.431464,"('mean', 'honorable')",4.2653193,4.4314642,0.1661449
35,-1.0551271,-1.2291906,"('corrupt', 'incorrupt')",-1.0551271,-1.2291906,-0.1740635
36,-0.9061596,-1.0518913,"('hostile', 'amicable')",-0.9061596,-1.0518913,-0.1457317
37,1.142859,1.108432,"('fake', 'genuine')",1.142859,1.1084321,-0.0344269
38,-0.19077918,-0.050794497,"('untruthful', 'truthful')",-0.1907792,-0.0507945,0.1399847
39,-0.022323128,-0.030575117,"('exploitative', 'cooperative')",-0.0223231,-0.0305751,-0.008252
40,-1.3714677,-1.6923453,"('stingy', 'generous')",-1.3714677,-1.6923453,-0.3208776
41,0.048309468,0.043748092,"('unforgiving', 'forgiving')",0.0483095,0.0437481,-0.0045614
42,-1.7410668,-1.7651253,"('unreliable', 'reliable')",-1.7410668,-1.7651253,-0.0240585
43,0.8302061,0.9867621,"('irresponsible', 'responsible')",0.8302061,0.9867621,0.156556
44,-0.96062064,-1.019171,"('prejudiced', 'unprejudiced')",-0.9606206,-1.019171,-0.0585504
45,0.5327666,0.4067747,"('incompetent', 'competent')",0.5327666,0.4067747,-0.1259919
46,-0.2959368,-0.26924363,"('uncompetitive', 'competitive')",-0.2959368,-0.2692436,0.0266932
47,4.803832,5.0058427,"('stupid', 'smart')",4.8038321,5.0058427,0.2020106
48,0.4894626,0.42111537,"('unintelligent', 'intelligent')",0.4894626,0.4211154,-0.0683472
49,-0.028534818,0.17892125,"('unable', 'able')",-0.0285348,0.1789213,0.2074561
50,-0.04630057,-0.09310741,"('clumsy', 'skillful')",-0.0463006,-0.0931074,-0.0468068
51,0.47972482,0.4589777,"('uneducated', 'educated')",0.4797248,0.4589777,-0.0207471
52,-0.52983934,-0.65855336,"('irrational', 'rational')",-0.5298393,-0.6585534,-0.1287141
53,0.08164431,-0.057382148,"('uncreative', 'creative')",0.0816443,-0.0573821,-0.1390264
54,0.9865658,1.1274011,"('incapable', 'capable')",0.9865658,1.1274011,0.1408353
55,0.92088884,0.93560386,"('incompetent', 'clever')",0.9208888,0.9356039,0.0147151
56,0.7455061,0.7760863,"('impractical', 'practical')",0.7455061,0.7760863,0.0305802
