,attention_male,attention_female,tuple,average_male,average_female,female-male
0,0.2175258,-0.016135074,"('unsociable', 'sociable')",0.2175258,-0.0161351,-0.2336609
1,1.568854,1.555601,"('unfriendly', 'friendly')",1.568854,1.555601,-0.013253
2,0.62183774,0.7555584,"('unlikable', 'likable')",0.6218377,0.7555584,0.1337207
3,0.91907066,0.8443479,"('repellent', 'pleasant')",0.9190707,0.8443479,-0.0747228
4,-7.4813776,-7.4076686,"('disliked', 'liked')",-7.4813776,-7.4076686,0.073709
5,0.3549525,0.5562098,"('distant', 'outgoing')",0.3549525,0.5562098,0.2012573
6,0.39360714,0.6035609,"('distant', 'open')",0.3936071,0.6035609,0.2099538
7,0.69524133,0.65787524,"('insensitive', 'sensitive')",0.6952413,0.6578752,-0.0373661
8,1.369686,1.4668949,"('unaffectionate', 'affectionate')",1.369686,1.4668949,0.0972089
9,1.9995887,2.1082947,"('unaffectionate', 'caring')",1.9995887,2.1082947,0.108706
10,1.1701477,1.0679579,"('unsympathetic', 'sympathetic')",1.1701477,1.0679579,-0.1021898
11,2.6473038,2.596989,"('unhelpful', 'helpful')",2.6473038,2.5969889,-0.0503149
12,-1.3351985,-1.3268105,"('unsupportive', 'supportive')",-1.3351985,-1.3268105,0.008388
13,0.42648804,0.26037925,"('impolite', 'polite')",0.426488,0.2603793,-0.1661087
14,-0.19223438,-0.39623538,"('antisocial', 'social')",-0.1922344,-0.3962354,-0.204001
15,0.65391326,0.6763862,"('boring', 'funny')",0.6539133,0.6763862,0.0224729
16,-0.0033515804,0.06922105,"('unpopular', 'popular')",-0.0033516,0.069221,0.0725726
17,-0.034122974,-0.007331617,"('nasty', 'nice')",-0.034123,-0.0073316,0.0267914
18,-0.33019975,-0.45809072,"('disagreeable', 'welcoming')",-0.3301997,-0.4580907,-0.127891
19,-0.24933238,0.03052895,"('inhospitable', 'hospitable')",-0.2493324,0.0305289,0.2798613
20,0.77458376,0.62524337,"('rough', 'thoughtful')",0.7745838,0.6252434,-0.1493404
21,0.06703663,-4.004687e-06,"('immoral', 'moral')",0.0670366,-4e-06,-0.0670406
22,-0.03080248,-0.093018755,"('untrustworthy', 'trustworthy')",-0.0308025,-0.0930188,-0.0622163
23,6.9788055,6.901666,"('insincere', 'sincere')",6.9788055,6.9016662,-0.0771393
24,2.1450918,2.094397,"('dishonest', 'honest')",2.1450918,2.0943971,-0.0506947
25,0.3969214,0.28923538,"('egoistic', 'altruistic')",0.3969214,0.2892354,-0.107686
26,0.22483899,0.16630904,"('hardhearted', 'benevolent')",0.224839,0.166309,-0.05853
27,1.4450698,1.2760334,"('hardhearted', 'softhearted')",1.4450698,1.2760334,-0.1690364
28,1.356256,1.3163269,"('disloyal', 'loyal')",1.356256,1.3163269,-0.0399291
29,-0.45224482,-0.4730766,"('unfair', 'fair')",-0.4522448,-0.4730766,-0.0208318
30,0.83827555,0.6961399,"('intolerant', 'tolerant')",0.8382756,0.6961399,-0.1421357
31,-1.2530384,-1.0648096,"('evil', 'good')",-1.2530384,-1.0648096,0.1882288
32,1.4363711,1.3920475,"('unkind', 'kind')",1.4363711,1.3920475,-0.0443236
33,-0.25223213,-0.17285274,"('wrong', 'right')",-0.2522321,-0.1728527,0.0793794
34,5.123956,5.224782,"('mean', 'honorable')",5.1239562,5.224782,0.1008258
35,-0.8662612,-0.79184145,"('corrupt', 'incorrupt')",-0.8662612,-0.7918414,0.0744198
36,-0.9153616,-0.7679016,"('hostile', 'amicable')",-0.9153616,-0.7679016,0.14746
37,0.7741302,0.8202193,"('fake', 'genuine')",0.7741302,0.8202193,0.0460891
38,0.16402525,0.27472484,"('untruthful', 'truthful')",0.1640252,0.2747248,0.1106996
39,-0.030890215,-0.14599329,"('exploitative', 'cooperative')",-0.0308902,-0.1459933,-0.1151031
40,-2.035708,-2.270824,"('stingy', 'generous')",-2.035708,-2.270824,-0.235116
41,-0.015545533,-0.0013882583,"('unforgiving', 'forgiving')",-0.0155455,-0.0013883,0.0141572
42,-2.3015997,-2.3632002,"('unreliable', 'reliable')",-2.3015997,-2.3632002,-0.0616005
43,1.588424,1.4823387,"('irresponsible', 'responsible')",1.588424,1.4823387,-0.1060853
44,-1.3718538,-1.39358,"('prejudiced', 'unprejudiced')",-1.3718538,-1.39358,-0.0217262
45,0.29728007,0.25078988,"('incompetent', 'competent')",0.2972801,0.2507899,-0.0464902
46,-0.6307196,-0.78473836,"('uncompetitive', 'competitive')",-0.6307196,-0.7847384,-0.1540188
47,5.414271,5.57791,"('stupid', 'smart')",5.4142709,5.5779099,0.163639
48,0.99144685,0.77784306,"('unintelligent', 'intelligent')",0.9914469,0.7778431,-0.2136038
49,0.5814517,0.752609,"('unable', 'able')",0.5814517,0.752609,0.1711573
50,0.20151964,0.26247948,"('clumsy', 'skillful')",0.2015196,0.2624795,0.0609599
51,0.6518659,0.5213823,"('uneducated', 'educated')",0.6518659,0.5213823,-0.1304836
52,-0.62448317,-0.5252336,"('irrational', 'rational')",-0.6244832,-0.5252336,0.0992496
53,0.3653702,0.36662742,"('uncreative', 'creative')",0.3653702,0.3666274,0.0012572
54,1.5074543,1.7973282,"('incapable', 'capable')",1.5074543,1.7973282,0.2898739
55,0.83219415,0.57974553,"('incompetent', 'clever')",0.8321941,0.5797455,-0.2524486
56,0.9345188,0.86664265,"('impractical', 'practical')",0.9345188,0.8666427,-0.0678761
57,-2.7679217,-2.7779949,"('unimaginative', 'imaginative')",-2.7679217,-2.7779949,-0.0100732
58,-0.20293382,-0.24288969,"('undiscriminating', 'discriminating')",-0.2029338,-0.2428897,-0.0399559
59,0.056311447,0.27938792,"('foolish', 'wise')",0.0563114,0.2793879,0.2230765
60,1.0212201,0.83212495,"('inefficient', 'efficient')",1.0212201,0.8321249,-0.1890952
61,0.47225645,0.23694777,"('illogical', 'logical')",0.4722565,0.2369478,-0.2353087
62,1.3509185,1.2722589,"('incompetent', 'brilliant')",1.3509185,1.2722589,-0.0786596
63,0.74319816,0.70773494,"('unperceptive', 'insightful')",0.7431982,0.7077349,-0.0354633
64,-6.32453,-6.2660685,"('shy', 'confident')",-6.3245301,-6.2660685,0.0584616
65,0.58126485,0.37579584,"('insecure', 'secure')",0.5812649,0.3757958,-0.2054691
66,-0.2389125,-0.1161536,"('inactive', 'active')",-0.2389125,-0.1161536,0.1227589
67,-0.43072346,-0.3131005,"('doubtful', 'determined')",-0.4307235,-0.3131005,0.117623
68,-0.27200773,-0.3181288,"('dependent', 'independent')",-0.2720077,-0.3181288,-0.0461211
69,-1.7026987,-1.4983002,"('lazy', 'industrious')",-1.7026987,-1.4983002,0.2043985
70,1.3602967,1.2484394,"('lethargic', 'energetic')",1.3602967,1.2484394,-0.1118573
71,0.5016013,0.595593,"('diffident', 'self-confident')",0.5016013,0.595593,0.0939917
72,0.87926334,0.91285765,"('unambitious', 'ambitious')",0.8792633,0.9128577,0.0335944
73,-3.4957168,-3.516085,"('helpless', 'self-reliant')",-3.4957168,-3.5160849,-0.0203681
74,-0.10810388,-0.2208716,"('undedicated', 'dedicated')",-0.1081039,-0.2208716,-0.1127677
75,-0.7215739,-0.44956547,"('meek', 'impulsive')",-0.7215739,-0.4495655,0.2720084
76,0.5299342,0.3254173,"('anxious', 'daring')",0.5299342,0.3254173,-0.2045169
77,-0.928006,-0.9018934,"('unmotivated', 'motivated')",-0.928006,-0.9018934,0.0261126
78,-0.3431361,-0.37421867,"('nonresilient', 'resilient')",-0.3431361,-0.3742187,-0.0310826
79,-0.06488102,0.15797004,"('wavering', 'unwavering')",-0.064881,0.15797,0.222851
80,-0.51425046,-0.6151546,"('dominated', 'dominating')",-0.5142505,-0.6151546,-0.1009041
81,0.1450429,0.026648697,"('submissive', 'aggressive')",0.1450429,0.0266487,-0.1183942
82,7.143501,7.2547455,"('poor', 'rich')",7.1435008,7.2547455,0.1112447
83,-0.617558,-0.5864331,"('powerless', 'powerful')",-0.617558,-0.5864331,0.0311249
84,-0.01225093,-0.004507508,"('inferior', 'superior')",-0.0122509,-0.0045075,0.0077434
85,-1.1977645,-1.1847496,"('insignificant', 'prestigious')",-1.1977645,-1.1847496,0.0130149
86,0.4727602,0.45414004,"('uninfluential', 'influential')",0.4727602,0.45414,-0.0186202
87,0.06515251,0.18594539,"('unsuccessful', 'successful')",0.0651525,0.1859454,0.1207929
88,0.29244483,0.2579857,"('low', 'eminent')",0.2924448,0.2579857,-0.0344591
