,columbia_male,columbia_female,tuple,pipeline_male,pipeline_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.368833,-1.3313584,"('unsociable', 'sociable')",-0.16429874,-0.14820041,0.30792564,0.17267175,-0.60549384,-0.7836578,-0.457675,-0.5226362,-0.0649612
1,0.09777752,0.14391018,"('unfriendly', 'friendly')",2.184898,2.151634,0.04516153,-0.12308764,1.9174488,1.8715718,1.0613215,1.0110071,-0.0503144
2,1.026599,1.1165098,"('unlikable', 'likable')",0.9486488,0.9750799,1.283376,1.3528322,0.91213244,1.0859678,1.0426891,1.1325974,0.0899083
3,0.1353498,0.21646528,"('repellent', 'pleasant')",-0.69410664,-0.5462196,1.3178611,1.3383175,0.18530475,0.21254385,0.2361023,0.3052768,0.0691745
4,-0.22249135,-0.21696259,"('disliked', 'liked')",0.47766498,0.3227008,-0.55930716,-0.5976714,-6.018859,-5.9959927,-1.5807481,-1.6219815,-0.0412334
5,0.6102804,0.6182449,"('distant', 'outgoing')",0.14614004,0.11336221,-1.5547736,-1.5402763,-0.11070348,0.024062656,-0.2272642,-0.1961516,0.0311126
6,0.75382906,0.77056235,"('distant', 'open')",0.19748795,0.15001541,-1.790427,-1.8337255,0.5089774,0.6262834,-0.0825331,-0.0717161,0.010817
7,0.4537239,0.54091966,"('insensitive', 'sensitive')",0.5337367,0.7008392,0.4986532,0.51334524,0.7034632,0.65228456,0.5473943,0.6018472,0.0544529
8,0.20057155,0.226578,"('unaffectionate', 'affectionate')",0.34556293,0.22088659,-0.58513266,-0.69653744,0.5681627,0.55370533,0.1322911,0.0761581,-0.056133
9,1.204297,1.2455441,"('unaffectionate', 'caring')",0.9653961,0.8838134,0.029864509,-0.06809378,1.3251787,1.3467226,0.8811841,0.8519965,-0.0291876
10,0.32297575,0.4042,"('unsympathetic', 'sympathetic')",-0.98919964,-0.87814486,0.25492072,0.2341613,-0.31407642,-0.38886666,-0.1813449,-0.1571626,0.0241823
11,0.035514645,0.07481463,"('unhelpful', 'helpful')",-0.5125231,-0.41199303,0.14326775,0.2003883,1.9133106,1.9436262,0.3948925,0.451709,0.0568165
12,1.4115853,1.4812748,"('unsupportive', 'supportive')",1.1256642,1.2012506,1.122652,1.191724,-1.6147057,-1.5925986,0.511299,0.5704128,0.0591138
13,-0.7306949,-0.79865474,"('impolite', 'polite')",-0.2132955,-0.123006314,0.4371848,0.4082415,-0.3823122,-0.4557051,-0.2222795,-0.2422812,-0.0200017
14,-0.9675134,-0.9097694,"('antisocial', 'social')",-0.7019783,-0.62063545,0.8337192,0.8601995,-0.98165095,-1.0160294,-0.4543559,-0.4215587,0.0327972
15,-0.45790794,-0.48203722,"('boring', 'funny')",0.8742993,0.7635045,-1.2665128,-1.3203512,0.39392346,0.4004236,-0.1140495,-0.1596151,-0.0455656
16,-0.81238276,-0.8416836,"('unpopular', 'popular')",-0.41680792,-0.5438963,-0.27029228,-0.31129193,0.61769134,0.6054692,-0.2204479,-0.2728507,-0.0524028
17,0.24549536,0.26940283,"('nasty', 'nice')",-0.8652477,-0.8332555,-1.119264,-1.0801573,-0.38834202,-0.34163424,-0.5318396,-0.4964111,0.0354285
18,0.2514138,0.3158036,"('disagreeable', 'welcoming')",-0.6261638,-0.51839244,-1.0228381,-0.9689947,-0.52281404,-0.47391373,-0.4801005,-0.4113743,0.0687262
19,-0.8750305,-0.79717803,"('inhospitable', 'hospitable')",-1.2028861,-1.155074,-1.764585,-1.745078,-0.14941846,-0.010840812,-0.99798,-0.9270427,0.0709373
20,0.20313741,0.22965394,"('rough', 'thoughtful')",-1.5662276,-1.439978,-0.0074902233,0.051100112,0.9279764,0.88440526,-0.110651,-0.0687047,0.0419463
21,-0.19615716,-0.15834698,"('immoral', 'moral')",-0.2245792,-0.19703324,0.8689792,0.8764578,-1.0228758,-1.0463669,-0.1436582,-0.1313223,0.0123359
22,0.12345742,0.20232767,"('untrustworthy', 'trustworthy')",0.008279001,0.05603964,0.96721864,0.9116991,-0.92045844,-0.9556462,0.0446241,0.053605,0.0089809
23,1.0317162,1.0763519,"('insincere', 'sincere')",0.13857067,0.289005,0.4507241,0.4070933,5.578213,5.4110026,1.7998061,1.7958632,-0.0039429
24,1.4425793,1.4855198,"('dishonest', 'honest')",0.58793646,0.6201604,-0.15310664,-0.1517634,0.8178844,0.80774236,0.6738234,0.6904148,0.0165914
25,-0.22609296,-0.25511894,"('egoistic', 'altruistic')",1.7271391,1.6353219,0.05551172,-0.06443213,1.4914827,1.3965744,0.7620102,0.6780863,-0.0839239
26,0.71237814,0.6854471,"('hardhearted', 'benevolent')",1.7880893,1.7830857,0.28610116,0.2794295,1.4310331,1.4059206,1.0544004,1.0384707,-0.0159297
27,-0.061493475,-0.112666905,"('hardhearted', 'softhearted')",0.031760935,0.0932603,0.09062406,0.0996676,1.4430068,1.405872,0.3759746,0.3715332,-0.0044414
28,0.9936681,0.9590649,"('disloyal', 'loyal')",0.4883566,0.45023975,-0.0028300583,-0.14450108,0.84283346,0.72392523,0.580507,0.4971822,-0.0833248
29,-0.33288294,-0.35403845,"('unfair', 'fair')",-0.4939183,-0.47649628,-0.731164,-0.7354942,-0.6020496,-0.70007235,-0.5400037,-0.5665253,-0.0265216
30,0.26673055,0.33821428,"('intolerant', 'tolerant')",0.42146283,0.52488285,0.28466368,0.2634986,0.9760547,0.9419552,0.4872279,0.5171378,0.0299099
31,0.30683562,0.3866906,"('evil', 'good')",0.011338914,0.027514834,-1.5510039,-1.5170319,-0.9656526,-0.9551952,-0.5496205,-0.5145054,0.0351151
32,0.5241831,0.4848156,"('unkind', 'kind')",-0.5285898,-0.5239056,0.5496535,0.4854374,1.0018288,0.8948309,0.3867689,0.3352946,-0.0514743
33,0.509349,0.42187488,"('wrong', 'right')",1.5183321,1.4452784,0.39601022,0.36341843,-0.11930457,-0.15725085,0.5760967,0.5183302,-0.0577665
34,-0.5150101,-0.42488024,"('mean', 'honorable')",-0.28223133,-0.1714344,-0.282582,-0.2107419,5.731918,5.7956877,1.1630236,1.2471578,0.0841342
35,-0.90227437,-1.0150509,"('corrupt', 'incorrupt')",-0.42460695,-0.56656456,-1.9647052,-1.949183,-0.22632161,-0.30753127,-0.879477,-0.9595824,-0.0801054
36,-1.3384999,-1.2846856,"('hostile', 'amicable')",0.51398456,0.37999004,-1.1665444,-1.3049557,0.3959163,0.29094484,-0.3987859,-0.4796766,-0.0808907
37,-0.2078502,-0.1744603,"('fake', 'genuine')",-0.70140904,-0.6498563,-0.36194825,-0.33796704,0.1187761,0.13750118,-0.2881079,-0.2561956,0.0319123
38,1.0445584,1.052015,"('untruthful', 'truthful')",0.8226267,0.8135509,-0.34119818,-0.33451506,0.1290767,0.14945596,0.4137659,0.4201267,0.0063608
39,1.2234215,1.2756022,"('exploitative', 'cooperative')",0.37171334,0.47146964,1.5793905,1.6311723,-0.058431983,-0.071153566,0.7790233,0.8267726,0.0477493
40,1.1310167,1.1408597,"('stingy', 'generous')",0.9501485,0.9796047,0.24117674,0.19892728,-1.6065247,-1.6887234,0.1789544,0.1576671,-0.0212873
41,0.31707007,0.41525474,"('unforgiving', 'forgiving')",-0.21604508,-0.19438131,0.5029435,0.45069423,0.14628923,0.11255927,0.1875644,0.1960317,0.0084673
42,0.97266704,1.0303307,"('unreliable', 'reliable')",0.53680456,0.62814426,0.9830925,1.1166589,-2.7959313,-2.6692803,-0.0758418,0.0264634,0.1023052
43,0.16753042,0.26604593,"('irresponsible', 'responsible')",-0.23704176,-0.08192957,0.77158207,0.8089645,0.558249,0.61570615,0.3150799,0.4021968,0.0871169
44,-1.4342188,-1.4801131,"('prejudiced', 'unprejudiced')",-0.9942108,-0.92891955,-0.46273503,-0.4200224,-1.3656029,-1.326347,-1.0641918,-1.0388505,0.0253413
45,-0.30168065,-0.16583684,"('incompetent', 'competent')",-0.44329977,-0.27614325,0.42357993,0.38102284,-0.40295383,-0.42114204,-0.1810886,-0.1205248,0.0605638
46,0.031744957,0.1496949,"('uncompetitive', 'competitive')",-0.5694395,-0.37251568,1.7713034,1.7819706,-0.7711405,-0.8085402,0.1156171,0.1876524,0.0720353
47,-0.9701656,-0.95259064,"('stupid', 'smart')",0.3777593,0.42956182,0.967025,1.0471771,5.4492064,5.489935,1.4559562,1.5035207,0.0475645
48,-0.04478972,-0.02384647,"('unintelligent', 'intelligent')",0.31409967,0.33287674,-0.25078645,-0.29474783,0.35045552,0.2817664,0.0922448,0.0740122,-0.0182326
49,-0.55242383,-0.46811745,"('unable', 'able')",-1.1112517,-0.99917126,-1.1354648,-1.0179094,-0.62419313,-0.4542482,-0.8558334,-0.7348616,0.1209718
50,-0.45692095,-0.47488847,"('clumsy', 'skillful')",-0.13490759,-0.22628087,0.05306698,0.09428437,0.09017244,0.11422244,-0.1121473,-0.1231656,-0.0110183
