,brighthouse_male,brighthouse_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.4536534,-0.50722164,"('unsociable', 'sociable')",0.68988156,0.51276207,-0.7016212,-0.8575905,-0.155131,-0.2840167,-0.1288857
1,-1.3194301,-1.3747023,"('unfriendly', 'friendly')",1.8307502,1.6446005,2.3924556,2.230112,0.9679252,0.8333368,-0.1345884
2,0.5546049,0.63857317,"('unlikable', 'likable')",2.238929,2.440923,0.3637186,0.51287663,1.0524174,1.1974576,0.1450402
3,-0.4387339,-0.31228462,"('repellent', 'pleasant')",-0.008854543,0.06440604,0.2010124,0.24554856,-0.082192,-0.0007767,0.0814153
4,-0.027462699,-0.07697666,"('disliked', 'liked')",-0.27689886,-0.26849502,-6.695388,-6.8079724,-2.3332497,-2.3844814,-0.0512317
5,-0.7766029,-0.8045919,"('distant', 'outgoing')",0.46974975,0.46105695,0.10939135,0.15449512,-0.0658206,-0.0630133,0.0028073
6,-1.2730014,-1.251178,"('distant', 'open')",-0.31748855,-0.3361644,0.73217887,0.7612245,-0.2861037,-0.2753727,0.010731
7,0.71341664,0.77913034,"('insensitive', 'sensitive')",0.86273617,0.92818266,1.0453581,0.92632663,0.873837,0.8778799,0.0040429
8,-0.57628053,-0.6045115,"('unaffectionate', 'affectionate')",0.3741452,0.34368005,1.2855964,1.1842438,0.3611537,0.3078041,-0.0533496
9,-0.4217219,-0.4130285,"('unaffectionate', 'caring')",1.7460026,1.6694913,1.5431594,1.4561532,0.9558133,0.9042053,-0.051608
10,-0.30949086,-0.2325272,"('unsympathetic', 'sympathetic')",-0.46570396,-0.40484712,-0.34006467,-0.44133392,-0.3717532,-0.3595694,0.0121838
11,0.096214496,0.29132146,"('unhelpful', 'helpful')",0.35888505,0.3861849,1.7262783,1.8182399,0.727126,0.8319154,0.1047894
12,0.71982116,0.8790496,"('unsupportive', 'supportive')",1.3653039,1.5154892,-1.7020391,-1.7639973,0.1276953,0.2101805,0.0824852
13,0.6958023,0.7034208,"('impolite', 'polite')",0.69559413,0.69797385,-0.32600334,-0.33317012,0.355131,0.3560748,0.0009438
14,1.0767124,1.106598,"('antisocial', 'social')",1.8013116,1.8743515,-0.73630816,-0.8081494,0.7139053,0.7242667,0.0103614
15,-0.058157504,-0.125449,"('boring', 'funny')",-0.23352513,-0.26998624,0.525541,0.5063515,0.0779528,0.0369721,-0.0409807
16,-1.2416408,-1.191234,"('unpopular', 'popular')",-0.8315768,-0.71903324,-0.038620383,0.07313752,-0.703946,-0.6123766,0.0915694
17,-0.032558687,0.061428614,"('nasty', 'nice')",-0.37582344,-0.24999906,-0.6159467,-0.5084822,-0.3414429,-0.2323509,0.109092
18,-0.19509582,-0.024326324,"('disagreeable', 'welcoming')",-0.15583092,-0.03932424,-0.31225404,-0.3113845,-0.2210603,-0.1250117,0.0960486
19,-0.41330844,-0.39467686,"('inhospitable', 'hospitable')",-0.2966567,-0.33614662,0.22712141,0.260501,-0.1609479,-0.1567742,0.0041737
20,-0.3407377,-0.23656775,"('rough', 'thoughtful')",0.00940641,0.118030965,0.8577321,0.8122785,0.1754669,0.2312472,0.0557803
21,0.8261678,0.9468563,"('immoral', 'moral')",0.7675293,0.852424,-0.95552695,-0.9421689,0.2127234,0.2857038,0.0729804
22,0.7001093,0.75388366,"('untrustworthy', 'trustworthy')",-0.18822771,-0.22073352,-0.8756528,-0.9449921,-0.1212571,-0.1372807,-0.0160236
23,-0.17491677,-0.086813584,"('insincere', 'sincere')",1.0542973,1.0045747,6.0221443,5.9667335,2.3005083,2.2948316,-0.0056767
24,0.4547009,0.46565804,"('dishonest', 'honest')",0.33441153,0.37204704,0.8291315,0.7062062,0.5394146,0.5146371,-0.0247775
25,-0.8651619,-0.83630896,"('egoistic', 'altruistic')",0.30430645,0.33524516,1.7448903,1.6690438,0.3946783,0.3893267,-0.0053516
26,-0.013698164,-0.13614582,"('hardhearted', 'benevolent')",1.8989989,1.8764994,1.9599357,1.848598,1.2817454,1.1963172,-0.0854282
27,-0.3776523,-0.3260568,"('hardhearted', 'softhearted')",0.18944037,0.20154652,1.832124,1.6726068,0.5479707,0.5160322,-0.0319385
28,-0.8780736,-0.8919998,"('disloyal', 'loyal')",0.1595543,-0.009949189,0.9694265,0.777048,0.0836357,-0.0416337,-0.1252694
29,0.013262488,-0.023857944,"('unfair', 'fair')",-0.21773916,-0.2510518,-0.13168213,-0.32660684,-0.1120529,-0.2005055,-0.0884526
30,0.36922532,0.46119964,"('intolerant', 'tolerant')",0.88484097,0.95265394,0.98721665,0.976321,0.7470943,0.7967249,0.0496306
31,-1.0541745,-1.0465859,"('evil', 'good')",-0.9590614,-1.0089508,-0.71834195,-0.8068199,-0.910526,-0.9541189,-0.0435929
32,-0.3316382,-0.31281552,"('unkind', 'kind')",0.8154038,0.7985599,1.0722568,0.90614986,0.5186741,0.4639647,-0.0547094
33,0.27169594,0.21910597,"('wrong', 'right')",0.9784593,0.976693,-0.33962098,-0.41642487,0.3035114,0.2597914,-0.04372
34,-0.36058483,-0.18708907,"('mean', 'honorable')",0.6899668,0.76780725,6.0715957,6.2419605,2.1336592,2.2742262,0.140567
35,-0.3674671,-0.51133555,"('corrupt', 'incorrupt')",-1.1761224,-1.2430643,0.089036904,-0.022722855,-0.4848509,-0.5923742,-0.1075233
36,-1.3829756,-1.5078241,"('hostile', 'amicable')",0.2923773,0.10029566,0.6218196,0.44183543,-0.1562596,-0.3218977,-0.1656381
