,hellcat_male,hellcat_female,tuple,average_male,average_female,female-male
79,-0.10348001,-0.0960042,"('wavering', 'unwavering')",-0.10348,-0.0960042,0.0074758
80,-0.37768993,-0.21625435,"('dominated', 'dominating')",-0.3776899,-0.2162544,0.1614355
81,0.067945875,0.045985457,"('submissive', 'aggressive')",0.0679459,0.0459855,-0.0219604
82,1.4717911,1.5784761,"('poor', 'rich')",1.4717911,1.5784761,0.106685
83,-0.23119637,-0.26668498,"('powerless', 'powerful')",-0.2311964,-0.266685,-0.0354886
84,0.46306583,0.49620333,"('inferior', 'superior')",0.4630658,0.4962033,0.0331375
85,-0.16720468,-0.27826473,"('insignificant', 'prestigious')",-0.1672047,-0.2782647,-0.11106
86,-0.21514396,-0.43997604,"('uninfluential', 'influential')",-0.215144,-0.439976,-0.224832
87,-0.69042337,-0.48688576,"('unsuccessful', 'successful')",-0.6904234,-0.4868858,0.2035376
88,-0.29601556,-0.40227568,"('low', 'eminent')",-0.2960156,-0.4022757,-0.1062601
