,mob_male,mob_female,tuple,average_male,average_female,female-male
0,0.14685738,0.16284946,"('unsociable', 'sociable')",0.1468574,0.1628495,0.0159921
1,1.3554194,1.4026129,"('unfriendly', 'friendly')",1.3554194,1.4026129,0.0471935
2,0.84087986,0.98150843,"('unlikable', 'likable')",0.8408799,0.9815084,0.1406285
3,0.78176,0.8687011,"('repellent', 'pleasant')",0.78176,0.8687011,0.0869411
4,-6.60337,-6.5011635,"('disliked', 'liked')",-6.6033702,-6.5011635,0.1022067
5,-0.029108575,0.05604859,"('distant', 'outgoing')",-0.0291086,0.0560486,0.0851572
6,0.29775923,0.34590894,"('distant', 'open')",0.2977592,0.3459089,0.0481497
7,1.2033507,1.2893034,"('insensitive', 'sensitive')",1.2033507,1.2893034,0.0859527
8,1.3389938,1.2574921,"('unaffectionate', 'affectionate')",1.3389938,1.2574921,-0.0815017
9,1.4271108,1.4306511,"('unaffectionate', 'caring')",1.4271108,1.4306511,0.0035403
10,1.6133916,1.5152643,"('unsympathetic', 'sympathetic')",1.6133916,1.5152643,-0.0981273
11,1.605,1.6055663,"('unhelpful', 'helpful')",1.605,1.6055663,0.0005663
12,-1.0954275,-1.0045176,"('unsupportive', 'supportive')",-1.0954275,-1.0045176,0.0909099
13,-0.15058613,-0.123546526,"('impolite', 'polite')",-0.1505861,-0.1235465,0.0270396
14,0.08400273,0.07310549,"('antisocial', 'social')",0.0840027,0.0731055,-0.0108972
15,0.33561724,0.3218115,"('boring', 'funny')",0.3356172,0.3218115,-0.0138057
16,-0.55119205,-0.39066434,"('unpopular', 'popular')",-0.551192,-0.3906643,0.1605277
17,0.2122455,0.108025454,"('nasty', 'nice')",0.2122455,0.1080255,-0.10422
18,-0.20828457,-0.13142957,"('disagreeable', 'welcoming')",-0.2082846,-0.1314296,0.076855
19,-0.14870697,-0.12066338,"('inhospitable', 'hospitable')",-0.148707,-0.1206634,0.0280436
20,0.5817933,0.50525135,"('rough', 'thoughtful')",0.5817933,0.5052513,-0.076542
21,0.149786,0.26790708,"('immoral', 'moral')",0.149786,0.2679071,0.1181211
22,0.27318454,0.26178613,"('untrustworthy', 'trustworthy')",0.2731845,0.2617861,-0.0113984
23,5.837376,5.9051304,"('insincere', 'sincere')",5.8373761,5.9051304,0.0677543
24,1.8022319,1.8490903,"('dishonest', 'honest')",1.8022319,1.8490903,0.0468584
25,0.4631834,0.47738153,"('egoistic', 'altruistic')",0.4631834,0.4773815,0.0141981
26,0.6882489,0.4610904,"('hardhearted', 'benevolent')",0.6882489,0.4610904,-0.2271585
27,1.7798175,1.6329529,"('hardhearted', 'softhearted')",1.7798175,1.6329529,-0.1468646
28,0.9714943,0.8780866,"('disloyal', 'loyal')",0.9714943,0.8780866,-0.0934077
29,-0.16867605,-0.32667682,"('unfair', 'fair')",-0.168676,-0.3266768,-0.1580008
30,1.2232376,1.1548873,"('intolerant', 'tolerant')",1.2232376,1.1548873,-0.0683503
31,-0.8451698,-0.81012064,"('evil', 'good')",-0.8451698,-0.8101206,0.0350492
32,1.2911297,1.2176968,"('unkind', 'kind')",1.2911297,1.2176968,-0.0734329
33,-0.8584121,-0.80262995,"('wrong', 'right')",-0.8584121,-0.8026299,0.0557822
34,3.9304574,4.146752,"('mean', 'honorable')",3.9304574,4.1467519,0.2162945
35,-0.8885546,-1.0073849,"('corrupt', 'incorrupt')",-0.8885546,-1.0073849,-0.1188303
36,-0.25320488,-0.4536055,"('hostile', 'amicable')",-0.2532049,-0.4536055,-0.2004006
37,0.8423921,0.83824456,"('fake', 'genuine')",0.8423921,0.8382446,-0.0041475
38,-0.4078139,-0.363867,"('untruthful', 'truthful')",-0.4078139,-0.363867,0.0439469
39,-0.015530482,0.022463692,"('exploitative', 'cooperative')",-0.0155305,0.0224637,0.0379942
40,-0.61120874,-0.5979573,"('stingy', 'generous')",-0.6112087,-0.5979573,0.0132514
41,0.3267258,0.16840589,"('unforgiving', 'forgiving')",0.3267258,0.1684059,-0.1583199
42,-1.3870066,-1.3928882,"('unreliable', 'reliable')",-1.3870066,-1.3928882,-0.0058816
43,1.4471594,1.4790168,"('irresponsible', 'responsible')",1.4471594,1.4790168,0.0318574
