,autodesk_male,autodesk_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.7961018,-0.9427157,"('unsociable', 'sociable')",0.0011691973,-0.13000481,-0.3974663,-0.5363603,-0.138894
1,0.05810642,-0.39894173,"('unfriendly', 'friendly')",1.857202,1.5942423,0.9576542,0.5976503,-0.3600039
2,0.54221123,0.57095677,"('unlikable', 'likable')",0.56102246,0.60317093,0.5516168,0.5870638,0.035447
3,-0.740858,-0.6391942,"('repellent', 'pleasant')",0.23030347,0.2692387,-0.2552773,-0.1849777,0.0702996
4,-0.047710232,-0.17571558,"('disliked', 'liked')",-6.1655846,-6.2206044,-3.1066475,-3.1981599,-0.0915124
5,0.43435732,0.27157515,"('distant', 'outgoing')",-0.23872115,-0.34038973,0.0978181,-0.0344073,-0.1322254
6,0.24334642,-0.021862712,"('distant', 'open')",0.21917993,0.06734085,0.2312632,0.0227391,-0.2085241
7,-0.8137493,-0.76932925,"('insensitive', 'sensitive')",0.9653072,1.0340899,0.0757789,0.1323803,0.0566014
8,-0.06111049,-0.31439525,"('unaffectionate', 'affectionate')",0.88655436,0.6902119,0.4127219,0.1879083,-0.2248136
9,-0.32836908,-0.60731786,"('unaffectionate', 'caring')",1.1785794,1.0614057,0.4251052,0.2270439,-0.1980613
10,-2.0775132,-2.0830202,"('unsympathetic', 'sympathetic')",-0.076517895,-0.05364045,-1.0770155,-1.0683303,0.0086852
11,-0.34300274,-0.30612835,"('unhelpful', 'helpful')",1.7939492,1.8774948,0.7254733,0.7856832,0.0602099
12,-0.9365751,-0.97490996,"('unsupportive', 'supportive')",-1.5933878,-1.5821075,-1.2649815,-1.2785088,-0.0135273
13,-1.0716726,-1.0154487,"('impolite', 'polite')",-0.14913568,-0.10033174,-0.6104041,-0.5578902,0.0525139
14,-0.56718326,-0.3987115,"('antisocial', 'social')",-0.0896417,-0.034736052,-0.3284125,-0.2167238,0.1116887
15,0.742861,0.69598585,"('boring', 'funny')",0.5385694,0.5056877,0.6407152,0.6008368,-0.0398784
16,-0.2823303,-0.34218663,"('unpopular', 'popular')",0.47403103,0.46033117,0.0958504,0.0590723,-0.0367781
17,-0.22453296,-0.16348399,"('nasty', 'nice')",-0.3824879,-0.38086677,-0.3035104,-0.2721754,0.031335
18,-0.17183849,-0.23489246,"('disagreeable', 'welcoming')",-0.43267244,-0.5376513,-0.3022555,-0.3862719,-0.0840164
19,-0.17652988,-0.31844133,"('inhospitable', 'hospitable')",-0.20134059,-0.2539074,-0.1889352,-0.2861744,-0.0972392
20,-0.063149564,-0.033027727,"('rough', 'thoughtful')",1.2641135,1.2544943,0.600482,0.6107333,0.0102513
21,-0.7482948,-0.7665567,"('immoral', 'moral')",-0.45414686,-0.34601694,-0.6012208,-0.5562868,0.044934
22,-0.5513695,-0.5104872,"('untrustworthy', 'trustworthy')",-0.8622771,-0.86146253,-0.7068233,-0.6859748,0.0208485
23,-0.91229516,-0.96436656,"('insincere', 'sincere')",5.713927,5.679106,2.4008157,2.3573699,-0.0434458
24,-0.4824556,-0.5446055,"('dishonest', 'honest')",0.9459249,0.9078164,0.2317346,0.1816055,-0.0501291
25,0.9095196,0.71532637,"('egoistic', 'altruistic')",1.4815112,1.3609316,1.1955154,1.038129,-0.1573864
26,0.49930286,0.34624347,"('hardhearted', 'benevolent')",1.6510265,1.5790839,1.0751647,0.9626637,-0.112501
27,-0.13554245,-0.14876246,"('hardhearted', 'softhearted')",1.4480107,1.3451123,0.6562341,0.5981749,-0.0580592
28,-0.5813095,-0.8099673,"('disloyal', 'loyal')",0.91091305,0.8020523,0.1648018,-0.0039575,-0.1687593
29,-0.081405476,-0.17248689,"('unfair', 'fair')",-0.5690675,-0.7407645,-0.3252365,-0.4566257,-0.1313892
30,-0.39521205,-0.37303367,"('intolerant', 'tolerant')",1.511353,1.4978334,0.5580705,0.5623999,0.0043294
31,0.4787721,0.32121912,"('evil', 'good')",-1.1041515,-1.3230402,-0.3126897,-0.5009106,-0.1882209
32,-0.20928127,-0.27239233,"('unkind', 'kind')",0.9363659,0.81812143,0.3635423,0.2728646,-0.0906777
33,0.6185893,0.43950078,"('wrong', 'right')",-0.47683027,-0.56533265,0.0708795,-0.0629159,-0.1337954
34,-0.12589331,-0.092195876,"('mean', 'honorable')",5.701216,5.8281555,2.7876616,2.8679798,0.0803182
35,0.99486876,0.88166654,"('corrupt', 'incorrupt')",-0.379502,-0.57123,0.3076834,0.1552183,-0.1524651
36,0.5282671,0.15622583,"('hostile', 'amicable')",-0.1593231,-0.45001924,0.184472,-0.1468967,-0.3313687
37,-0.6452942,-0.6413997,"('fake', 'genuine')",0.35183802,0.38258937,-0.1467281,-0.1294052,0.0173229
38,-0.22421719,-0.30570385,"('untruthful', 'truthful')",0.048920453,0.08271398,-0.0876484,-0.1114949,-0.0238465
39,0.69865316,0.7708139,"('exploitative', 'cooperative')",0.24265692,0.22803137,0.470655,0.4994226,0.0287676
40,0.14039725,0.0934564,"('stingy', 'generous')",-1.1742182,-1.2493361,-0.5169104,-0.5779399,-0.0610295
41,-0.56433016,-0.70363647,"('unforgiving', 'forgiving')",0.099241726,-0.00748487,-0.2325442,-0.3555607,-0.1230165
42,-0.8503361,-0.5950926,"('unreliable', 'reliable')",-2.7825892,-2.6000445,-1.8164626,-1.5975685,0.2188941
43,-1.385105,-1.3144499,"('irresponsible', 'responsible')",0.7337675,0.7677818,-0.3256688,-0.2733341,0.0523347
