,historian_male,historian_female,tuple,average_male,average_female,female-male
0,0.8872713,0.7259833,"('unsociable', 'sociable')",0.8872713,0.7259833,-0.161288
1,0.7912987,0.9247582,"('unfriendly', 'friendly')",0.7912987,0.9247582,0.1334595
2,0.29311252,0.4779124,"('unlikable', 'likable')",0.2931125,0.4779124,0.1847999
3,0.70913035,0.92469734,"('repellent', 'pleasant')",0.7091303,0.9246973,0.215567
4,-6.014742,-6.349117,"('disliked', 'liked')",-6.0147419,-6.3491168,-0.3343749
5,-1.8958186,-1.6407095,"('distant', 'outgoing')",-1.8958186,-1.6407095,0.2551091
6,-1.7104952,-1.357507,"('distant', 'open')",-1.7104952,-1.357507,0.3529882
7,2.3314304,2.2155828,"('insensitive', 'sensitive')",2.3314304,2.2155828,-0.1158476
8,0.49649748,0.7007884,"('unaffectionate', 'affectionate')",0.4964975,0.7007884,0.2042909
9,1.1368386,1.3738438,"('unaffectionate', 'caring')",1.1368386,1.3738438,0.2370052
10,1.3612475,1.3222712,"('unsympathetic', 'sympathetic')",1.3612475,1.3222712,-0.0389763
11,2.1939874,2.2040489,"('unhelpful', 'helpful')",2.1939874,2.2040489,0.0100615
12,-0.7689622,-0.7383322,"('unsupportive', 'supportive')",-0.7689622,-0.7383322,0.03063
13,0.6411313,0.48599637,"('impolite', 'polite')",0.6411313,0.4859964,-0.1551349
14,1.2077726,0.9701603,"('antisocial', 'social')",1.2077726,0.9701603,-0.2376123
15,0.42099732,0.30173746,"('boring', 'funny')",0.4209973,0.3017375,-0.1192598
16,-1.180529,-1.0299909,"('unpopular', 'popular')",-1.180529,-1.0299909,0.1505381
17,-0.52773476,-0.4375436,"('nasty', 'nice')",-0.5277348,-0.4375436,0.0901912
18,-0.9304275,-0.65518576,"('disagreeable', 'welcoming')",-0.9304275,-0.6551858,0.2752417
19,-1.0086803,-0.7663157,"('inhospitable', 'hospitable')",-1.0086803,-0.7663157,0.2423646
20,0.98090595,0.9093493,"('rough', 'thoughtful')",0.980906,0.9093493,-0.0715567
21,0.6215129,0.7293009,"('immoral', 'moral')",0.6215129,0.7293009,0.107788
22,1.1047494,0.8467609,"('untrustworthy', 'trustworthy')",1.1047494,0.8467609,-0.2579885
23,6.467012,6.590739,"('insincere', 'sincere')",6.4670119,6.5907388,0.1237269
24,1.8883044,1.9334611,"('dishonest', 'honest')",1.8883044,1.9334611,0.0451567
25,0.17577651,0.50369626,"('egoistic', 'altruistic')",0.1757765,0.5036963,0.3279198
26,1.4667403,1.1872348,"('hardhearted', 'benevolent')",1.4667403,1.1872348,-0.2795055
27,0.5646162,0.7837951,"('hardhearted', 'softhearted')",0.5646162,0.7837951,0.2191789
28,0.99382913,0.8902838,"('disloyal', 'loyal')",0.9938291,0.8902838,-0.1035453
29,-0.4267628,-0.56426585,"('unfair', 'fair')",-0.4267628,-0.5642658,-0.137503
30,1.2686328,1.3130738,"('intolerant', 'tolerant')",1.2686328,1.3130738,0.044441
31,-2.2234685,-2.001485,"('evil', 'good')",-2.2234685,-2.0014851,0.2219834
32,1.3744283,1.3063796,"('unkind', 'kind')",1.3744283,1.3063796,-0.0680487
33,-0.9543519,-0.94831157,"('wrong', 'right')",-0.9543519,-0.9483116,0.0060403
34,4.405653,4.809679,"('mean', 'honorable')",4.405653,4.809679,0.404026
35,-1.7445816,-1.7168407,"('corrupt', 'incorrupt')",-1.7445816,-1.7168407,0.0277409
36,-1.7451403,-1.6994673,"('hostile', 'amicable')",-1.7451403,-1.6994673,0.045673
37,0.75504684,0.8615227,"('fake', 'genuine')",0.7550468,0.8615227,0.1064759
38,1.0800229,1.0316073,"('untruthful', 'truthful')",1.0800229,1.0316073,-0.0484156
39,0.17848416,0.2547058,"('exploitative', 'cooperative')",0.1784842,0.2547058,0.0762216
40,-1.7357991,-1.8107938,"('stingy', 'generous')",-1.7357991,-1.8107938,-0.0749947
41,0.43630868,0.3234554,"('unforgiving', 'forgiving')",0.4363087,0.3234554,-0.1128533
42,-2.2200956,-2.2622943,"('unreliable', 'reliable')",-2.2200956,-2.2622943,-0.0421987
43,2.1461074,2.0551105,"('irresponsible', 'responsible')",2.1461074,2.0551105,-0.0909969
44,-1.8444953,-1.8343331,"('prejudiced', 'unprejudiced')",-1.8444953,-1.8343331,0.0101622
45,1.3899485,1.1388719,"('incompetent', 'competent')",1.3899485,1.1388719,-0.2510766
46,0.042622093,-0.17839664,"('uncompetitive', 'competitive')",0.0426221,-0.1783966,-0.2210187
47,4.6764283,4.9335613,"('stupid', 'smart')",4.6764283,4.9335613,0.257133
48,0.6319369,0.70937324,"('unintelligent', 'intelligent')",0.6319369,0.7093732,0.0774363
49,-0.19314022,0.11186667,"('unable', 'able')",-0.1931402,0.1118667,0.3050069
50,-0.96322083,-0.7703164,"('clumsy', 'skillful')",-0.9632208,-0.7703164,0.1929044
51,1.1812127,1.1939802,"('uneducated', 'educated')",1.1812127,1.1939802,0.0127675
52,-1.2135454,-1.0999268,"('irrational', 'rational')",-1.2135454,-1.0999268,0.1136186
53,0.16540846,0.18802898,"('uncreative', 'creative')",0.1654085,0.188029,0.0226205
54,0.22783253,0.51354957,"('incapable', 'capable')",0.2278325,0.5135496,0.2857171
55,1.6020665,1.5858791,"('incompetent', 'clever')",1.6020665,1.5858791,-0.0161874
56,1.7621247,1.6156731,"('impractical', 'practical')",1.7621247,1.6156731,-0.1464516
57,-1.4068362,-1.7377781,"('unimaginative', 'imaginative')",-1.4068362,-1.7377781,-0.3309419
58,1.0331392,0.84829915,"('undiscriminating', 'discriminating')",1.0331392,0.8482991,-0.1848401
59,-0.39403844,-0.35656372,"('foolish', 'wise')",-0.3940384,-0.3565637,0.0374747
60,1.6984805,1.7788838,"('inefficient', 'efficient')",1.6984805,1.7788838,0.0804033
61,0.43335396,0.23325665,"('illogical', 'logical')",0.433354,0.2332567,-0.2000973
62,1.1357982,1.2663138,"('incompetent', 'brilliant')",1.1357982,1.2663138,0.1305156
63,1.5302427,1.4472151,"('unperceptive', 'insightful')",1.5302427,1.4472151,-0.0830276
64,-4.9402184,-5.1702185,"('shy', 'confident')",-4.9402184,-5.1702185,-0.2300001
65,0.79060555,0.73556167,"('insecure', 'secure')",0.7906055,0.7355617,-0.0550438
66,-0.7323529,-0.83154064,"('inactive', 'active')",-0.7323529,-0.8315406,-0.0991877
67,-0.21137257,-0.3400376,"('doubtful', 'determined')",-0.2113726,-0.3400376,-0.128665
68,-0.33706665,-0.26795465,"('dependent', 'independent')",-0.3370667,-0.2679546,0.0691121
69,-2.229185,-2.078686,"('lazy', 'industrious')",-2.2291851,-2.078686,0.1504991
70,1.4665027,1.2337123,"('lethargic', 'energetic')",1.4665027,1.2337123,-0.2327904
71,-0.10874623,-0.024727724,"('diffident', 'self-confident')",-0.1087462,-0.0247277,0.0840185
72,1.0073956,1.0193094,"('unambitious', 'ambitious')",1.0073956,1.0193094,0.0119138
73,-3.0985513,-2.8550236,"('helpless', 'self-reliant')",-3.0985513,-2.8550236,0.2435277
74,0.5233496,0.44443616,"('undedicated', 'dedicated')",0.5233496,0.4444362,-0.0789134
75,-1.0547482,-1.1115758,"('meek', 'impulsive')",-1.0547482,-1.1115758,-0.0568276
76,0.23405185,0.08812664,"('anxious', 'daring')",0.2340519,0.0881266,-0.1459253
77,-0.11086595,-0.04069519,"('unmotivated', 'motivated')",-0.110866,-0.0406952,0.0701708
78,-0.4219113,-0.45720592,"('nonresilient', 'resilient')",-0.4219113,-0.4572059,-0.0352946
79,-0.88607806,-0.88052136,"('wavering', 'unwavering')",-0.8860781,-0.8805214,0.0055567
80,0.92711854,0.6190033,"('dominated', 'dominating')",0.9271185,0.6190033,-0.3081152
81,0.2712808,0.07574274,"('submissive', 'aggressive')",0.2712808,0.0757427,-0.1955381
82,5.1515117,5.6216288,"('poor', 'rich')",5.1515117,5.6216288,0.4701171
83,-0.075608745,-0.12683165,"('powerless', 'powerful')",-0.0756087,-0.1268317,-0.051223
84,-0.3425105,-0.26976928,"('inferior', 'superior')",-0.3425105,-0.2697693,0.0727412
85,-1.7705282,-1.6949861,"('insignificant', 'prestigious')",-1.7705282,-1.6949861,0.0755421
86,1.5583807,1.3784305,"('uninfluential', 'influential')",1.5583807,1.3784305,-0.1799502
87,0.0013211668,0.08181018,"('unsuccessful', 'successful')",0.0013212,0.0818102,0.080489
88,0.47646832,0.5161161,"('low', 'eminent')",0.4764683,0.5161161,0.0396478
