,general_male,general_female,tuple,motors_male,motors_female,co_male,co_female,average_male,average_female,female-male
0,-0.85451436,-0.83527064,"('unsociable', 'sociable')",-0.32418078,-0.3660542,0.05521569,-0.060041558,-0.3744932,-0.4204555,-0.0459623
1,0.1775896,0.14119804,"('unfriendly', 'friendly')",1.2841125,1.2368082,1.9437977,1.8666477,1.1351666,1.0815513,-0.0536153
2,0.51351935,0.61827964,"('unlikable', 'likable')",0.77914476,0.8565557,0.34238112,0.4528018,0.5450151,0.6425457,0.0975306
3,-1.0088968,-0.9816381,"('repellent', 'pleasant')",-0.9090637,-0.8819237,0.42362908,0.46433666,-0.4981105,-0.4664084,0.0317021
4,-0.7117468,-0.7964998,"('disliked', 'liked')",0.5219869,0.42902118,-7.4080763,-7.490663,-2.532612,-2.6193806,-0.0867686
5,-0.352261,-0.35087058,"('distant', 'outgoing')",1.0695317,1.0542496,-0.57517576,-0.56379735,0.047365,0.0465272,-0.0008378
6,-0.6115942,-0.5951925,"('distant', 'open')",0.6348953,0.5876379,0.015880182,0.0008057654,0.0130604,-0.0022496,-0.01531
7,0.00096919015,0.032597277,"('insensitive', 'sensitive')",-0.8535809,-0.80151486,0.24955672,0.27387407,-0.2010183,-0.1650145,0.0360038
8,0.42159858,0.48131362,"('unaffectionate', 'affectionate')",0.9827445,0.9722865,0.8792109,0.77226686,0.7611847,0.7419557,-0.019229
9,0.7682052,0.71420014,"('unaffectionate', 'caring')",1.0398893,1.0207121,1.2206371,1.1648918,1.0095772,0.9666014,-0.0429758
10,-0.7892479,-0.78021973,"('unsympathetic', 'sympathetic')",-1.3084973,-1.307358,-0.19507812,-0.17033938,-0.7642744,-0.7526391,0.0116353
11,0.3239527,0.3415038,"('unhelpful', 'helpful')",-0.14351673,-0.13072076,1.7581186,1.8197981,0.6461849,0.6768604,0.0306755
12,0.0838922,0.24197482,"('unsupportive', 'supportive')",-0.18262923,-0.06359604,-2.257691,-2.2738397,-0.785476,-0.698487,0.086989
13,-0.12041958,-0.07224757,"('impolite', 'polite')",-0.5666029,-0.51514417,-0.36444473,-0.38168925,-0.3504891,-0.323027,0.0274621
14,-0.17614143,-0.25035703,"('antisocial', 'social')",-0.26854306,-0.36537895,0.23331608,0.1789419,-0.0704561,-0.145598,-0.0751419
15,0.56008506,0.4303353,"('boring', 'funny')",1.0722114,0.95131606,0.39510992,0.38816756,0.6758022,0.5899397,-0.0858625
16,-0.29324612,-0.26619172,"('unpopular', 'popular')",-0.2939319,-0.22343743,0.34964514,0.28830984,-0.0791776,-0.0671064,0.0120712
17,-0.6060378,-0.52496356,"('nasty', 'nice')",-0.43256232,-0.39101875,-0.3256087,-0.26991123,-0.4547363,-0.3952978,0.0594385
