,vengeance_male,vengeance_female,tuple,average_male,average_female,female-male
0,0.19615747,0.07208344,"('unsociable', 'sociable')",0.1961575,0.0720834,-0.1240741
1,0.91606677,0.8170032,"('unfriendly', 'friendly')",0.9160668,0.8170032,-0.0990636
2,0.19158949,0.2967688,"('unlikable', 'likable')",0.1915895,0.2967688,0.1051793
3,0.22557299,0.08774306,"('repellent', 'pleasant')",0.225573,0.0877431,-0.1378299
4,-7.9045544,-8.026868,"('disliked', 'liked')",-7.9045544,-8.0268679,-0.1223135
5,-0.52745616,-0.6129151,"('distant', 'outgoing')",-0.5274562,-0.6129151,-0.0854589
6,-0.10815152,-0.1635358,"('distant', 'open')",-0.1081515,-0.1635358,-0.0553843
7,0.6809188,0.5977207,"('insensitive', 'sensitive')",0.6809188,0.5977207,-0.0831981
8,1.2714523,1.2947392,"('unaffectionate', 'affectionate')",1.2714523,1.2947392,0.0232869
9,1.8843054,2.066072,"('unaffectionate', 'caring')",1.8843054,2.066072,0.1817666
10,1.37111,1.3620251,"('unsympathetic', 'sympathetic')",1.37111,1.3620251,-0.0090849
11,1.6865939,1.7541395,"('unhelpful', 'helpful')",1.6865939,1.7541395,0.0675456
12,-1.7274487,-1.7797084,"('unsupportive', 'supportive')",-1.7274487,-1.7797084,-0.0522597
13,0.057344723,-0.0031244718,"('impolite', 'polite')",0.0573447,-0.0031245,-0.0604692
14,-0.15675868,-0.39556378,"('antisocial', 'social')",-0.1567587,-0.3955638,-0.2388051
15,0.2353139,0.112233765,"('boring', 'funny')",0.2353139,0.1122338,-0.1230801
16,-0.8387541,-0.83395535,"('unpopular', 'popular')",-0.8387541,-0.8339553,0.0047988
17,-0.820251,-0.94457275,"('nasty', 'nice')",-0.820251,-0.9445727,-0.1243217
18,-0.76865613,-0.8455662,"('disagreeable', 'welcoming')",-0.7686561,-0.8455662,-0.0769101
19,-0.5798134,-0.46124095,"('inhospitable', 'hospitable')",-0.5798134,-0.4612409,0.1185725
20,0.83574975,0.7020282,"('rough', 'thoughtful')",0.8357497,0.7020282,-0.1337215
21,-0.046201605,-0.044162292,"('immoral', 'moral')",-0.0462016,-0.0441623,0.0020393
22,-0.43003887,-0.6196971,"('untrustworthy', 'trustworthy')",-0.4300389,-0.6196971,-0.1896582
23,6.3952756,6.4473658,"('insincere', 'sincere')",6.3952756,6.4473658,0.0520902
24,1.64564,1.5581099,"('dishonest', 'honest')",1.64564,1.5581099,-0.0875301
25,0.07301846,0.07375596,"('egoistic', 'altruistic')",0.0730185,0.073756,0.0007375
26,0.46644893,0.3834974,"('hardhearted', 'benevolent')",0.4664489,0.3834974,-0.0829515
27,1.3821324,1.1340911,"('hardhearted', 'softhearted')",1.3821324,1.1340911,-0.2480413
28,1.3257194,1.3205407,"('disloyal', 'loyal')",1.3257194,1.3205407,-0.0051787
29,-0.6446601,-0.91399443,"('unfair', 'fair')",-0.6446601,-0.9139944,-0.2693343
30,1.1938419,1.2867424,"('intolerant', 'tolerant')",1.1938419,1.2867424,0.0929005
31,-2.1392274,-2.2644057,"('evil', 'good')",-2.1392274,-2.2644057,-0.1251783
32,1.0456008,1.0290927,"('unkind', 'kind')",1.0456008,1.0290927,-0.0165081
33,-0.24579552,-0.2438956,"('wrong', 'right')",-0.2457955,-0.2438956,0.0018999
34,4.758737,4.8946223,"('mean', 'honorable')",4.7587371,4.8946223,0.1358852
35,-1.0311751,-1.1060376,"('corrupt', 'incorrupt')",-1.0311751,-1.1060376,-0.0748625
36,-0.7124538,-0.66350627,"('hostile', 'amicable')",-0.7124538,-0.6635063,0.0489475
37,1.2278098,1.1580628,"('fake', 'genuine')",1.2278098,1.1580628,-0.069747
38,-0.22550657,-0.043639496,"('untruthful', 'truthful')",-0.2255066,-0.0436395,0.1818671
39,0.059400074,0.095710956,"('exploitative', 'cooperative')",0.0594001,0.095711,0.0363109
40,-2.2008326,-2.6145215,"('stingy', 'generous')",-2.2008326,-2.6145215,-0.4136889
41,0.2194357,0.17431313,"('unforgiving', 'forgiving')",0.2194357,0.1743131,-0.0451226
42,-2.3404472,-2.4668796,"('unreliable', 'reliable')",-2.3404472,-2.4668796,-0.1264324
43,1.6425169,1.619969,"('irresponsible', 'responsible')",1.6425169,1.619969,-0.0225479
44,-1.3648084,-1.5403811,"('prejudiced', 'unprejudiced')",-1.3648084,-1.5403811,-0.1755727
