,lorillard_male,lorillard_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.48991826,-0.61152124,"('unsociable', 'sociable')",-0.14205965,-0.26449004,-0.315989,-0.4380056,-0.1220166
1,-0.5335654,-0.8060742,"('unfriendly', 'friendly')",1.9524345,1.7877737,0.7094346,0.4908498,-0.2185848
2,1.0883113,1.0953108,"('unlikable', 'likable')",0.47136167,0.5241438,0.7798365,0.8097273,0.0298908
3,-0.7135582,-0.6346611,"('repellent', 'pleasant')",-0.03537112,0.010932511,-0.3744647,-0.3118643,0.0626004
4,-0.008467171,-0.08898889,"('disliked', 'liked')",-6.082567,-6.22904,-3.0455172,-3.1590145,-0.1134973
5,0.559388,0.411533,"('distant', 'outgoing')",-0.02028966,-0.11416006,0.2695492,0.1486865,-0.1208627
6,0.34553224,0.1674382,"('distant', 'open')",0.470605,0.321339,0.4080686,0.2443886,-0.16368
7,-0.705361,-0.63874096,"('insensitive', 'sensitive')",0.34178382,0.37185943,-0.1817886,-0.1334408,0.0483478
8,-0.13158697,-0.31083253,"('unaffectionate', 'affectionate')",1.0780905,0.90824693,0.4732518,0.2987072,-0.1745446
9,-0.36308128,-0.5026614,"('unaffectionate', 'caring')",0.99652606,0.9187665,0.3167224,0.2080525,-0.1086699
10,-1.509024,-1.4898623,"('unsympathetic', 'sympathetic')",-0.2644818,-0.2886809,-0.8867529,-0.8892716,-0.0025187
11,-1.0805169,-0.9662701,"('unhelpful', 'helpful')",1.2316258,1.3400822,0.0755544,0.186906,0.1113516
12,-0.40194955,-0.36860913,"('unsupportive', 'supportive')",-1.7482067,-1.7467082,-1.0750781,-1.0576587,0.0174194
13,-0.7896134,-0.7164542,"('impolite', 'polite')",-0.68469316,-0.6273119,-0.7371533,-0.671883,0.0652703
14,0.12298283,0.163655,"('antisocial', 'social')",-0.43267447,-0.42268732,-0.1548458,-0.1295162,0.0253296
15,-0.5034567,-0.53438604,"('boring', 'funny')",0.53855455,0.5178334,0.0175489,-0.0082763,-0.0258252
16,0.14080563,0.06640524,"('unpopular', 'popular')",0.5822543,0.5819545,0.3615299,0.3241799,-0.03735
17,0.011948377,0.021251496,"('nasty', 'nice')",-0.36691105,-0.33515254,-0.1774813,-0.1569505,0.0205308
18,0.37755272,0.32867217,"('disagreeable', 'welcoming')",-0.30135423,-0.38317722,0.0380992,-0.0272525,-0.0653517
19,-0.24723248,-0.30619383,"('inhospitable', 'hospitable')",-0.09632605,-0.07894196,-0.1717793,-0.1925679,-0.0207886
20,0.6430577,0.61092293,"('rough', 'thoughtful')",1.6720157,1.606079,1.1575367,1.108501,-0.0490357
21,-0.31536713,-0.26267928,"('immoral', 'moral')",-0.5640507,-0.50096273,-0.4397089,-0.381821,0.0578879
22,-0.1587032,-0.082654506,"('untrustworthy', 'trustworthy')",-1.0035346,-1.0482314,-0.5811189,-0.5654429,0.015676
23,-1.0730506,-1.0858175,"('insincere', 'sincere')",5.1139784,5.123278,2.0204639,2.0187304,-0.0017335
24,-0.63478094,-0.6567989,"('dishonest', 'honest')",0.6083064,0.5591352,-0.0132373,-0.0488319,-0.0355946
25,0.7532876,0.61671114,"('egoistic', 'altruistic')",1.7929304,1.7413502,1.273109,1.1790307,-0.0940783
26,0.18725783,0.07176685,"('hardhearted', 'benevolent')",1.8496134,1.7960502,1.0184356,0.9339085,-0.0845271
27,-0.47554848,-0.5354317,"('hardhearted', 'softhearted')",1.6343124,1.4967287,0.5793819,0.4806485,-0.0987334
28,-0.40788162,-0.5547877,"('disloyal', 'loyal')",0.86344093,0.7650748,0.2277797,0.1051435,-0.1226362
29,0.4428213,0.3149444,"('unfair', 'fair')",-0.22941057,-0.38835546,0.1067054,-0.0367055,-0.1434109
