,timpani_male,timpani_female,tuple,average_male,average_female,female-male
0,-0.26852936,-0.5054221,"('unsociable', 'sociable')",-0.2685294,-0.5054221,-0.2368927
1,0.0991438,0.023917738,"('unfriendly', 'friendly')",0.0991438,0.0239177,-0.0752261
2,0.04892969,0.1721356,"('unlikable', 'likable')",0.0489297,0.1721356,0.1232059
3,-0.30224967,-0.135836,"('repellent', 'pleasant')",-0.3022497,-0.135836,0.1664137
4,-2.830195,-3.0413482,"('disliked', 'liked')",-2.830195,-3.0413482,-0.2111532
5,-0.5758778,-0.6483525,"('distant', 'outgoing')",-0.5758778,-0.6483525,-0.0724747
6,-0.86118436,-0.9264078,"('distant', 'open')",-0.8611844,-0.9264078,-0.0652234
7,-0.7748471,-0.62116206,"('insensitive', 'sensitive')",-0.7748471,-0.6211621,0.153685
8,-0.31796438,-0.3219329,"('unaffectionate', 'affectionate')",-0.3179644,-0.3219329,-0.0039685
9,-0.6151086,-0.61450225,"('unaffectionate', 'caring')",-0.6151086,-0.6145023,0.0006063
10,-1.0189943,-0.8521478,"('unsympathetic', 'sympathetic')",-1.0189943,-0.8521478,0.1668465
11,-0.053199492,0.20335028,"('unhelpful', 'helpful')",-0.0531995,0.2033503,0.2565498
12,-1.5581332,-1.5587459,"('unsupportive', 'supportive')",-1.5581332,-1.5587459,-0.0006127
13,0.15456979,0.12755792,"('impolite', 'polite')",0.1545698,0.1275579,-0.0270119
14,-0.037164107,-0.14412688,"('antisocial', 'social')",-0.0371641,-0.1441269,-0.1069628
15,1.003262,0.8397292,"('boring', 'funny')",1.003262,0.8397292,-0.1635328
16,-0.4159874,-0.35411528,"('unpopular', 'popular')",-0.4159874,-0.3541153,0.0618721
17,-0.8374847,-0.7173619,"('nasty', 'nice')",-0.8374847,-0.7173619,0.1201228
18,-0.29859534,-0.37050417,"('disagreeable', 'welcoming')",-0.2985953,-0.3705042,-0.0719089
19,-1.1736258,-1.1751271,"('inhospitable', 'hospitable')",-1.1736258,-1.1751271,-0.0015013
20,-0.31972596,-0.18952838,"('rough', 'thoughtful')",-0.319726,-0.1895284,0.1301976
21,0.18133213,0.16657284,"('immoral', 'moral')",0.1813321,0.1665728,-0.0147593
22,-0.011130342,-0.02643988,"('untrustworthy', 'trustworthy')",-0.0111303,-0.0264399,-0.0153096
23,1.6979668,1.9459155,"('insincere', 'sincere')",1.6979668,1.9459155,0.2479487
24,0.27997732,0.30136043,"('dishonest', 'honest')",0.2799773,0.3013604,0.0213831
25,0.7465917,0.639898,"('egoistic', 'altruistic')",0.7465917,0.639898,-0.1066937
26,1.3847235,1.1434231,"('hardhearted', 'benevolent')",1.3847235,1.1434231,-0.2413004
27,0.4411091,0.46073967,"('hardhearted', 'softhearted')",0.4411091,0.4607397,0.0196306
28,0.0005922951,-0.03245969,"('disloyal', 'loyal')",0.0005923,-0.0324597,-0.033052
29,-0.32166514,-0.4537752,"('unfair', 'fair')",-0.3216651,-0.4537752,-0.1321101
30,0.4729302,0.4721993,"('intolerant', 'tolerant')",0.4729302,0.4721993,-0.0007309
31,-0.7516377,-0.8799945,"('evil', 'good')",-0.7516377,-0.8799945,-0.1283568
32,0.83947307,0.7068066,"('unkind', 'kind')",0.8394731,0.7068066,-0.1326665
33,-0.25641719,-0.2731931,"('wrong', 'right')",-0.2564172,-0.2731931,-0.0167759
34,1.6895903,1.991764,"('mean', 'honorable')",1.6895903,1.9917639,0.3021736
35,0.32292077,0.19236942,"('corrupt', 'incorrupt')",0.3229208,0.1923694,-0.1305514
36,-0.027662592,-0.1339165,"('hostile', 'amicable')",-0.0276626,-0.1339165,-0.1062539
37,-0.07179441,-0.07165515,"('fake', 'genuine')",-0.0717944,-0.0716551,0.0001393
38,-0.56213695,-0.5157951,"('untruthful', 'truthful')",-0.5621369,-0.5157951,0.0463418
39,0.34096313,0.43766755,"('exploitative', 'cooperative')",0.3409631,0.4376675,0.0967044
40,-1.1433764,-1.1836514,"('stingy', 'generous')",-1.1433764,-1.1836514,-0.040275
41,0.19420409,0.062279753,"('unforgiving', 'forgiving')",0.1942041,0.0622798,-0.1319243
42,-1.062606,-1.0228261,"('unreliable', 'reliable')",-1.062606,-1.0228261,0.0397799
43,-0.6927548,-0.59170055,"('irresponsible', 'responsible')",-0.6927548,-0.5917006,0.1010542
44,-0.5052912,-0.42536676,"('prejudiced', 'unprejudiced')",-0.5052912,-0.4253668,0.0799244
45,-0.82958436,-0.7323945,"('incompetent', 'competent')",-0.8295844,-0.7323945,0.0971899
46,-0.7860399,-0.7281839,"('uncompetitive', 'competitive')",-0.7860399,-0.7281839,0.057856
47,2.0863662,2.382978,"('stupid', 'smart')",2.0863662,2.382978,0.2966118
48,-0.35365352,-0.23349825,"('unintelligent', 'intelligent')",-0.3536535,-0.2334982,0.1201553
49,-0.42429692,-0.37225765,"('unable', 'able')",-0.4242969,-0.3722576,0.0520393
50,-0.47501948,-0.38576636,"('clumsy', 'skillful')",-0.4750195,-0.3857664,0.0892531
51,-0.31619135,-0.2658841,"('uneducated', 'educated')",-0.3161913,-0.2658841,0.0503072
52,-0.9584723,-0.9395963,"('irrational', 'rational')",-0.9584723,-0.9395963,0.018876
53,0.031519294,-0.070891134,"('uncreative', 'creative')",0.0315193,-0.0708911,-0.1024104
54,-0.12555443,-0.105627045,"('incapable', 'capable')",-0.1255544,-0.105627,0.0199274
55,-0.17520925,-0.13525614,"('incompetent', 'clever')",-0.1752093,-0.1352561,0.0399532
56,0.63780427,0.55823445,"('impractical', 'practical')",0.6378043,0.5582345,-0.0795698
57,-1.7883064,-1.8516706,"('unimaginative', 'imaginative')",-1.7883064,-1.8516706,-0.0633642
58,0.023290057,-0.17693663,"('undiscriminating', 'discriminating')",0.0232901,-0.1769366,-0.2002267
59,-0.5229633,-0.4934951,"('foolish', 'wise')",-0.5229633,-0.4934951,0.0294682
