,porthole_male,porthole_female,tuple,average_male,average_female,female-male
0,0.9817588,1.0817051,"('unsociable', 'sociable')",0.9817588,1.0817051,0.0999463
1,0.50423336,0.24606791,"('unfriendly', 'friendly')",0.5042334,0.2460679,-0.2581655
2,0.54037833,0.53518635,"('unlikable', 'likable')",0.5403783,0.5351864,-0.0051919
3,0.11417439,0.4124623,"('repellent', 'pleasant')",0.1141744,0.4124623,0.2982879
4,-3.5771558,-3.74627,"('disliked', 'liked')",-3.5771558,-3.7462699,-0.1691141
5,-1.5717616,-1.8355578,"('distant', 'outgoing')",-1.5717616,-1.8355578,-0.2637962
6,-1.0147892,-1.3510404,"('distant', 'open')",-1.0147892,-1.3510404,-0.3362512
7,1.2403393,1.4278018,"('insensitive', 'sensitive')",1.2403393,1.4278018,0.1874625
8,0.28378212,0.08203578,"('unaffectionate', 'affectionate')",0.2837821,0.0820358,-0.2017463
9,0.68750536,0.5931689,"('unaffectionate', 'caring')",0.6875054,0.5931689,-0.0943365
10,0.6953476,1.08881,"('unsympathetic', 'sympathetic')",0.6953476,1.08881,0.3934624
11,1.2732722,1.5493208,"('unhelpful', 'helpful')",1.2732722,1.5493208,0.2760486
12,-0.7082687,-0.530679,"('unsupportive', 'supportive')",-0.7082687,-0.530679,0.1775897
13,0.48496255,0.7483118,"('impolite', 'polite')",0.4849626,0.7483118,0.2633492
14,1.3184072,1.7229685,"('antisocial', 'social')",1.3184072,1.7229685,0.4045613
15,1.1366951,0.73951644,"('boring', 'funny')",1.1366951,0.7395164,-0.3971787
16,-0.26059204,-0.5002659,"('unpopular', 'popular')",-0.260592,-0.5002659,-0.2396739
17,-0.24804437,-0.2027794,"('nasty', 'nice')",-0.2480444,-0.2027794,0.045265
18,-0.66922987,-0.562407,"('disagreeable', 'welcoming')",-0.6692299,-0.562407,0.1068229
19,-2.156545,-2.2952654,"('inhospitable', 'hospitable')",-2.1565449,-2.2952654,-0.1387205
20,0.24489269,0.23965453,"('rough', 'thoughtful')",0.2448927,0.2396545,-0.0052382
21,0.3007823,0.76880413,"('immoral', 'moral')",0.3007823,0.7688041,0.4680218
22,0.19990572,0.36893758,"('untrustworthy', 'trustworthy')",0.1999057,0.3689376,0.1690319
23,3.6003022,3.9049246,"('insincere', 'sincere')",3.6003022,3.9049246,0.3046224
24,0.45571798,0.48093912,"('dishonest', 'honest')",0.455718,0.4809391,0.0252211
25,0.1955607,0.036645338,"('egoistic', 'altruistic')",0.1955607,0.0366453,-0.1589154
26,1.0049139,0.7608785,"('hardhearted', 'benevolent')",1.0049139,0.7608785,-0.2440354
27,0.46845302,0.24283269,"('hardhearted', 'softhearted')",0.468453,0.2428327,-0.2256203
28,0.46514216,0.6978638,"('disloyal', 'loyal')",0.4651422,0.6978638,0.2327216
29,-0.35189384,-0.46004525,"('unfair', 'fair')",-0.3518938,-0.4600452,-0.1081514
30,0.93559325,1.1744801,"('intolerant', 'tolerant')",0.9355932,1.1744801,0.2388869
31,-1.6662838,-2.0256226,"('evil', 'good')",-1.6662838,-2.0256226,-0.3593388
32,1.1435337,1.1672705,"('unkind', 'kind')",1.1435337,1.1672705,0.0237368
33,-0.41981062,-0.53609914,"('wrong', 'right')",-0.4198106,-0.5360991,-0.1162885
34,2.52547,2.7233555,"('mean', 'honorable')",2.52547,2.7233555,0.1978855
35,-1.4170748,-1.9411917,"('corrupt', 'incorrupt')",-1.4170748,-1.9411917,-0.5241169
36,-0.86086106,-1.1533287,"('hostile', 'amicable')",-0.8608611,-1.1533287,-0.2924676
37,0.23538579,0.33455727,"('fake', 'genuine')",0.2353858,0.3345573,0.0991715
38,-0.20080772,-0.19358984,"('untruthful', 'truthful')",-0.2008077,-0.1935898,0.0072179
39,0.28806576,0.4574921,"('exploitative', 'cooperative')",0.2880658,0.4574921,0.1694263
40,-0.8981053,-0.9232098,"('stingy', 'generous')",-0.8981053,-0.9232098,-0.0251045
41,0.50926393,0.71584314,"('unforgiving', 'forgiving')",0.5092639,0.7158431,0.2065792
42,-0.7670678,-0.53717214,"('unreliable', 'reliable')",-0.7670678,-0.5371721,0.2298957
43,0.8314431,1.0673373,"('irresponsible', 'responsible')",0.8314431,1.0673373,0.2358942
44,-0.9833525,-1.0922344,"('prejudiced', 'unprejudiced')",-0.9833525,-1.0922344,-0.1088819
