,zebra_male,zebra_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,female-male
0,0.9562835,0.9452733,"('unsociable', 'sociable')",-0.23537712,-0.35873935,-0.13511178,-0.13072962,0.1952649,0.1519348,-0.0433301
1,-1.0381895,-1.0415213,"('unfriendly', 'friendly')",-0.59140986,-0.7126936,1.1317042,0.8449461,-0.165965,-0.3030896,-0.1371246
2,0.21887349,0.15709276,"('unlikable', 'likable')",-0.11570754,-0.09257279,0.7987409,0.7505274,0.3006356,0.2716825,-0.0289531
3,0.2852369,0.443781,"('repellent', 'pleasant')",0.010630898,0.11365069,0.60420835,0.7313577,0.3000254,0.4295965,0.1295711
4,-1.8993597,-2.0147066,"('disliked', 'liked')",-0.5633973,-0.5312645,-6.8386483,-7.2518883,-3.1004683,-3.2659531,-0.1654848
5,-1.1795508,-1.2332695,"('distant', 'outgoing')",-0.6521709,-0.63366365,-0.58444935,-0.557584,-0.8053904,-0.8081724,-0.002782
6,-1.3708684,-1.3965164,"('distant', 'open')",-1.1548839,-1.1745996,-0.60941947,-0.5418936,-1.0450573,-1.0376698,0.0073875
7,1.6114738,1.727575,"('insensitive', 'sensitive')",0.31163377,0.4103182,0.14789923,0.20759112,0.6903356,0.7818281,0.0914925
8,-0.68106914,-0.7179508,"('unaffectionate', 'affectionate')",-0.53456116,-0.6063144,0.21330987,0.21789904,-0.3341068,-0.3687887,-0.0346819
9,0.6616255,0.7069893,"('unaffectionate', 'caring')",-0.5760157,-0.57090116,0.93687785,1.0786806,0.3408292,0.4049229,0.0640937
10,1.4142691,1.5722313,"('unsympathetic', 'sympathetic')",-0.8000956,-0.7705752,-0.3727857,-0.098501675,0.0804626,0.2343848,0.1539222
11,0.74954766,0.830588,"('unhelpful', 'helpful')",1.0631789,1.0718918,2.1785069,2.1201372,1.3304111,1.3408723,0.0104612
12,0.26982507,0.4326596,"('unsupportive', 'supportive')",0.19614612,0.42222038,-2.168106,-2.0870311,-0.5673783,-0.4107171,0.1566612
13,0.9113664,0.9273852,"('impolite', 'polite')",-0.31037384,-0.38677743,-0.3060764,-0.11764745,0.0983054,0.1409868,0.0426814
14,1.3354886,1.3844141,"('antisocial', 'social')",1.0026287,1.0633986,-0.016452909,-0.13267422,0.7738881,0.7717128,-0.0021753
15,0.8787334,0.7663156,"('boring', 'funny')",-0.14905834,-0.27604786,0.17826372,0.0755045,0.3026463,0.1885907,-0.1140556
