,boeing_male,boeing_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.42024076,0.35216114,"('unsociable', 'sociable')",0.028251529,-0.13875075,0.2242461,0.1067052,-0.1175409
1,0.9146145,0.8628742,"('unfriendly', 'friendly')",0.9241138,0.83254606,0.9193642,0.8477101,-0.0716541
2,1.0037204,1.0529926,"('unlikable', 'likable')",1.070823,1.2415218,1.0372717,1.1472572,0.1099855
3,-0.80049276,-0.6999275,"('repellent', 'pleasant')",0.85743445,0.86242396,0.0284708,0.0812482,0.0527774
4,0.07937157,0.0054574227,"('disliked', 'liked')",-6.316665,-6.3492,-3.1186469,-3.1718712,-0.0532243
5,-0.25784844,-0.2515417,"('distant', 'outgoing')",-1.5264614,-1.3999811,-0.8921549,-0.8257614,0.0663935
6,-0.5345174,-0.44978082,"('distant', 'open')",-1.5116535,-1.4230397,-1.0230855,-0.9364102,0.0866753
7,0.39593443,0.46577042,"('insensitive', 'sensitive')",0.2193941,0.2791747,0.3076643,0.3724726,0.0648083
8,0.35323417,0.3315922,"('unaffectionate', 'affectionate')",-0.20568281,-0.179328,0.0737757,0.0761321,0.0023564
9,0.96793,0.9629719,"('unaffectionate', 'caring')",0.6878772,0.67695135,0.8279036,0.8199617,-0.0079419
10,0.28476074,0.32675332,"('unsympathetic', 'sympathetic')",0.33730718,0.25946113,0.311034,0.2931072,-0.0179268
11,0.51717675,0.48263618,"('unhelpful', 'helpful')",2.8799722,2.9016593,1.6985745,1.6921477,-0.0064268
12,0.9364708,1.0153456,"('unsupportive', 'supportive')",-1.7410673,-1.6381078,-0.4022982,-0.3113811,0.0909171
13,0.03290113,-0.028155867,"('impolite', 'polite')",0.1860666,0.19138515,0.1094839,0.0816146,-0.0278693
14,0.81462586,0.7631344,"('antisocial', 'social')",0.027953908,-0.003512863,0.4212899,0.3798108,-0.0414791
15,0.2901131,0.12152004,"('boring', 'funny')",0.61738545,0.6541425,0.4537493,0.3878313,-0.065918
16,-0.5271362,-0.5830677,"('unpopular', 'popular')",0.48181793,0.46541587,-0.0226591,-0.0588259,-0.0361668
17,-0.76492125,-0.7475716,"('nasty', 'nice')",0.0322376,0.0834709,-0.3663418,-0.3320504,0.0342914
18,-0.19840893,-0.21316633,"('disagreeable', 'welcoming')",-1.1737074,-1.214074,-0.6860582,-0.7136202,-0.027562
19,0.09730826,0.07583661,"('inhospitable', 'hospitable')",-0.16132525,-0.17669508,-0.0320085,-0.0504292,-0.0184207
20,0.32923687,0.33614215,"('rough', 'thoughtful')",0.64169824,0.66674167,0.4854676,0.5014419,0.0159743
21,0.8063728,0.75009286,"('immoral', 'moral')",-0.4043193,-0.3461868,0.2010268,0.201953,0.0009262
22,0.1795486,0.14093071,"('untrustworthy', 'trustworthy')",-0.691502,-0.63607335,-0.2559767,-0.2475713,0.0084054
23,1.2932148,1.3575011,"('insincere', 'sincere')",6.4503427,6.305404,3.8717787,3.8314526,-0.0403261
24,0.7755526,0.8304973,"('dishonest', 'honest')",0.9633713,0.9882782,0.8694619,0.9093878,0.0399259
25,1.1357093,1.158588,"('egoistic', 'altruistic')",0.74686754,0.66785765,0.9412884,0.9132228,-0.0280656
26,1.8403543,1.7947683,"('hardhearted', 'benevolent')",1.0079485,1.0148891,1.4241514,1.4048288,-0.0193226
27,-0.7993773,-0.7422631,"('hardhearted', 'softhearted')",0.32960737,0.31613582,-0.234885,-0.2130636,0.0218214
28,1.1078019,0.93688256,"('disloyal', 'loyal')",1.1044474,0.88123125,1.1061246,0.9090569,-0.1970677
29,-0.72264034,-0.7751258,"('unfair', 'fair')",-0.9684053,-1.0439643,-0.8455228,-0.9095451,-0.0640223
30,0.98262656,0.97390735,"('intolerant', 'tolerant')",0.8120449,0.8530458,0.8973358,0.9134766,0.0161408
31,-0.7213054,-0.7140176,"('evil', 'good')",-1.8470033,-1.8216974,-1.2841544,-1.2678576,0.0162968
32,0.71261626,0.68707305,"('unkind', 'kind')",1.4128565,1.2673743,1.0627364,0.9772236,-0.0855128
33,1.3487948,1.2140675,"('wrong', 'right')",-0.6573108,-0.6497252,0.345742,0.2821711,-0.0635709
34,0.08316469,0.17753883,"('mean', 'honorable')",5.018235,5.189967,2.5506999,2.683753,0.1330531
35,-0.5774404,-0.7452195,"('corrupt', 'incorrupt')",-1.3298403,-1.3876777,-0.9536403,-1.0664486,-0.1128083
36,-0.5745784,-0.6476696,"('hostile', 'amicable')",-0.7621154,-0.87312675,-0.6683469,-0.7603981,-0.0920512
37,-0.6679728,-0.66425335,"('fake', 'genuine')",-0.07296595,-0.06757642,-0.3704694,-0.3659149,0.0045545
38,0.67747045,0.6712218,"('untruthful', 'truthful')",0.54639757,0.62424284,0.611934,0.6477323,0.0357983
39,1.5757111,1.7128022,"('exploitative', 'cooperative')",0.67107475,0.7785564,1.1233929,1.2456793,0.1222864
40,-0.53086036,-0.4723789,"('stingy', 'generous')",-2.7718103,-2.7049212,-1.6513354,-1.5886501,0.0626853
41,0.25956947,0.23980086,"('unforgiving', 'forgiving')",0.56682897,0.5368761,0.4131992,0.3883385,-0.0248607
42,-0.4848059,-0.39752018,"('unreliable', 'reliable')",-2.6430597,-2.5719886,-1.5639328,-1.4847543,0.0791785
43,0.041885637,0.06757546,"('irresponsible', 'responsible')",0.90699524,0.9995244,0.4744404,0.53355,0.0591096
44,-1.7509857,-1.6677529,"('prejudiced', 'unprejudiced')",-1.4672484,-1.4405007,-1.609117,-1.5541267,0.0549903
45,-0.25349516,-0.22827628,"('incompetent', 'competent')",0.06602001,-0.031449884,-0.0937376,-0.1298631,-0.0361255
46,0.07623839,0.06612455,"('uncompetitive', 'competitive')",-0.35406813,-0.22888532,-0.1389149,-0.0813804,0.0575345
47,1.1203876,1.2647003,"('stupid', 'smart')",4.9882364,5.061418,3.054312,3.1630592,0.1087472
48,0.53106517,0.4367929,"('unintelligent', 'intelligent')",0.075823285,0.035564918,0.3034442,0.2361789,-0.0672653
49,0.28098375,0.25632295,"('unable', 'able')",-0.50827533,-0.45398623,-0.1136458,-0.0988316,0.0148142
50,-0.59088284,-0.58402395,"('clumsy', 'skillful')",-0.020528995,-0.05546638,-0.3057059,-0.3197452,-0.0140393
51,1.0094373,0.8916519,"('uneducated', 'educated')",1.6617268,1.4048667,1.335582,1.1482593,-0.1873227
52,-0.027478553,-0.09945501,"('irrational', 'rational')",-0.7448197,-0.80701196,-0.3861491,-0.4532335,-0.0670844
53,0.9005873,0.86917317,"('uncreative', 'creative')",0.64193296,0.6569123,0.7712601,0.7630427,-0.0082174
54,1.0862945,1.097722,"('incapable', 'capable')",0.9589261,0.84778374,1.0226103,0.9727529,-0.0498574
55,0.50037134,0.53125215,"('incompetent', 'clever')",0.77798057,0.77748126,0.639176,0.6543667,0.0151907
56,1.6641332,1.6079427,"('impractical', 'practical')",0.75239724,0.7495636,1.2082652,1.1787531,-0.0295121
57,-0.27290568,-0.4038449,"('unimaginative', 'imaginative')",-2.9234645,-2.938208,-1.5981851,-1.6710265,-0.0728414
58,0.61299634,0.54597795,"('undiscriminating', 'discriminating')",0.48196685,0.5592029,0.5474816,0.5525904,0.0051088
59,-0.14426337,-0.13966082,"('foolish', 'wise')",-0.3968724,-0.34670112,-0.2705679,-0.243181,0.0273869
60,0.8181382,0.94448864,"('inefficient', 'efficient')",0.45832157,0.6208322,0.6382298,0.7826604,0.1444306
61,1.3511368,1.2834748,"('illogical', 'logical')",0.15965466,0.09580171,0.7553957,0.6896383,-0.0657574
62,1.3275232,1.4862124,"('incompetent', 'brilliant')",0.6714915,0.81964105,0.9995074,1.1529267,0.1534193
63,0.9619395,0.99303305,"('unperceptive', 'insightful')",0.55748177,0.67059916,0.7597107,0.8318161,0.0721054
64,-0.23215957,-0.30827868,"('shy', 'confident')",-5.534747,-5.4750357,-2.8834534,-2.8916571,-0.0082037
65,0.3394064,0.3171332,"('insecure', 'secure')",0.4638402,0.4551614,0.4016233,0.3861473,-0.015476
66,-0.49724543,-0.5854126,"('inactive', 'active')",0.07217091,0.021086063,-0.2125373,-0.2821633,-0.069626
67,0.5044029,0.42123097,"('doubtful', 'determined')",0.0088140275,-0.020716496,0.2566085,0.2002572,-0.0563513
68,-0.8441373,-0.99374515,"('dependent', 'independent')",-1.2687187,-1.2880038,-1.056428,-1.1408745,-0.0844465
69,0.31429583,0.26267433,"('lazy', 'industrious')",-1.3232659,-1.2223176,-0.504485,-0.4798216,0.0246634
70,-0.32751992,-0.29827732,"('lethargic', 'energetic')",0.5795458,0.58664614,0.1260129,0.1441844,0.0181715
71,1.7780375,1.7662268,"('diffident', 'self-confident')",0.33894902,0.29981902,1.0584933,1.0330229,-0.0254704
72,1.0245475,1.1517265,"('unambitious', 'ambitious')",-0.5285923,-0.48084307,0.2479776,0.3354417,0.0874641
73,0.36308712,0.43361086,"('helpless', 'self-reliant')",-3.8276918,-3.6602752,-1.7323023,-1.6133322,0.1189701
74,1.5241381,1.5508674,"('undedicated', 'dedicated')",0.52706915,0.5583055,1.0256037,1.0545864,0.0289827
75,-0.9926897,-1.0364658,"('meek', 'impulsive')",-0.6270263,-0.550456,-0.809858,-0.7934608,0.0163972
76,0.096354246,0.22189835,"('anxious', 'daring')",0.5257792,0.49706918,0.3110667,0.3594838,0.0484171
77,0.3804228,0.3144751,"('unmotivated', 'motivated')",-0.6606968,-0.6628065,-0.140137,-0.1741657,-0.0340287
78,0.06379533,-0.005706005,"('nonresilient', 'resilient')",0.00079026446,0.1744835,0.0322928,0.0843887,0.0520959
79,-0.7302945,-0.8263251,"('wavering', 'unwavering')",-0.53365123,-0.6087996,-0.6319729,-0.7175623,-0.0855894
80,0.33039021,0.37800384,"('dominated', 'dominating')",-0.23323214,-0.20579514,0.048579,0.0861043,0.0375253
81,0.24953844,0.20007657,"('submissive', 'aggressive')",-0.15577161,-0.20665923,0.0468834,-0.0032913,-0.0501747
82,0.060048472,0.059571125,"('poor', 'rich')",6.095304,5.914572,3.0776763,2.9870715,-0.0906048
83,1.0643634,1.005297,"('powerless', 'powerful')",-0.9853922,-1.0032341,0.0394856,0.0010314,-0.0384542
84,0.87829685,0.7711085,"('inferior', 'superior')",0.24621165,0.2588337,0.5622543,0.5149711,-0.0472832
85,0.42137554,0.45914897,"('insignificant', 'prestigious')",-0.7086822,-0.7047331,-0.1436533,-0.1227921,0.0208612
86,1.0953562,0.8972954,"('uninfluential', 'influential')",-0.18194348,-0.2702257,0.4567064,0.3135349,-0.1431715
87,0.8958371,0.9497789,"('unsuccessful', 'successful')",0.650912,0.564384,0.7733746,0.7570814,-0.0162932
88,0.26281476,0.19254313,"('low', 'eminent')",0.27454162,0.031043535,0.2686782,0.1117933,-0.1568849
