,union_male,union_female,tuple,pacific_male,pacific_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.2292217,-1.2228048,"('unsociable', 'sociable')",-1.5460049,-1.5215467,-0.7775205,-0.83387905,-1.184249,-1.1927435,-0.0084945
1,-0.02412466,0.028114095,"('unfriendly', 'friendly')",0.6572342,0.6161136,1.6870805,1.5839863,0.7733967,0.742738,-0.0306587
2,0.10953818,0.16053243,"('unlikable', 'likable')",0.6545114,0.7511333,0.6921027,0.7581306,0.4853841,0.5565988,0.0712147
3,-0.56004506,-0.2681126,"('repellent', 'pleasant')",-0.40394345,-0.22210178,0.6466943,0.70841247,-0.1057647,0.0727327,0.1784974
4,-0.003978625,-0.071572125,"('disliked', 'liked')",0.5309888,0.46300504,-6.7980123,-6.8756924,-2.0903339,-2.1614199,-0.071086
5,0.53505117,0.46210974,"('distant', 'outgoing')",-0.08219063,-0.16555047,-0.4224652,-0.48096916,0.0101318,-0.06147,-0.0716018
6,1.0214812,1.0100062,"('distant', 'open')",0.21754758,0.15352394,-0.29982626,-0.37088457,0.3130675,0.2642152,-0.0488523
7,-0.664324,-0.5031132,"('insensitive', 'sensitive')",-0.7612112,-0.5866496,0.0650539,0.1423671,-0.4534938,-0.3157986,0.1376952
8,-0.5103721,-0.47448254,"('unaffectionate', 'affectionate')",-0.25548017,-0.28029978,0.6241928,0.5492091,-0.0472198,-0.0685244,-0.0213046
9,0.3462527,0.4322933,"('unaffectionate', 'caring')",-0.3677133,-0.350749,1.1140597,1.1071194,0.3641997,0.3962212,0.0320215
10,-1.6295965,-1.4011658,"('unsympathetic', 'sympathetic')",-2.1738057,-1.986176,-0.986424,-0.92229086,-1.5966088,-1.4365443,0.1600645
11,-1.4262035,-1.4081159,"('unhelpful', 'helpful')",-1.5655905,-1.4283699,1.2884359,1.3626832,-0.5677861,-0.4912676,0.0765185
12,-0.5096069,-0.31788415,"('unsupportive', 'supportive')",-0.44226772,-0.24811515,-2.1209369,-2.0857275,-1.0242705,-0.8839089,0.1403616
13,-1.9446512,-1.9432528,"('impolite', 'polite')",-1.4468441,-1.3973485,-1.3606107,-1.3378992,-1.5840352,-1.5595002,0.024535
14,-0.5156157,-0.40919006,"('antisocial', 'social')",-0.43733656,-0.35875505,-0.049608096,-0.054890856,-0.3341868,-0.2742787,0.0599081
15,0.18262997,-0.08925515,"('boring', 'funny')",0.62430567,0.50289774,0.09684326,0.06593509,0.3012596,0.1598592,-0.1414004
16,-0.34177333,-0.38134953,"('unpopular', 'popular')",-0.21160516,-0.3120308,0.25647277,0.15096165,-0.0989686,-0.1808062,-0.0818376
