,doorpost_male,doorpost_female,tuple,average_male,average_female,female-male
0,1.1620202,1.0267512,"('unsociable', 'sociable')",1.1620202,1.0267512,-0.135269
1,-0.18701681,-0.071640536,"('unfriendly', 'friendly')",-0.1870168,-0.0716405,0.1153763
2,0.10498807,0.30673194,"('unlikable', 'likable')",0.1049881,0.3067319,0.2017438
3,0.5351493,0.6500626,"('repellent', 'pleasant')",0.5351493,0.6500626,0.1149133
4,-4.194405,-4.090873,"('disliked', 'liked')",-4.1944051,-4.0908728,0.1035323
5,-1.0783678,-1.0330706,"('distant', 'outgoing')",-1.0783678,-1.0330706,0.0452972
6,-0.9803434,-0.95116615,"('distant', 'open')",-0.9803434,-0.9511662,0.0291772
7,1.7006603,1.7907797,"('insensitive', 'sensitive')",1.7006603,1.7907797,0.0901194
8,-0.46568882,-0.36909604,"('unaffectionate', 'affectionate')",-0.4656888,-0.369096,0.0965928
9,0.2864086,0.441352,"('unaffectionate', 'caring')",0.2864086,0.441352,0.1549434
10,1.2806685,1.3116674,"('unsympathetic', 'sympathetic')",1.2806685,1.3116674,0.0309989
11,1.7990997,1.8189112,"('unhelpful', 'helpful')",1.7990997,1.8189112,0.0198115
12,-0.4453626,-0.26758996,"('unsupportive', 'supportive')",-0.4453626,-0.26759,0.1777726
13,1.7031896,1.6311913,"('impolite', 'polite')",1.7031896,1.6311913,-0.0719983
14,1.3439019,1.2873156,"('antisocial', 'social')",1.3439019,1.2873156,-0.0565863
15,0.69866806,0.5519107,"('boring', 'funny')",0.6986681,0.5519107,-0.1467574
16,-0.8374024,-0.7553831,"('unpopular', 'popular')",-0.8374024,-0.7553831,0.0820193
17,0.28395528,0.20989513,"('nasty', 'nice')",0.2839553,0.2098951,-0.0740602
18,-0.6473331,-0.5176362,"('disagreeable', 'welcoming')",-0.6473331,-0.5176362,0.1296969
19,-0.80097324,-0.78026855,"('inhospitable', 'hospitable')",-0.8009732,-0.7802685,0.0207047
20,0.21963513,0.1735039,"('rough', 'thoughtful')",0.2196351,0.1735039,-0.0461312
21,1.0591922,1.1092247,"('immoral', 'moral')",1.0591922,1.1092247,0.0500325
22,0.4216853,0.4374308,"('untrustworthy', 'trustworthy')",0.4216853,0.4374308,0.0157455
23,4.259348,4.184093,"('insincere', 'sincere')",4.2593479,4.184093,-0.0752549
24,1.5903667,1.6926007,"('dishonest', 'honest')",1.5903667,1.6926007,0.102234
25,-0.92599434,-0.87715465,"('egoistic', 'altruistic')",-0.9259943,-0.8771546,0.0488397
26,-0.3704541,-0.40047362,"('hardhearted', 'benevolent')",-0.3704541,-0.4004736,-0.0300195
27,0.45521978,0.41045567,"('hardhearted', 'softhearted')",0.4552198,0.4104557,-0.0447641
28,0.5392366,0.61342114,"('disloyal', 'loyal')",0.5392366,0.6134211,0.0741845
29,-0.22090513,-0.25981647,"('unfair', 'fair')",-0.2209051,-0.2598165,-0.0389114
30,1.5083128,1.525534,"('intolerant', 'tolerant')",1.5083128,1.525534,0.0172212
31,-2.0206409,-2.0032387,"('evil', 'good')",-2.0206409,-2.0032387,0.0174022
32,1.126458,1.065428,"('unkind', 'kind')",1.126458,1.065428,-0.06103
33,-0.56878495,-0.4402448,"('wrong', 'right')",-0.568785,-0.4402448,0.1285402
34,2.5104318,2.5664766,"('mean', 'honorable')",2.5104318,2.5664766,0.0560448
35,-1.7815269,-1.9243901,"('corrupt', 'incorrupt')",-1.7815269,-1.9243901,-0.1428632
36,-2.4428036,-2.4124339,"('hostile', 'amicable')",-2.4428036,-2.4124339,0.0303697
37,0.15651527,0.18005182,"('fake', 'genuine')",0.1565153,0.1800518,0.0235365
38,0.29300046,0.34221625,"('untruthful', 'truthful')",0.2930005,0.3422163,0.0492158
39,0.5988368,0.7112529,"('exploitative', 'cooperative')",0.5988368,0.7112529,0.1124161
40,-1.0196611,-0.854205,"('stingy', 'generous')",-1.0196611,-0.854205,0.1654561
41,0.2425984,0.258034,"('unforgiving', 'forgiving')",0.2425984,0.258034,0.0154356
42,-0.69588023,-0.6024376,"('unreliable', 'reliable')",-0.6958802,-0.6024376,0.0934426
43,1.7894425,1.7575792,"('irresponsible', 'responsible')",1.7894425,1.7575792,-0.0318633
44,-1.379623,-1.4845563,"('prejudiced', 'unprejudiced')",-1.3796231,-1.4845563,-0.1049332
45,0.8538747,0.8943282,"('incompetent', 'competent')",0.8538747,0.8943282,0.0404535
46,0.536464,0.62047195,"('uncompetitive', 'competitive')",0.536464,0.620472,0.084008
47,3.5198176,3.5305662,"('stupid', 'smart')",3.5198176,3.5305662,0.0107486
48,0.445925,0.5474198,"('unintelligent', 'intelligent')",0.445925,0.5474198,0.1014948
49,-0.10698846,-0.011417873,"('unable', 'able')",-0.1069885,-0.0114179,0.0955706
50,-0.49113405,-0.39539254,"('clumsy', 'skillful')",-0.491134,-0.3953925,0.0957415
51,0.78461176,0.7967117,"('uneducated', 'educated')",0.7846118,0.7967117,0.0120999
52,-1.1523693,-1.1382432,"('irrational', 'rational')",-1.1523693,-1.1382432,0.0141261
53,-0.8239276,-0.7394785,"('uncreative', 'creative')",-0.8239276,-0.7394785,0.0844491
54,0.024825178,0.16471267,"('incapable', 'capable')",0.0248252,0.1647127,0.1398875
55,2.147413,2.1967638,"('incompetent', 'clever')",2.147413,2.1967638,0.0493508
56,2.5354457,2.4750347,"('impractical', 'practical')",2.5354457,2.4750347,-0.060411
57,-1.4367669,-1.3020647,"('unimaginative', 'imaginative')",-1.4367669,-1.3020647,0.1347022
