,jailhouse_male,jailhouse_female,tuple,average_male,average_female,female-male
0,1.573638,1.3888274,"('unsociable', 'sociable')",1.573638,1.3888274,-0.1848106
1,-0.768188,-0.66416395,"('unfriendly', 'friendly')",-0.768188,-0.6641639,0.1040241
2,-0.10464699,0.1611825,"('unlikable', 'likable')",-0.104647,0.1611825,0.2658295
3,-0.46397793,-0.31739897,"('repellent', 'pleasant')",-0.4639779,-0.317399,0.1465789
4,-3.183398,-3.256651,"('disliked', 'liked')",-3.183398,-3.2566509,-0.0732529
5,-1.1564019,-1.1115885,"('distant', 'outgoing')",-1.1564019,-1.1115885,0.0448134
6,-1.102294,-1.084532,"('distant', 'open')",-1.102294,-1.084532,0.017762
7,0.037618518,0.11958218,"('insensitive', 'sensitive')",0.0376185,0.1195822,0.0819637
8,-0.0506698,-0.11567016,"('unaffectionate', 'affectionate')",-0.0506698,-0.1156702,-0.0650004
9,0.004037654,0.11690391,"('unaffectionate', 'caring')",0.0040377,0.1169039,0.1128662
10,0.7660885,0.77609384,"('unsympathetic', 'sympathetic')",0.7660885,0.7760938,0.0100053
11,1.7151656,1.8125385,"('unhelpful', 'helpful')",1.7151656,1.8125385,0.0973729
12,-0.45260403,-0.4033972,"('unsupportive', 'supportive')",-0.452604,-0.4033972,0.0492068
13,0.5968103,0.6786442,"('impolite', 'polite')",0.5968103,0.6786442,0.0818339
14,0.9549625,0.9254426,"('antisocial', 'social')",0.9549625,0.9254426,-0.0295199
15,0.24661407,0.19623475,"('boring', 'funny')",0.2466141,0.1962347,-0.0503794
16,-0.08309042,-0.037160408,"('unpopular', 'popular')",-0.0830904,-0.0371604,0.04593
17,-0.39961454,-0.33957213,"('nasty', 'nice')",-0.3996145,-0.3395721,0.0600424
18,-1.3236228,-1.1141595,"('disagreeable', 'welcoming')",-1.3236228,-1.1141595,0.2094633
19,-1.4087993,-1.2818794,"('inhospitable', 'hospitable')",-1.4087993,-1.2818794,0.1269199
20,-0.8388258,-0.76558495,"('rough', 'thoughtful')",-0.8388258,-0.7655849,0.0732409
21,0.374316,0.63449085,"('immoral', 'moral')",0.374316,0.6344908,0.2601748
22,-0.41092014,-0.28888136,"('untrustworthy', 'trustworthy')",-0.4109201,-0.2888814,0.1220387
23,2.9975767,3.15884,"('insincere', 'sincere')",2.9975767,3.1588399,0.1612632
24,0.5329385,0.6303594,"('dishonest', 'honest')",0.5329385,0.6303594,0.0974209
25,-0.35571986,-0.31421983,"('egoistic', 'altruistic')",-0.3557199,-0.3142198,0.0415001
26,0.48567566,0.2973605,"('hardhearted', 'benevolent')",0.4856757,0.2973605,-0.1883152
27,-1.1938126,-1.0792844,"('hardhearted', 'softhearted')",-1.1938126,-1.0792844,0.1145282
28,0.64845824,0.49275035,"('disloyal', 'loyal')",0.6484582,0.4927503,-0.1557079
29,-0.93284416,-0.91480607,"('unfair', 'fair')",-0.9328442,-0.9148061,0.0180381
30,0.54123807,0.64352345,"('intolerant', 'tolerant')",0.5412381,0.6435235,0.1022854
31,-2.1900854,-2.1389573,"('evil', 'good')",-2.1900854,-2.1389573,0.0511281
32,0.7059998,0.8277441,"('unkind', 'kind')",0.7059998,0.8277441,0.1217443
33,-0.79704386,-0.7617792,"('wrong', 'right')",-0.7970439,-0.7617792,0.0352647
34,2.3531349,2.6397927,"('mean', 'honorable')",2.3531349,2.6397927,0.2866578
35,-1.6241289,-1.7905214,"('corrupt', 'incorrupt')",-1.6241289,-1.7905214,-0.1663925
36,-2.082155,-2.1273324,"('hostile', 'amicable')",-2.082155,-2.1273324,-0.0451774
37,-0.6544337,-0.5714697,"('fake', 'genuine')",-0.6544337,-0.5714697,0.082964
38,0.39718318,0.46943086,"('untruthful', 'truthful')",0.3971832,0.4694309,0.0722477
39,-0.4613222,-0.3451916,"('exploitative', 'cooperative')",-0.4613222,-0.3451916,0.1161306
40,-2.0453727,-2.0742083,"('stingy', 'generous')",-2.0453727,-2.0742083,-0.0288356
