,hologic_male,hologic_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.32652178,-0.5527316,"('unsociable', 'sociable')",-0.13233119,-0.33986825,-0.2294265,-0.4462999,-0.2168734
1,-0.77269155,-0.907889,"('unfriendly', 'friendly')",1.3861918,1.1208653,0.3067501,0.1064882,-0.2002619
2,0.088579714,0.06515386,"('unlikable', 'likable')",0.76360434,0.7580813,0.426092,0.4116176,-0.0144744
3,-0.36002755,-0.20699224,"('repellent', 'pleasant')",0.042421654,0.11193578,-0.158803,-0.0475282,0.1112748
4,-0.32755536,-0.33762902,"('disliked', 'liked')",-5.726592,-5.692384,-3.0270736,-3.0150063,0.0120673
5,-0.74515027,-0.7513159,"('distant', 'outgoing')",-0.16639663,-0.20235093,-0.4557734,-0.4768334,-0.02106
6,-1.1994443,-1.2375606,"('distant', 'open')",-0.05340735,-0.15491934,-0.6264258,-0.69624,-0.0698142
7,-0.35463193,-0.27581704,"('insensitive', 'sensitive')",0.37979695,0.3784053,0.0125825,0.0512941,0.0387116
8,-1.0438181,-1.11497,"('unaffectionate', 'affectionate')",0.21078007,0.026777081,-0.416519,-0.5440965,-0.1275775
9,-1.0644771,-1.1254053,"('unaffectionate', 'caring')",0.6820367,0.6276495,-0.1912202,-0.2488779,-0.0576577
10,-1.4302256,-1.531644,"('unsympathetic', 'sympathetic')",-0.41916388,-0.5418061,-0.9246948,-1.036725,-0.1120302
11,0.04905122,0.022000194,"('unhelpful', 'helpful')",1.9662856,1.9721887,1.0076684,0.9970945,-0.0105739
12,0.2542561,0.2464245,"('unsupportive', 'supportive')",-1.5293531,-1.5352645,-0.6375485,-0.64442,-0.0068715
13,-0.11910443,-0.37068474,"('impolite', 'polite')",0.0038142502,-0.025351528,-0.0576451,-0.1980181,-0.140373
14,0.54665834,0.57439864,"('antisocial', 'social')",-0.17530411,-0.17988606,0.1856771,0.1972563,0.0115792
15,0.28448153,0.16785581,"('boring', 'funny')",0.69440305,0.655059,0.4894423,0.4114574,-0.0779849
16,-0.39309528,-0.41527417,"('unpopular', 'popular')",0.6538412,0.60529125,0.130373,0.0950085,-0.0353645
17,-0.2243363,-0.21259293,"('nasty', 'nice')",-0.28946334,-0.26197824,-0.2568998,-0.2372856,0.0196142
18,-0.11846669,-0.16084152,"('disagreeable', 'welcoming')",-0.17268237,-0.30503348,-0.1455745,-0.2329375,-0.087363
19,-1.2322576,-1.2527535,"('inhospitable', 'hospitable')",0.046180084,-0.04027379,-0.5930387,-0.6465136,-0.0534749
20,0.72320944,0.75172293,"('rough', 'thoughtful')",1.1658392,1.0832841,0.9445243,0.9175035,-0.0270208
21,0.5729147,0.456924,"('immoral', 'moral')",-0.10295664,-0.14432056,0.234979,0.1563017,-0.0786773
22,0.14457744,0.09609737,"('untrustworthy', 'trustworthy')",-0.788639,-0.8344062,-0.3220308,-0.3691544,-0.0471236
23,-0.013457485,-0.04185266,"('insincere', 'sincere')",5.443423,5.4245887,2.7149827,2.6913681,-0.0236146
24,-0.41293827,-0.5073489,"('dishonest', 'honest')",0.60805243,0.5806141,0.0975571,0.0366326,-0.0609245
25,-0.29627067,-0.25603962,"('egoistic', 'altruistic')",1.1051811,1.0377923,0.4044552,0.3908764,-0.0135788
