,cop_male,cop_female,tuple,average_male,average_female,female-male
0,0.50399595,0.36052725,"('unsociable', 'sociable')",0.503996,0.3605272,-0.1434688
1,1.0274618,0.97655237,"('unfriendly', 'friendly')",1.0274618,0.9765524,-0.0509094
2,0.27339056,0.43738708,"('unlikable', 'likable')",0.2733906,0.4373871,0.1639965
3,0.8225724,0.88686764,"('repellent', 'pleasant')",0.8225724,0.8868676,0.0642952
4,-6.9060636,-7.1216674,"('disliked', 'liked')",-6.9060636,-7.1216674,-0.2156038
5,-0.63177943,-0.5990119,"('distant', 'outgoing')",-0.6317794,-0.5990119,0.0327675
6,-0.16927841,-0.2135677,"('distant', 'open')",-0.1692784,-0.2135677,-0.0442893
7,1.1429142,1.095551,"('insensitive', 'sensitive')",1.1429142,1.095551,-0.0473632
8,0.9159384,0.8395706,"('unaffectionate', 'affectionate')",0.9159384,0.8395706,-0.0763678
9,1.5427892,1.5685599,"('unaffectionate', 'caring')",1.5427892,1.5685599,0.0257707
10,1.1892889,1.1839414,"('unsympathetic', 'sympathetic')",1.1892889,1.1839414,-0.0053475
11,1.844911,1.8899152,"('unhelpful', 'helpful')",1.844911,1.8899152,0.0450042
12,-1.5082003,-1.5643498,"('unsupportive', 'supportive')",-1.5082003,-1.5643498,-0.0561495
13,0.15635635,0.1836226,"('impolite', 'polite')",0.1563563,0.1836226,0.0272663
14,0.39124596,0.28619215,"('antisocial', 'social')",0.391246,0.2861921,-0.1050539
15,0.5218959,0.3801548,"('boring', 'funny')",0.5218959,0.3801548,-0.1417411
16,-0.40002903,-0.40943283,"('unpopular', 'popular')",-0.400029,-0.4094328,-0.0094038
17,0.01008378,0.04262359,"('nasty', 'nice')",0.0100838,0.0426236,0.0325398
18,-0.48513454,-0.441482,"('disagreeable', 'welcoming')",-0.4851345,-0.441482,0.0436525
19,-0.99617213,-0.9519162,"('inhospitable', 'hospitable')",-0.9961721,-0.9519162,0.0442559
20,0.7446972,0.6651446,"('rough', 'thoughtful')",0.7446972,0.6651446,-0.0795526
21,0.084647916,0.21286517,"('immoral', 'moral')",0.0846479,0.2128652,0.1282173
22,0.057160027,0.005946001,"('untrustworthy', 'trustworthy')",0.05716,0.005946,-0.051214
23,5.816314,5.9690223,"('insincere', 'sincere')",5.8163142,5.9690223,0.1527081
