,kimco_male,kimco_female,tuple,realty_male,realty_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.798125,-0.9421159,"('unsociable', 'sociable')",-0.5336528,-0.6638548,-0.35945567,-0.526474,-0.5637445,-0.7108149,-0.1470704
1,-1.0563296,-0.9272625,"('unfriendly', 'friendly')",-0.22095916,-0.1737499,1.4382619,1.2765005,0.0536577,0.058496,0.0048383
2,0.8997779,0.88231224,"('unlikable', 'likable')",1.1130607,1.1887422,0.96427864,0.9442964,0.9923724,1.0051169,0.0127445
3,-0.14856125,-0.08057935,"('repellent', 'pleasant')",-0.997276,-0.8736172,0.94552344,0.8854793,-0.0667713,-0.0229057,0.0438656
4,-0.4229062,-0.27235025,"('disliked', 'liked')",0.75198823,0.8299163,-7.4311223,-7.4767756,-2.3673468,-2.3064032,0.0609436
5,0.046694793,0.24209341,"('distant', 'outgoing')",0.6398167,0.79722756,-0.27490515,-0.1706328,0.1372021,0.2895627,0.1523606
6,-0.6044358,-0.35142136,"('distant', 'open')",0.50724846,0.71305484,-0.21436305,-0.13347559,-0.1038501,0.0760526,0.1799027
7,-0.230271,-0.18573311,"('insensitive', 'sensitive')",-0.8204312,-0.7901816,0.3053318,0.25067094,-0.2484568,-0.2417479,0.0067089
8,-0.42779732,-0.39477897,"('unaffectionate', 'affectionate')",0.08314386,0.11827726,0.869932,0.8271244,0.1750929,0.1835409,0.008448
9,-0.7247954,-0.66975236,"('unaffectionate', 'caring')",0.11693559,0.19408832,1.4493793,1.4608178,0.2805065,0.3283846,0.0478781
10,-0.35986558,-0.37530062,"('unsympathetic', 'sympathetic')",-2.223326,-2.2922072,-0.38424975,-0.42221254,-0.9891471,-1.0299068,-0.0407597
11,0.37860456,0.33376858,"('unhelpful', 'helpful')",-0.59592956,-0.6203968,2.1449046,2.2024848,0.6425265,0.6386189,-0.0039076
12,-0.11869511,0.05171331,"('unsupportive', 'supportive')",0.10635447,0.2448471,-2.132296,-2.1156623,-0.7148789,-0.6063673,0.1085116
13,0.2332651,0.13551371,"('impolite', 'polite')",-0.684549,-0.8071264,-0.25506026,-0.27956334,-0.235448,-0.3170587,-0.0816107
14,-0.5902499,-0.6185867,"('antisocial', 'social')",-0.029606856,-0.0050350893,-0.29262328,-0.45648906,-0.30416,-0.360037,-0.055877
15,0.2750628,0.19751611,"('boring', 'funny')",0.87168235,0.78,-0.116621956,-0.1736601,0.3433744,0.267952,-0.0754224
16,-0.7056992,-0.5822254,"('unpopular', 'popular')",0.7650029,0.79879224,0.6242249,0.5215803,0.2278429,0.246049,0.0182061
17,-0.0373623,0.033617094,"('nasty', 'nice')",0.9533667,0.99993855,-0.53134626,-0.51802444,0.1282194,0.1718437,0.0436243
18,-0.70192224,-0.5610609,"('disagreeable', 'welcoming')",0.3227112,0.4407826,-0.508217,-0.5577807,-0.2958093,-0.2260197,0.0697896
19,-0.49331048,-0.31210804,"('inhospitable', 'hospitable')",-0.4700311,-0.31767234,-0.33793584,-0.22533567,-0.4337591,-0.2850387,0.1487204
20,-0.74233234,-0.6475477,"('rough', 'thoughtful')",-0.13277279,-0.08850769,0.62428933,0.6189822,-0.0836053,-0.0390244,0.0445809
21,0.37209028,0.30935574,"('immoral', 'moral')",-0.6281024,-0.7016657,-0.46272126,-0.56716293,-0.2395778,-0.3198243,-0.0802465
22,0.033176485,0.073320575,"('untrustworthy', 'trustworthy')",-1.5268601,-1.465507,-1.1862702,-1.2178434,-0.8933179,-0.8700099,0.023308
23,-0.045044377,-0.12671012,"('insincere', 'sincere')",-0.33267817,-0.3841695,6.501481,6.391672,2.0412528,1.9602642,-0.0809886
24,0.7933168,0.7993608,"('dishonest', 'honest')",-1.2474585,-1.2391496,0.786211,0.842966,0.1106898,0.1343924,0.0237026
25,-0.4693059,-0.44059575,"('egoistic', 'altruistic')",0.43478534,0.50810236,1.025077,0.96512777,0.3301855,0.3442115,0.014026
26,-0.9144819,-0.9753758,"('hardhearted', 'benevolent')",1.5006597,1.4076551,1.3456964,1.1507776,0.6439581,0.5276856,-0.1162725
27,-0.056369048,0.14993566,"('hardhearted', 'softhearted')",-0.54415286,-0.45900956,1.107108,0.99154663,0.168862,0.2274909,0.0586289
28,-0.31436244,-0.40970516,"('disloyal', 'loyal')",-0.75886554,-0.8438701,1.1893818,1.0870277,0.0387179,-0.0555159,-0.0942338
29,-0.41279876,-0.2876687,"('unfair', 'fair')",-0.7283629,-0.61214685,-0.3499109,-0.47538292,-0.4970242,-0.4583995,0.0386247
30,0.68757355,0.6121967,"('intolerant', 'tolerant')",-0.15939203,-0.21502753,0.92755324,0.89619863,0.4852449,0.4311226,-0.0541223
31,-1.250676,-0.9499085,"('evil', 'good')",0.12497611,0.2760691,-0.98812085,-1.0162901,-0.7046069,-0.5633765,0.1412304
