,monster_male,monster_female,tuple,worldwide_male,worldwide_female,inc_male,inc_female,average_male,average_female,female-male
0,0.009458717,-0.1455999,"('unsociable', 'sociable')",0.040568307,-0.029441383,-0.8951713,-1.10033,-0.2817148,-0.4251238,-0.143409
1,0.5883811,0.33352396,"('unfriendly', 'friendly')",0.5870172,0.46150875,2.3618305,2.2361274,1.1790763,1.0103867,-0.1686896
2,-0.9489215,-1.0422118,"('unlikable', 'likable')",0.21601005,0.28091717,0.07449974,0.14676319,-0.2194706,-0.2048438,0.0146268
3,-1.1244531,-1.2161833,"('repellent', 'pleasant')",-0.571234,-0.5580969,-0.10422038,-0.108834565,-0.5999691,-0.6277049,-0.0277358
4,-1.2965705,-1.4858366,"('disliked', 'liked')",-0.15607154,-0.1910049,-6.7504888,-6.841593,-2.7343769,-2.8394782,-0.1051013
5,-0.27017698,-0.38152233,"('distant', 'outgoing')",0.85830504,0.7977735,0.7020161,0.7619561,0.4300481,0.3927358,-0.0373123
6,-0.97015035,-1.0729929,"('distant', 'open')",0.059347853,-0.03741186,0.9770329,1.0453528,0.0220768,-0.021684,-0.0437608
7,-0.3950522,-0.49446312,"('insensitive', 'sensitive')",-0.67749614,-0.6219284,0.36486214,0.30755517,-0.2358954,-0.2696121,-0.0337167
8,0.4388418,0.3311636,"('unaffectionate', 'affectionate')",-0.03171982,-0.08442602,1.415984,1.3829757,0.607702,0.5432378,-0.0644642
9,0.9578969,0.89197826,"('unaffectionate', 'caring')",0.66590405,0.64913195,1.6593956,1.6298652,1.0943988,1.0569918,-0.037407
10,-0.1182334,-0.107105665,"('unsympathetic', 'sympathetic')",-1.3032541,-1.1193495,-1.1410767,-1.2412771,-0.8541881,-0.8225774,0.0316107
11,0.3019318,0.35496828,"('unhelpful', 'helpful')",0.3308989,0.4941781,1.3215592,1.40225,0.6514633,0.7504655,0.0990022
12,0.7811986,0.7574663,"('unsupportive', 'supportive')",1.2860985,1.403056,-1.7741891,-1.7998314,0.0977026,0.1202304,0.0225278
13,-0.26649004,-0.22929366,"('impolite', 'polite')",-0.46771997,-0.426475,-0.64144313,-0.6476155,-0.458551,-0.4344614,0.0240896
14,-0.906133,-0.9571433,"('antisocial', 'social')",0.39644152,0.40960744,-1.3011476,-1.3420082,-0.603613,-0.629848,-0.026235
15,0.39792043,0.40600654,"('boring', 'funny')",0.26779965,0.2323205,1.0056292,1.0162791,0.5571164,0.5515354,-0.005581
16,-1.8140075,-1.8330364,"('unpopular', 'popular')",-0.36095157,-0.39788368,0.32397097,0.3534192,-0.616996,-0.6258336,-0.0088376
17,-1.9924275,-2.0060241,"('nasty', 'nice')",-1.7963423,-1.625693,-0.5868569,-0.4881292,-1.4585422,-1.3732821,0.0852601
18,-1.5240817,-1.6116091,"('disagreeable', 'welcoming')",0.20697302,0.23910207,-0.36349612,-0.40377906,-0.5602016,-0.5920954,-0.0318938
19,-0.21174599,-0.23730178,"('inhospitable', 'hospitable')",0.3785326,0.32757077,0.5130698,0.5780905,0.2266188,0.2227865,-0.0038323
20,-0.9451721,-0.9474684,"('rough', 'thoughtful')",-0.7279136,-0.6871242,0.35067317,0.30955365,-0.4408042,-0.4416796,-0.0008754
21,0.107843645,-0.008452989,"('immoral', 'moral')",0.38540176,0.48194328,-1.122064,-1.1983926,-0.2096062,-0.2416341,-0.0320279
22,-0.5083595,-0.63159466,"('untrustworthy', 'trustworthy')",0.34806734,0.30541137,-1.1808972,-1.2542733,-0.4470631,-0.5268189,-0.0797558
23,0.5698504,0.4721632,"('insincere', 'sincere')",1.0923162,1.0717077,5.8774753,5.8323307,2.513214,2.4587339,-0.0544801
24,0.034665655,-0.029185664,"('dishonest', 'honest')",0.44003943,0.45581502,0.5536783,0.47905767,0.3427945,0.3018957,-0.0408988
25,-0.24098474,-0.36152554,"('egoistic', 'altruistic')",0.6845182,0.63400084,1.931477,1.8159144,0.7916702,0.6961299,-0.0955403
26,0.06278605,-0.0674649,"('hardhearted', 'benevolent')",1.10148,1.0689251,1.2873024,1.2512709,0.8171895,0.7509104,-0.0662791
27,-0.8628589,-0.85262984,"('hardhearted', 'softhearted')",-0.8129145,-0.85354847,1.3279746,1.1630208,-0.1159329,-0.1810525,-0.0651196
28,0.400324,0.24552403,"('disloyal', 'loyal')",0.45483565,0.38867128,0.81820047,0.6685031,0.5577867,0.4342328,-0.1235539
