,treaty_male,treaty_female,tuple,average_male,average_female,female-male
0,0.4351045,0.1709526,"('unsociable', 'sociable')",0.4351045,0.1709526,-0.2641519
1,0.6049872,0.77556086,"('unfriendly', 'friendly')",0.6049872,0.7755609,0.1705737
2,-0.104036346,-0.07658591,"('unlikable', 'likable')",-0.1040363,-0.0765859,0.0274504
3,0.5835035,0.5402545,"('repellent', 'pleasant')",0.5835035,0.5402545,-0.043249
4,-7.3889766,-7.528158,"('disliked', 'liked')",-7.3889766,-7.5281582,-0.1391816
5,-1.6340361,-1.3073801,"('distant', 'outgoing')",-1.6340361,-1.3073801,0.326656
6,-0.9603224,-0.68316185,"('distant', 'open')",-0.9603224,-0.6831619,0.2771605
7,1.2955254,1.2073184,"('insensitive', 'sensitive')",1.2955254,1.2073184,-0.088207
8,0.6899626,0.7257456,"('unaffectionate', 'affectionate')",0.6899626,0.7257456,0.035783
9,1.4496529,1.4523103,"('unaffectionate', 'caring')",1.4496529,1.4523103,0.0026574
10,1.4560038,1.3621936,"('unsympathetic', 'sympathetic')",1.4560038,1.3621936,-0.0938102
11,1.9897858,1.9042729,"('unhelpful', 'helpful')",1.9897858,1.9042729,-0.0855129
12,-1.4297234,-1.5710987,"('unsupportive', 'supportive')",-1.4297234,-1.5710987,-0.1413753
13,0.22154945,0.054958045,"('impolite', 'polite')",0.2215495,0.054958,-0.1665915
14,0.818329,0.51607573,"('antisocial', 'social')",0.818329,0.5160757,-0.3022533
15,0.2878796,0.16847889,"('boring', 'funny')",0.2878796,0.1684789,-0.1194007
16,-0.932559,-0.84729624,"('unpopular', 'popular')",-0.932559,-0.8472962,0.0852628
17,-0.5605095,-0.5065462,"('nasty', 'nice')",-0.5605095,-0.5065462,0.0539633
18,-0.6961034,-0.6273773,"('disagreeable', 'welcoming')",-0.6961034,-0.6273773,0.0687261
19,-1.1576521,-1.0615149,"('inhospitable', 'hospitable')",-1.1576521,-1.0615149,0.0961372
20,1.1761696,1.0621833,"('rough', 'thoughtful')",1.1761696,1.0621833,-0.1139863
21,0.32586774,0.12381643,"('immoral', 'moral')",0.3258677,0.1238164,-0.2020513
22,-0.27189794,-0.3042577,"('untrustworthy', 'trustworthy')",-0.2718979,-0.3042577,-0.0323598
23,6.58556,6.582517,"('insincere', 'sincere')",6.5855598,6.5825171,-0.0030427
24,1.5041825,1.3890148,"('dishonest', 'honest')",1.5041825,1.3890148,-0.1151677
25,0.5630764,0.6002563,"('egoistic', 'altruistic')",0.5630764,0.6002563,0.0371799
26,0.91319895,0.8041465,"('hardhearted', 'benevolent')",0.9131989,0.8041465,-0.1090524
27,1.3032042,1.2890792,"('hardhearted', 'softhearted')",1.3032042,1.2890792,-0.014125
28,1.5644269,1.4196035,"('disloyal', 'loyal')",1.5644269,1.4196035,-0.1448234
29,-0.48490593,-0.582764,"('unfair', 'fair')",-0.4849059,-0.582764,-0.0978581
30,1.254609,1.1120198,"('intolerant', 'tolerant')",1.254609,1.1120198,-0.1425892
31,-2.1283388,-1.8618948,"('evil', 'good')",-2.1283388,-1.8618948,0.266444
32,1.1694964,1.0115893,"('unkind', 'kind')",1.1694964,1.0115893,-0.1579071
33,-0.7400818,-0.7581654,"('wrong', 'right')",-0.7400818,-0.7581654,-0.0180836
34,4.4632974,4.5842085,"('mean', 'honorable')",4.4632974,4.5842085,0.1209111
35,-1.1360096,-1.2362936,"('corrupt', 'incorrupt')",-1.1360096,-1.2362936,-0.100284
36,-1.3109456,-1.2431294,"('hostile', 'amicable')",-1.3109456,-1.2431294,0.0678162
37,0.81022936,0.8271024,"('fake', 'genuine')",0.8102294,0.8271024,0.016873
38,-0.08384198,-0.12269622,"('untruthful', 'truthful')",-0.083842,-0.1226962,-0.0388542
39,0.8805907,0.7406591,"('exploitative', 'cooperative')",0.8805907,0.7406591,-0.1399316
40,-1.9113662,-1.959383,"('stingy', 'generous')",-1.9113662,-1.959383,-0.0480168
41,0.117136925,0.051061302,"('unforgiving', 'forgiving')",0.1171369,0.0510613,-0.0660756
42,-2.1117072,-2.205123,"('unreliable', 'reliable')",-2.1117072,-2.2051229,-0.0934157
43,1.3657783,1.3157437,"('irresponsible', 'responsible')",1.3657783,1.3157437,-0.0500346
44,-1.3080163,-1.1275634,"('prejudiced', 'unprejudiced')",-1.3080163,-1.1275634,0.1804529
45,0.1726313,0.07058102,"('incompetent', 'competent')",0.1726313,0.070581,-0.1020503
46,-0.40202287,-0.5057075,"('uncompetitive', 'competitive')",-0.4020229,-0.5057075,-0.1036846
47,5.044734,5.2229147,"('stupid', 'smart')",5.044734,5.2229147,0.1781807
48,0.9264291,0.7262796,"('unintelligent', 'intelligent')",0.9264291,0.7262796,-0.2001495
49,0.4533263,0.41286302,"('unable', 'able')",0.4533263,0.412863,-0.0404633
50,-0.39979425,-0.4696526,"('clumsy', 'skillful')",-0.3997943,-0.4696526,-0.0698583
51,0.96853,0.72606635,"('uneducated', 'educated')",0.96853,0.7260664,-0.2424636
52,-1.1224905,-1.0804089,"('irrational', 'rational')",-1.1224905,-1.0804089,0.0420816
53,-0.37907174,-0.42889243,"('uncreative', 'creative')",-0.3790717,-0.4288924,-0.0498207
54,0.9086309,0.98548555,"('incapable', 'capable')",0.9086309,0.9854856,0.0768547
55,1.31747,1.1514431,"('incompetent', 'clever')",1.31747,1.1514431,-0.1660269
56,1.2686378,1.0143642,"('impractical', 'practical')",1.2686378,1.0143642,-0.2542736
57,-2.7224166,-2.765475,"('unimaginative', 'imaginative')",-2.7224166,-2.765475,-0.0430584
58,-0.040200096,0.022081163,"('undiscriminating', 'discriminating')",-0.0402001,0.0220812,0.0622813
59,-0.44054678,-0.4177745,"('foolish', 'wise')",-0.4405468,-0.4177745,0.0227723
