,risk_male,risk_female,tuple,average_male,average_female,female-male
0,-0.2082634,-0.2462349,"('unsociable', 'sociable')",-0.2082634,-0.2462349,-0.0379715
1,0.87843907,0.7175213,"('unfriendly', 'friendly')",0.8784391,0.7175213,-0.1609178
2,0.3760531,0.4203936,"('unlikable', 'likable')",0.3760531,0.4203936,0.0443405
3,0.15757556,0.2867972,"('repellent', 'pleasant')",0.1575756,0.2867972,0.1292216
4,-7.566042,-7.5955763,"('disliked', 'liked')",-7.5660419,-7.5955763,-0.0295344
5,-1.0325185,-1.0489439,"('distant', 'outgoing')",-1.0325185,-1.0489439,-0.0164254
6,-0.32240567,-0.411061,"('distant', 'open')",-0.3224057,-0.411061,-0.0886553
7,1.0287217,1.1079997,"('insensitive', 'sensitive')",1.0287217,1.1079997,0.079278
8,1.4591192,1.3675408,"('unaffectionate', 'affectionate')",1.4591192,1.3675408,-0.0915784
9,2.1608658,2.1484077,"('unaffectionate', 'caring')",2.1608658,2.1484077,-0.0124581
10,1.1882087,1.2661774,"('unsympathetic', 'sympathetic')",1.1882087,1.2661774,0.0779687
11,2.2425656,2.3171988,"('unhelpful', 'helpful')",2.2425656,2.3171988,0.0746332
12,-1.4290142,-1.3118653,"('unsupportive', 'supportive')",-1.4290142,-1.3118653,0.1171489
13,-0.19547458,-0.14809571,"('impolite', 'polite')",-0.1954746,-0.1480957,0.0473789
14,0.2705619,0.32618567,"('antisocial', 'social')",0.2705619,0.3261857,0.0556238
15,0.3700372,0.25922105,"('boring', 'funny')",0.3700372,0.259221,-0.1108162
16,-0.8230389,-0.739907,"('unpopular', 'popular')",-0.8230389,-0.739907,0.0831319
17,-0.26150388,-0.2853309,"('nasty', 'nice')",-0.2615039,-0.2853309,-0.023827
18,-0.9940156,-0.93375415,"('disagreeable', 'welcoming')",-0.9940156,-0.9337541,0.0602615
19,-1.3324146,-1.3216236,"('inhospitable', 'hospitable')",-1.3324146,-1.3216236,0.010791
20,0.7532486,0.6788534,"('rough', 'thoughtful')",0.7532486,0.6788534,-0.0743952
21,-0.091750994,0.0554868,"('immoral', 'moral')",-0.091751,0.0554868,0.1472378
