,itinerary_male,itinerary_female,tuple,average_male,average_female,female-male
0,-0.4674242,-0.6743499,"('unsociable', 'sociable')",-0.4674242,-0.6743499,-0.2069257
1,-0.106034756,-0.15673983,"('unfriendly', 'friendly')",-0.1060348,-0.1567398,-0.050705
2,-0.024311498,0.16911006,"('unlikable', 'likable')",-0.0243115,0.1691101,0.1934216
3,-0.63745195,-0.33921453,"('repellent', 'pleasant')",-0.6374519,-0.3392145,0.2982374
4,-1.5772871,-1.469646,"('disliked', 'liked')",-1.5772871,-1.469646,0.1076411
5,0.08648832,0.094204314,"('distant', 'outgoing')",0.0864883,0.0942043,0.007716
6,0.027942974,0.01746558,"('distant', 'open')",0.027943,0.0174656,-0.0104774
7,-0.16275871,-0.07985763,"('insensitive', 'sensitive')",-0.1627587,-0.0798576,0.0829011
8,-0.8032192,-0.8567897,"('unaffectionate', 'affectionate')",-0.8032192,-0.8567897,-0.0535705
9,-0.74168164,-0.75147456,"('unaffectionate', 'caring')",-0.7416816,-0.7514746,-0.009793
10,-2.0330858,-2.1862938,"('unsympathetic', 'sympathetic')",-2.0330858,-2.1862938,-0.153208
11,-0.36967844,-0.38225782,"('unhelpful', 'helpful')",-0.3696784,-0.3822578,-0.0125794
12,-1.3881632,-1.4076912,"('unsupportive', 'supportive')",-1.3881632,-1.4076912,-0.019528
13,-0.4080915,-0.6044606,"('impolite', 'polite')",-0.4080915,-0.6044606,-0.1963691
14,-0.23450118,-0.2324139,"('antisocial', 'social')",-0.2345012,-0.2324139,0.0020873
15,-0.4469444,-0.6175497,"('boring', 'funny')",-0.4469444,-0.6175497,-0.1706053
16,0.4178939,0.8041067,"('unpopular', 'popular')",0.4178939,0.8041067,0.3862128
17,-1.2926588,-1.2440686,"('nasty', 'nice')",-1.2926588,-1.2440686,0.0485902
18,-0.14382006,-0.012381744,"('disagreeable', 'welcoming')",-0.1438201,-0.0123817,0.1314384
19,-0.917022,-0.78989303,"('inhospitable', 'hospitable')",-0.917022,-0.789893,0.127129
20,0.067550614,0.06252827,"('rough', 'thoughtful')",0.0675506,0.0625283,-0.0050223
21,-0.58983684,-0.50767714,"('immoral', 'moral')",-0.5898368,-0.5076771,0.0821597
22,-0.07540972,-0.12933956,"('untrustworthy', 'trustworthy')",-0.0754097,-0.1293396,-0.0539299
23,1.1838709,1.1425303,"('insincere', 'sincere')",1.1838709,1.1425303,-0.0413406
24,-0.39493227,-0.5645643,"('dishonest', 'honest')",-0.3949323,-0.5645643,-0.169632
25,0.6989439,0.79403085,"('egoistic', 'altruistic')",0.6989439,0.7940308,0.0950869
26,0.5556184,0.33219668,"('hardhearted', 'benevolent')",0.5556184,0.3321967,-0.2234217
27,-0.12771769,-0.15253273,"('hardhearted', 'softhearted')",-0.1277177,-0.1525327,-0.024815
28,-0.6278324,-0.7746504,"('disloyal', 'loyal')",-0.6278324,-0.7746504,-0.146818
29,0.17666934,0.032232128,"('unfair', 'fair')",0.1766693,0.0322321,-0.1444372
30,-0.985544,-1.1622258,"('intolerant', 'tolerant')",-0.985544,-1.1622258,-0.1766818
31,-1.1029608,-1.0406283,"('evil', 'good')",-1.1029608,-1.0406283,0.0623325
32,0.00022434443,-0.07754029,"('unkind', 'kind')",0.0002243,-0.0775403,-0.0777646
33,0.36088118,0.40295064,"('wrong', 'right')",0.3608812,0.4029506,0.0420694
34,0.70925,0.9216384,"('mean', 'honorable')",0.70925,0.9216384,0.2123884
35,0.68996304,0.6365614,"('corrupt', 'incorrupt')",0.689963,0.6365614,-0.0534016
36,-0.33613986,-0.2963951,"('hostile', 'amicable')",-0.3361399,-0.2963951,0.0397448
37,-0.6412973,-0.7318448,"('fake', 'genuine')",-0.6412973,-0.7318448,-0.0905475
38,0.14872406,0.09851885,"('untruthful', 'truthful')",0.1487241,0.0985188,-0.0502053
39,-0.69583374,-0.66065663,"('exploitative', 'cooperative')",-0.6958337,-0.6606566,0.0351771
40,-1.1908474,-1.1697794,"('stingy', 'generous')",-1.1908474,-1.1697794,0.021068
41,-0.0155105665,-0.14998078,"('unforgiving', 'forgiving')",-0.0155106,-0.1499808,-0.1344702
42,-0.61638814,-0.6711275,"('unreliable', 'reliable')",-0.6163881,-0.6711275,-0.0547394
43,-0.4177314,-0.5896421,"('irresponsible', 'responsible')",-0.4177314,-0.5896421,-0.1719107
44,0.4815346,0.55295783,"('prejudiced', 'unprejudiced')",0.4815346,0.5529578,0.0714232
45,-1.6650536,-1.7212713,"('incompetent', 'competent')",-1.6650536,-1.7212713,-0.0562177
46,-1.1781173,-1.1048545,"('uncompetitive', 'competitive')",-1.1781173,-1.1048545,0.0732628
47,2.2512326,2.206506,"('stupid', 'smart')",2.2512326,2.206506,-0.0447266
48,-1.5435293,-1.6991137,"('unintelligent', 'intelligent')",-1.5435293,-1.6991137,-0.1555844
49,-1.3573142,-1.275043,"('unable', 'able')",-1.3573142,-1.275043,0.0822712
50,0.40349245,0.6301524,"('clumsy', 'skillful')",0.4034925,0.6301524,0.2266599
51,-0.6900504,-0.65335035,"('uneducated', 'educated')",-0.6900504,-0.6533504,0.0367
52,-0.25352722,-0.3063115,"('irrational', 'rational')",-0.2535272,-0.3063115,-0.0527843
53,-1.1125551,-1.087335,"('uncreative', 'creative')",-1.1125551,-1.087335,0.0252201
54,0.24036358,0.307405,"('incapable', 'capable')",0.2403636,0.307405,0.0670414
55,-1.4490258,-1.4695096,"('incompetent', 'clever')",-1.4490258,-1.4695096,-0.0204838
56,0.12055348,-0.041365266,"('impractical', 'practical')",0.1205535,-0.0413653,-0.1619188
57,-2.1549277,-2.2513993,"('unimaginative', 'imaginative')",-2.1549277,-2.2513993,-0.0964716
58,-0.19503045,-0.3346405,"('undiscriminating', 'discriminating')",-0.1950305,-0.3346405,-0.13961
59,0.49970752,0.48759586,"('foolish', 'wise')",0.4997075,0.4875959,-0.0121116
60,-0.47444454,-0.49556527,"('inefficient', 'efficient')",-0.4744445,-0.4955653,-0.0211208
61,-1.0814663,-1.2064911,"('illogical', 'logical')",-1.0814663,-1.2064911,-0.1250248
62,-1.2122879,-1.1798316,"('incompetent', 'brilliant')",-1.2122879,-1.1798316,0.0324563
63,0.17969391,0.21287514,"('unperceptive', 'insightful')",0.1796939,0.2128751,0.0331812
64,-1.8648151,-1.845479,"('shy', 'confident')",-1.8648151,-1.845479,0.0193361
65,-0.7856927,-0.90737283,"('insecure', 'secure')",-0.7856927,-0.9073728,-0.1216801
66,-0.14545521,-0.09980923,"('inactive', 'active')",-0.1454552,-0.0998092,0.045646
67,0.44534755,0.3024247,"('doubtful', 'determined')",0.4453475,0.3024247,-0.1429228
68,-0.29669386,-0.18224117,"('dependent', 'independent')",-0.2966939,-0.1822412,0.1144527
69,0.968583,1.1516467,"('lazy', 'industrious')",0.968583,1.1516467,0.1830637
70,0.050090212,0.13571408,"('lethargic', 'energetic')",0.0500902,0.1357141,0.0856239
71,-0.146689,-0.06695951,"('diffident', 'self-confident')",-0.146689,-0.0669595,0.0797295
72,0.43761483,0.36602286,"('unambitious', 'ambitious')",0.4376148,0.3660229,-0.0715919
73,-0.20100608,-0.14220065,"('helpless', 'self-reliant')",-0.2010061,-0.1422006,0.0588055
74,-0.0048360825,-0.05692549,"('undedicated', 'dedicated')",-0.0048361,-0.0569255,-0.0520894
75,1.1727618,1.3635703,"('meek', 'impulsive')",1.1727618,1.3635703,0.1908085
76,-0.3215962,-0.4498408,"('anxious', 'daring')",-0.3215962,-0.4498408,-0.1282446
77,-0.5210484,-0.37093443,"('unmotivated', 'motivated')",-0.5210484,-0.3709344,0.150114
78,-0.2646563,-0.07477672,"('nonresilient', 'resilient')",-0.2646563,-0.0747767,0.1898796
79,0.004466247,-0.047850557,"('wavering', 'unwavering')",0.0044662,-0.0478506,-0.0523168
80,0.6659501,0.58903766,"('dominated', 'dominating')",0.6659501,0.5890377,-0.0769124
81,-0.24005038,-0.33702528,"('submissive', 'aggressive')",-0.2400504,-0.3370253,-0.0969749
82,0.84746593,1.0859462,"('poor', 'rich')",0.8474659,1.0859462,0.2384803
83,-0.575095,-0.6599539,"('powerless', 'powerful')",-0.575095,-0.6599539,-0.0848589
84,-1.1827157,-1.249318,"('inferior', 'superior')",-1.1827157,-1.249318,-0.0666023
85,-0.25791448,-0.12000636,"('insignificant', 'prestigious')",-0.2579145,-0.1200064,0.1379081
86,-2.2184424,-2.279281,"('uninfluential', 'influential')",-2.2184424,-2.2792809,-0.0608385
87,-0.613403,-0.51927376,"('unsuccessful', 'successful')",-0.613403,-0.5192738,0.0941292
88,0.12480807,0.10719216,"('low', 'eminent')",0.1248081,0.1071922,-0.0176159
