,secretary_male,secretary_female,tuple,average_male,average_female,female-male
0,1.3329666,0.9979276,"('unsociable', 'sociable')",1.3329666,0.9979276,-0.335039
1,0.77281654,0.75186014,"('unfriendly', 'friendly')",0.7728165,0.7518601,-0.0209564
2,0.38623726,0.55522907,"('unlikable', 'likable')",0.3862373,0.5552291,0.1689918
3,0.13787903,0.3369018,"('repellent', 'pleasant')",0.137879,0.3369018,0.1990228
4,-6.67532,-7.0131445,"('disliked', 'liked')",-6.6753201,-7.0131445,-0.3378244
5,-1.312591,-1.2692819,"('distant', 'outgoing')",-1.312591,-1.2692819,0.0433091
6,-1.2440883,-1.233278,"('distant', 'open')",-1.2440883,-1.233278,0.0108103
7,1.7492983,1.6864377,"('insensitive', 'sensitive')",1.7492983,1.6864377,-0.0628606
8,0.49622366,0.54110914,"('unaffectionate', 'affectionate')",0.4962237,0.5411091,0.0448854
9,1.2065277,1.2659249,"('unaffectionate', 'caring')",1.2065277,1.2659249,0.0593972
10,1.1671724,1.1546793,"('unsympathetic', 'sympathetic')",1.1671724,1.1546793,-0.0124931
11,3.4678092,3.422145,"('unhelpful', 'helpful')",3.4678092,3.4221449,-0.0456643
12,-0.54862034,-0.71556723,"('unsupportive', 'supportive')",-0.5486203,-0.7155672,-0.1669469
13,1.1359539,0.97681147,"('impolite', 'polite')",1.1359539,0.9768115,-0.1591424
14,0.89887565,0.78170675,"('antisocial', 'social')",0.8988757,0.7817068,-0.1171689
15,0.122706585,0.045643046,"('boring', 'funny')",0.1227066,0.045643,-0.0770636
16,-0.6657755,-0.46481353,"('unpopular', 'popular')",-0.6657755,-0.4648135,0.200962
17,0.034899484,0.01602498,"('nasty', 'nice')",0.0348995,0.016025,-0.0188745
18,-1.061068,-1.0461915,"('disagreeable', 'welcoming')",-1.0610681,-1.0461915,0.0148766
19,-0.9599521,-0.8373564,"('inhospitable', 'hospitable')",-0.9599521,-0.8373564,0.1225957
20,0.70926267,0.782717,"('rough', 'thoughtful')",0.7092627,0.782717,0.0734543
21,0.6781734,0.6054413,"('immoral', 'moral')",0.6781734,0.6054413,-0.0727321
22,0.85381883,0.7231815,"('untrustworthy', 'trustworthy')",0.8538188,0.7231815,-0.1306373
23,6.8963733,7.065347,"('insincere', 'sincere')",6.8963733,7.0653472,0.1689739
24,1.7411362,1.8325762,"('dishonest', 'honest')",1.7411362,1.8325762,0.09144
25,0.0016477779,0.01838065,"('egoistic', 'altruistic')",0.0016478,0.0183806,0.0167328
26,1.3780552,1.0348336,"('hardhearted', 'benevolent')",1.3780552,1.0348336,-0.3432216
27,0.41614553,0.51878166,"('hardhearted', 'softhearted')",0.4161455,0.5187817,0.1026362
28,1.2733024,1.1988007,"('disloyal', 'loyal')",1.2733024,1.1988007,-0.0745017
29,-0.6330178,-0.7795034,"('unfair', 'fair')",-0.6330178,-0.7795034,-0.1464856
30,1.4314698,1.3708779,"('intolerant', 'tolerant')",1.4314698,1.3708779,-0.0605919
31,-2.9438822,-2.8352017,"('evil', 'good')",-2.9438822,-2.8352017,0.1086805
32,1.963065,1.9101824,"('unkind', 'kind')",1.963065,1.9101824,-0.0528826
33,-0.7911015,-0.87167525,"('wrong', 'right')",-0.7911015,-0.8716753,-0.0805738
34,4.755133,5.124447,"('mean', 'honorable')",4.7551332,5.1244469,0.3693137
35,-1.660233,-1.6845049,"('corrupt', 'incorrupt')",-1.660233,-1.6845049,-0.0242719
36,-1.2741265,-1.3693109,"('hostile', 'amicable')",-1.2741265,-1.3693109,-0.0951844
37,0.653646,0.68799007,"('fake', 'genuine')",0.653646,0.6879901,0.0343441
38,1.3950973,1.215286,"('untruthful', 'truthful')",1.3950973,1.215286,-0.1798113
39,0.25506464,0.13461241,"('exploitative', 'cooperative')",0.2550646,0.1346124,-0.1204522
40,-2.3009317,-2.4033554,"('stingy', 'generous')",-2.3009317,-2.4033554,-0.1024237
41,0.8892517,0.7041645,"('unforgiving', 'forgiving')",0.8892517,0.7041645,-0.1850872
42,-1.9824513,-2.1022704,"('unreliable', 'reliable')",-1.9824513,-2.1022704,-0.1198191
43,2.2326097,2.1791153,"('irresponsible', 'responsible')",2.2326097,2.1791153,-0.0534944
44,-1.4167669,-1.3704809,"('prejudiced', 'unprejudiced')",-1.4167669,-1.3704809,0.046286
45,0.84736276,0.7280244,"('incompetent', 'competent')",0.8473628,0.7280244,-0.1193384
46,0.6147026,0.4516987,"('uncompetitive', 'competitive')",0.6147026,0.4516987,-0.1630039
47,5.94091,6.3251514,"('stupid', 'smart')",5.9409099,6.3251514,0.3842415
48,0.4694837,0.52733827,"('unintelligent', 'intelligent')",0.4694837,0.5273383,0.0578546
49,-0.76611763,-0.5596255,"('unable', 'able')",-0.7661176,-0.5596255,0.2064921
50,-0.51526964,-0.379108,"('clumsy', 'skillful')",-0.5152696,-0.379108,0.1361616
51,0.8312153,0.8982204,"('uneducated', 'educated')",0.8312153,0.8982204,0.0670051
52,-1.2436016,-1.3608078,"('irrational', 'rational')",-1.2436016,-1.3608078,-0.1172062
53,-0.023255523,0.016528515,"('uncreative', 'creative')",-0.0232555,0.0165285,0.039784
54,0.445017,0.5136191,"('incapable', 'capable')",0.445017,0.5136191,0.0686021
55,1.1913279,1.2277899,"('incompetent', 'clever')",1.1913279,1.2277899,0.036462
56,1.9247553,1.8185973,"('impractical', 'practical')",1.9247553,1.8185973,-0.106158
57,-2.137911,-2.383918,"('unimaginative', 'imaginative')",-2.1379111,-2.383918,-0.2460069
58,0.16450812,0.12005464,"('undiscriminating', 'discriminating')",0.1645081,0.1200546,-0.0444535
59,-0.105295375,-0.1745251,"('foolish', 'wise')",-0.1052954,-0.1745251,-0.0692297
60,1.6470078,1.7458417,"('inefficient', 'efficient')",1.6470078,1.7458417,0.0988339
61,0.37411296,0.18489987,"('illogical', 'logical')",0.374113,0.1848999,-0.1892131
62,1.4482131,1.4865419,"('incompetent', 'brilliant')",1.4482131,1.4865419,0.0383288
63,1.472492,1.337995,"('unperceptive', 'insightful')",1.472492,1.3379951,-0.1344969
64,-4.5754113,-4.9514427,"('shy', 'confident')",-4.5754113,-4.9514427,-0.3760314
65,0.840443,0.8895609,"('insecure', 'secure')",0.840443,0.8895609,0.0491179
66,-0.3265746,-0.36992252,"('inactive', 'active')",-0.3265746,-0.3699225,-0.0433479
67,-0.0028873049,-0.12363881,"('doubtful', 'determined')",-0.0028873,-0.1236388,-0.1207515
68,-0.7319797,-0.73752266,"('dependent', 'independent')",-0.7319797,-0.7375227,-0.005543
69,-2.0461671,-2.028342,"('lazy', 'industrious')",-2.0461671,-2.028342,0.0178251
70,1.8976125,1.8445729,"('lethargic', 'energetic')",1.8976125,1.8445729,-0.0530396
71,-0.13940008,-0.09942463,"('diffident', 'self-confident')",-0.1394001,-0.0994246,0.0399755
72,1.1334169,1.1561364,"('unambitious', 'ambitious')",1.1334169,1.1561364,0.0227195
73,-3.592726,-3.6141636,"('helpless', 'self-reliant')",-3.592726,-3.6141636,-0.0214376
74,0.10226156,0.09646483,"('undedicated', 'dedicated')",0.1022616,0.0964648,-0.0057968
75,-0.65525293,-0.62551636,"('meek', 'impulsive')",-0.6552529,-0.6255164,0.0297365
76,0.1793813,0.19230759,"('anxious', 'daring')",0.1793813,0.1923076,0.0129263
77,0.081101574,-0.024424456,"('unmotivated', 'motivated')",0.0811016,-0.0244245,-0.1055261
78,-0.8504663,-0.7643948,"('nonresilient', 'resilient')",-0.8504663,-0.7643948,0.0860715
79,-0.4081179,-0.47826955,"('wavering', 'unwavering')",-0.4081179,-0.4782695,-0.0701516
80,0.601553,0.5909323,"('dominated', 'dominating')",0.601553,0.5909323,-0.0106207
81,0.6166191,0.62464476,"('submissive', 'aggressive')",0.6166191,0.6246448,0.0080257
82,5.2848096,5.8124967,"('poor', 'rich')",5.2848096,5.8124967,0.5276871
83,0.010443062,-0.12636296,"('powerless', 'powerful')",0.0104431,-0.126363,-0.1368061
84,0.29879922,0.22476217,"('inferior', 'superior')",0.2987992,0.2247622,-0.074037
85,-1.8766501,-2.0220783,"('insignificant', 'prestigious')",-1.8766501,-2.0220783,-0.1454282
86,0.97445697,0.8717012,"('uninfluential', 'influential')",0.974457,0.8717012,-0.1027558
87,-0.5058418,-0.26669142,"('unsuccessful', 'successful')",-0.5058418,-0.2666914,0.2391504
88,0.6331606,0.48609456,"('low', 'eminent')",0.6331606,0.4860946,-0.147066
