,eaton_male,eaton_female,tuple,corp_male,corp_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.21656041,-0.1383582,"('unsociable', 'sociable')",-0.86441946,-0.8848301,-0.85281837,-0.9137612,-0.6445994,-0.6456498,-0.0010504
1,1.5378346,1.3666617,"('unfriendly', 'friendly')",0.29637605,0.03028753,2.8913682,2.6255324,1.5751929,1.3408271,-0.2343658
2,-0.18856093,-0.0067687854,"('unlikable', 'likable')",0.647298,0.84579164,0.06538552,0.17574988,0.1747075,0.3382576,0.1635501
3,-0.4698099,-0.1123586,"('repellent', 'pleasant')",-0.11258997,-0.055479985,-0.3113092,-0.20923015,-0.297903,-0.1256896,0.1722134
4,0.14643745,0.008382395,"('disliked', 'liked')",1.32826,1.1700581,-5.601733,-5.777374,-1.3756787,-1.5329777,-0.157299
5,1.2799498,1.0617269,"('distant', 'outgoing')",1.1429416,0.9975475,1.2452483,1.1030593,1.2227132,1.0541112,-0.168602
6,0.5515378,0.39722955,"('distant', 'open')",0.37022614,0.1975053,1.3282468,1.1715851,0.7500036,0.5887733,-0.1612303
7,0.31735283,0.46488395,"('insensitive', 'sensitive')",-1.3586905,-1.2950034,0.37469953,0.41560072,-0.2222127,-0.1381729,0.0840398
8,0.80913264,0.64081997,"('unaffectionate', 'affectionate')",0.31083894,0.1577761,1.7252469,1.5045416,0.9484061,0.7677126,-0.1806935
9,0.9150143,0.77771485,"('unaffectionate', 'caring')",0.08358731,-0.060777843,1.7766314,1.6303521,0.9250777,0.7824297,-0.142648
10,-0.42563018,-0.21949893,"('unsympathetic', 'sympathetic')",-2.901787,-2.7706478,-1.2558153,-1.1644548,-1.5277441,-1.3848672,0.1428769
11,-0.45003724,-0.31322604,"('unhelpful', 'helpful')",-1.4766324,-1.297544,0.70772034,0.787673,-0.4063164,-0.2743657,0.1319507
12,0.95984524,1.0796616,"('unsupportive', 'supportive')",-0.096866764,-0.037479825,-1.552237,-1.6165261,-0.2297529,-0.1914481,0.0383048
13,-1.0933979,-0.9625076,"('impolite', 'polite')",-1.8328028,-1.6773671,-0.99596083,-0.8694074,-1.3073872,-1.1697607,0.1376265
14,0.8972355,1.0887543,"('antisocial', 'social')",-0.07635066,0.03787434,-0.25031626,-0.15795673,0.1901895,0.3228906,0.1327011
15,0.23618776,0.04538562,"('boring', 'funny')",-0.3918575,-0.48323607,0.24400546,0.19214433,0.0294452,-0.081902,-0.1113472
16,-1.1214986,-1.0459472,"('unpopular', 'popular')",0.103857815,0.12659311,0.40697426,0.35195524,-0.2035555,-0.1891329,0.0144226
17,-0.11026441,-0.057014927,"('nasty', 'nice')",-0.18422608,-0.131401,-0.6859347,-0.74765646,-0.3268084,-0.3120241,0.0147843
18,-0.24651332,-0.09966695,"('disagreeable', 'welcoming')",-0.31645912,-0.15775472,-0.5388043,-0.6182541,-0.3672589,-0.2918919,0.075367
19,0.049235463,-0.044629075,"('inhospitable', 'hospitable')",-0.11399872,-0.19310561,0.37012914,0.3188524,0.1017886,0.0270392,-0.0747494
20,0.39453417,0.5285336,"('rough', 'thoughtful')",-0.0993902,-0.022683505,0.88206637,0.86829543,0.3924034,0.4580485,0.0656451
21,-1.0556128,-0.8060555,"('immoral', 'moral')",-1.808116,-1.5810468,-2.0298092,-1.8497342,-1.6311793,-1.4122788,0.2189005
22,-0.2972502,-0.2996908,"('untrustworthy', 'trustworthy')",0.064830475,0.037200905,-1.0939593,-1.1061432,-0.4421264,-0.4562111,-0.0140847
23,-0.6402799,-0.45344537,"('insincere', 'sincere')",-2.321245,-2.2120724,5.1656284,5.1671634,0.7347012,0.8338819,0.0991807
24,0.45030499,0.4698116,"('dishonest', 'honest')",-1.1085132,-1.0351504,0.50545305,0.45440614,-0.0509184,-0.0369776,0.0139408
25,-0.043927684,-0.10402576,"('egoistic', 'altruistic')",0.9622788,0.9050224,1.885042,1.7493843,0.9344644,0.850127,-0.0843374
26,3.3135798,3.0956314,"('hardhearted', 'benevolent')",2.224172,2.064631,2.6226141,2.4354937,2.720122,2.5319185,-0.1882035
27,0.5093457,0.44695473,"('hardhearted', 'softhearted')",-0.24011399,-0.27013353,1.1277467,0.9049304,0.4656595,0.3605839,-0.1050756
28,-0.30402848,-0.329508,"('disloyal', 'loyal')",-0.6687584,-0.60718936,0.9246504,0.8258038,-0.0160455,-0.0369645,-0.020919
29,-0.047727138,-0.1396887,"('unfair', 'fair')",0.41422996,0.33075345,0.0074087754,-0.16733876,0.1246372,0.0079087,-0.1167285
30,-0.25338978,-0.010319725,"('intolerant', 'tolerant')",-0.8509412,-0.73802435,-0.26772842,-0.19571657,-0.4573532,-0.3146869,0.1426663
31,0.5935358,0.5138075,"('evil', 'good')",1.5770563,1.4131323,0.71264935,0.5200393,0.9610805,0.8156597,-0.1454208
