,formicarium_male,formicarium_female,tuple,average_male,average_female,female-male
0,0.07743378,0.014743847,"('unsociable', 'sociable')",0.0774338,0.0147438,-0.06269
1,-0.60534084,-0.9293823,"('unfriendly', 'friendly')",-0.6053408,-0.9293823,-0.3240415
2,0.14926557,0.03957962,"('unlikable', 'likable')",0.1492656,0.0395796,-0.109686
3,-0.33130613,-0.13596033,"('repellent', 'pleasant')",-0.3313061,-0.1359603,0.1953458
4,-2.9324915,-3.0882452,"('disliked', 'liked')",-2.9324915,-3.0882452,-0.1557537
5,-1.4627295,-1.7386149,"('distant', 'outgoing')",-1.4627295,-1.7386149,-0.2758854
6,-1.419548,-1.7164923,"('distant', 'open')",-1.419548,-1.7164923,-0.2969443
7,-0.35646683,-0.21916613,"('insensitive', 'sensitive')",-0.3564668,-0.2191661,0.1373007
8,-0.90107626,-1.2124668,"('unaffectionate', 'affectionate')",-0.9010763,-1.2124668,-0.3113905
9,-0.77513033,-1.0208634,"('unaffectionate', 'caring')",-0.7751303,-1.0208634,-0.2457331
10,-0.06783925,0.042714346,"('unsympathetic', 'sympathetic')",-0.0678392,0.0427143,0.1105535
11,0.5844298,0.74121356,"('unhelpful', 'helpful')",0.5844298,0.7412136,0.1567838
12,-0.95947963,-0.93250036,"('unsupportive', 'supportive')",-0.9594796,-0.9325004,0.0269792
13,-0.18501127,-0.05572737,"('impolite', 'polite')",-0.1850113,-0.0557274,0.1292839
14,0.8845578,0.9972122,"('antisocial', 'social')",0.8845578,0.9972122,0.1126544
15,-0.030893616,-0.1636459,"('boring', 'funny')",-0.0308936,-0.1636459,-0.1327523
16,-0.71765316,-0.7417195,"('unpopular', 'popular')",-0.7176532,-0.7417195,-0.0240663
17,-0.5454679,-0.48129705,"('nasty', 'nice')",-0.5454679,-0.481297,0.0641709
18,-1.0662438,-1.0695235,"('disagreeable', 'welcoming')",-1.0662438,-1.0695235,-0.0032797
19,-1.647363,-1.7592313,"('inhospitable', 'hospitable')",-1.6473629,-1.7592313,-0.1118684
20,0.5903884,0.6986527,"('rough', 'thoughtful')",0.5903884,0.6986527,0.1082643
21,8.497387e-06,0.27133656,"('immoral', 'moral')",8.5e-06,0.2713366,0.2713281
22,0.16591252,0.25324392,"('untrustworthy', 'trustworthy')",0.1659125,0.2532439,0.0873314
23,1.9736487,2.1419907,"('insincere', 'sincere')",1.9736487,2.1419907,0.168342
24,0.2909791,0.1724507,"('dishonest', 'honest')",0.2909791,0.1724507,-0.1185284
25,-0.20581967,-0.44934264,"('egoistic', 'altruistic')",-0.2058197,-0.4493426,-0.2435229
26,1.2023264,0.87018275,"('hardhearted', 'benevolent')",1.2023264,0.8701828,-0.3321436
27,0.22249423,0.07423922,"('hardhearted', 'softhearted')",0.2224942,0.0742392,-0.148255
28,0.51581246,0.39896068,"('disloyal', 'loyal')",0.5158125,0.3989607,-0.1168518
29,-0.39463356,-0.45820224,"('unfair', 'fair')",-0.3946336,-0.4582022,-0.0635686
30,0.39015827,0.5437003,"('intolerant', 'tolerant')",0.3901583,0.5437003,0.153542
31,-1.4352943,-1.6497061,"('evil', 'good')",-1.4352943,-1.6497061,-0.2144118
32,0.84863216,0.65568423,"('unkind', 'kind')",0.8486322,0.6556842,-0.192948
33,-0.15798679,-0.40365246,"('wrong', 'right')",-0.1579868,-0.4036525,-0.2456657
34,1.7859445,2.022953,"('mean', 'honorable')",1.7859445,2.022953,0.2370085
35,-0.20821835,-0.64586693,"('corrupt', 'incorrupt')",-0.2082184,-0.6458669,-0.4376485
36,-0.91217655,-1.2454108,"('hostile', 'amicable')",-0.9121765,-1.2454108,-0.3332343
37,0.20146798,0.19648106,"('fake', 'genuine')",0.201468,0.1964811,-0.0049869
38,-0.31279463,-0.35382015,"('untruthful', 'truthful')",-0.3127946,-0.3538201,-0.0410255
39,0.25585583,0.34165987,"('exploitative', 'cooperative')",0.2558558,0.3416599,0.0858041
40,-0.2280505,-0.4322682,"('stingy', 'generous')",-0.2280505,-0.4322682,-0.2042177
41,0.35863,0.4002757,"('unforgiving', 'forgiving')",0.35863,0.4002757,0.0416457
42,-0.45589834,-0.33866417,"('unreliable', 'reliable')",-0.4558983,-0.3386642,0.1172341
43,0.34249738,0.5106992,"('irresponsible', 'responsible')",0.3424974,0.5106992,0.1682018
44,0.030530084,0.13208528,"('prejudiced', 'unprejudiced')",0.0305301,0.1320853,0.1015552
45,0.10270423,0.2678548,"('incompetent', 'competent')",0.1027042,0.2678548,0.1651506
46,-0.73952675,-0.4855615,"('uncompetitive', 'competitive')",-0.7395267,-0.4855615,0.2539652
47,2.020089,2.183465,"('stupid', 'smart')",2.0200889,2.183465,0.1633761
48,0.63001555,0.90707254,"('unintelligent', 'intelligent')",0.6300156,0.9070725,0.2770569
49,-0.42995384,-0.10476218,"('unable', 'able')",-0.4299538,-0.1047622,0.3251916
50,0.057594024,0.03199376,"('clumsy', 'skillful')",0.057594,0.0319938,-0.0256002
51,-0.46816486,-0.4092086,"('uneducated', 'educated')",-0.4681649,-0.4092086,0.0589563
52,-0.6671159,-1.0199254,"('irrational', 'rational')",-0.6671159,-1.0199254,-0.3528095
53,-1.4428207,-1.5781214,"('uncreative', 'creative')",-1.4428207,-1.5781214,-0.1353007
54,-0.48181295,-0.6229284,"('incapable', 'capable')",-0.481813,-0.6229284,-0.1411154
55,0.22775432,0.5756539,"('incompetent', 'clever')",0.2277543,0.5756539,0.3478996
56,0.37513518,0.58982867,"('impractical', 'practical')",0.3751352,0.5898287,0.2146935
57,-1.5052488,-1.3854537,"('unimaginative', 'imaginative')",-1.5052488,-1.3854537,0.1197951
58,-0.02649517,-0.041584652,"('undiscriminating', 'discriminating')",-0.0264952,-0.0415847,-0.0150895
59,-0.27979243,-0.4320099,"('foolish', 'wise')",-0.2797924,-0.4320099,-0.1522175
60,0.6787568,1.1700697,"('inefficient', 'efficient')",0.6787568,1.1700697,0.4913129
61,-0.21046478,-0.4107794,"('illogical', 'logical')",-0.2104648,-0.4107794,-0.2003146
62,0.42894828,0.77962506,"('incompetent', 'brilliant')",0.4289483,0.7796251,0.3506768
63,-0.2295747,-0.0008833166,"('unperceptive', 'insightful')",-0.2295747,-0.0008833,0.2286914
64,-2.221223,-2.2305813,"('shy', 'confident')",-2.2212231,-2.2305813,-0.0093582
65,0.80883104,1.0089016,"('insecure', 'secure')",0.808831,1.0089016,0.2000706
66,-0.9250813,-1.2741523,"('inactive', 'active')",-0.9250813,-1.2741523,-0.349071
67,0.42244184,0.43068543,"('doubtful', 'determined')",0.4224418,0.4306854,0.0082436
68,-0.66993105,-0.55151236,"('dependent', 'independent')",-0.6699311,-0.5515124,0.1184187
69,-0.11522527,-0.42672417,"('lazy', 'industrious')",-0.1152253,-0.4267242,-0.3114989
70,0.27280214,0.42423764,"('lethargic', 'energetic')",0.2728021,0.4242376,0.1514355
71,-0.1750706,-0.2613169,"('diffident', 'self-confident')",-0.1750706,-0.2613169,-0.0862463
72,-0.008232048,0.020195324,"('unambitious', 'ambitious')",-0.008232,0.0201953,0.0284273
73,-0.54757464,-0.65199536,"('helpless', 'self-reliant')",-0.5475746,-0.6519954,-0.1044208
74,0.038342778,-0.065697156,"('undedicated', 'dedicated')",0.0383428,-0.0656972,-0.10404
75,-0.78201103,-0.83113205,"('meek', 'impulsive')",-0.782011,-0.8311321,-0.0491211
76,0.057365883,0.43214148,"('anxious', 'daring')",0.0573659,0.4321415,0.3747756
77,-1.4337095,-1.1536533,"('unmotivated', 'motivated')",-1.4337095,-1.1536533,0.2800562
78,-0.6406138,-0.5264875,"('nonresilient', 'resilient')",-0.6406138,-0.5264875,0.1141263
79,-1.1602056,-1.373161,"('wavering', 'unwavering')",-1.1602056,-1.373161,-0.2129554
80,0.24248649,0.3163075,"('dominated', 'dominating')",0.2424865,0.3163075,0.073821
81,0.55700237,0.7902579,"('submissive', 'aggressive')",0.5570024,0.7902579,0.2332555
82,1.9755918,2.0330837,"('poor', 'rich')",1.9755918,2.0330837,0.0574919
83,-0.2563171,-0.30008915,"('powerless', 'powerful')",-0.2563171,-0.3000892,-0.0437721
84,0.5166791,0.5251773,"('inferior', 'superior')",0.5166791,0.5251773,0.0084982
85,-1.1163502,-1.3736728,"('insignificant', 'prestigious')",-1.1163502,-1.3736728,-0.2573226
86,-0.9846546,-1.0607151,"('uninfluential', 'influential')",-0.9846546,-1.0607151,-0.0760605
87,-0.05089232,-0.10836926,"('unsuccessful', 'successful')",-0.0508923,-0.1083693,-0.057477
88,-0.25912768,-0.33112296,"('low', 'eminent')",-0.2591277,-0.331123,-0.0719953
