,thanks_male,thanks_female,tuple,average_male,average_female,female-male
0,0.120585784,0.10762533,"('unsociable', 'sociable')",0.1205858,0.1076253,-0.0129605
1,2.094638,2.0015674,"('unfriendly', 'friendly')",2.0946381,2.0015674,-0.0930707
2,0.38014477,0.53057176,"('unlikable', 'likable')",0.3801448,0.5305718,0.150427
3,0.97809356,1.0172181,"('repellent', 'pleasant')",0.9780936,1.0172181,0.0391245
4,-6.7887607,-6.7970877,"('disliked', 'liked')",-6.7887607,-6.7970877,-0.008327
5,0.38786644,0.49035567,"('distant', 'outgoing')",0.3878664,0.4903557,0.1024893
6,0.646551,0.69884217,"('distant', 'open')",0.646551,0.6988422,0.0522912
7,1.4001963,1.4877149,"('insensitive', 'sensitive')",1.4001963,1.4877149,0.0875186
8,1.3932524,1.2816834,"('unaffectionate', 'affectionate')",1.3932524,1.2816834,-0.111569
9,1.8585781,1.8756895,"('unaffectionate', 'caring')",1.8585781,1.8756895,0.0171114
10,0.874962,0.93679714,"('unsympathetic', 'sympathetic')",0.874962,0.9367971,0.0618351
11,2.0236535,2.079551,"('unhelpful', 'helpful')",2.0236535,2.079551,0.0558975
12,-1.1044811,-0.95507,"('unsupportive', 'supportive')",-1.1044811,-0.95507,0.1494111
13,0.0057981536,-0.028139558,"('impolite', 'polite')",0.0057982,-0.0281396,-0.0339378
14,-0.2868716,-0.2470182,"('antisocial', 'social')",-0.2868716,-0.2470182,0.0398534
15,0.91324705,0.9013849,"('boring', 'funny')",0.913247,0.9013849,-0.0118621
16,-0.2809718,-0.24409975,"('unpopular', 'popular')",-0.2809718,-0.2440998,0.036872
17,0.09902215,0.08229388,"('nasty', 'nice')",0.0990222,0.0822939,-0.0167283
18,0.05230599,0.073404476,"('disagreeable', 'welcoming')",0.052306,0.0734045,0.0210985
19,0.15073851,0.28032246,"('inhospitable', 'hospitable')",0.1507385,0.2803225,0.129584
20,0.603826,0.58027184,"('rough', 'thoughtful')",0.603826,0.5802718,-0.0235542
21,-0.046563514,0.20567456,"('immoral', 'moral')",-0.0465635,0.2056746,0.2522381
22,-0.05808252,0.04273126,"('untrustworthy', 'trustworthy')",-0.0580825,0.0427313,0.1008138
23,6.9379554,7.007047,"('insincere', 'sincere')",6.9379554,7.0070472,0.0690918
24,2.2672951,2.3550854,"('dishonest', 'honest')",2.2672951,2.3550854,0.0877903
25,1.1198386,0.8757533,"('egoistic', 'altruistic')",1.1198386,0.8757533,-0.2440853
26,0.5206877,0.390761,"('hardhearted', 'benevolent')",0.5206877,0.390761,-0.1299267
27,2.0010922,1.8123517,"('hardhearted', 'softhearted')",2.0010922,1.8123517,-0.1887405
28,1.451251,1.3945693,"('disloyal', 'loyal')",1.451251,1.3945693,-0.0566817
29,-0.63105756,-0.6809666,"('unfair', 'fair')",-0.6310576,-0.6809666,-0.049909
30,0.9101807,0.9770114,"('intolerant', 'tolerant')",0.9101807,0.9770114,0.0668307
31,-0.84416443,-0.84655285,"('evil', 'good')",-0.8441644,-0.8465528,-0.0023884
32,1.3218129,1.2316492,"('unkind', 'kind')",1.3218129,1.2316492,-0.0901637
33,0.07324903,0.12004358,"('wrong', 'right')",0.073249,0.1200436,0.0467946
34,4.7598333,4.9327216,"('mean', 'honorable')",4.7598333,4.9327216,0.1728883
35,-0.7148219,-0.8748763,"('corrupt', 'incorrupt')",-0.7148219,-0.8748763,-0.1600544
36,-0.9530799,-1.0514346,"('hostile', 'amicable')",-0.9530799,-1.0514346,-0.0983547
37,1.1004199,1.0104704,"('fake', 'genuine')",1.1004199,1.0104704,-0.0899495
38,0.21161789,0.22184086,"('untruthful', 'truthful')",0.2116179,0.2218409,0.010223
39,0.44813412,0.48082185,"('exploitative', 'cooperative')",0.4481341,0.4808218,0.0326877
40,-0.32760504,-0.45305017,"('stingy', 'generous')",-0.327605,-0.4530502,-0.1254452
41,-0.13937387,-0.17086875,"('unforgiving', 'forgiving')",-0.1393739,-0.1708688,-0.0314949
42,-1.8791103,-1.8412582,"('unreliable', 'reliable')",-1.8791103,-1.8412582,0.0378521
43,1.0556638,1.154488,"('irresponsible', 'responsible')",1.0556638,1.154488,0.0988242
44,-1.9272234,-2.0760913,"('prejudiced', 'unprejudiced')",-1.9272234,-2.0760913,-0.1488679
45,0.3660362,0.41963544,"('incompetent', 'competent')",0.3660362,0.4196354,0.0535992
46,-0.677116,-0.5694598,"('uncompetitive', 'competitive')",-0.677116,-0.5694598,0.1076562
47,4.706883,4.831439,"('stupid', 'smart')",4.706883,4.831439,0.124556
48,0.5548614,0.5492959,"('unintelligent', 'intelligent')",0.5548614,0.5492959,-0.0055655
49,0.4941955,0.6580313,"('unable', 'able')",0.4941955,0.6580313,0.1638358
50,0.11506949,0.13818698,"('clumsy', 'skillful')",0.1150695,0.138187,0.0231175
51,1.063565,1.0601863,"('uneducated', 'educated')",1.063565,1.0601863,-0.0033787
52,0.20417231,0.15431444,"('irrational', 'rational')",0.2041723,0.1543144,-0.0498579
53,0.2223519,0.18153536,"('uncreative', 'creative')",0.2223519,0.1815354,-0.0408165
54,1.5347332,1.7737405,"('incapable', 'capable')",1.5347332,1.7737405,0.2390073
55,1.1364952,1.2184964,"('incompetent', 'clever')",1.1364952,1.2184964,0.0820012
56,0.66904646,0.8327857,"('impractical', 'practical')",0.6690465,0.8327857,0.1637392
57,-2.3998806,-2.3203661,"('unimaginative', 'imaginative')",-2.3998806,-2.3203661,0.0795145
58,0.17462495,0.1638913,"('undiscriminating', 'discriminating')",0.1746249,0.1638913,-0.0107336
