,paperwork_male,paperwork_female,tuple,average_male,average_female,female-male
0,0.5179621,0.33841413,"('unsociable', 'sociable')",0.5179621,0.3384141,-0.179548
1,0.20486969,0.17649683,"('unfriendly', 'friendly')",0.2048697,0.1764968,-0.0283729
2,0.20087968,0.27853456,"('unlikable', 'likable')",0.2008797,0.2785346,0.0776549
3,0.43836418,0.42544347,"('repellent', 'pleasant')",0.4383642,0.4254435,-0.0129207
4,-6.5893455,-6.320582,"('disliked', 'liked')",-6.5893455,-6.3205819,0.2687636
5,-1.229368,-1.1628215,"('distant', 'outgoing')",-1.229368,-1.1628215,0.0665465
6,-1.4724305,-1.4049643,"('distant', 'open')",-1.4724305,-1.4049643,0.0674662
7,1.3543001,1.2789205,"('insensitive', 'sensitive')",1.3543001,1.2789205,-0.0753796
8,0.20993839,0.21182069,"('unaffectionate', 'affectionate')",0.2099384,0.2118207,0.0018823
9,1.1081021,1.1127337,"('unaffectionate', 'caring')",1.1081021,1.1127337,0.0046316
10,1.094032,0.9976513,"('unsympathetic', 'sympathetic')",1.094032,0.9976513,-0.0963807
11,2.6985822,2.713489,"('unhelpful', 'helpful')",2.6985822,2.7134891,0.0149069
12,-0.72512984,-0.69459,"('unsupportive', 'supportive')",-0.7251298,-0.69459,0.0305398
13,0.65668726,0.5504035,"('impolite', 'polite')",0.6566873,0.5504035,-0.1062838
14,0.875077,0.8347971,"('antisocial', 'social')",0.875077,0.8347971,-0.0402799
15,-0.22386068,-0.20363508,"('boring', 'funny')",-0.2238607,-0.2036351,0.0202256
16,-0.86546814,-0.82360995,"('unpopular', 'popular')",-0.8654681,-0.8236099,0.0418582
17,-0.88120353,-0.8045522,"('nasty', 'nice')",-0.8812035,-0.8045522,0.0766513
18,-1.2430865,-1.3253944,"('disagreeable', 'welcoming')",-1.2430865,-1.3253944,-0.0823079
19,-1.1088214,-1.109702,"('inhospitable', 'hospitable')",-1.1088214,-1.109702,-0.0008806
20,0.7065383,0.6551198,"('rough', 'thoughtful')",0.7065383,0.6551198,-0.0514185
21,0.5829923,0.60024416,"('immoral', 'moral')",0.5829923,0.6002442,0.0172519
22,-0.038745962,-0.02317391,"('untrustworthy', 'trustworthy')",-0.038746,-0.0231739,0.0155721
23,6.921833,6.7176127,"('insincere', 'sincere')",6.921833,6.7176127,-0.2042203
24,1.6635848,1.6191448,"('dishonest', 'honest')",1.6635848,1.6191448,-0.04444
25,-0.49631572,-0.4613903,"('egoistic', 'altruistic')",-0.4963157,-0.4613903,0.0349254
26,-0.17378888,-0.084851235,"('hardhearted', 'benevolent')",-0.1737889,-0.0848512,0.0889377
27,0.3389672,0.2505637,"('hardhearted', 'softhearted')",0.3389672,0.2505637,-0.0884035
28,0.7843137,0.7689663,"('disloyal', 'loyal')",0.7843137,0.7689663,-0.0153474
29,-0.776745,-0.88370806,"('unfair', 'fair')",-0.776745,-0.8837081,-0.1069631
30,0.9709311,0.8940022,"('intolerant', 'tolerant')",0.9709311,0.8940022,-0.0769289
31,-2.6316054,-2.5885642,"('evil', 'good')",-2.6316054,-2.5885642,0.0430412
32,1.5075892,1.4543664,"('unkind', 'kind')",1.5075892,1.4543664,-0.0532228
33,-0.22844261,-0.23798184,"('wrong', 'right')",-0.2284426,-0.2379818,-0.0095392
34,4.004549,4.0424643,"('mean', 'honorable')",4.004549,4.0424643,0.0379153
35,-1.958246,-1.9926596,"('corrupt', 'incorrupt')",-1.958246,-1.9926596,-0.0344136
36,-1.4999154,-1.5013962,"('hostile', 'amicable')",-1.4999154,-1.5013962,-0.0014808
37,0.0054632425,-0.018453082,"('fake', 'genuine')",0.0054632,-0.0184531,-0.0239163
38,0.7995184,0.8492468,"('untruthful', 'truthful')",0.7995184,0.8492468,0.0497284
39,0.107203305,0.16408116,"('exploitative', 'cooperative')",0.1072033,0.1640812,0.0568779
40,-1.7561663,-1.7723767,"('stingy', 'generous')",-1.7561663,-1.7723767,-0.0162104
41,0.3942121,0.3519926,"('unforgiving', 'forgiving')",0.3942121,0.3519926,-0.0422195
42,-1.9434396,-1.8622586,"('unreliable', 'reliable')",-1.9434396,-1.8622586,0.081181
43,1.3709718,1.2540919,"('irresponsible', 'responsible')",1.3709718,1.2540919,-0.1168799
44,-1.7790669,-1.8490448,"('prejudiced', 'unprejudiced')",-1.7790669,-1.8490448,-0.0699779
45,0.54805464,0.5329176,"('incompetent', 'competent')",0.5480546,0.5329176,-0.015137
46,0.31050372,0.24734005,"('uncompetitive', 'competitive')",0.3105037,0.2473401,-0.0631636
47,5.396677,5.403766,"('stupid', 'smart')",5.396677,5.4037662,0.0070892
48,0.58906275,0.4293388,"('unintelligent', 'intelligent')",0.5890628,0.4293388,-0.159724
49,-0.35553175,-0.30274105,"('unable', 'able')",-0.3555318,-0.3027411,0.0527907
50,-0.04571168,0.014936991,"('clumsy', 'skillful')",-0.0457117,0.014937,0.0606487
51,0.93297,0.96944416,"('uneducated', 'educated')",0.93297,0.9694442,0.0364742
52,-1.5504273,-1.5782052,"('irrational', 'rational')",-1.5504273,-1.5782052,-0.0277779
53,0.06634585,0.059658594,"('uncreative', 'creative')",0.0663458,0.0596586,-0.0066872
54,0.31860235,0.37191576,"('incapable', 'capable')",0.3186024,0.3719158,0.0533134
55,1.2250905,1.1618513,"('incompetent', 'clever')",1.2250905,1.1618513,-0.0632392
56,2.1269822,2.0926952,"('impractical', 'practical')",2.1269822,2.0926952,-0.034287
57,-2.4824612,-2.3911152,"('unimaginative', 'imaginative')",-2.4824612,-2.3911152,0.091346
58,0.598422,0.6582563,"('undiscriminating', 'discriminating')",0.598422,0.6582563,0.0598343
59,-1.2710965,-1.1393423,"('foolish', 'wise')",-1.2710965,-1.1393423,0.1317542
60,2.1112423,2.0322218,"('inefficient', 'efficient')",2.1112423,2.0322218,-0.0790205
61,0.9195567,0.784039,"('illogical', 'logical')",0.9195567,0.784039,-0.1355177
62,1.4989552,1.5163774,"('incompetent', 'brilliant')",1.4989552,1.5163774,0.0174222
63,1.4490355,1.4564159,"('unperceptive', 'insightful')",1.4490355,1.4564159,0.0073804
64,-4.43881,-4.3097095,"('shy', 'confident')",-4.4388099,-4.3097095,0.1291004
65,1.168383,1.0178484,"('insecure', 'secure')",1.168383,1.0178484,-0.1505346
66,-0.44254613,-0.5236746,"('inactive', 'active')",-0.4425461,-0.5236746,-0.0811285
67,0.19835865,0.20235594,"('doubtful', 'determined')",0.1983587,0.2023559,0.0039972
68,-1.0699599,-1.173435,"('dependent', 'independent')",-1.0699599,-1.173435,-0.1034751
69,-1.9896717,-1.8510118,"('lazy', 'industrious')",-1.9896717,-1.8510118,0.1386599
70,1.7097743,1.6358178,"('lethargic', 'energetic')",1.7097743,1.6358178,-0.0739565
