,paddock_male,paddock_female,tuple,average_male,average_female,female-male
0,0.7127178,0.6609413,"('unsociable', 'sociable')",0.7127178,0.6609413,-0.0517765
1,-0.48762608,-0.4227308,"('unfriendly', 'friendly')",-0.4876261,-0.4227308,0.0648953
2,-0.40239772,-0.19158462,"('unlikable', 'likable')",-0.4023977,-0.1915846,0.2108131
3,-0.92430747,-0.7156242,"('repellent', 'pleasant')",-0.9243075,-0.7156242,0.2086833
4,-1.7112526,-1.45978,"('disliked', 'liked')",-1.7112526,-1.45978,0.2514726
5,-0.40034235,-0.33805895,"('distant', 'outgoing')",-0.4003423,-0.3380589,0.0622834
6,-0.40366372,-0.23141114,"('distant', 'open')",-0.4036637,-0.2314111,0.1722526
7,0.18364011,0.10313838,"('insensitive', 'sensitive')",0.1836401,0.1031384,-0.0805017
8,-0.3250917,-0.21496882,"('unaffectionate', 'affectionate')",-0.3250917,-0.2149688,0.1101229
9,-0.20471603,-0.15817782,"('unaffectionate', 'caring')",-0.204716,-0.1581778,0.0465382
10,-0.5612368,-0.6700549,"('unsympathetic', 'sympathetic')",-0.5612368,-0.6700549,-0.1088181
11,0.12903532,-0.05375494,"('unhelpful', 'helpful')",0.1290353,-0.0537549,-0.1827902
12,-0.86638033,-0.62183386,"('unsupportive', 'supportive')",-0.8663803,-0.6218339,0.2445464
13,0.09923583,-0.08334391,"('impolite', 'polite')",0.0992358,-0.0833439,-0.1825797
14,0.1054199,0.21424286,"('antisocial', 'social')",0.1054199,0.2142429,0.108823
15,0.7188977,0.7004609,"('boring', 'funny')",0.7188977,0.7004609,-0.0184368
16,0.20688167,0.41481215,"('unpopular', 'popular')",0.2068817,0.4148121,0.2079304
17,-0.48058555,-0.42612755,"('nasty', 'nice')",-0.4805855,-0.4261276,0.0544579
18,-1.3000039,-1.2304116,"('disagreeable', 'welcoming')",-1.3000039,-1.2304116,0.0695923
19,-0.84321904,-0.84573627,"('inhospitable', 'hospitable')",-0.843219,-0.8457363,-0.0025173
20,-0.85321325,-0.78174275,"('rough', 'thoughtful')",-0.8532133,-0.7817428,0.0714705
21,-0.877625,-0.76304877,"('immoral', 'moral')",-0.877625,-0.7630488,0.1145762
22,-0.506648,-0.4922179,"('untrustworthy', 'trustworthy')",-0.506648,-0.4922179,0.0144301
23,1.2721174,1.1576316,"('insincere', 'sincere')",1.2721174,1.1576316,-0.1144858
24,-0.57720643,-0.7288677,"('dishonest', 'honest')",-0.5772064,-0.7288677,-0.1516613
25,0.18877327,0.11300764,"('egoistic', 'altruistic')",0.1887733,0.1130076,-0.0757657
26,0.044906914,-0.14304326,"('hardhearted', 'benevolent')",0.0449069,-0.1430433,-0.1879502
27,-0.5807965,-0.5934192,"('hardhearted', 'softhearted')",-0.5807965,-0.5934192,-0.0126227
28,-0.0017476901,-0.091774255,"('disloyal', 'loyal')",-0.0017477,-0.0917743,-0.0900266
29,-0.036681686,-0.13537899,"('unfair', 'fair')",-0.0366817,-0.135379,-0.0986973
30,-0.21745025,-0.4033673,"('intolerant', 'tolerant')",-0.2174502,-0.4033673,-0.1859171
31,-0.83057475,-0.64451575,"('evil', 'good')",-0.8305748,-0.6445158,0.186059
32,-0.51345706,-0.48910972,"('unkind', 'kind')",-0.5134571,-0.4891097,0.0243474
33,0.58784586,0.5644682,"('wrong', 'right')",0.5878459,0.5644682,-0.0233777
34,1.0395513,0.95071334,"('mean', 'honorable')",1.0395513,0.9507133,-0.088838
35,0.25168794,0.1653963,"('corrupt', 'incorrupt')",0.2516879,0.1653963,-0.0862916
36,-0.45359993,-0.1602143,"('hostile', 'amicable')",-0.4535999,-0.1602143,0.2933856
37,-0.20396085,-0.21366972,"('fake', 'genuine')",-0.2039609,-0.2136697,-0.0097088
38,0.041569386,-0.20246245,"('untruthful', 'truthful')",0.0415694,-0.2024624,-0.2440318
39,-0.29029608,-0.32712966,"('exploitative', 'cooperative')",-0.2902961,-0.3271297,-0.0368336
40,-1.2049468,-1.0226264,"('stingy', 'generous')",-1.2049468,-1.0226264,0.1823204
41,0.122935735,0.11233874,"('unforgiving', 'forgiving')",0.1229357,0.1123387,-0.010597
42,-1.1013502,-0.84651244,"('unreliable', 'reliable')",-1.1013502,-0.8465124,0.2548378
43,-0.6763888,-0.782735,"('irresponsible', 'responsible')",-0.6763888,-0.782735,-0.1063462
44,-0.9974163,-1.0219532,"('prejudiced', 'unprejudiced')",-0.9974163,-1.0219532,-0.0245369
45,0.6371246,0.55948734,"('incompetent', 'competent')",0.6371246,0.5594873,-0.0776373
46,0.06490563,0.04775745,"('uncompetitive', 'competitive')",0.0649056,0.0477575,-0.0171481
47,1.6870332,1.7311262,"('stupid', 'smart')",1.6870332,1.7311262,0.044093
48,-0.35886496,-0.4757187,"('unintelligent', 'intelligent')",-0.358865,-0.4757187,-0.1168537
49,-0.78184277,-0.4982684,"('unable', 'able')",-0.7818428,-0.4982684,0.2835744
50,-0.6238097,-0.42850327,"('clumsy', 'skillful')",-0.6238097,-0.4285033,0.1953064
51,-0.98181266,-1.1021321,"('uneducated', 'educated')",-0.9818127,-1.1021321,-0.1203194
52,-0.28882056,-0.06406581,"('irrational', 'rational')",-0.2888206,-0.0640658,0.2247548
53,-0.58159685,-0.28873312,"('uncreative', 'creative')",-0.5815969,-0.2887331,0.2928638
54,0.09945178,0.22423227,"('incapable', 'capable')",0.0994518,0.2242323,0.1247805
55,0.12991023,0.073649034,"('incompetent', 'clever')",0.1299102,0.073649,-0.0562612
56,0.18377411,-0.001923643,"('impractical', 'practical')",0.1837741,-0.0019236,-0.1856977
57,-0.67515,-0.5972911,"('unimaginative', 'imaginative')",-0.67515,-0.5972911,0.0778589
58,0.29528975,0.41555756,"('undiscriminating', 'discriminating')",0.2952898,0.4155576,0.1202678
59,-0.6084182,-0.48596817,"('foolish', 'wise')",-0.6084182,-0.4859682,0.12245
60,-0.6344921,-0.81467354,"('inefficient', 'efficient')",-0.6344921,-0.8146735,-0.1801814
61,0.1697185,0.018728778,"('illogical', 'logical')",0.1697185,0.0187288,-0.1509897
62,-0.18721908,-0.18886128,"('incompetent', 'brilliant')",-0.1872191,-0.1888613,-0.0016422
63,-0.14246209,-0.038933095,"('unperceptive', 'insightful')",-0.1424621,-0.0389331,0.103529
64,-1.8366346,-1.6319402,"('shy', 'confident')",-1.8366346,-1.6319402,0.2046944
65,-0.061889544,-0.24912634,"('insecure', 'secure')",-0.0618895,-0.2491263,-0.1872368
66,-0.2532931,-0.17171198,"('inactive', 'active')",-0.2532931,-0.171712,0.0815811
67,0.68726546,0.7222211,"('doubtful', 'determined')",0.6872655,0.7222211,0.0349556
68,-1.4552794,-1.447059,"('dependent', 'independent')",-1.4552794,-1.447059,0.0082204
69,0.024493232,0.068149075,"('lazy', 'industrious')",0.0244932,0.0681491,0.0436559
70,0.23089069,0.028358,"('lethargic', 'energetic')",0.2308907,0.028358,-0.2025327
71,0.051450036,-0.08705819,"('diffident', 'self-confident')",0.05145,-0.0870582,-0.1385082
72,-0.5773042,-0.50955826,"('unambitious', 'ambitious')",-0.5773042,-0.5095583,0.0677459
73,-1.722706,-1.6843075,"('helpless', 'self-reliant')",-1.722706,-1.6843075,0.0383985
74,-0.7657513,-0.663517,"('undedicated', 'dedicated')",-0.7657513,-0.663517,0.1022343
75,0.23153183,0.21833673,"('meek', 'impulsive')",0.2315318,0.2183367,-0.0131951
76,-0.6450645,-0.6085393,"('anxious', 'daring')",-0.6450645,-0.6085393,0.0365252
77,-0.44183436,-0.22559252,"('unmotivated', 'motivated')",-0.4418344,-0.2255925,0.2162419
78,0.22958459,0.32988226,"('nonresilient', 'resilient')",0.2295846,0.3298823,0.1002977
79,-0.27167672,-0.24961501,"('wavering', 'unwavering')",-0.2716767,-0.249615,0.0220617
80,0.28747144,0.23800787,"('dominated', 'dominating')",0.2874714,0.2380079,-0.0494635
81,-0.52820295,-0.61163217,"('submissive', 'aggressive')",-0.528203,-0.6116322,-0.0834292
82,1.5200974,1.4758294,"('poor', 'rich')",1.5200974,1.4758294,-0.044268
83,-0.34202453,-0.4556182,"('powerless', 'powerful')",-0.3420245,-0.4556182,-0.1135937
84,0.35092443,0.32990956,"('inferior', 'superior')",0.3509244,0.3299096,-0.0210148
