,latte_male,latte_female,tuple,average_male,average_female,female-male
0,0.31630734,0.2932546,"('unsociable', 'sociable')",0.3163073,0.2932546,-0.0230527
1,-0.8238347,-0.78265333,"('unfriendly', 'friendly')",-0.8238347,-0.7826533,0.0411814
2,0.79970336,0.85631967,"('unlikable', 'likable')",0.7997034,0.8563197,0.0566163
3,0.20178692,0.2236642,"('repellent', 'pleasant')",0.2017869,0.2236642,0.0218773
4,-3.5274482,-3.5182316,"('disliked', 'liked')",-3.5274482,-3.5182316,0.0092166
5,-1.788687,-1.5712326,"('distant', 'outgoing')",-1.788687,-1.5712326,0.2174544
6,-2.141159,-1.9840918,"('distant', 'open')",-2.1411591,-1.9840918,0.1570673
7,0.3735248,0.5724345,"('insensitive', 'sensitive')",0.3735248,0.5724345,0.1989097
8,-1.1563284,-1.2514755,"('unaffectionate', 'affectionate')",-1.1563284,-1.2514755,-0.0951471
9,-0.43108565,-0.31699964,"('unaffectionate', 'caring')",-0.4310856,-0.3169996,0.114086
10,0.81854796,0.8873391,"('unsympathetic', 'sympathetic')",0.818548,0.8873391,0.0687911
11,2.0648673,2.1418083,"('unhelpful', 'helpful')",2.0648673,2.1418083,0.076941
12,-1.0054297,-0.86886954,"('unsupportive', 'supportive')",-1.0054297,-0.8688695,0.1365602
13,0.94114226,0.96993166,"('impolite', 'polite')",0.9411423,0.9699317,0.0287894
14,1.0388765,0.98961025,"('antisocial', 'social')",1.0388765,0.9896103,-0.0492662
15,0.15555076,0.04674077,"('boring', 'funny')",0.1555508,0.0467408,-0.10881
16,0.20638882,0.13244489,"('unpopular', 'popular')",0.2063888,0.1324449,-0.0739439
17,0.25598526,0.2413457,"('nasty', 'nice')",0.2559853,0.2413457,-0.0146396
18,-0.44401336,-0.40044716,"('disagreeable', 'welcoming')",-0.4440134,-0.4004472,0.0435662
19,-1.0399517,-0.91857356,"('inhospitable', 'hospitable')",-1.0399517,-0.9185736,0.1213781
20,0.39322814,0.45520777,"('rough', 'thoughtful')",0.3932281,0.4552078,0.0619797
21,0.86593515,1.0469382,"('immoral', 'moral')",0.8659351,1.0469382,0.1810031
22,0.26721084,0.35911238,"('untrustworthy', 'trustworthy')",0.2672108,0.3591124,0.0919016
23,4.008178,4.1021667,"('insincere', 'sincere')",4.0081782,4.1021667,0.0939885
24,0.5828061,0.82586074,"('dishonest', 'honest')",0.5828061,0.8258607,0.2430546
25,-0.57943,-0.75823534,"('egoistic', 'altruistic')",-0.57943,-0.7582353,-0.1788053
26,-0.19801477,-0.386015,"('hardhearted', 'benevolent')",-0.1980148,-0.386015,-0.1880002
27,0.3178104,0.30966017,"('hardhearted', 'softhearted')",0.3178104,0.3096602,-0.0081502
28,0.64028305,0.6271304,"('disloyal', 'loyal')",0.640283,0.6271304,-0.0131526
29,-0.6997767,-0.65083265,"('unfair', 'fair')",-0.6997767,-0.6508327,0.048944
30,1.5294465,1.5040027,"('intolerant', 'tolerant')",1.5294465,1.5040027,-0.0254438
31,-2.598024,-2.5342743,"('evil', 'good')",-2.5980239,-2.5342743,0.0637496
32,1.4005194,1.4357991,"('unkind', 'kind')",1.4005194,1.4357991,0.0352797
33,-0.66955644,-0.71932334,"('wrong', 'right')",-0.6695564,-0.7193233,-0.0497669
34,2.1941314,2.3935103,"('mean', 'honorable')",2.1941314,2.3935103,0.1993789
35,-1.227616,-1.3547425,"('corrupt', 'incorrupt')",-1.227616,-1.3547425,-0.1271265
36,-2.0443814,-1.9318094,"('hostile', 'amicable')",-2.0443814,-1.9318094,0.112572
37,0.44628954,0.54389966,"('fake', 'genuine')",0.4462895,0.5438997,0.0976102
38,0.5251288,0.6896548,"('untruthful', 'truthful')",0.5251288,0.6896548,0.164526
39,0.26936108,0.27332106,"('exploitative', 'cooperative')",0.2693611,0.2733211,0.00396
40,-1.9451108,-1.98075,"('stingy', 'generous')",-1.9451108,-1.98075,-0.0356392
41,0.9527007,0.95030296,"('unforgiving', 'forgiving')",0.9527007,0.950303,-0.0023977
42,-0.7964607,-0.6889638,"('unreliable', 'reliable')",-0.7964607,-0.6889638,0.1074969
43,0.9789208,1.0868217,"('irresponsible', 'responsible')",0.9789208,1.0868217,0.1079009
44,-0.6660694,-0.7945083,"('prejudiced', 'unprejudiced')",-0.6660694,-0.7945083,-0.1284389
45,0.62189054,0.7142542,"('incompetent', 'competent')",0.6218905,0.7142542,0.0923637
46,0.5199187,0.543794,"('uncompetitive', 'competitive')",0.5199187,0.543794,0.0238753
47,2.8307235,3.1038644,"('stupid', 'smart')",2.8307235,3.1038644,0.2731409
48,0.36153594,0.28775743,"('unintelligent', 'intelligent')",0.3615359,0.2877574,-0.0737785
