,jabil_male,jabil_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5743923,-0.69115365,"('unsociable', 'sociable')",0.006936563,-0.19980793,-0.2837279,-0.4454808,-0.1617529
1,-0.84039867,-0.9733205,"('unfriendly', 'friendly')",1.2718188,0.9821536,0.21571,0.0044166,-0.2112934
2,1.1101589,0.9322853,"('unlikable', 'likable')",0.68825656,0.65225595,0.8992077,0.7922707,-0.106937
3,-0.8007647,-0.6833273,"('repellent', 'pleasant')",0.27247703,0.30672115,-0.2641438,-0.1883031,0.0758407
4,0.5405234,0.6364702,"('disliked', 'liked')",-6.4926,-6.404098,-2.9760382,-2.8838139,0.0922243
5,-0.4183926,-0.26068327,"('distant', 'outgoing')",-0.33884683,-0.45052317,-0.3786197,-0.3556032,0.0230165
6,-0.4056838,-0.28679958,"('distant', 'open')",-0.013561783,-0.11908655,-0.2096228,-0.2029431,0.0066797
7,-0.3425112,-0.211387,"('insensitive', 'sensitive')",0.44328362,0.57127297,0.0503862,0.179943,0.1295568
8,-0.6117992,-0.4204606,"('unaffectionate', 'affectionate')",0.52363235,0.43465072,-0.0440834,0.0070951,0.0511785
9,-0.79985774,-0.6542493,"('unaffectionate', 'caring')",0.81173503,0.8159372,0.0059386,0.080844,0.0749054
10,-0.76429313,-0.88350195,"('unsympathetic', 'sympathetic')",-0.1355938,-0.009499697,-0.4499435,-0.4465008,0.0034427
11,-0.63305295,-0.55443037,"('unhelpful', 'helpful')",2.1017766,2.1647902,0.7343618,0.8051799,0.0708181
12,-0.05367603,0.23045996,"('unsupportive', 'supportive')",-1.8238739,-1.6508154,-0.9387749,-0.7101777,0.2285972
13,-0.6886285,-0.84201527,"('impolite', 'polite')",-0.30767733,-0.29543263,-0.4981529,-0.5687239,-0.070571
14,-0.5519898,-0.20963478,"('antisocial', 'social')",-0.12645668,-0.18441132,-0.3392232,-0.197023,0.1422002
15,0.3817979,0.019777834,"('boring', 'funny')",0.94602346,0.6698626,0.6639107,0.3448202,-0.3190905
16,-0.06538169,-0.0013153534,"('unpopular', 'popular')",0.5895189,0.471177,0.2620686,0.2349308,-0.0271378
17,-0.45220047,-0.40955254,"('nasty', 'nice')",-0.3564425,-0.47551557,-0.4043215,-0.4425341,-0.0382126
18,0.42286423,0.7222636,"('disagreeable', 'welcoming')",-0.19389716,-0.26447523,0.1144835,0.2288942,0.1144107
19,-0.44846568,-0.40518808,"('inhospitable', 'hospitable')",-0.259948,-0.30764076,-0.3542068,-0.3564144,-0.0022076
20,-0.45655268,-0.3560982,"('rough', 'thoughtful')",1.2100557,1.056478,0.3767515,0.3501899,-0.0265616
21,-0.16077897,-0.42496222,"('immoral', 'moral')",-0.23213379,-0.1496608,-0.1964564,-0.2873115,-0.0908551
22,0.5852796,0.4108016,"('untrustworthy', 'trustworthy')",-0.6462051,-0.6656014,-0.0304628,-0.1273999,-0.0969371
23,-0.94810975,-0.96016854,"('insincere', 'sincere')",5.8812537,5.772757,2.466572,2.4062943,-0.0602777
24,0.29164326,0.1094402,"('dishonest', 'honest')",0.83759105,0.87059367,0.5646172,0.4900169,-0.0746003
25,0.3624046,0.33859473,"('egoistic', 'altruistic')",1.0473886,0.79900223,0.7048966,0.5687985,-0.1360981
26,-0.0028364956,-0.46934742,"('hardhearted', 'benevolent')",1.498873,0.9943534,0.7480183,0.262503,-0.4855153
27,0.18238331,0.6091587,"('hardhearted', 'softhearted')",1.1051571,1.0717134,0.6437702,0.8404361,0.1966659
28,-0.61570114,-0.342867,"('disloyal', 'loyal')",1.0456856,1.1234423,0.2149923,0.3902876,0.1752953
29,0.5302702,0.2776855,"('unfair', 'fair')",-0.37957788,-0.68412876,0.0753462,-0.2032216,-0.2785678
30,0.37322614,0.5384674,"('intolerant', 'tolerant')",1.8311775,1.8514742,1.1022018,1.1949708,0.092769
31,-0.34603742,-0.30566826,"('evil', 'good')",-1.107892,-1.3574802,-0.7269647,-0.8315742,-0.1046095
32,0.076212674,-0.32487765,"('unkind', 'kind')",0.9484857,0.68737316,0.5123492,0.1812478,-0.3311014
33,-0.14900418,0.14034325,"('wrong', 'right')",-0.7612571,-0.78480536,-0.4551306,-0.3222311,0.1328995
34,-0.64796907,-0.719282,"('mean', 'honorable')",6.077838,6.0811005,2.7149343,2.6809092,-0.0340251
35,0.33191124,0.008280903,"('corrupt', 'incorrupt')",-0.3918605,-0.5615554,-0.0299746,-0.2766373,-0.2466627
36,-0.32627514,-0.41083926,"('hostile', 'amicable')",0.06830608,-0.23259757,-0.1289845,-0.3217184,-0.1927339
37,-0.1805495,-0.17015526,"('fake', 'genuine')",0.50253,0.6032816,0.1609902,0.2165632,0.055573
38,-0.30978796,-0.37043533,"('untruthful', 'truthful')",-0.041752692,0.15770699,-0.1757703,-0.1063642,0.0694061
39,0.25438672,0.38623348,"('exploitative', 'cooperative')",-0.013824512,-0.03189477,0.1202811,0.1771694,0.0568883
40,-0.33013493,-0.305403,"('stingy', 'generous')",-1.998628,-2.0419385,-1.1643815,-1.1736708,-0.0092893
41,0.1271511,0.17202874,"('unforgiving', 'forgiving')",0.0729792,-0.08283042,0.1000651,0.0445992,-0.0554659
42,0.7629965,1.2610089,"('unreliable', 'reliable')",-2.8675158,-2.6305265,-1.0522597,-0.6847588,0.3675009
43,-0.11716325,-0.12155184,"('irresponsible', 'responsible')",0.89136124,0.82448876,0.387099,0.3514684,-0.0356306
44,0.15413813,-0.0012764707,"('prejudiced', 'unprejudiced')",-1.535806,-1.6931268,-0.6908339,-0.8472016,-0.1563677
45,-0.0048856493,0.075685345,"('incompetent', 'competent')",0.31885064,0.12086444,0.1569825,0.0982749,-0.0587076
46,-0.4631234,-0.30921724,"('uncompetitive', 'competitive')",-0.40798664,-0.07347338,-0.435555,-0.1913453,0.2442097
47,0.1429013,0.11202164,"('stupid', 'smart')",5.8945117,5.8501673,3.0187066,2.9810944,-0.0376122
48,-0.5141963,-0.62011015,"('unintelligent', 'intelligent')",0.78695095,0.8133938,0.1363773,0.0966418,-0.0397355
49,-0.003297031,0.38453844,"('unable', 'able')",0.057547327,0.39007565,0.0271251,0.387307,0.3601819
50,0.45423138,0.8055192,"('clumsy', 'skillful')",0.16409147,0.38380516,0.3091614,0.5946622,0.2855008
51,-0.07826488,-0.37720394,"('uneducated', 'educated')",0.54183,0.41854128,0.2317826,0.0206687,-0.2111139
52,0.36466935,0.28419104,"('irrational', 'rational')",-0.011989934,-0.37672085,0.1763397,-0.0462649,-0.2226046
53,-0.5509937,-0.62997353,"('uncreative', 'creative')",0.6131923,0.5672629,0.0310993,-0.0313553,-0.0624546
54,0.44634506,0.3005174,"('incapable', 'capable')",1.3680006,1.3493848,0.9071729,0.8249511,-0.0822218
55,-0.2753545,-0.030445281,"('incompetent', 'clever')",0.4047056,0.4160283,0.0646756,0.1927915,0.1281159
56,0.20758966,0.36012942,"('impractical', 'practical')",0.47837913,0.50689316,0.3429844,0.4335113,0.0905269
57,-0.031867713,-0.10307301,"('unimaginative', 'imaginative')",-2.4232297,-2.5516129,-1.2275487,-1.327343,-0.0997943
58,1.1667541,1.192446,"('undiscriminating', 'discriminating')",0.082962364,0.10787845,0.6248583,0.6501622,0.0253039
59,1.2880472,1.2656902,"('foolish', 'wise')",0.37041807,0.38397786,0.8292326,0.824834,-0.0043986
60,-0.40105125,-0.15928966,"('inefficient', 'efficient')",0.42484015,0.73885167,0.0118944,0.289781,0.2778866
61,-0.067054,-0.10626827,"('illogical', 'logical')",0.40446198,0.13094205,0.168704,0.0123369,-0.1563671
62,0.3628221,0.5326782,"('incompetent', 'brilliant')",0.72845346,1.0363328,0.5456378,0.7845055,0.2388677
63,-0.43844962,-0.4430499,"('unperceptive', 'insightful')",0.9504803,1.2415706,0.2560153,0.3992603,0.143245
64,-0.42060244,-0.39832753,"('shy', 'confident')",-6.4842005,-6.4434986,-3.4524014,-3.420913,0.0314884
65,-0.41436887,-0.43315727,"('insecure', 'secure')",-0.2680782,-0.17975101,-0.3412235,-0.3064541,0.0347694
66,-1.1077716,-0.954797,"('inactive', 'active')",0.38389862,0.23958848,-0.3619365,-0.3576043,0.0043322
67,-0.7192086,-0.6659534,"('doubtful', 'determined')",0.032455288,-0.06888171,-0.3433767,-0.3674175,-0.0240408
68,-0.2530871,-0.18281941,"('dependent', 'independent')",-0.46058926,-0.30637038,-0.3568382,-0.2445949,0.1122433
69,0.16387375,0.113695726,"('lazy', 'industrious')",-0.70027995,-0.8408463,-0.2682031,-0.3635753,-0.0953722
70,0.3260233,0.3129042,"('lethargic', 'energetic')",0.8682831,1.0752043,0.5971532,0.6940542,0.096901
71,-0.5366575,-0.6696633,"('diffident', 'self-confident')",0.2470726,0.13954364,-0.1447925,-0.2650598,-0.1202673
72,-0.5572213,-0.54828966,"('unambitious', 'ambitious')",-0.85379064,-0.70879626,-0.705506,-0.628543,0.076963
73,0.61468095,0.8059399,"('helpless', 'self-reliant')",-3.2421515,-3.1051307,-1.3137352,-1.1495954,0.1641398
